m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 6.852E+01, 2.750E+00, 1.502E+00, 2.750E+00, 2.043E+01
 2.850E+00, 7.904E+01, 2.850E+00, 1.951E+00, 2.850E+00, 2.190E+01
 2.950E+00, 9.083E+01, 2.950E+00, 2.162E+00, 2.950E+00, 2.290E+01
 3.050E+00, 1.008E+02, 3.050E+00, 2.096E+00, 3.050E+00, 2.425E+01
 3.150E+00, 1.055E+02, 3.150E+00, 1.737E+00, 3.150E+00, 2.558E+01
 3.250E+00, 1.062E+02, 3.250E+00, 1.288E+00, 3.250E+00, 2.648E+01
 3.350E+00, 1.043E+02, 3.350E+00, 8.035E-01, 3.350E+00, 2.703E+01
 3.450E+00, 1.012E+02, 3.450E+00, 3.243E-01, 3.450E+00, 2.735E+01
 3.550E+00, 9.767E+01, 3.550E+00,-1.222E-01, 3.550E+00, 2.749E+01
 3.650E+00, 9.403E+01, 3.650E+00,-5.159E-01, 3.650E+00, 2.747E+01
 3.750E+00, 9.045E+01, 3.750E+00,-8.587E-01, 3.750E+00, 2.736E+01
 3.850E+00, 8.688E+01, 3.850E+00,-1.154E+00, 3.850E+00, 2.717E+01
 3.950E+00, 8.340E+01, 3.950E+00,-1.413E+00, 3.950E+00, 2.692E+01
 4.050E+00, 8.005E+01, 4.050E+00,-1.642E+00, 4.050E+00, 2.665E+01
 4.150E+00, 7.686E+01, 4.150E+00,-1.841E+00, 4.150E+00, 2.636E+01
 4.250E+00, 7.383E+01, 4.250E+00,-2.008E+00, 4.250E+00, 2.606E+01
 4.350E+00, 7.096E+01, 4.350E+00,-2.138E+00, 4.350E+00, 2.574E+01
 4.450E+00, 6.825E+01, 4.450E+00,-2.225E+00, 4.450E+00, 2.541E+01
 4.550E+00, 6.565E+01, 4.550E+00,-2.277E+00, 4.550E+00, 2.505E+01
 4.650E+00, 6.318E+01, 4.650E+00,-2.299E+00, 4.650E+00, 2.467E+01
 4.750E+00, 6.081E+01, 4.750E+00,-2.299E+00, 4.750E+00, 2.427E+01
 4.850E+00, 5.852E+01, 4.850E+00,-2.289E+00, 4.850E+00, 2.386E+01
 4.950E+00, 5.633E+01, 4.950E+00,-2.266E+00, 4.950E+00, 2.343E+01
 5.050E+00, 5.421E+01, 5.050E+00,-2.229E+00, 5.050E+00, 2.299E+01
 5.150E+00, 5.215E+01, 5.150E+00,-2.177E+00, 5.150E+00, 2.252E+01
 5.250E+00, 5.015E+01, 5.250E+00,-2.106E+00, 5.250E+00, 2.204E+01
 5.350E+00, 4.821E+01, 5.350E+00,-2.014E+00, 5.350E+00, 2.153E+01
 5.450E+00, 4.632E+01, 5.450E+00,-1.905E+00, 5.450E+00, 2.101E+01
 5.550E+00, 4.451E+01, 5.550E+00,-1.790E+00, 5.550E+00, 2.048E+01
 5.650E+00, 4.274E+01, 5.650E+00,-1.671E+00, 5.650E+00, 1.994E+01
 5.750E+00, 4.102E+01, 5.750E+00,-1.547E+00, 5.750E+00, 1.940E+01
 5.850E+00, 3.933E+01, 5.850E+00,-1.417E+00, 5.850E+00, 1.883E+01
 5.950E+00, 3.767E+01, 5.950E+00,-1.283E+00, 5.950E+00, 1.825E+01
 6.050E+00, 3.607E+01, 6.050E+00,-1.146E+00, 6.050E+00, 1.766E+01
 6.150E+00, 3.453E+01, 6.150E+00,-1.004E+00, 6.150E+00, 1.707E+01
 6.250E+00, 3.303E+01, 6.250E+00,-8.602E-01, 6.250E+00, 1.648E+01
 6.350E+00, 3.159E+01, 6.350E+00,-7.182E-01, 6.350E+00, 1.589E+01
 6.450E+00, 3.018E+01, 6.450E+00,-5.777E-01, 6.450E+00, 1.530E+01
 6.550E+00, 2.882E+01, 6.550E+00,-4.403E-01, 6.550E+00, 1.471E+01
 6.650E+00, 2.751E+01, 6.650E+00,-3.014E-01, 6.650E+00, 1.412E+01
 6.750E+00, 2.625E+01, 6.750E+00,-1.649E-01, 6.750E+00, 1.353E+01
 6.850E+00, 2.502E+01, 6.850E+00,-3.027E-02, 6.850E+00, 1.295E+01
 6.950E+00, 2.384E+01, 6.950E+00, 1.014E-01, 6.950E+00, 1.237E+01
 7.050E+00, 2.271E+01, 7.050E+00, 2.332E-01, 7.050E+00, 1.180E+01
 7.150E+00, 2.162E+01, 7.150E+00, 3.629E-01, 7.150E+00, 1.123E+01
 7.250E+00, 2.057E+01, 7.250E+00, 4.896E-01, 7.250E+00, 1.068E+01
 7.350E+00, 1.959E+01, 7.350E+00, 6.161E-01, 7.350E+00, 1.014E+01
 7.450E+00, 1.865E+01, 7.450E+00, 7.426E-01, 7.450E+00, 9.611E+00
 7.550E+00, 1.776E+01, 7.550E+00, 8.663E-01, 7.550E+00, 9.098E+00
 7.650E+00, 1.692E+01, 7.650E+00, 9.882E-01, 7.650E+00, 8.602E+00
 7.750E+00, 1.613E+01, 7.750E+00, 1.109E+00, 7.750E+00, 8.123E+00
 7.850E+00, 1.539E+01, 7.850E+00, 1.227E+00, 7.850E+00, 7.663E+00
 7.950E+00, 1.468E+01, 7.950E+00, 1.342E+00, 7.950E+00, 7.221E+00
 8.050E+00, 1.402E+01, 8.050E+00, 1.447E+00, 8.050E+00, 6.802E+00
