m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 8.081E+01, 2.750E+00, 2.501E+00, 2.750E+00, 1.872E+01
 2.850E+00, 8.168E+01, 2.850E+00, 1.953E+00, 2.850E+00, 2.077E+01
 2.950E+00, 8.390E+01, 2.950E+00, 1.856E+00, 2.950E+00, 2.094E+01
 3.050E+00, 8.649E+01, 3.050E+00, 1.870E+00, 3.050E+00, 2.102E+01
 3.150E+00, 8.900E+01, 3.150E+00, 1.892E+00, 3.150E+00, 2.118E+01
 3.250E+00, 9.116E+01, 3.250E+00, 1.919E+00, 3.250E+00, 2.132E+01
 3.350E+00, 9.310E+01, 3.350E+00, 1.965E+00, 3.350E+00, 2.146E+01
 3.450E+00, 9.481E+01, 3.450E+00, 2.025E+00, 3.450E+00, 2.156E+01
 3.550E+00, 9.635E+01, 3.550E+00, 2.121E+00, 3.550E+00, 2.162E+01
 3.650E+00, 9.783E+01, 3.650E+00, 2.258E+00, 3.650E+00, 2.163E+01
 3.750E+00, 9.913E+01, 3.750E+00, 2.414E+00, 3.750E+00, 2.159E+01
 3.850E+00, 1.002E+02, 3.850E+00, 2.572E+00, 3.850E+00, 2.155E+01
 3.950E+00, 1.011E+02, 3.950E+00, 2.729E+00, 3.950E+00, 2.150E+01
 4.050E+00, 1.018E+02, 4.050E+00, 2.886E+00, 4.050E+00, 2.146E+01
 4.150E+00, 1.022E+02, 4.150E+00, 3.035E+00, 4.150E+00, 2.143E+01
 4.250E+00, 1.024E+02, 4.250E+00, 3.166E+00, 4.250E+00, 2.140E+01
 4.350E+00, 1.023E+02, 4.350E+00, 3.277E+00, 4.350E+00, 2.137E+01
 4.450E+00, 1.021E+02, 4.450E+00, 3.368E+00, 4.450E+00, 2.135E+01
 4.550E+00, 1.016E+02, 4.550E+00, 3.442E+00, 4.550E+00, 2.134E+01
 4.650E+00, 1.009E+02, 4.650E+00, 3.503E+00, 4.650E+00, 2.131E+01
 4.750E+00, 1.001E+02, 4.750E+00, 3.552E+00, 4.750E+00, 2.129E+01
 4.850E+00, 9.920E+01, 4.850E+00, 3.596E+00, 4.850E+00, 2.126E+01
 4.950E+00, 9.819E+01, 4.950E+00, 3.641E+00, 4.950E+00, 2.124E+01
 5.050E+00, 9.710E+01, 5.050E+00, 3.685E+00, 5.050E+00, 2.121E+01
 5.150E+00, 9.590E+01, 5.150E+00, 3.729E+00, 5.150E+00, 2.117E+01
 5.250E+00, 9.458E+01, 5.250E+00, 3.771E+00, 5.250E+00, 2.112E+01
 5.350E+00, 9.318E+01, 5.350E+00, 3.807E+00, 5.350E+00, 2.106E+01
 5.450E+00, 9.169E+01, 5.450E+00, 3.838E+00, 5.450E+00, 2.100E+01
 5.550E+00, 9.013E+01, 5.550E+00, 3.862E+00, 5.550E+00, 2.093E+01
 5.650E+00, 8.851E+01, 5.650E+00, 3.878E+00, 5.650E+00, 2.085E+01
 5.750E+00, 8.684E+01, 5.750E+00, 3.887E+00, 5.750E+00, 2.077E+01
 5.850E+00, 8.508E+01, 5.850E+00, 3.884E+00, 5.850E+00, 2.067E+01
 5.950E+00, 8.325E+01, 5.950E+00, 3.869E+00, 5.950E+00, 2.055E+01
 6.050E+00, 8.137E+01, 6.050E+00, 3.844E+00, 6.050E+00, 2.043E+01
 6.150E+00, 7.944E+01, 6.150E+00, 3.807E+00, 6.150E+00, 2.030E+01
 6.250E+00, 7.749E+01, 6.250E+00, 3.761E+00, 6.250E+00, 2.016E+01
 6.350E+00, 7.551E+01, 6.350E+00, 3.709E+00, 6.350E+00, 2.001E+01
 6.450E+00, 7.352E+01, 6.450E+00, 3.656E+00, 6.450E+00, 1.985E+01
 6.550E+00, 7.152E+01, 6.550E+00, 3.591E+00, 6.550E+00, 1.969E+01
 6.650E+00, 6.953E+01, 6.650E+00, 3.534E+00, 6.650E+00, 1.950E+01
 6.750E+00, 6.754E+01, 6.750E+00, 3.472E+00, 6.750E+00, 1.930E+01
 6.850E+00, 6.553E+01, 6.850E+00, 3.415E+00, 6.850E+00, 1.907E+01
 6.950E+00, 6.353E+01, 6.950E+00, 3.355E+00, 6.950E+00, 1.883E+01
 7.050E+00, 6.156E+01, 7.050E+00, 3.300E+00, 7.050E+00, 1.857E+01
 7.150E+00, 5.960E+01, 7.150E+00, 3.241E+00, 7.150E+00, 1.831E+01
 7.250E+00, 5.767E+01, 7.250E+00, 3.186E+00, 7.250E+00, 1.802E+01
 7.350E+00, 5.578E+01, 7.350E+00, 3.133E+00, 7.350E+00, 1.772E+01
 7.450E+00, 5.390E+01, 7.450E+00, 3.090E+00, 7.450E+00, 1.740E+01
 7.550E+00, 5.206E+01, 7.550E+00, 3.046E+00, 7.550E+00, 1.707E+01
 7.650E+00, 5.028E+01, 7.650E+00, 3.015E+00, 7.650E+00, 1.672E+01
 7.750E+00, 4.855E+01, 7.750E+00, 2.986E+00, 7.750E+00, 1.637E+01
 7.850E+00, 4.689E+01, 7.850E+00, 2.963E+00, 7.850E+00, 1.601E+01
 7.950E+00, 4.528E+01, 7.950E+00, 2.950E+00, 7.950E+00, 1.564E+01
 8.050E+00, 4.370E+01, 8.050E+00, 2.944E+00, 8.050E+00, 1.526E+01
 8.150E+00, 4.219E+01, 8.150E+00, 2.941E+00, 8.150E+00, 1.487E+01
 8.250E+00, 4.072E+01, 8.250E+00, 2.940E+00, 8.250E+00, 1.449E+01
 8.350E+00, 3.929E+01, 8.350E+00, 2.941E+00, 8.350E+00, 1.410E+01
 8.450E+00, 3.789E+01, 8.450E+00, 2.943E+00, 8.450E+00, 1.371E+01
 8.550E+00, 3.652E+01, 8.550E+00, 2.945E+00, 8.550E+00, 1.331E+01
 8.650E+00, 3.521E+01, 8.650E+00, 2.946E+00, 8.650E+00, 1.291E+01
 8.750E+00, 3.394E+01, 8.750E+00, 2.952E+00, 8.750E+00, 1.252E+01
 8.850E+00, 3.271E+01, 8.850E+00, 2.965E+00, 8.850E+00, 1.212E+01
 8.950E+00, 3.152E+01, 8.950E+00, 2.978E+00, 8.950E+00, 1.172E+01
 9.050E+00, 3.038E+01, 9.050E+00, 2.997E+00, 9.050E+00, 1.133E+01
 9.150E+00, 2.928E+01, 9.150E+00, 3.017E+00, 9.150E+00, 1.094E+01
 9.250E+00, 2.823E+01, 9.250E+00, 3.041E+00, 9.250E+00, 1.055E+01
 9.350E+00, 2.721E+01, 9.350E+00, 3.067E+00, 9.350E+00, 1.016E+01
 9.450E+00, 2.624E+01, 9.450E+00, 3.098E+00, 9.450E+00, 9.790E+00
 9.550E+00, 2.529E+01, 9.550E+00, 3.128E+00, 9.550E+00, 9.412E+00
 9.650E+00, 2.436E+01, 9.650E+00, 3.163E+00, 9.650E+00, 9.035E+00
 9.750E+00, 2.343E+01, 9.750E+00, 3.195E+00, 9.750E+00, 8.650E+00
 9.850E+00, 2.250E+01, 9.850E+00, 3.229E+00, 9.850E+00, 8.261E+00
 9.950E+00, 2.157E+01, 9.950E+00, 3.252E+00, 9.950E+00, 7.871E+00
 1.005E+01, 2.063E+01, 1.005E+01, 3.278E+00, 1.005E+01, 7.471E+00
 1.015E+01, 1.962E+01, 1.015E+01, 3.284E+00, 1.015E+01, 7.062E+00
 1.025E+01, 1.864E+01, 1.025E+01, 3.364E+00, 1.025E+01, 6.601E+00
