m,kW/m2,m,kW/m2,m,kW/m2
 8.250E+00, 2.952E-01, 8.250E+00, 2.609E-01, 8.250E+00, 2.949E-01
 8.350E+00, 2.847E-01, 8.350E+00, 2.668E-01, 8.350E+00, 2.834E-01
 8.450E+00, 2.740E-01, 8.450E+00, 2.719E-01, 8.450E+00, 2.723E-01
 8.550E+00, 2.628E-01, 8.550E+00, 2.760E-01, 8.550E+00, 2.617E-01
 8.650E+00, 2.518E-01, 8.650E+00, 2.799E-01, 8.650E+00, 2.514E-01
 8.750E+00, 2.420E-01, 8.750E+00, 2.847E-01, 8.750E+00, 2.414E-01
 8.850E+00, 2.327E-01, 8.850E+00, 2.892E-01, 8.850E+00, 2.318E-01
 8.950E+00, 2.246E-01, 8.950E+00, 2.950E-01, 8.950E+00, 2.224E-01
 9.050E+00, 2.169E-01, 9.050E+00, 3.009E-01, 9.050E+00, 2.134E-01
 9.150E+00, 2.091E-01, 9.150E+00, 3.063E-01, 9.150E+00, 2.047E-01
 9.250E+00, 2.013E-01, 9.250E+00, 3.112E-01, 9.250E+00, 1.963E-01
 9.350E+00, 1.935E-01, 9.350E+00, 3.160E-01, 9.350E+00, 1.882E-01
 9.450E+00, 1.853E-01, 9.450E+00, 3.201E-01, 9.450E+00, 1.803E-01
 9.550E+00, 1.761E-01, 9.550E+00, 3.229E-01, 9.550E+00, 1.726E-01
 9.650E+00, 1.666E-01, 9.650E+00, 3.253E-01, 9.650E+00, 1.651E-01
 9.750E+00, 1.559E-01, 9.750E+00, 3.266E-01, 9.750E+00, 1.577E-01
 9.850E+00, 1.460E-01, 9.850E+00, 3.289E-01, 9.850E+00, 1.503E-01
 9.950E+00, 1.360E-01, 9.950E+00, 3.309E-01, 9.950E+00, 1.427E-01
 1.005E+01, 1.264E-01, 1.005E+01, 3.346E-01, 1.005E+01, 1.347E-01
 1.015E+01, 1.150E-01, 1.015E+01, 3.362E-01, 1.015E+01, 1.264E-01
 1.025E+01, 1.084E-01, 1.025E+01, 3.440E-01, 1.025E+01, 1.167E-01
