m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 6.489E+01, 2.750E+00, 1.304E+00, 2.750E+00, 1.899E+01
 2.850E+00, 8.077E+01, 2.850E+00, 1.681E+00, 2.850E+00, 2.083E+01
 2.950E+00, 8.741E+01, 2.950E+00, 1.316E+00, 2.950E+00, 2.113E+01
 3.050E+00, 8.648E+01, 3.050E+00, 5.579E-01, 3.050E+00, 2.117E+01
 3.150E+00, 8.236E+01, 3.150E+00,-2.470E-01, 3.150E+00, 2.118E+01
 3.250E+00, 7.794E+01, 3.250E+00,-9.494E-01, 3.250E+00, 2.121E+01
 3.350E+00, 7.394E+01, 3.350E+00,-1.528E+00, 3.350E+00, 2.124E+01
 3.450E+00, 7.062E+01, 3.450E+00,-2.007E+00, 3.450E+00, 2.127E+01
 3.550E+00, 6.786E+01, 3.550E+00,-2.399E+00, 3.550E+00, 2.129E+01
 3.650E+00, 6.556E+01, 3.650E+00,-2.721E+00, 3.650E+00, 2.131E+01
 3.750E+00, 6.362E+01, 3.750E+00,-2.982E+00, 3.750E+00, 2.131E+01
 3.850E+00, 6.197E+01, 3.850E+00,-3.199E+00, 3.850E+00, 2.131E+01
 3.950E+00, 6.054E+01, 3.950E+00,-3.384E+00, 3.950E+00, 2.132E+01
 4.050E+00, 5.929E+01, 4.050E+00,-3.539E+00, 4.050E+00, 2.132E+01
 4.150E+00, 5.819E+01, 4.150E+00,-3.662E+00, 4.150E+00, 2.131E+01
 4.250E+00, 5.718E+01, 4.250E+00,-3.753E+00, 4.250E+00, 2.128E+01
 4.350E+00, 5.621E+01, 4.350E+00,-3.817E+00, 4.350E+00, 2.122E+01
 4.450E+00, 5.525E+01, 4.450E+00,-3.861E+00, 4.450E+00, 2.114E+01
 4.550E+00, 5.431E+01, 4.550E+00,-3.892E+00, 4.550E+00, 2.103E+01
 4.650E+00, 5.333E+01, 4.650E+00,-3.908E+00, 4.650E+00, 2.091E+01
 4.750E+00, 5.232E+01, 4.750E+00,-3.905E+00, 4.750E+00, 2.075E+01
 4.850E+00, 5.129E+01, 4.850E+00,-3.887E+00, 4.850E+00, 2.057E+01
 4.950E+00, 5.023E+01, 4.950E+00,-3.854E+00, 4.950E+00, 2.036E+01
 5.050E+00, 4.913E+01, 5.050E+00,-3.802E+00, 5.050E+00, 2.011E+01
 5.150E+00, 4.797E+01, 5.150E+00,-3.736E+00, 5.150E+00, 1.982E+01
 5.250E+00, 4.678E+01, 5.250E+00,-3.662E+00, 5.250E+00, 1.951E+01
 5.350E+00, 4.555E+01, 5.350E+00,-3.582E+00, 5.350E+00, 1.918E+01
 5.450E+00, 4.429E+01, 5.450E+00,-3.498E+00, 5.450E+00, 1.883E+01
 5.550E+00, 4.301E+01, 5.550E+00,-3.405E+00, 5.550E+00, 1.846E+01
 5.650E+00, 4.170E+01, 5.650E+00,-3.302E+00, 5.650E+00, 1.806E+01
 5.750E+00, 4.037E+01, 5.750E+00,-3.190E+00, 5.750E+00, 1.765E+01
 5.850E+00, 3.904E+01, 5.850E+00,-3.067E+00, 5.850E+00, 1.723E+01
 5.950E+00, 3.771E+01, 5.950E+00,-2.933E+00, 5.950E+00, 1.679E+01
 6.050E+00, 3.637E+01, 6.050E+00,-2.786E+00, 6.050E+00, 1.633E+01
 6.150E+00, 3.504E+01, 6.150E+00,-2.630E+00, 6.150E+00, 1.586E+01
 6.250E+00, 3.373E+01, 6.250E+00,-2.469E+00, 6.250E+00, 1.538E+01
 6.350E+00, 3.244E+01, 6.350E+00,-2.303E+00, 6.350E+00, 1.490E+01
 6.450E+00, 3.118E+01, 6.450E+00,-2.133E+00, 6.450E+00, 1.441E+01
 6.550E+00, 2.993E+01, 6.550E+00,-1.962E+00, 6.550E+00, 1.392E+01
 6.650E+00, 2.870E+01, 6.650E+00,-1.790E+00, 6.650E+00, 1.342E+01
 6.750E+00, 2.751E+01, 6.750E+00,-1.623E+00, 6.750E+00, 1.292E+01
 6.850E+00, 2.635E+01, 6.850E+00,-1.457E+00, 6.850E+00, 1.243E+01
 6.950E+00, 2.524E+01, 6.950E+00,-1.288E+00, 6.950E+00, 1.194E+01
 7.050E+00, 2.418E+01, 7.050E+00,-1.119E+00, 7.050E+00, 1.146E+01
 7.150E+00, 2.316E+01, 7.150E+00,-9.494E-01, 7.150E+00, 1.098E+01
 7.250E+00, 2.218E+01, 7.250E+00,-7.829E-01, 7.250E+00, 1.051E+01
 7.350E+00, 2.126E+01, 7.350E+00,-6.202E-01, 7.350E+00, 1.006E+01
 7.450E+00, 2.037E+01, 7.450E+00,-4.580E-01, 7.450E+00, 9.615E+00
 7.550E+00, 1.953E+01, 7.550E+00,-2.988E-01, 7.550E+00, 9.183E+00
 7.650E+00, 1.872E+01, 7.650E+00,-1.438E-01, 7.650E+00, 8.765E+00
 7.750E+00, 1.796E+01, 7.750E+00, 6.966E-03, 7.750E+00, 8.358E+00
 7.850E+00, 1.723E+01, 7.850E+00, 1.561E-01, 7.850E+00, 7.958E+00
 7.950E+00, 1.653E+01, 7.950E+00, 2.992E-01, 7.950E+00, 7.573E+00
 8.050E+00, 1.587E+01, 8.050E+00, 4.321E-01, 8.050E+00, 7.204E+00
 8.150E+00, 1.523E+01, 8.150E+00, 5.580E-01, 8.150E+00, 6.849E+00
 8.250E+00, 1.463E+01, 8.250E+00, 6.783E-01, 8.250E+00, 6.505E+00
 8.350E+00, 1.405E+01, 8.350E+00, 7.917E-01, 8.350E+00, 6.177E+00
 8.450E+00, 1.351E+01, 8.450E+00, 8.958E-01, 8.450E+00, 5.864E+00
 8.550E+00, 1.299E+01, 8.550E+00, 9.938E-01, 8.550E+00, 5.565E+00
 8.650E+00, 1.250E+01, 8.650E+00, 1.085E+00, 8.650E+00, 5.281E+00
 8.750E+00, 1.203E+01, 8.750E+00, 1.170E+00, 8.750E+00, 5.013E+00
 8.850E+00, 1.159E+01, 8.850E+00, 1.248E+00, 8.850E+00, 4.756E+00
 8.950E+00, 1.117E+01, 8.950E+00, 1.326E+00, 8.950E+00, 4.509E+00
 9.050E+00, 1.077E+01, 9.050E+00, 1.404E+00, 9.050E+00, 4.273E+00
 9.150E+00, 1.040E+01, 9.150E+00, 1.477E+00, 9.150E+00, 4.048E+00
 9.250E+00, 1.006E+01, 9.250E+00, 1.547E+00, 9.250E+00, 3.835E+00
 9.350E+00, 9.725E+00, 9.350E+00, 1.608E+00, 9.350E+00, 3.633E+00
 9.450E+00, 9.403E+00, 9.450E+00, 1.665E+00, 9.450E+00, 3.441E+00
 9.550E+00, 9.096E+00, 9.550E+00, 1.718E+00, 9.550E+00, 3.257E+00
 9.650E+00, 8.800E+00, 9.650E+00, 1.767E+00, 9.650E+00, 3.081E+00
 9.750E+00, 8.515E+00, 9.750E+00, 1.811E+00, 9.750E+00, 2.913E+00
 9.850E+00, 8.239E+00, 9.850E+00, 1.855E+00, 9.850E+00, 2.749E+00
 9.950E+00, 7.963E+00, 9.950E+00, 1.895E+00, 9.950E+00, 2.589E+00
 1.005E+01, 7.693E+00, 1.005E+01, 1.936E+00, 1.005E+01, 2.430E+00
 1.015E+01, 7.398E+00, 1.015E+01, 1.966E+00, 1.015E+01, 2.272E+00
 1.025E+01, 7.138E+00, 1.025E+01, 2.028E+00, 1.025E+01, 2.101E+00
