m,kW/m2,m,kW/m2,m,kW/m2
 5.950E+00, 1.617E+01, 5.950E+00,-7.978E-01, 5.950E+00, 8.431E+00
 6.050E+00, 1.541E+01, 6.050E+00,-6.600E-01, 6.050E+00, 8.031E+00
 6.150E+00, 1.470E+01, 6.150E+00,-5.204E-01, 6.150E+00, 7.637E+00
 6.250E+00, 1.403E+01, 6.250E+00,-3.841E-01, 6.250E+00, 7.257E+00
 6.350E+00, 1.339E+01, 6.350E+00,-2.526E-01, 6.350E+00, 6.888E+00
 6.450E+00, 1.279E+01, 6.450E+00,-1.290E-01, 6.450E+00, 6.532E+00
 6.550E+00, 1.221E+01, 6.550E+00,-1.328E-02, 6.550E+00, 6.193E+00
 6.650E+00, 1.167E+01, 6.650E+00, 9.340E-02, 6.650E+00, 5.870E+00
 6.750E+00, 1.115E+01, 6.750E+00, 1.946E-01, 6.750E+00, 5.562E+00
 6.850E+00, 1.067E+01, 6.850E+00, 2.915E-01, 6.850E+00, 5.270E+00
 6.950E+00, 1.022E+01, 6.950E+00, 3.838E-01, 6.950E+00, 4.992E+00
 7.050E+00, 9.796E+00, 7.050E+00, 4.724E-01, 7.050E+00, 4.728E+00
 7.150E+00, 9.402E+00, 7.150E+00, 5.580E-01, 7.150E+00, 4.477E+00
 7.250E+00, 9.034E+00, 7.250E+00, 6.400E-01, 7.250E+00, 4.237E+00
 7.350E+00, 8.688E+00, 7.350E+00, 7.171E-01, 7.350E+00, 4.011E+00
 7.450E+00, 8.365E+00, 7.450E+00, 7.906E-01, 7.450E+00, 3.795E+00
 7.550E+00, 8.065E+00, 7.550E+00, 8.618E-01, 7.550E+00, 3.592E+00
 7.650E+00, 7.787E+00, 7.650E+00, 9.301E-01, 7.650E+00, 3.402E+00
 7.750E+00, 7.533E+00, 7.750E+00, 9.969E-01, 7.750E+00, 3.223E+00
 7.850E+00, 7.296E+00, 7.850E+00, 1.060E+00, 7.850E+00, 3.056E+00
 7.950E+00, 7.075E+00, 7.950E+00, 1.121E+00, 7.950E+00, 2.898E+00
 8.050E+00, 6.870E+00, 8.050E+00, 1.180E+00, 8.050E+00, 2.751E+00
 8.150E+00, 6.678E+00, 8.150E+00, 1.235E+00, 8.150E+00, 2.612E+00
 8.250E+00, 6.496E+00, 8.250E+00, 1.288E+00, 8.250E+00, 2.482E+00
 8.350E+00, 6.324E+00, 8.350E+00, 1.336E+00, 8.350E+00, 2.358E+00
 8.450E+00, 6.157E+00, 8.450E+00, 1.379E+00, 8.450E+00, 2.240E+00
 8.550E+00, 5.999E+00, 8.550E+00, 1.419E+00, 8.550E+00, 2.129E+00
 8.650E+00, 5.845E+00, 8.650E+00, 1.454E+00, 8.650E+00, 2.024E+00
 8.750E+00, 5.700E+00, 8.750E+00, 1.488E+00, 8.750E+00, 1.926E+00
 8.850E+00, 5.561E+00, 8.850E+00, 1.518E+00, 8.850E+00, 1.833E+00
 8.950E+00, 5.429E+00, 8.950E+00, 1.547E+00, 8.950E+00, 1.744E+00
 9.050E+00, 5.299E+00, 9.050E+00, 1.572E+00, 9.050E+00, 1.660E+00
 9.150E+00, 5.175E+00, 9.150E+00, 1.595E+00, 9.150E+00, 1.579E+00
 9.250E+00, 5.051E+00, 9.250E+00, 1.614E+00, 9.250E+00, 1.502E+00
 9.350E+00, 4.931E+00, 9.350E+00, 1.631E+00, 9.350E+00, 1.427E+00
 9.450E+00, 4.807E+00, 9.450E+00, 1.643E+00, 9.450E+00, 1.356E+00
 9.550E+00, 4.689E+00, 9.550E+00, 1.653E+00, 9.550E+00, 1.288E+00
 9.650E+00, 4.569E+00, 9.650E+00, 1.661E+00, 9.650E+00, 1.222E+00
 9.750E+00, 4.455E+00, 9.750E+00, 1.668E+00, 9.750E+00, 1.158E+00
 9.850E+00, 4.342E+00, 9.850E+00, 1.675E+00, 9.850E+00, 1.095E+00
 9.950E+00, 4.226E+00, 9.950E+00, 1.680E+00, 9.950E+00, 1.032E+00
 1.005E+01, 4.114E+00, 1.005E+01, 1.686E+00, 1.005E+01, 9.699E-01
 1.015E+01, 3.984E+00, 1.015E+01, 1.685E+00, 1.015E+01, 9.072E-01
 1.025E+01, 3.885E+00, 1.025E+01, 1.711E+00, 1.025E+01, 8.361E-01
