m,kW/m2,m,kW/m2,m,kW/m2
Tot_Flux-z,Tot_Flux,Con_Flux-z,Con_Flux,Rad_Flux-z,Rad_Flux
 2.750E+00, 2.768E+01, 2.750E+00, 2.297E+00, 2.750E+00, 1.050E+01
 2.850E+00, 2.620E+01, 2.850E+00, 1.887E+00, 2.850E+00, 1.100E+01
 2.950E+00, 2.329E+01, 2.950E+00, 1.207E+00, 2.950E+00, 1.071E+01
 3.050E+00, 2.076E+01, 3.050E+00, 6.798E-01, 3.050E+00, 1.025E+01
 3.150E+00, 1.877E+01, 3.150E+00, 3.802E-01, 3.150E+00, 9.776E+00
 3.250E+00, 1.733E+01, 3.250E+00, 2.192E-01, 3.250E+00, 9.314E+00
 3.350E+00, 1.619E+01, 3.350E+00, 1.216E-01, 3.350E+00, 8.892E+00
 3.450E+00, 1.527E+01, 3.450E+00, 8.272E-02, 3.450E+00, 8.506E+00
 3.550E+00, 1.449E+01, 3.550E+00, 6.911E-02, 3.550E+00, 8.148E+00
 3.650E+00, 1.382E+01, 3.650E+00, 8.500E-02, 3.650E+00, 7.812E+00
 3.750E+00, 1.321E+01, 3.750E+00, 1.021E-01, 3.750E+00, 7.495E+00
 3.850E+00, 1.265E+01, 3.850E+00, 1.198E-01, 3.850E+00, 7.192E+00
 3.950E+00, 1.214E+01, 3.950E+00, 1.484E-01, 3.950E+00, 6.900E+00
 4.050E+00, 1.166E+01, 4.050E+00, 1.922E-01, 4.050E+00, 6.615E+00
 4.150E+00, 1.122E+01, 4.150E+00, 2.492E-01, 4.150E+00, 6.336E+00
 4.250E+00, 1.080E+01, 4.250E+00, 3.144E-01, 4.250E+00, 6.064E+00
 4.350E+00, 1.041E+01, 4.350E+00, 3.856E-01, 4.350E+00, 5.795E+00
 4.450E+00, 1.003E+01, 4.450E+00, 4.575E-01, 4.450E+00, 5.528E+00
 4.550E+00, 9.666E+00, 4.550E+00, 5.273E-01, 4.550E+00, 5.267E+00
 4.650E+00, 9.307E+00, 4.650E+00, 5.916E-01, 4.650E+00, 5.014E+00
 4.750E+00, 8.957E+00, 4.750E+00, 6.503E-01, 4.750E+00, 4.769E+00
 4.850E+00, 8.620E+00, 4.850E+00, 7.067E-01, 4.850E+00, 4.532E+00
 4.950E+00, 8.297E+00, 4.950E+00, 7.627E-01, 4.950E+00, 4.302E+00
 5.050E+00, 7.989E+00, 5.050E+00, 8.192E-01, 5.050E+00, 4.082E+00
 5.150E+00, 7.695E+00, 5.150E+00, 8.751E-01, 5.150E+00, 3.871E+00
 5.250E+00, 7.415E+00, 5.250E+00, 9.280E-01, 5.250E+00, 3.669E+00
 5.350E+00, 7.149E+00, 5.350E+00, 9.759E-01, 5.350E+00, 3.477E+00
 5.450E+00, 6.894E+00, 5.450E+00, 1.018E+00, 5.450E+00, 3.295E+00
 5.550E+00, 6.654E+00, 5.550E+00, 1.058E+00, 5.550E+00, 3.121E+00
 5.650E+00, 6.428E+00, 5.650E+00, 1.096E+00, 5.650E+00, 2.956E+00
 5.750E+00, 6.215E+00, 5.750E+00, 1.132E+00, 5.750E+00, 2.801E+00
 5.850E+00, 6.015E+00, 5.850E+00, 1.165E+00, 5.850E+00, 2.654E+00
 5.950E+00, 5.827E+00, 5.950E+00, 1.198E+00, 5.950E+00, 2.516E+00
 6.050E+00, 5.651E+00, 6.050E+00, 1.230E+00, 6.050E+00, 2.385E+00
 6.150E+00, 5.486E+00, 6.150E+00, 1.260E+00, 6.150E+00, 2.262E+00
 6.250E+00, 5.330E+00, 6.250E+00, 1.287E+00, 6.250E+00, 2.147E+00
 6.350E+00, 5.182E+00, 6.350E+00, 1.311E+00, 6.350E+00, 2.039E+00
 6.450E+00, 5.039E+00, 6.450E+00, 1.330E+00, 6.450E+00, 1.938E+00
 6.550E+00, 4.902E+00, 6.550E+00, 1.347E+00, 6.550E+00, 1.843E+00
 6.650E+00, 4.772E+00, 6.650E+00, 1.362E+00, 6.650E+00, 1.753E+00
 6.750E+00, 4.650E+00, 6.750E+00, 1.377E+00, 6.750E+00, 1.668E+00
 6.850E+00, 4.535E+00, 6.850E+00, 1.390E+00, 6.850E+00, 1.587E+00
 6.950E+00, 4.428E+00, 6.950E+00, 1.403E+00, 6.950E+00, 1.512E+00
 7.050E+00, 4.328E+00, 7.050E+00, 1.415E+00, 7.050E+00, 1.441E+00
 7.150E+00, 4.234E+00, 7.150E+00, 1.426E+00, 7.150E+00, 1.374E+00
 7.250E+00, 4.145E+00, 7.250E+00, 1.437E+00, 7.250E+00, 1.311E+00
 7.350E+00, 4.062E+00, 7.350E+00, 1.448E+00, 7.350E+00, 1.251E+00
 7.450E+00, 3.985E+00, 7.450E+00, 1.460E+00, 7.450E+00, 1.195E+00
 7.550E+00, 3.913E+00, 7.550E+00, 1.472E+00, 7.550E+00, 1.141E+00
 7.650E+00, 3.845E+00, 7.650E+00, 1.483E+00, 7.650E+00, 1.091E+00
 7.750E+00, 3.781E+00, 7.750E+00, 1.495E+00, 7.750E+00, 1.044E+00
 7.850E+00, 3.720E+00, 7.850E+00, 1.505E+00, 7.850E+00, 9.994E-01
 7.950E+00, 3.663E+00, 7.950E+00, 1.516E+00, 7.950E+00, 9.571E-01
 8.050E+00, 3.607E+00, 8.050E+00, 1.526E+00, 8.050E+00, 9.166E-01
 8.150E+00, 3.554E+00, 8.150E+00, 1.536E+00, 8.150E+00, 8.779E-01
 8.250E+00, 3.502E+00, 8.250E+00, 1.544E+00, 8.250E+00, 8.412E-01
 8.350E+00, 3.453E+00, 8.350E+00, 1.552E+00, 8.350E+00, 8.064E-01
 8.450E+00, 3.405E+00, 8.450E+00, 1.559E+00, 8.450E+00, 7.737E-01
 8.550E+00, 3.357E+00, 8.550E+00, 1.565E+00, 8.550E+00, 7.426E-01
 8.650E+00, 3.309E+00, 8.650E+00, 1.570E+00, 8.650E+00, 7.128E-01
 8.750E+00, 3.260E+00, 8.750E+00, 1.573E+00, 8.750E+00, 6.840E-01
 8.850E+00, 3.211E+00, 8.850E+00, 1.576E+00, 8.850E+00, 6.563E-01
 8.950E+00, 3.164E+00, 8.950E+00, 1.578E+00, 8.950E+00, 6.293E-01
 9.050E+00, 3.117E+00, 9.050E+00, 1.580E+00, 9.050E+00, 6.033E-01
 9.150E+00, 3.070E+00, 9.150E+00, 1.581E+00, 9.150E+00, 5.782E-01
 9.250E+00, 3.021E+00, 9.250E+00, 1.580E+00, 9.250E+00, 5.541E-01
 9.350E+00, 2.970E+00, 9.350E+00, 1.576E+00, 9.350E+00, 5.309E-01
 9.450E+00, 2.919E+00, 9.450E+00, 1.573E+00, 9.450E+00, 5.082E-01
 9.550E+00, 2.867E+00, 9.550E+00, 1.568E+00, 9.550E+00, 4.860E-01
 9.650E+00, 2.816E+00, 9.650E+00, 1.564E+00, 9.650E+00, 4.638E-01
 9.750E+00, 2.765E+00, 9.750E+00, 1.560E+00, 9.750E+00, 4.416E-01
 9.850E+00, 2.715E+00, 9.850E+00, 1.558E+00, 9.850E+00, 4.192E-01
 9.950E+00, 2.661E+00, 9.950E+00, 1.553E+00, 9.950E+00, 3.965E-01
 1.005E+01, 2.608E+00, 1.005E+01, 1.550E+00, 1.005E+01, 3.727E-01
 1.015E+01, 2.541E+00, 1.015E+01, 1.540E+00, 1.015E+01, 3.485E-01
 1.025E+01, 2.493E+00, 1.025E+01, 1.546E+00, 1.025E+01, 3.191E-01
