s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-8.611E-05, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.611E-05, 0.000E+00, 0.000E+00
 2.246E-02, 7.331E-01,-2.853E-03, 5.202E-03,-1.004E-03,-2.088E-04, 0.000E+00, 0.000E+00, 0.000E+00, 3.592E-01, 7.342E-01, 7.181E-05, 7.181E-05
 4.492E-02, 3.578E+00,-4.297E-02, 5.068E-02,-5.958E-02,-3.868E-04, 0.000E+00, 0.000E+00, 0.000E+00, 2.680E+00, 3.526E+00, 1.866E-04, 1.866E-04
 6.176E-02, 7.139E+00,-1.641E-01, 1.123E-01,-2.267E-01,-3.814E-04, 0.000E+00, 0.000E+00, 0.000E+00, 5.832E+00, 6.860E+00, 2.870E-04, 2.870E-04
 8.422E-02, 1.125E+01,-5.315E-01, 1.667E-01,-5.953E-01,-2.196E-04, 0.000E+00, 0.000E+00, 0.000E+00, 9.273E+00, 1.029E+01, 3.871E-04, 3.871E-04
 1.011E-01, 1.578E+01,-1.494E+00, 2.122E-01,-1.245E+00, 8.370E-05, 0.000E+00, 0.000E+00, 0.000E+00, 1.231E+01, 1.326E+01, 4.869E-04, 4.869E-04
 1.235E-01, 2.563E+01,-4.443E+00, 2.778E-01,-2.429E+00, 5.386E-04, 0.000E+00, 0.000E+00, 0.000E+00, 1.696E+01, 1.904E+01, 5.863E-04, 5.863E-04
 1.404E-01, 3.593E+01,-1.245E+01, 3.454E-01,-4.353E+00, 1.117E-03, 0.000E+00, 0.000E+00, 0.000E+00, 2.025E+01, 1.947E+01, 6.853E-04, 6.853E-04
 1.602E-01, 3.941E+01,-2.021E+01, 2.516E-01,-5.754E+00, 1.747E-03, 0.000E+00, 0.000E+00, 0.000E+00, 1.591E+01, 1.370E+01, 7.758E-04, 7.758E-04
 1.812E-01, 5.970E+00,-1.010E+01,-1.543E-01,-4.614E+00, 2.541E-03, 0.000E+00, 0.000E+00, 0.000E+00,-6.693E+00,-8.893E+00, 8.724E-04, 8.724E-04
 2.015E-01, 1.046E+01,-2.143E+00, 1.369E-01,-3.256E+00, 3.521E-03, 0.000E+00, 0.000E+00, 0.000E+00, 4.277E+00, 5.204E+00, 9.736E-04, 9.736E-04
 2.205E-01, 1.529E+01,-2.854E+00, 1.318E-01,-2.866E+00, 4.586E-03, 0.000E+00, 0.000E+00, 0.000E+00, 8.602E+00, 9.704E+00, 1.070E-03, 1.070E-03
 2.405E-01, 2.277E+01,-3.408E+00, 2.737E-01,-2.712E+00, 5.744E-03, 0.000E+00, 0.000E+00, 0.000E+00, 1.604E+01, 1.693E+01, 1.165E-03, 1.165E-03
 2.601E-01, 3.043E+01,-4.386E+00, 3.527E-01,-2.743E+00, 7.001E-03, 0.000E+00, 0.000E+00, 0.000E+00, 2.293E+01, 2.366E+01, 1.259E-03, 1.259E-03
 2.807E-01, 3.744E+01,-5.425E+00, 4.275E-01,-2.884E+00, 8.361E-03, 0.000E+00, 0.000E+00, 0.000E+00, 2.907E+01, 2.956E+01, 1.354E-03, 1.354E-03
 3.011E-01, 4.545E+01,-8.077E+00, 5.004E-01,-3.235E+00, 9.807E-03, 0.000E+00, 0.000E+00, 0.000E+00, 3.488E+01, 3.465E+01, 1.451E-03, 1.451E-03
 3.203E-01, 3.887E+01,-1.070E+01, 3.709E-01,-3.681E+00, 1.124E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.531E+01, 2.487E+01, 1.543E-03, 1.543E-03
 3.408E-01, 3.816E+01,-1.232E+01, 3.445E-01,-3.944E+00, 1.271E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.317E+01, 2.225E+01, 1.634E-03, 1.634E-03
 3.605E-01, 3.416E+01,-1.371E+01, 2.742E-01,-4.147E+00, 1.425E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.744E+01, 1.659E+01, 1.726E-03, 1.726E-03
 3.805E-01, 3.437E+01,-1.404E+01, 2.785E-01,-4.331E+00, 1.587E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.611E+01, 1.629E+01, 1.815E-03, 1.815E-03
 4.003E-01, 4.297E+01,-1.432E+01, 3.161E-01,-4.517E+00, 1.760E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.378E+01, 2.447E+01, 1.903E-03, 1.903E-03
 4.202E-01, 5.493E+01,-1.439E+01,-2.431E+00,-4.697E+00, 1.944E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.304E+01, 3.343E+01, 1.990E-03, 1.990E-03
 4.402E-01, 6.415E+01,-1.454E+01,-1.206E+01,-4.936E+00, 2.148E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.259E+01, 3.264E+01, 2.076E-03, 2.076E-03
 4.605E-01, 7.413E+01,-1.430E+01,-1.954E+01,-5.061E+00, 2.356E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.501E+01, 3.524E+01, 2.161E-03, 2.161E-03
 4.801E-01, 8.364E+01,-1.522E+01,-2.366E+01,-5.125E+00, 2.565E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.962E+01, 3.966E+01, 2.244E-03, 2.244E-03
 5.003E-01, 8.540E+01,-1.628E+01,-2.877E+01,-5.356E+00, 2.777E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.511E+01, 3.501E+01, 2.326E-03, 2.326E-03
 5.205E-01, 8.662E+01,-1.739E+01,-2.835E+01,-5.733E+00, 2.996E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.521E+01, 3.518E+01, 2.407E-03, 2.407E-03
 5.404E-01, 8.385E+01,-1.841E+01,-2.813E+01,-6.013E+00, 3.222E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.162E+01, 3.133E+01, 2.486E-03, 2.486E-03
 5.604E-01, 7.538E+01,-1.812E+01,-2.859E+01,-6.327E+00, 3.447E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.271E+01, 2.237E+01, 2.563E-03, 2.563E-03
 5.801E-01, 7.195E+01,-1.762E+01,-2.668E+01,-6.557E+00, 3.665E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.114E+01, 2.112E+01, 2.639E-03, 2.639E-03
