s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s
Time,HRR,Q_RADI,Q_CONV,Q_COND,Q_DIFF,Q_PRES,Q_PART,Q_GEOM,Q_ENTH,Q_TOTAL,MLR_FUEL,MLR_TOTAL
 0.000E+00, 0.000E+00,-8.611E-05, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00,-8.611E-05, 0.000E+00, 0.000E+00
 2.246E-02, 8.095E-01,-3.164E-03, 6.062E-03,-1.522E-03,-3.617E-04, 0.000E+00, 0.000E+00, 0.000E+00, 3.965E-01, 8.105E-01, 7.463E-05, 7.463E-05
 4.492E-02, 3.951E+00,-4.808E-02, 5.673E-02,-6.731E-02,-6.682E-04, 0.000E+00, 0.000E+00, 0.000E+00, 2.958E+00, 3.892E+00, 1.940E-04, 1.940E-04
 6.176E-02, 7.883E+00,-1.874E-01, 1.249E-01,-2.558E-01,-6.579E-04, 0.000E+00, 0.000E+00, 0.000E+00, 6.433E+00, 7.564E+00, 2.982E-04, 2.982E-04
 8.422E-02, 1.242E+01,-6.322E-01, 1.835E-01,-6.787E-01,-3.785E-04, 0.000E+00, 0.000E+00, 0.000E+00, 1.020E+01, 1.129E+01, 4.022E-04, 4.022E-04
 1.011E-01, 1.798E+01,-1.854E+00, 2.327E-01,-1.435E+00, 1.441E-04, 0.000E+00, 0.000E+00, 0.000E+00, 1.345E+01, 1.493E+01, 5.060E-04, 5.060E-04
 1.235E-01, 3.031E+01,-6.141E+00, 3.197E-01,-2.929E+00, 9.266E-04, 0.000E+00, 0.000E+00, 0.000E+00, 1.962E+01, 2.156E+01, 6.093E-04, 6.093E-04
 1.404E-01, 4.030E+01,-1.647E+01, 3.642E-01,-5.117E+00, 1.921E-03, 0.000E+00, 0.000E+00, 0.000E+00, 2.086E+01, 1.908E+01, 7.122E-04, 7.122E-04
 1.624E-01, 2.070E+01,-1.745E+01, 4.480E-02,-5.578E+00, 3.049E-03, 0.000E+00, 0.000E+00, 0.000E+00, 2.953E+00,-2.273E+00, 8.088E-04, 8.088E-04
 1.809E-01, 6.812E+00,-2.883E+00,-3.404E-02,-3.581E+00, 4.466E-03, 0.000E+00, 0.000E+00, 0.000E+00,-1.864E+00, 3.180E-01, 9.116E-04, 9.116E-04
 2.008E-01, 1.261E+01,-1.603E+00, 1.656E-01,-2.998E+00, 6.029E-03, 0.000E+00, 0.000E+00, 0.000E+00, 7.465E+00, 8.182E+00, 1.010E-03, 1.010E-03
 2.212E-01, 2.045E+01,-2.750E+00, 2.354E-01,-2.753E+00, 7.878E-03, 0.000E+00, 0.000E+00, 0.000E+00, 1.388E+01, 1.519E+01, 1.113E-03, 1.113E-03
 2.407E-01, 2.889E+01,-3.680E+00, 3.506E-01,-2.736E+00, 9.841E-03, 0.000E+00, 0.000E+00, 0.000E+00, 2.197E+01, 2.284E+01, 1.212E-03, 1.212E-03
 2.614E-01, 3.680E+01,-4.521E+00, 4.402E-01,-2.842E+00, 1.199E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.929E+01, 2.989E+01, 1.312E-03, 1.312E-03
 2.806E-01, 4.465E+01,-6.313E+00, 5.149E-01,-3.159E+00, 1.423E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.572E+01, 3.570E+01, 1.410E-03, 1.410E-03
 3.003E-01, 4.001E+01,-8.233E+00, 4.288E-01,-3.654E+00, 1.649E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.891E+01, 2.857E+01, 1.505E-03, 1.505E-03
 3.206E-01, 3.933E+01,-9.544E+00, 3.947E-01,-3.946E+00, 1.888E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.658E+01, 2.626E+01, 1.602E-03, 1.602E-03
 3.400E-01, 3.274E+01,-1.065E+01, 3.041E-01,-4.113E+00, 2.135E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.901E+01, 1.830E+01, 1.697E-03, 1.697E-03
 3.606E-01, 3.120E+01,-1.095E+01, 2.840E-01,-4.266E+00, 2.395E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.615E+01, 1.629E+01, 1.792E-03, 1.792E-03
 3.804E-01, 3.779E+01,-1.139E+01, 3.665E-01,-4.383E+00, 2.673E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.210E+01, 2.241E+01, 1.886E-03, 1.886E-03
 4.004E-01, 5.068E+01,-1.217E+01,-1.317E+00,-4.656E+00, 2.960E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.211E+01, 3.257E+01, 1.978E-03, 1.978E-03
 4.203E-01, 6.596E+01,-1.302E+01,-9.578E+00,-5.139E+00, 3.276E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.810E+01, 3.825E+01, 2.068E-03, 2.068E-03
 4.400E-01, 8.108E+01,-1.335E+01,-2.026E+01,-5.695E+00, 3.618E-02, 0.000E+00, 0.000E+00, 0.000E+00, 4.151E+01, 4.181E+01, 2.157E-03, 2.157E-03
 4.605E-01, 9.601E+01,-1.371E+01,-2.552E+01,-5.825E+00, 3.957E-02, 0.000E+00, 0.000E+00, 0.000E+00, 5.098E+01, 5.100E+01, 2.245E-03, 2.245E-03
 4.802E-01, 9.319E+01,-1.509E+01,-2.875E+01,-6.100E+00, 4.314E-02, 0.000E+00, 0.000E+00, 0.000E+00, 4.343E+01, 4.329E+01, 2.332E-03, 2.332E-03
 5.003E-01, 9.084E+01,-1.564E+01,-3.037E+01,-6.351E+00, 4.657E-02, 0.000E+00, 0.000E+00, 0.000E+00, 3.854E+01, 3.853E+01, 2.417E-03, 2.417E-03
 5.202E-01, 8.376E+01,-1.645E+01,-3.116E+01,-6.731E+00, 4.999E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.967E+01, 2.947E+01, 2.501E-03, 2.501E-03
 5.403E-01, 7.844E+01,-1.651E+01,-3.443E+01,-6.975E+00, 5.345E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.106E+01, 2.057E+01, 2.583E-03, 2.583E-03
 5.602E-01, 7.745E+01,-1.609E+01,-3.388E+01,-6.942E+00, 5.692E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.134E+01, 2.060E+01, 2.663E-03, 2.663E-03
 5.803E-01, 7.996E+01,-1.644E+01,-3.118E+01,-6.882E+00, 6.033E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.589E+01, 2.552E+01, 2.742E-03, 2.742E-03
