s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-4.4049507E-001, 4.9588229E-001, 1.0132500E+005, 8.8318715E-001
 1.0005961E+002,-4.1746517E-001, 4.6804056E-001, 1.0126776E+005, 8.8594761E-001
 2.0002201E+002,-4.2736700E-001, 4.8853069E-001, 1.0116344E+005, 8.8060033E-001
 3.0013238E+002,-4.2473366E-001, 4.8548279E-001, 1.0107022E+005, 8.8117376E-001
 4.0012222E+002,-4.4596094E-001, 4.7547941E-001, 1.0098646E+005, 8.8320237E-001
 5.0008571E+002,-4.4230566E-001, 4.7225348E-001, 1.0091201E+005, 8.8243251E-001
 6.0000462E+002,-4.4192520E-001, 4.7358353E-001, 1.0084243E+005, 8.8157012E-001
 7.0001480E+002,-4.2580895E-001, 4.8021284E-001, 1.0077789E+005, 8.7746991E-001
 8.0009167E+002,-4.2066454E-001, 4.8397228E-001, 1.0071989E+005, 8.7962094E-001
 9.0019765E+002,-4.3368288E-001, 4.7834112E-001, 1.0067017E+005, 8.8091425E-001
 1.0001537E+003,-4.3260730E-001, 4.7727432E-001, 1.0062282E+005, 8.8055539E-001
 1.1000265E+003,-4.4397326E-001, 4.7345849E-001, 1.0057824E+005, 8.8304789E-001
 1.2000354E+003,-4.6358573E-001, 4.6975256E-001, 1.0054215E+005, 8.8430504E-001
 1.3000582E+003,-4.4185720E-001, 4.7207708E-001, 1.0050799E+005, 8.8025679E-001
 1.4001478E+003,-4.4868236E-001, 4.6940688E-001, 1.0047947E+005, 8.8063262E-001
 1.5000775E+003,-4.4566082E-001, 4.6883910E-001, 1.0045010E+005, 8.8054984E-001
 1.6001091E+003,-4.4868365E-001, 4.7143213E-001, 1.0042372E+005, 8.8272682E-001
 1.7001378E+003,-4.4258376E-001, 4.7422684E-001, 1.0039776E+005, 8.7977999E-001
 1.8000508E+003,-4.4435781E-001, 4.6611798E-001, 1.0037727E+005, 8.8096975E-001
 1.9000131E+003,-4.4279031E-001, 4.7828716E-001, 1.0035789E+005, 8.8089216E-001
 2.0001613E+003,-4.8123050E-001, 4.6664459E-001, 1.0033932E+005, 8.8233761E-001
 2.1000716E+003,-4.4888393E-001, 4.7161541E-001, 1.0032021E+005, 8.8076148E-001
 2.2000688E+003,-4.6403493E-001, 4.7039780E-001, 1.0030566E+005, 8.8139453E-001
 2.3001492E+003,-4.4602005E-001, 4.5482423E-001, 1.0028918E+005, 8.8257031E-001
 2.4001690E+003,-4.3871156E-001, 4.7440913E-001, 1.0027290E+005, 8.7731441E-001
 2.5000842E+003,-4.4598814E-001, 4.6534991E-001, 1.0025664E+005, 8.8212663E-001
 2.6002130E+003,-4.5454361E-001, 4.5947952E-001, 1.0024445E+005, 8.8291078E-001
 2.7001471E+003,-4.4525664E-001, 4.6733499E-001, 1.0023329E+005, 8.8136489E-001
 2.8001010E+003,-4.5471614E-001, 4.6898821E-001, 1.0022409E+005, 8.7989401E-001
 2.9000143E+003,-4.5548576E-001, 4.5874533E-001, 1.0021352E+005, 8.8202368E-001
 3.0001589E+003,-4.4322914E-001, 4.5328425E-001, 1.0020567E+005, 8.8242141E-001
 3.1000955E+003,-4.2742656E-001, 4.7102336E-001, 1.0020037E+005, 8.7709500E-001
 3.2001131E+003,-4.6358738E-001, 4.5564882E-001, 1.0019279E+005, 8.8443705E-001
 3.3000848E+003,-4.6187588E-001, 4.5137575E-001, 1.0018448E+005, 8.8474195E-001
 3.4000128E+003,-4.5295151E-001, 4.6101976E-001, 1.0017787E+005, 8.8299179E-001
 3.5001498E+003,-4.8241247E-001, 4.4667018E-001, 1.0017239E+005, 8.8619375E-001
 3.6001246E+003,-4.6573261E-001, 4.4804468E-001, 1.0017022E+005, 8.8584902E-001
 3.7001904E+003,-4.6291936E-001, 4.5265009E-001, 1.0017433E+005, 8.8586241E-001
 3.8000018E+003,-4.8408548E-001, 4.4480250E-001, 1.0016981E+005, 8.8802723E-001
 3.9000883E+003,-4.6216719E-001, 4.4380775E-001, 1.0016695E+005, 8.8646074E-001
 4.0000258E+003,-4.7740227E-001, 4.3688132E-001, 1.0016439E+005, 8.9063309E-001
 4.1001265E+003,-4.7057776E-001, 4.4390263E-001, 1.0016189E+005, 8.8839397E-001
 4.2000257E+003,-4.7023718E-001, 4.3778542E-001, 1.0016041E+005, 8.8862069E-001
 4.3001615E+003,-4.6614618E-001, 4.4585954E-001, 1.0015816E+005, 8.8713264E-001
 4.4001408E+003,-4.7321783E-001, 4.5817230E-001, 1.0015311E+005, 8.8732312E-001
 4.5000282E+003,-4.6445674E-001, 4.4482625E-001, 1.0015039E+005, 8.8829370E-001
 4.6001211E+003,-4.7444430E-001, 4.3762192E-001, 1.0015018E+005, 8.9034588E-001
 4.7001851E+003,-4.7232071E-001, 4.4152954E-001, 1.0014704E+005, 8.8881494E-001
 4.8000089E+003,-4.7229320E-001, 4.4180544E-001, 1.0014497E+005, 8.8849480E-001
 4.9001618E+003,-4.7160614E-001, 4.4648380E-001, 1.0014309E+005, 8.8869654E-001
 5.0000092E+003,-4.7348848E-001, 4.4632755E-001, 1.0013735E+005, 8.8828412E-001
 5.1000713E+003,-4.7139502E-001, 4.3933679E-001, 1.0013439E+005, 8.8937357E-001
 5.2000393E+003,-4.6956619E-001, 4.4300104E-001, 1.0013215E+005, 8.8926905E-001
 5.3001003E+003,-4.8109615E-001, 4.3293726E-001, 1.0012957E+005, 8.9258795E-001
 5.4000239E+003,-4.8013413E-001, 4.3909208E-001, 1.0012830E+005, 8.9164256E-001
 5.5000582E+003,-4.8004782E-001, 4.3529205E-001, 1.0012841E+005, 8.9284576E-001
 5.6000133E+003,-4.8064652E-001, 4.2527191E-001, 1.0012828E+005, 8.9473408E-001
 5.7000654E+003,-4.8204567E-001, 4.3305751E-001, 1.0012994E+005, 8.9042742E-001
 5.8000709E+003,-4.7747156E-001, 4.2963270E-001, 1.0013208E+005, 8.9319252E-001
 5.9001649E+003,-4.8205156E-001, 4.4075777E-001, 1.0013243E+005, 8.9101671E-001
 6.0001209E+003,-4.5889068E-001, 4.3912821E-001, 1.0013392E+005, 8.8750844E-001
 6.1000743E+003,-4.7689416E-001, 4.5303854E-001, 1.0013479E+005, 8.9049869E-001
 6.2002054E+003,-4.6558427E-001, 4.5101517E-001, 1.0013537E+005, 8.8551825E-001
 6.3001358E+003,-4.6431630E-001, 4.5552871E-001, 1.0013528E+005, 8.8630714E-001
 6.4000624E+003,-4.6105300E-001, 4.4835559E-001, 1.0013357E+005, 8.8733918E-001
 6.5001119E+003,-4.5378365E-001, 4.4837915E-001, 1.0013223E+005, 8.8463901E-001
 6.6001437E+003,-4.7437835E-001, 4.4554384E-001, 1.0013015E+005, 8.8747388E-001
 6.7001863E+003,-4.7445136E-001, 4.4957863E-001, 1.0012812E+005, 8.8931411E-001
 6.8000478E+003,-4.6594249E-001, 4.3962505E-001, 1.0012743E+005, 8.8791264E-001
 6.8400000E+003,-4.6768842E-001, 4.4571273E-001, 1.0012748E+005, 8.8778788E-001
