s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.8640413E-001, 0.0000000E+000, 1.0132500E+005, 8.8318715E-001
 1.0379634E-001,-7.6210224E-002, 6.1793726E-003, 1.0477769E+005, 9.0554195E-001
 2.0272541E-001,-2.6914931E-002, 1.1305346E-002, 1.0738361E+005, 9.2491978E-001
 3.0165447E-001,-1.9083411E-002, 1.1618881E-002, 1.0823136E+005, 9.3534997E-001
 4.0058354E-001,-1.5275030E-002, 1.1599871E-002, 1.0865064E+005, 9.4195339E-001
 5.0381387E-001,-1.3337032E-002, 1.2312628E-002, 1.0882622E+005, 9.4327264E-001
 6.0274293E-001,-1.3085623E-002, 1.4287546E-002, 1.0879597E+005, 9.3907858E-001
 7.0167200E-001,-1.8682935E-002, 1.8650701E-002, 1.0870206E+005, 9.4064391E-001
 8.0113780E-001,-2.8062126E-002, 2.5701257E-002, 1.0878333E+005, 1.0029681E+000
 9.0067790E-001,-3.1237540E-002, 3.1318713E-002, 1.0888859E+005, 9.9020859E-001
 1.0004907E+000,-3.0330509E-002, 3.1806632E-002, 1.0875939E+005, 8.8306322E-001
 1.1003035E+000,-2.9483359E-002, 2.9962289E-002, 1.0866116E+005, 8.4017239E-001
 1.2001164E+000,-3.0126639E-002, 3.0825130E-002, 1.0858894E+005, 8.2764831E-001
 1.3033710E+000,-3.1665010E-002, 3.1600904E-002, 1.0853821E+005, 8.1400018E-001
 1.4031838E+000,-3.1672305E-002, 3.2210223E-002, 1.0850845E+005, 8.2960322E-001
 1.5029966E+000,-3.0857524E-002, 3.1332131E-002, 1.0844167E+005, 8.9306602E-001
 1.6028094E+000,-3.0475605E-002, 2.9733604E-002, 1.0844552E+005, 9.2166387E-001
 1.7026223E+000,-3.0204952E-002, 2.8827912E-002, 1.0853291E+005, 8.9662394E-001
 1.8024351E+000,-3.0320827E-002, 2.9211795E-002, 1.0863112E+005, 8.8815824E-001
 1.9022479E+000,-3.0249565E-002, 3.0337930E-002, 1.0866664E+005, 8.9573082E-001
 2.0020607E+000,-3.0131926E-002, 3.1249882E-002, 1.0860371E+005, 9.0240066E-001
 2.1018735E+000,-3.0338376E-002, 3.0715225E-002, 1.0852848E+005, 8.6309859E-001
 2.2016864E+000,-3.0540301E-002, 3.0217879E-002, 1.0852866E+005, 8.4597931E-001
 2.3014992E+000,-2.9982327E-002, 3.0032883E-002, 1.0853408E+005, 8.6752420E-001
 2.4013120E+000,-2.9309272E-002, 2.9486401E-002, 1.0851325E+005, 8.7213420E-001
 2.5011248E+000,-2.9413541E-002, 2.9405908E-002, 1.0850589E+005, 8.6415204E-001
 2.6009376E+000,-2.9923068E-002, 3.0037253E-002, 1.0850043E+005, 8.4274720E-001
 2.7007505E+000,-3.0168836E-002, 3.0227465E-002, 1.0849702E+005, 8.3945495E-001
 2.8005633E+000,-3.0041959E-002, 3.0442940E-002, 1.0848021E+005, 8.5408469E-001
 2.9003761E+000,-2.9875281E-002, 3.0392594E-002, 1.0844318E+005, 9.0150744E-001
 3.0001889E+000,-2.9690302E-002, 3.0169968E-002, 1.0840653E+005, 9.0855050E-001
 3.1000017E+000,-2.9260198E-002, 2.9909755E-002, 1.0836557E+005, 8.8379630E-001
 3.2032564E+000,-2.8943236E-002, 2.9413237E-002, 1.0831870E+005, 9.0545196E-001
 3.3030692E+000,-2.8762597E-002, 2.9276610E-002, 1.0827827E+005, 9.5055165E-001
 3.4028820E+000,-2.9155360E-002, 2.9338185E-002, 1.0824329E+005, 9.5326037E-001
 3.5026948E+000,-2.9507193E-002, 2.9540991E-002, 1.0823748E+005, 9.4403856E-001
 3.6025076E+000,-3.0044213E-002, 2.9526220E-002, 1.0825809E+005, 9.3011416E-001
 3.7023205E+000,-2.9843821E-002, 2.9270673E-002, 1.0831782E+005, 9.2644240E-001
 3.8021333E+000,-2.9217432E-002, 2.8939448E-002, 1.0835301E+005, 9.3310155E-001
 3.9019461E+000,-2.8991037E-002, 2.8365037E-002, 1.0839244E+005, 9.2876874E-001
 4.0017589E+000,-2.9076314E-002, 2.8792841E-002, 1.0843825E+005, 9.0801665E-001
 4.1015717E+000,-2.8894607E-002, 2.9310307E-002, 1.0843503E+005, 8.5027116E-001
 4.2013846E+000,-2.8514315E-002, 2.9008238E-002, 1.0840761E+005, 8.5907987E-001
 4.3011974E+000,-2.8371936E-002, 2.9006463E-002, 1.0836905E+005, 8.8940154E-001
 4.4010102E+000,-2.8892047E-002, 2.9566851E-002, 1.0832942E+005, 8.9253914E-001
 4.5008230E+000,-2.9530666E-002, 2.9885111E-002, 1.0829119E+005, 8.8178520E-001
 4.6006358E+000,-2.9743965E-002, 2.9578258E-002, 1.0829632E+005, 8.7898743E-001
 4.7004486E+000,-2.9245319E-002, 2.9290819E-002, 1.0830787E+005, 9.3464645E-001
 4.8002615E+000,-2.9368129E-002, 2.8927979E-002, 1.0832621E+005, 9.0889899E-001
 4.9000743E+000,-2.9315264E-002, 2.8844131E-002, 1.0837206E+005, 9.0285934E-001
 5.0033289E+000,-2.9180043E-002, 2.9049649E-002, 1.0840105E+005, 9.1542292E-001
 5.1031417E+000,-2.9174212E-002, 2.9009345E-002, 1.0841603E+005, 8.8891161E-001
