m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0012500E-001,-2.1427449E-003, 3.2379955E+000, 1.0000000E+000,-4.0012500E-001,-1.6130264E-003, 2.5610934E+000, 1.0000000E+000,-4.0012500E-001,-1.6329340E-003, 2.6102353E+000, 1.0000000E+000,-4.0012500E-001,-2.3592768E-003, 3.1720056E+000, 1.0000000E+000,-4.0012500E-001,-2.5209109E-003, 3.1109205E+000, 1.0000000E+000,-4.0012500E-001, 1.9484089E-003, 2.9777472E+000, 1.0000000E+000,-4.0012500E-001, 2.5212585E-003, 3.0468907E+000, 1.0000000E+000,-4.0012500E-001, 2.4928605E-003, 3.1453642E+000, 1.0000000E+000,-4.0012500E-001, 1.8591044E-003, 2.8869875E+000, 1.0000000E+000,-4.0012500E-001, 1.7159560E-003, 2.6180252E+000, 1.0000000E+000
-3.7241379E-001,-2.0842531E-003, 3.2787327E+000, 1.0000000E+000,-3.7241379E-001,-1.4875246E-003, 2.3908037E+000, 1.0000000E+000,-3.7241379E-001,-1.6813210E-003, 2.7189609E+000, 1.0000000E+000,-3.7241379E-001,-2.4032201E-003, 3.1946626E+000, 1.0000000E+000,-3.7241379E-001,-2.5287730E-003, 3.1286614E+000, 1.0000000E+000,-3.7241379E-001, 2.0581946E-003, 3.1299053E+000, 1.0000000E+000,-3.7241379E-001, 2.6922072E-003, 3.0560630E+000, 1.0000000E+000,-3.7241379E-001, 2.4398180E-003, 3.2055565E+000, 1.0000000E+000,-3.7241379E-001, 1.8486579E-003, 2.8400762E+000, 1.0000000E+000,-3.7241379E-001, 1.7082737E-003, 2.6153044E+000, 1.0000000E+000
-3.4482759E-001,-2.0461019E-003, 3.2153726E+000, 1.0000000E+000,-3.4482759E-001,-1.4713119E-003, 2.2713781E+000, 1.0000000E+000,-3.4482759E-001,-1.7404613E-003, 2.8143038E+000, 1.0000000E+000,-3.4482759E-001,-2.4303469E-003, 3.2366734E+000, 1.0000000E+000,-3.4482759E-001,-2.5206597E-003, 3.1250061E+000, 1.0000000E+000,-3.4482759E-001, 2.1088952E-003, 3.1608663E+000, 1.0000000E+000,-3.4482759E-001, 2.7301918E-003, 2.9682627E+000, 1.0000000E+000,-3.4482759E-001, 2.4692334E-003, 3.2797087E+000, 1.0000000E+000,-3.4482759E-001, 1.8191734E-003, 2.7896516E+000, 1.0000000E+000,-3.4482759E-001, 1.6929270E-003, 2.5206532E+000, 1.0000000E+000
-3.1724138E-001,-2.0429107E-003, 3.1938126E+000, 1.0000000E+000,-3.1724138E-001,-1.4934451E-003, 2.2502444E+000, 1.0000000E+000,-3.1724138E-001,-1.7692880E-003, 2.8394359E+000, 1.0000000E+000,-3.1724138E-001,-2.4204313E-003, 3.1840575E+000, 1.0000000E+000,-3.1724138E-001,-2.5269730E-003, 3.1503176E+000, 1.0000000E+000,-3.1724138E-001, 2.1728552E-003, 3.2340192E+000, 1.0000000E+000,-3.1724138E-001, 2.7996641E-003, 2.9097403E+000, 1.0000000E+000,-3.1724138E-001, 2.4942354E-003, 3.2774753E+000, 1.0000000E+000,-3.1724138E-001, 1.7751951E-003, 2.6706237E+000, 1.0000000E+000,-3.1724138E-001, 1.7294212E-003, 2.5298320E+000, 1.0000000E+000
-2.8965517E-001,-2.0648314E-003, 3.2080087E+000, 1.0000000E+000,-2.8965517E-001,-1.4551140E-003, 2.2831445E+000, 1.0000000E+000,-2.8965517E-001,-1.8011127E-003, 2.8690539E+000, 1.0000000E+000,-2.8965517E-001,-2.3743206E-003, 3.0972865E+000, 1.0000000E+000,-2.8965517E-001,-2.4907213E-003, 3.0551210E+000, 1.0000000E+000,-2.8965517E-001, 2.2431154E-003, 3.2825459E+000, 1.0000000E+000,-2.8965517E-001, 2.8248831E-003, 2.8644466E+000, 1.0000000E+000,-2.8965517E-001, 2.4631516E-003, 3.2880076E+000, 1.0000000E+000,-2.8965517E-001, 1.8190308E-003, 2.6346026E+000, 1.0000000E+000,-2.8965517E-001, 1.7709539E-003, 2.5952111E+000, 1.0000000E+000
-2.6206897E-001,-2.0116256E-003, 3.0529755E+000, 1.0000000E+000,-2.6206897E-001,-1.5137996E-003, 2.3841444E+000, 1.0000000E+000,-2.6206897E-001,-1.7949404E-003, 2.7779734E+000, 1.0000000E+000,-2.6206897E-001,-2.4118123E-003, 3.0886703E+000, 1.0000000E+000,-2.6206897E-001,-2.4452391E-003, 3.0149641E+000, 1.0000000E+000,-2.6206897E-001, 2.2996009E-003, 3.2468326E+000, 1.0000000E+000,-2.6206897E-001, 2.7816574E-003, 2.7682876E+000, 1.0000000E+000,-2.6206897E-001, 2.4028608E-003, 3.2916060E+000, 1.0000000E+000,-2.6206897E-001, 1.8191718E-003, 2.6384402E+000, 1.0000000E+000,-2.6206897E-001, 1.7648129E-003, 2.6167621E+000, 1.0000000E+000
-2.3448276E-001,-1.9213959E-003, 2.9908814E+000, 1.0000000E+000,-2.3448276E-001,-1.4957291E-003, 2.3476804E+000, 1.0000000E+000,-2.3448276E-001,-1.7996696E-003, 2.8391531E+000, 1.0000000E+000,-2.3448276E-001,-2.4727010E-003, 3.2002288E+000, 1.0000000E+000,-2.3448276E-001,-2.4859201E-003, 3.0819772E+000, 1.0000000E+000,-2.3448276E-001, 2.2573240E-003, 3.2099610E+000, 1.0000000E+000,-2.3448276E-001, 2.6975222E-003, 2.7281088E+000, 1.0000000E+000,-2.3448276E-001, 2.3664412E-003, 3.2655134E+000, 1.0000000E+000,-2.3448276E-001, 1.8052341E-003, 2.7550957E+000, 1.0000000E+000,-2.3448276E-001, 1.7464255E-003, 2.5456034E+000, 1.0000000E+000
-2.0689655E-001,-1.8847590E-003, 2.9749140E+000, 1.0000000E+000,-2.0689655E-001,-1.4595205E-003, 2.3005805E+000, 1.0000000E+000,-2.0689655E-001,-1.8028895E-003, 2.8643447E+000, 1.0000000E+000,-2.0689655E-001,-2.4601761E-003, 3.2608061E+000, 1.0000000E+000,-2.0689655E-001,-2.5327356E-003, 3.0886002E+000, 1.0000000E+000,-2.0689655E-001, 2.3089856E-003, 3.3232850E+000, 1.0000000E+000,-2.0689655E-001, 2.6655105E-003, 2.8241613E+000, 1.0000000E+000,-2.0689655E-001, 2.3132542E-003, 3.2904277E+000, 1.0000000E+000,-2.0689655E-001, 1.7666538E-003, 2.8157544E+000, 1.0000000E+000,-2.0689655E-001, 1.7332295E-003, 2.5156819E+000, 1.0000000E+000
-1.7931034E-001,-1.9352124E-003, 3.0506672E+000, 1.0000000E+000,-1.7931034E-001,-1.4645077E-003, 2.3273098E+000, 1.0000000E+000,-1.7931034E-001,-1.8272654E-003, 2.9345177E+000, 1.0000000E+000,-1.7931034E-001,-2.4627718E-003, 3.2420450E+000, 1.0000000E+000,-1.7931034E-001,-2.5161276E-003, 3.0393881E+000, 1.0000000E+000,-1.7931034E-001, 2.3458616E-003, 3.3634987E+000, 1.0000000E+000,-1.7931034E-001, 2.6728395E-003, 2.8632850E+000, 1.0000000E+000,-1.7931034E-001, 2.2875362E-003, 3.3553923E+000, 1.0000000E+000,-1.7931034E-001, 1.7102708E-003, 2.7692284E+000, 1.0000000E+000,-1.7931034E-001, 1.7212359E-003, 2.5935205E+000, 1.0000000E+000
