s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1794096E+000,-5.7023773E+000, 0.0000000E+000
 1.0023291E+001, 1.0134596E+005, 1.1807523E+000,-5.1567481E+000, 1.5138774E-001
 2.0046582E+001, 1.0137719E+005, 1.1851484E+000,-3.8068729E+000, 8.8170407E-001
 3.0069872E+001, 1.0139891E+005, 1.1875655E+000,-3.6782207E+000, 1.0461828E+000
 4.0022577E+001, 1.0141935E+005, 1.1907459E+000,-3.5731854E+000, 1.0415487E+000
 5.0045867E+001, 1.0143894E+005, 1.1923534E+000,-3.4767091E+000, 1.0362183E+000
 6.0069158E+001, 1.0145803E+005, 1.1897928E+000,-3.4023435E+000, 1.0209238E+000
 7.0021862E+001, 1.0147677E+005, 1.1899678E+000,-3.3551205E+000, 9.8290660E-001
 8.0045153E+001, 1.0149543E+005, 1.1902731E+000,-3.3220669E+000, 9.7316542E-001
 9.0068444E+001, 1.0151400E+005, 1.1884557E+000,-3.2932813E+000, 9.5392691E-001
 1.0002115E+002, 1.0153228E+005, 1.1874848E+000,-3.2590443E+000, 9.6944051E-001
 1.1004444E+002, 1.0155011E+005, 1.1869418E+000,-3.2359269E+000, 9.9676821E-001
 1.2006773E+002, 1.0156761E+005, 1.1881427E+000,-3.2237037E+000, 1.0461532E+000
 1.3002043E+002, 1.0158458E+005, 1.1885850E+000,-3.2080745E+000, 1.0819301E+000
 1.4004372E+002, 1.0160115E+005, 1.1884941E+000,-3.1738549E+000, 1.1007714E+000
 1.5006702E+002, 1.0161736E+005, 1.1895360E+000,-3.1262356E+000, 1.1098464E+000
 1.6001972E+002, 1.0163289E+005, 1.1888776E+000,-3.0838870E+000, 1.1583930E+000
 1.7004301E+002, 1.0164792E+005, 1.1887725E+000,-3.0517770E+000, 1.1609861E+000
 1.8006630E+002, 1.0166268E+005, 1.1893379E+000,-3.0302255E+000, 1.1910649E+000
 1.9001901E+002, 1.0167697E+005, 1.1902289E+000,-3.0046759E+000, 1.2317127E+000
 2.0004230E+002, 1.0169082E+005, 1.1888163E+000,-2.9782058E+000, 1.2302050E+000
 2.1006559E+002, 1.0170454E+005, 1.1888806E+000,-2.9555906E+000, 1.2431995E+000
 2.2001829E+002, 1.0171792E+005, 1.1891282E+000,-2.9328008E+000, 1.2619762E+000
 2.3004158E+002, 1.0173094E+005, 1.1880994E+000,-2.9168634E+000, 1.2833433E+000
 2.4006487E+002, 1.0174371E+005, 1.1888449E+000,-2.9016277E+000, 1.3193961E+000
 2.5001758E+002, 1.0175592E+005, 1.1885070E+000,-2.8718628E+000, 1.3653186E+000
 2.6004087E+002, 1.0176753E+005, 1.1888500E+000,-2.8508086E+000, 1.4077086E+000
 2.7006416E+002, 1.0177891E+005, 1.1893240E+000,-2.8296431E+000, 1.3904324E+000
 2.8001686E+002, 1.0179020E+005, 1.1894834E+000,-2.8028275E+000, 1.3811364E+000
 2.9004015E+002, 1.0180135E+005, 1.1900169E+000,-2.7839730E+000, 1.3783947E+000
 3.0006344E+002, 1.0181242E+005, 1.1898517E+000,-2.7701711E+000, 1.3901124E+000
 3.1001615E+002, 1.0182301E+005, 1.1893692E+000,-2.7491774E+000, 1.4463256E+000
 3.2003944E+002, 1.0183312E+005, 1.1899847E+000,-2.7377156E+000, 1.4664478E+000
 3.3006273E+002, 1.0184314E+005, 1.1899864E+000,-2.7191913E+000, 1.4680239E+000
 3.4001544E+002, 1.0185285E+005, 1.1895598E+000,-2.7001327E+000, 1.4896082E+000
 3.5003873E+002, 1.0186224E+005, 1.1896805E+000,-2.6782934E+000, 1.5135629E+000
 3.6006202E+002, 1.0187128E+005, 1.1892696E+000,-2.6648960E+000, 1.5495067E+000
 3.7001472E+002, 1.0188000E+005, 1.1890680E+000,-2.6476541E+000, 1.5392819E+000
 3.8003801E+002, 1.0188879E+005, 1.1895401E+000,-2.6312053E+000, 1.5197772E+000
 3.9006130E+002, 1.0189750E+005, 1.1902745E+000,-2.6157715E+000, 1.5397137E+000
 4.0001401E+002, 1.0190574E+005, 1.1905278E+000,-2.6013528E+000, 1.5817889E+000
 4.1003730E+002, 1.0191374E+005, 1.1899701E+000,-2.5888215E+000, 1.5810796E+000
 4.2006059E+002, 1.0192168E+005, 1.1897188E+000,-2.5773580E+000, 1.5789087E+000
 4.3001329E+002, 1.0192945E+005, 1.1891023E+000,-2.5642164E+000, 1.5953258E+000
 4.4003658E+002, 1.0193698E+005, 1.1893692E+000,-2.5487472E+000, 1.6153775E+000
 4.5005987E+002, 1.0194427E+005, 1.1893018E+000,-2.5390877E+000, 1.6219624E+000
 4.6001258E+002, 1.0195154E+005, 1.1887378E+000,-2.5215999E+000, 1.6006078E+000
 4.7003587E+002, 1.0195868E+005, 1.1892575E+000,-2.5067746E+000, 1.6309873E+000
 4.8005916E+002, 1.0196527E+005, 1.1886258E+000,-2.4972143E+000, 1.6936987E+000
 4.9001186E+002, 1.0197167E+005, 1.1883072E+000,-2.4948062E+000, 1.6802515E+000
 5.0003516E+002, 1.0197806E+005, 1.1886381E+000,-2.4870082E+000, 1.6888290E+000
 5.1005845E+002, 1.0198425E+005, 1.1887154E+000,-2.4769840E+000, 1.7076864E+000
 5.2001115E+002, 1.0199028E+005, 1.1892590E+000,-2.4635797E+000, 1.7015284E+000
 5.3003444E+002, 1.0199631E+005, 1.1895683E+000,-2.4457655E+000, 1.6820556E+000
 5.4005773E+002, 1.0200227E+005, 1.1898546E+000,-2.4356166E+000, 1.6975375E+000
 5.5001044E+002, 1.0200802E+005, 1.1897581E+000,-2.4369946E+000, 1.7219848E+000
 5.6003373E+002, 1.0201347E+005, 1.1893772E+000,-2.4304058E+000, 1.7630679E+000
 5.7005702E+002, 1.0201872E+005, 1.1896492E+000,-2.4191055E+000, 1.7526530E+000
 5.8000972E+002, 1.0202404E+005, 1.1894321E+000,-2.4021964E+000, 1.7291693E+000
