m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 1.9993750E+000,-1.3039886E-003, 1.6614074E+001, 2.8203363E+000, 1.9993750E+000,-1.3123763E-003, 1.6382727E+001, 2.8213476E+000, 1.9993750E+000,-1.3130117E-003, 1.6330502E+001, 2.8214523E+000, 1.9993750E+000,-1.3045995E-003, 1.6797428E+001, 2.8203936E+000, 1.9993750E+000,-1.3145000E-003, 1.6318539E+001, 2.8216409E+000, 1.9993750E+000, 6.2354051E-004, 1.5119685E+001, 2.7044938E+000, 1.9993750E+000, 6.1836798E-004, 1.5337445E+001, 2.7032480E+000, 1.9993750E+000, 6.1859801E-004, 1.5074294E+001, 2.7033005E+000, 1.9993750E+000, 6.2542767E-004, 1.5148430E+001, 2.7049524E+000, 1.9993750E+000, 6.2137337E-004, 1.5366543E+001, 2.7039624E+000
 2.9655172E+000,-1.2365094E-003, 1.9080877E+001, 2.8116370E+000, 2.9655172E+000,-1.2473440E-003, 1.8601218E+001, 2.8130418E+000, 2.9655172E+000,-1.2466374E-003, 1.8600126E+001, 2.8129715E+000, 2.9655172E+000,-1.2410226E-003, 1.8926132E+001, 2.8122301E+000, 2.9655172E+000,-1.2529519E-003, 1.8344977E+001, 2.8137919E+000, 2.9655172E+000, 6.5818282E-004, 1.6114709E+001, 2.7127935E+000, 2.9655172E+000, 6.5496097E-004, 1.6910893E+001, 2.7120273E+000, 2.9655172E+000, 6.5799963E-004, 1.6311720E+001, 2.7127766E+000, 2.9655172E+000, 6.6026990E-004, 1.6768995E+001, 2.7132685E+000, 2.9655172E+000, 6.5969998E-004, 1.6527680E+001, 2.7131511E+000
 3.9310345E+000,-1.1953835E-003, 2.0554329E+001, 2.8061254E+000, 3.9310345E+000,-1.2005756E-003, 2.0208909E+001, 2.8068365E+000, 3.9310345E+000,-1.2021216E-003, 2.0072442E+001, 2.8070425E+000, 3.9310345E+000,-1.1956500E-003, 2.0439535E+001, 2.8061726E+000, 3.9310345E+000,-1.2062604E-003, 1.9843849E+001, 2.8075941E+000, 3.9310345E+000, 6.8534245E-004, 1.7002380E+001, 2.7190188E+000, 3.9310345E+000, 6.8365094E-004, 1.7727281E+001, 2.7186522E+000, 3.9310345E+000, 6.8859874E-004, 1.7075851E+001, 2.7204004E+000, 3.9310345E+000, 6.8936078E-004, 1.7731778E+001, 2.7199184E+000, 3.9310345E+000, 6.9144446E-004, 1.7172311E+001, 2.7203762E+000
 4.8965517E+000,-1.1615303E-003, 2.1633893E+001, 2.8014506E+000, 4.8965517E+000,-1.1641059E-003, 2.1396623E+001, 2.8018232E+000, 4.8965517E+000,-1.1653259E-003, 2.1250790E+001, 2.8019836E+000, 4.8965517E+000,-1.1614387E-003, 2.1751854E+001, 2.8014345E+000, 4.8965517E+000,-1.1640315E-003, 2.1143481E+001, 2.8017880E+000, 4.8965517E+000, 7.1567660E-004, 1.7385691E+001, 2.7257120E+000, 4.8965517E+000, 7.1200484E-004, 1.8616643E+001, 2.7257297E+000, 4.8965517E+000, 7.1660839E-004, 1.8043323E+001, 2.7267548E+000, 4.8965517E+000, 7.1475743E-004, 1.8679984E+001, 2.7255143E+000, 4.8965517E+000, 7.2085011E-004, 1.8156559E+001, 2.7268169E+000
 5.8620690E+000,-1.1287837E-003, 2.2678731E+001, 2.7968085E+000, 5.8620690E+000,-1.1336283E-003, 2.2129629E+001, 2.7975202E+000, 5.8620690E+000,-1.1370536E-003, 2.1782690E+001, 2.7979824E+000, 5.8620690E+000,-1.1305149E-003, 2.2630332E+001, 2.7970570E+000, 5.8620690E+000,-1.1315544E-003, 2.2300523E+001, 2.7971873E+000, 5.8620690E+000, 7.4005315E-004, 1.8212547E+001, 2.7309126E+000, 5.8620690E+000, 7.3660880E-004, 1.9071651E+001, 2.7332254E+000, 5.8620690E+000, 7.3995532E-004, 1.8856059E+001, 2.7323090E+000, 5.8620690E+000, 7.3753786E-004, 1.9401035E+001, 2.7303755E+000, 5.8620690E+000, 7.3897418E-004, 1.8995411E+001, 2.7306596E+000
 6.8275862E+000,-1.1023958E-003, 2.3325153E+001, 2.7929584E+000, 6.8275862E+000,-1.1091197E-003, 2.2657009E+001, 2.7939523E+000, 6.8275862E+000,-1.1076759E-003, 2.2494702E+001, 2.7937198E+000, 6.8275862E+000,-1.1025631E-003, 2.3310460E+001, 2.7929843E+000, 6.8275862E+000,-1.1008750E-003, 2.3028666E+001, 2.7955635E+000, 6.8275862E+000, 7.6955750E-004, 1.8668620E+001, 2.7369634E+000, 6.8275862E+000, 7.6104283E-004, 1.9417952E+001, 2.7393048E+000, 6.8275862E+000, 7.6682110E-004, 1.9367884E+001, 2.7372850E+000, 6.8275862E+000, 7.5937692E-004, 1.9744215E+001, 2.7349141E+000, 6.8275862E+000, 7.6123617E-004, 1.9431771E+001, 2.7352774E+000
 7.7931034E+000,-1.0816715E-003, 2.3836952E+001, 2.7932093E+000, 7.7931034E+000,-1.0908584E-003, 2.2767367E+001, 2.7927246E+000, 7.7931034E+000,-1.0818511E-003, 2.3177498E+001, 2.7917587E+000, 7.7931034E+000,-1.0836116E-003, 2.3734622E+001, 2.7904093E+000, 7.7931034E+000,-1.0742158E-003, 2.3752347E+001, 2.7911250E+000, 7.7931034E+000, 7.8812978E-004, 1.9333780E+001, 2.7434141E+000, 7.7931034E+000, 7.8409532E-004, 1.9993385E+001, 2.7444338E+000, 7.7931034E+000, 7.8598304E-004, 2.0330950E+001, 2.7450337E+000, 7.7931034E+000, 7.8416265E-004, 1.9973367E+001, 2.7425081E+000, 7.7931034E+000, 7.8673976E-004, 1.9914228E+001, 2.7404188E+000
 8.7586207E+000,-1.0617901E-003, 2.4206298E+001, 2.7916490E+000, 8.7586207E+000,-1.0664245E-003, 2.3205343E+001, 2.7919678E+000, 8.7586207E+000,-1.0611731E-003, 2.3785310E+001, 2.7917534E+000, 8.7586207E+000,-1.0642119E-003, 2.3752566E+001, 2.7891997E+000, 8.7586207E+000,-1.0546460E-003, 2.4185701E+001, 2.7931557E+000, 8.7586207E+000, 8.1158611E-004, 1.9421584E+001, 2.7479505E+000, 8.7586207E+000, 8.0381451E-004, 2.0348502E+001, 2.7492224E+000, 8.7586207E+000, 8.0319629E-004, 2.1212732E+001, 2.7587357E+000, 8.7586207E+000, 8.0986987E-004, 2.0491401E+001, 2.7528543E+000, 8.7586207E+000, 8.0475742E-004, 2.0834921E+001, 2.7490324E+000
 9.7241379E+000,-1.0437123E-003, 2.4453438E+001, 2.7912030E+000, 9.7241379E+000,-1.0424666E-003, 2.3851382E+001, 2.7900857E+000, 9.7241379E+000,-1.0371555E-003, 2.4404002E+001, 2.7970027E+000, 9.7241379E+000,-1.0472313E-003, 2.3823152E+001, 2.7924397E+000, 9.7241379E+000,-1.0347282E-003, 2.4601318E+001, 2.7880461E+000, 9.7241379E+000, 8.3006350E-004, 2.0172239E+001, 2.7525732E+000, 9.7241379E+000, 8.2188589E-004, 2.0713233E+001, 2.7593003E+000, 9.7241379E+000, 8.2010267E-004, 2.1831019E+001, 2.7586032E+000, 9.7241379E+000, 8.2401138E-004, 2.1229544E+001, 2.7626366E+000, 9.7241379E+000, 8.2168262E-004, 2.1541508E+001, 2.7681815E+000
 1.0689655E+001,-1.0251475E-003, 2.4817581E+001, 2.8118692E+000, 1.0689655E+001,-1.0243061E-003, 2.4188968E+001, 2.7911741E+000, 1.0689655E+001,-1.0176590E-003, 2.4565854E+001, 2.7991041E+000, 1.0689655E+001,-1.0313531E-003, 2.3892322E+001, 2.7957234E+000, 1.0689655E+001,-1.0143784E-003, 2.5261121E+001, 2.8224270E+000, 1.0689655E+001, 8.4702316E-004, 2.1171343E+001, 2.7643601E+000, 1.0689655E+001, 8.3959665E-004, 2.1445960E+001, 2.7751246E+000, 1.0689655E+001, 8.4371029E-004, 2.2160011E+001, 2.7645671E+000, 1.0689655E+001, 8.4097126E-004, 2.1810033E+001, 2.7760904E+000, 1.0689655E+001, 8.4377379E-004, 2.2326483E+001, 2.7691317E+000
 1.1655172E+001,-1.0099847E-003, 2.5018617E+001, 2.8494627E+000, 1.1655172E+001,-1.0058627E-003, 2.4413471E+001, 2.7989566E+000, 1.1655172E+001,-9.9990530E-004, 2.4955710E+001, 2.7914824E+000, 1.1655172E+001,-1.0153927E-003, 2.3846887E+001, 2.8161479E+000, 1.1655172E+001,-9.9903336E-004, 2.5416078E+001, 2.8285335E+000, 1.1655172E+001, 8.6309003E-004, 2.2167750E+001, 2.7765846E+000, 1.1655172E+001, 8.6225801E-004, 2.1778190E+001, 2.7668962E+000, 1.1655172E+001, 8.5775173E-004, 2.2832384E+001, 2.7967070E+000, 1.1655172E+001, 8.6190870E-004, 2.2124254E+001, 2.7820955E+000, 1.1655172E+001, 8.6017851E-004, 2.3129320E+001, 2.7971089E+000
 1.2620690E+001,-9.9518277E-004, 2.5170598E+001, 2.8437454E+000, 1.2620690E+001,-9.8826216E-004, 2.4670245E+001, 2.8074806E+000, 1.2620690E+001,-9.8237724E-004, 2.5096761E+001, 2.8121751E+000, 1.2620690E+001,-9.9708060E-004, 2.3906217E+001, 2.8271923E+000, 1.2620690E+001,-9.8862223E-004, 2.5316163E+001, 2.8696685E+000, 1.2620690E+001, 8.7843470E-004, 2.2729692E+001, 2.8080332E+000, 1.2620690E+001, 8.7928170E-004, 2.2155564E+001, 2.7759812E+000, 1.2620690E+001, 8.7253421E-004, 2.3100549E+001, 2.8075782E+000, 1.2620690E+001, 8.7798741E-004, 2.2623866E+001, 2.7867779E+000, 1.2620690E+001, 8.7716599E-004, 2.3785654E+001, 2.8021768E+000
 1.3586207E+001,-9.7892073E-004, 2.5246552E+001, 2.8670467E+000, 1.3586207E+001,-9.6980085E-004, 2.4732920E+001, 2.8260908E+000, 1.3586207E+001,-9.6726917E-004, 2.5114591E+001, 2.8347216E+000, 1.3586207E+001,-9.7687275E-004, 2.3983776E+001, 2.8272864E+000, 1.3586207E+001,-9.7798271E-004, 2.4851009E+001, 2.8543402E+000, 1.3586207E+001, 8.9590903E-004, 2.3264282E+001, 2.8285515E+000, 1.3586207E+001, 8.9454290E-004, 2.2619435E+001, 2.7789379E+000, 1.3586207E+001, 8.9122535E-004, 2.3420300E+001, 2.8144475E+000, 1.3586207E+001, 8.9641776E-004, 2.2997165E+001, 2.8047397E+000, 1.3586207E+001, 8.9396683E-004, 2.4169259E+001, 2.8287516E+000
 1.4551724E+001,-9.5922532E-004, 2.5353580E+001, 2.8592337E+000, 1.4551724E+001,-9.5266359E-004, 2.4572480E+001, 2.8044364E+000, 1.4551724E+001,-9.5470179E-004, 2.4773959E+001, 2.8643935E+000, 1.4551724E+001,-9.6123522E-004, 2.4166411E+001, 2.8458040E+000, 1.4551724E+001,-9.6446503E-004, 2.4312391E+001, 2.8412324E+000, 1.4551724E+001, 9.0977604E-004, 2.3924298E+001, 2.8343842E+000, 1.4551724E+001, 9.1232511E-004, 2.2852212E+001, 2.7764234E+000, 1.4551724E+001, 9.0795754E-004, 2.3741753E+001, 2.8379546E+000, 1.4551724E+001, 9.1027460E-004, 2.3317542E+001, 2.8141816E+000, 1.4551724E+001, 9.1150837E-004, 2.4364434E+001, 2.8599953E+000
 1.5517241E+001,-9.4536981E-004, 2.5122225E+001, 2.8516891E+000, 1.5517241E+001,-9.3938273E-004, 2.4455317E+001, 2.8154716E+000, 1.5517241E+001,-9.4134653E-004, 2.4146141E+001, 2.8201898E+000, 1.5517241E+001,-9.4103399E-004, 2.4232112E+001, 2.8447718E+000, 1.5517241E+001,-9.5196783E-004, 2.3750762E+001, 2.8474290E+000, 1.5517241E+001, 9.2624047E-004, 2.4288505E+001, 2.8616501E+000, 1.5517241E+001, 9.3109132E-004, 2.2976573E+001, 2.7769476E+000, 1.5517241E+001, 9.2641961E-004, 2.4032027E+001, 2.8268283E+000, 1.5517241E+001, 9.2703254E-004, 2.3675109E+001, 2.8032703E+000, 1.5517241E+001, 9.2921842E-004, 2.4666695E+001, 2.8871058E+000
 1.6482759E+001,-9.3001237E-004, 2.4657300E+001, 2.8437588E+000, 1.6482759E+001,-9.2322749E-004, 2.4057884E+001, 2.8007439E+000, 1.6482759E+001,-9.2785662E-004, 2.3770960E+001, 2.8205582E+000, 1.6482759E+001,-9.2490736E-004, 2.4038678E+001, 2.8396446E+000, 1.6482759E+001,-9.3682862E-004, 2.3207082E+001, 2.8254486E+000, 1.6482759E+001, 9.4239849E-004, 2.4397395E+001, 2.8422751E+000, 1.6482759E+001, 9.4854742E-004, 2.3351491E+001, 2.7872121E+000, 1.6482759E+001, 9.4594279E-004, 2.4348076E+001, 2.8199386E+000, 1.6482759E+001, 9.4017569E-004, 2.4007675E+001, 2.8192719E+000, 1.6482759E+001, 9.4277913E-004, 2.4965865E+001, 2.8913031E+000
