s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 8.8318715E-001,-2.7676600E+004, 0.0000000E+000
 1.0029963E+001, 1.0148249E+005, 9.2120658E-001,-4.7188768E+004, 4.2074839E+003
 2.0018458E+001, 1.0175920E+005, 9.7301908E-001,-3.0131617E+004, 6.2094105E+003
 3.0036323E+001, 1.0191278E+005, 9.8978605E-001,-2.1863597E+004, 4.9181054E+003
 4.0076534E+001, 1.0204810E+005, 9.9031060E-001,-2.0998889E+004, 3.8306374E+003
 5.0084275E+001, 1.0217968E+005, 1.0030254E+000,-1.9402229E+004, 3.5614230E+003
 6.0005032E+001, 1.0230083E+005, 1.0045060E+000,-1.8593539E+004, 3.6925022E+003
 7.0030752E+001, 1.0241579E+005, 1.0178165E+000,-1.8490514E+004, 4.1900254E+003
 8.0007417E+001, 1.0252809E+005, 1.0313265E+000,-1.8494308E+004, 4.2897504E+003
 9.0032655E+001, 1.0264032E+005, 1.0211004E+000,-1.8529332E+004, 4.2241233E+003
 1.0009964E+002, 1.0275440E+005, 1.0221533E+000,-1.8908572E+004, 4.6034906E+003
 1.1004626E+002, 1.0286669E+005, 1.0139236E+000,-1.8966074E+004, 4.9560118E+003
 1.2007704E+002, 1.0297553E+005, 1.0102076E+000,-1.8691103E+004, 5.0982327E+003
 1.3011624E+002, 1.0308296E+005, 1.0173672E+000,-1.8522567E+004, 5.0335488E+003
 1.4009846E+002, 1.0318953E+005, 1.0116708E+000,-1.8191364E+004, 4.7855592E+003
 1.5010290E+002, 1.0329493E+005, 1.0217288E+000,-1.7610589E+004, 4.3743256E+003
 1.6010734E+002, 1.0339845E+005, 1.0200004E+000,-1.7111240E+004, 4.1093499E+003
 1.7006427E+002, 1.0350115E+005, 1.0248423E+000,-1.6872588E+004, 3.9566192E+003
 1.8002667E+002, 1.0360093E+005, 1.0272527E+000,-1.6678013E+004, 4.2893308E+003
 1.9009002E+002, 1.0369785E+005, 1.0269282E+000,-1.6660831E+004, 4.5743418E+003
 2.0003337E+002, 1.0379371E+005, 1.0260025E+000,-1.6695957E+004, 4.5140130E+003
 2.1009268E+002, 1.0389030E+005, 1.0263102E+000,-1.6545864E+004, 4.3767200E+003
 2.2006123E+002, 1.0398626E+005, 1.0271822E+000,-1.6505666E+004, 4.6004530E+003
 2.3006236E+002, 1.0408075E+005, 1.0302518E+000,-1.6589862E+004, 4.6615369E+003
 2.4001706E+002, 1.0417475E+005, 1.0235556E+000,-1.6458945E+004, 4.6197498E+003
 2.5011091E+002, 1.0426781E+005, 1.0194666E+000,-1.6385833E+004, 4.7918185E+003
 2.6009882E+002, 1.0435915E+005, 1.0004724E+000,-1.6470206E+004, 5.1142106E+003
 2.7001169E+002, 1.0444875E+005, 1.0037592E+000,-1.6720409E+004, 5.2545136E+003
 2.8007299E+002, 1.0454010E+005, 1.0133994E+000,-1.6804043E+004, 5.2227655E+003
 2.9002866E+002, 1.0463128E+005, 1.0202455E+000,-1.6539369E+004, 5.1502801E+003
 3.0001482E+002, 1.0471970E+005, 1.0233042E+000,-1.6289451E+004, 5.2315795E+003
 3.1011164E+002, 1.0480712E+005, 1.0290757E+000,-1.6147152E+004, 5.1746510E+003
 3.2005384E+002, 1.0489447E+005, 1.0350865E+000,-1.6087639E+004, 5.1142052E+003
 3.3004595E+002, 1.0498097E+005, 1.0305683E+000,-1.6083441E+004, 5.1737166E+003
 3.4004727E+002, 1.0506718E+005, 1.0296462E+000,-1.6135842E+004, 5.2300138E+003
 3.5004722E+002, 1.0515322E+005, 1.0301745E+000,-1.6142376E+004, 5.3201370E+003
 3.6009666E+002, 1.0523828E+005, 1.0347689E+000,-1.5978958E+004, 5.3770519E+003
 3.7002152E+002, 1.0532161E+005, 1.0291942E+000,-1.5837371E+004, 5.3690408E+003
 3.8003844E+002, 1.0540386E+005, 1.0328538E+000,-1.5742710E+004, 5.3795734E+003
 3.9006000E+002, 1.0548534E+005, 1.0369204E+000,-1.5689307E+004, 5.4998452E+003
 4.0008156E+002, 1.0556532E+005, 1.0336804E+000,-1.5674464E+004, 5.7121506E+003
 4.1001856E+002, 1.0564268E+005, 1.0306514E+000,-1.5720693E+004, 6.0023446E+003
 4.2003106E+002, 1.0571974E+005, 1.0298163E+000,-1.5771246E+004, 5.9477710E+003
 4.3000605E+002, 1.0579806E+005, 1.0215780E+000,-1.5610842E+004, 5.6484861E+003
 4.4008872E+002, 1.0587775E+005, 1.0185639E+000,-1.5534380E+004, 5.4722227E+003
 4.5006564E+002, 1.0595751E+005, 1.0220528E+000,-1.5452590E+004, 5.5022947E+003
 4.6004459E+002, 1.0603641E+005, 1.0360875E+000,-1.5626909E+004, 5.4966744E+003
 4.7001252E+002, 1.0611792E+005, 1.0323004E+000,-1.5818294E+004, 5.5128727E+003
 4.8007483E+002, 1.0619818E+005, 1.0305060E+000,-1.5605582E+004, 5.6893672E+003
 4.9001693E+002, 1.0627624E+005, 1.0284927E+000,-1.5513706E+004, 5.7495716E+003
 5.0009986E+002, 1.0635389E+005, 1.0281578E+000,-1.5495995E+004, 5.7510657E+003
 5.1011481E+002, 1.0643073E+005, 1.0333961E+000,-1.5446127E+004, 5.8621404E+003
 5.2003123E+002, 1.0650674E+005, 1.0327468E+000,-1.5404834E+004, 5.8128063E+003
 5.3001590E+002, 1.0658154E+005, 1.0379703E+000,-1.5215852E+004, 5.8913029E+003
 5.4005929E+002, 1.0665488E+005, 1.0338746E+000,-1.5135868E+004, 5.9572273E+003
 5.5000193E+002, 1.0672748E+005, 1.0314419E+000,-1.5139186E+004, 5.9227342E+003
 5.6010629E+002, 1.0680121E+005, 1.0356403E+000,-1.5159324E+004, 5.8740270E+003
 5.7008111E+002, 1.0687484E+005, 1.0370454E+000,-1.5148045E+004, 6.0528225E+003
 5.8008613E+002, 1.0694622E+005, 1.0364173E+000,-1.5208630E+004, 6.1363599E+003
 5.9000760E+002, 1.0701965E+005, 1.0343985E+000,-1.5347431E+004, 5.9873301E+003
 6.0010864E+002, 1.0709408E+005, 1.0226008E+000,-1.5226874E+004, 5.9616728E+003
 6.1000034E+002, 1.0716653E+005, 1.0215937E+000,-1.5028442E+004, 6.0129827E+003
 6.2011242E+002, 1.0723633E+005, 1.0305043E+000,-1.4913318E+004, 6.2152978E+003
 6.3010074E+002, 1.0730619E+005, 1.0228693E+000,-1.4988120E+004, 6.1259039E+003
 6.4009648E+002, 1.0737816E+005, 1.0164905E+000,-1.5159902E+004, 5.9652107E+003
 6.5009222E+002, 1.0745058E+005, 1.0315437E+000,-1.5062476E+004, 6.0887043E+003
 6.6009093E+002, 1.0752031E+005, 1.0347474E+000,-1.4959345E+004, 6.3143288E+003
 6.7006067E+002, 1.0758718E+005, 1.0318686E+000,-1.4902551E+004, 6.6265255E+003
 6.8000691E+002, 1.0765223E+005, 1.0136024E+000,-1.4958470E+004, 6.6478334E+003
 6.9001752E+002, 1.0771788E+005, 1.0152025E+000,-1.4969978E+004, 6.7415485E+003
 7.0001803E+002, 1.0778307E+005, 1.0120148E+000,-1.4996039E+004, 6.7158218E+003
 7.1003171E+002, 1.0784990E+005, 1.0207582E+000,-1.5109799E+004, 6.5674463E+003
 7.2005088E+002, 1.0791783E+005, 1.0222095E+000,-1.5037204E+004, 6.5446722E+003
 7.3002215E+002, 1.0798450E+005, 1.0247709E+000,-1.4845879E+004, 6.5500429E+003
 7.4005059E+002, 1.0805058E+005, 1.0145210E+000,-1.4765919E+004, 6.4927035E+003
 7.5009950E+002, 1.0811645E+005, 1.0216126E+000,-1.4719333E+004, 6.4987500E+003
 7.6006855E+002, 1.0818176E+005, 1.0354380E+000,-1.4728293E+004, 6.5393244E+003
 7.7007112E+002, 1.0824573E+005, 1.0365960E+000,-1.4643233E+004, 6.6542237E+003
 7.8001631E+002, 1.0830882E+005, 1.0023803E+000,-1.4602141E+004, 6.6533138E+003
 7.9009713E+002, 1.0837145E+005, 1.0242584E+000,-1.4535259E+004, 6.7510955E+003
 8.0002824E+002, 1.0843283E+005, 1.0341070E+000,-1.4405636E+004, 6.7062312E+003
 8.1009373E+002, 1.0849372E+005, 1.0395782E+000,-1.4332302E+004, 6.7307696E+003
 8.2007526E+002, 1.0855363E+005, 1.0402631E+000,-1.4342849E+004, 6.9108638E+003
 8.3001600E+002, 1.0861206E+005, 1.0402645E+000,-1.4487526E+004, 7.1757433E+003
 8.4007610E+002, 1.0866952E+005, 1.0350300E+000,-1.4551873E+004, 7.2864501E+003
 8.5003043E+002, 1.0872840E+005, 1.0366288E+000,-1.4655169E+004, 7.1407292E+003
 8.6010213E+002, 1.0878811E+005, 1.0397886E+000,-1.4507186E+004, 7.0446270E+003
 8.7012474E+002, 1.0884682E+005, 1.0370151E+000,-1.4448252E+004, 7.1151827E+003
 8.8005212E+002, 1.0890496E+005, 1.0391781E+000,-1.4442412E+004, 7.0981896E+003
 8.9000148E+002, 1.0896204E+005, 1.0408477E+000,-1.4292744E+004, 7.1978477E+003
 9.0007367E+002, 1.0901817E+005, 1.0392710E+000,-1.4288702E+004, 7.2152720E+003
 9.1001572E+002, 1.0907544E+005, 1.0370422E+000,-1.4243788E+004, 6.9780292E+003
 9.2009226E+002, 1.0913306E+005, 1.0223263E+000,-1.4177656E+004, 7.1088894E+003
 9.3000323E+002, 1.0918907E+005, 1.0210081E+000,-1.4511667E+004, 7.3394796E+003
 9.4010857E+002, 1.0924801E+005, 1.0189354E+000,-1.4839477E+004, 7.2942179E+003
 9.5004110E+002, 1.0930722E+005, 1.0339949E+000,-1.4654709E+004, 7.3631211E+003
 9.6000828E+002, 1.0936380E+005, 1.0320338E+000,-1.4378017E+004, 7.4350486E+003
 9.7006397E+002, 1.0941834E+005, 1.0320028E+000,-1.4164864E+004, 7.3993162E+003
 9.8005164E+002, 1.0947241E+005, 1.0335941E+000,-1.4095810E+004, 7.3482315E+003
 9.9003168E+002, 1.0952561E+005, 1.0365536E+000,-1.3997973E+004, 7.4136232E+003
 1.0000813E+003, 1.0957804E+005, 1.0362061E+000,-1.4141920E+004, 7.5758675E+003
 1.0100382E+003, 1.0963065E+005, 1.0353494E+000,-1.4330286E+004, 7.6454371E+003
 1.0200822E+003, 1.0968389E+005, 1.0356088E+000,-1.4413432E+004, 7.7070257E+003
 1.0300144E+003, 1.0973590E+005, 1.0182581E+000,-1.4357908E+004, 7.9391003E+003
 1.0400259E+003, 1.0978673E+005, 1.0124822E+000,-1.4437093E+004, 8.0479483E+003
 1.0500035E+003, 1.0983739E+005, 1.0098457E+000,-1.4386229E+004, 8.0386474E+003
 1.0600787E+003, 1.0988681E+005, 9.9444521E-001,-1.4192098E+004, 8.0750766E+003
