s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1229154E+000,-3.5197325E-002, 0.0000000E+000
 1.0023291E+000, 1.0274013E+005, 1.1314554E+000,-3.9718869E-003, 1.8873043E-003
 2.0011288E+000, 1.0293575E+005, 1.1184803E+000,-2.0042860E-003, 1.9763196E-003
 3.0034579E+000, 1.0292341E+005, 1.1304223E+000,-2.8185169E-003, 2.8003713E-003
 4.0022577E+000, 1.0291325E+005, 1.1434606E+000,-2.2719721E-003, 2.3069417E-003
 5.0009779E+000, 1.0288524E+005, 1.1522945E+000,-2.3471869E-003, 2.3644076E-003
 6.0018811E+000, 1.0285602E+005, 1.1534588E+000,-2.4560417E-003, 2.4707012E-003
 7.0021572E+000, 1.0286062E+005, 1.1478851E+000,-2.3675168E-003, 2.3569497E-003
 8.0011369E+000, 1.0285693E+005, 1.1345444E+000,-2.3395115E-003, 2.3235984E-003
 9.0034659E+000, 1.0286528E+005, 1.1394578E+000,-2.3343740E-003, 2.3128691E-003
 1.0002266E+001, 1.0287443E+005, 1.1530512E+000,-2.4242267E-003, 2.4149753E-003
 1.1001065E+001, 1.0286014E+005, 1.1512626E+000,-2.4622766E-003, 2.4536371E-003
 1.2003395E+001, 1.0287553E+005, 1.1428654E+000,-2.4532728E-003, 2.4262809E-003
 1.3000000E+001, 1.0287716E+005, 1.1262698E+000,-2.4173384E-003, 2.4301473E-003
