m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 2.0000000E+001,-1.3424645E-003, 3.7120300E+002, 3.0961355E+000, 2.0000000E+001,-1.3406408E-003, 3.6964965E+002, 3.0536729E+000, 2.0000000E+001,-1.3412245E-003, 3.6933032E+002, 3.1433604E+000, 2.0000000E+001,-1.3419829E-003, 3.6894831E+002, 3.1171571E+000, 2.0000000E+001,-1.3446893E-003, 3.7683410E+002, 3.1478455E+000, 2.0000000E+001, 8.6750457E-004, 3.9694215E+002, 4.5326037E+000, 2.0000000E+001, 8.7724596E-004, 4.1227707E+002, 4.7769824E+000, 2.0000000E+001, 8.7627298E-004, 4.0866988E+002, 4.7151233E+000, 2.0000000E+001, 8.6738053E-004, 4.0138151E+002, 4.5426858E+000, 2.0000000E+001, 8.8162537E-004, 4.2103860E+002, 5.0060327E+000
 2.9655172E+001,-1.3235997E-003, 4.0657379E+002, 3.6318892E+000, 2.9655172E+001,-1.3235301E-003, 4.0773010E+002, 3.7034021E+000, 2.9655172E+001,-1.3220840E-003, 4.1187501E+002, 3.6650079E+000, 2.9655172E+001,-1.3222466E-003, 4.0743375E+002, 3.6277595E+000, 2.9655172E+001,-1.3250317E-003, 4.1202339E+002, 3.6854679E+000, 2.9655172E+001, 9.0268183E-004, 4.2174847E+002, 4.9283108E+000, 2.9655172E+001, 9.1742177E-004, 4.3959832E+002, 5.2799474E+000, 2.9655172E+001, 9.0999640E-004, 4.2788013E+002, 5.0839464E+000, 2.9655172E+001, 9.0009723E-004, 4.2417827E+002, 4.8661062E+000, 2.9655172E+001, 9.1544818E-004, 4.3907573E+002, 5.3371317E+000
 3.9310345E+001,-1.3278672E-003, 4.5149053E+002, 4.6117249E+000, 3.9310345E+001,-1.3318780E-003, 4.5422724E+002, 4.8097198E+000, 3.9310345E+001,-1.3219914E-003, 4.5541480E+002, 4.6194438E+000, 3.9310345E+001,-1.3200904E-003, 4.4603552E+002, 4.4962714E+000, 3.9310345E+001,-1.3236277E-003, 4.5014930E+002, 4.5951430E+000, 3.9310345E+001, 9.4216285E-004, 4.3991665E+002, 5.3010682E+000, 3.9310345E+001, 9.6657537E-004, 4.6606941E+002, 5.8145444E+000, 3.9310345E+001, 9.5681198E-004, 4.5411063E+002, 5.5423982E+000, 3.9310345E+001, 9.5122441E-004, 4.5173442E+002, 5.5585398E+000, 3.9310345E+001, 9.5503217E-004, 4.5816681E+002, 5.6721725E+000
 4.8965517E+001,-1.3381527E-003, 4.9154915E+002, 5.5497685E+000, 4.8965517E+001,-1.3496949E-003, 4.9405031E+002, 5.7248533E+000, 4.8965517E+001,-1.3399156E-003, 4.9219109E+002, 5.6507524E+000, 4.8965517E+001,-1.3298302E-003, 4.8182447E+002, 5.3784710E+000, 4.8965517E+001,-1.3357016E-003, 4.8320969E+002, 5.4098689E+000, 4.8965517E+001, 9.8544010E-004, 4.6665440E+002, 5.6803793E+000, 4.8965517E+001, 1.0082443E-003, 4.8776602E+002, 6.1509887E+000, 4.8965517E+001, 1.0037181E-003, 4.8500330E+002, 5.9923979E+000, 4.8965517E+001, 9.9380690E-004, 4.7287209E+002, 5.8875587E+000, 4.8965517E+001, 9.8730288E-004, 4.7061308E+002, 5.7845059E+000
 5.8620690E+001,-1.3602192E-003, 5.2322852E+002, 6.4014890E+000, 5.8620690E+001,-1.3671347E-003, 5.2382107E+002, 6.3588128E+000, 5.8620690E+001,-1.3623519E-003, 5.2047543E+002, 6.2935785E+000, 5.8620690E+001,-1.3465448E-003, 5.0868653E+002, 6.0117379E+000, 5.8620690E+001,-1.3565099E-003, 5.1471723E+002, 6.1628857E+000, 5.8620690E+001, 1.0296500E-003, 4.9133839E+002, 6.1114770E+000, 5.8620690E+001, 1.0513628E-003, 5.1139208E+002, 6.5155775E+000, 5.8620690E+001, 1.0382216E-003, 4.9974566E+002, 6.2805205E+000, 5.8620690E+001, 1.0346089E-003, 5.0125130E+002, 6.2968419E+000, 5.8620690E+001, 1.0193522E-003, 4.8479138E+002, 6.0723279E+000
 6.8275862E+001,-1.3935151E-003, 5.5531106E+002, 7.0898967E+000, 6.8275862E+001,-1.3797433E-003, 5.4389884E+002, 6.7666258E+000, 6.8275862E+001,-1.3868765E-003, 5.4905460E+002, 6.8976918E+000, 6.8275862E+001,-1.3636600E-003, 5.3287346E+002, 6.5411305E+000, 6.8275862E+001,-1.3796387E-003, 5.3932837E+002, 6.6899539E+000, 6.8275862E+001, 1.0752970E-003, 5.2112248E+002, 6.5485952E+000, 6.8275862E+001, 1.0979407E-003, 5.3602060E+002, 6.8805230E+000, 6.8275862E+001, 1.0850030E-003, 5.2978779E+002, 6.7186932E+000, 6.8275862E+001, 1.0870961E-003, 5.2817286E+002, 6.7757914E+000, 6.8275862E+001, 1.0597257E-003, 5.0282021E+002, 6.2939239E+000
 7.7931034E+001,-1.4210937E-003, 5.8389323E+002, 7.4916751E+000, 7.7931034E+001,-1.3995982E-003, 5.6543227E+002, 7.2247544E+000, 7.7931034E+001,-1.4090779E-003, 5.7153748E+002, 7.3003565E+000, 7.7931034E+001,-1.3820644E-003, 5.5525844E+002, 6.9728797E+000, 7.7931034E+001,-1.3981242E-003, 5.6301916E+002, 7.1136124E+000, 7.7931034E+001, 1.1261762E-003, 5.4609387E+002, 7.0072891E+000, 7.7931034E+001, 1.1410382E-003, 5.5788611E+002, 7.2346335E+000, 7.7931034E+001, 1.1256291E-003, 5.4712492E+002, 7.0504451E+000, 7.7931034E+001, 1.1378597E-003, 5.5446002E+002, 7.1433914E+000, 7.7931034E+001, 1.0979126E-003, 5.2325431E+002, 6.6223610E+000
 8.7586207E+001,-1.4466597E-003, 6.0825733E+002, 7.8932303E+000, 8.7586207E+001,-1.4122451E-003, 5.8345123E+002, 7.5085618E+000, 8.7586207E+001,-1.4236396E-003, 5.9305235E+002, 7.6214014E+000, 8.7586207E+001,-1.3974582E-003, 5.7594526E+002, 7.2486971E+000, 8.7586207E+001,-1.4125794E-003, 5.8423027E+002, 7.4629326E+000, 8.7586207E+001, 1.1747660E-003, 5.6909904E+002, 7.3334598E+000, 8.7586207E+001, 1.1874637E-003, 5.7785093E+002, 7.4792083E+000, 8.7586207E+001, 1.1658735E-003, 5.6372673E+002, 7.2686991E+000, 8.7586207E+001, 1.1869152E-003, 5.7843180E+002, 7.4750639E+000, 8.7586207E+001, 1.1332064E-003, 5.3878215E+002, 6.7743350E+000
 9.7241379E+001,-1.4609782E-003, 6.2642971E+002, 8.1066977E+000, 9.7241379E+001,-1.4149469E-003, 5.9890194E+002, 7.6955002E+000, 9.7241379E+001,-1.4334536E-003, 6.0960037E+002, 7.8655750E+000, 9.7241379E+001,-1.4057029E-003, 5.9047418E+002, 7.5451166E+000, 9.7241379E+001,-1.4206292E-003, 5.9580025E+002, 7.6767319E+000, 9.7241379E+001, 1.2131431E-003, 5.8653903E+002, 7.5759622E+000, 9.7241379E+001, 1.2290388E-003, 5.9845833E+002, 7.7991389E+000, 9.7241379E+001, 1.1983408E-003, 5.7772717E+002, 7.4043112E+000, 9.7241379E+001, 1.2269796E-003, 5.9814370E+002, 7.7384436E+000, 9.7241379E+001, 1.1699362E-003, 5.5626256E+002, 7.1286740E+000
 1.0689655E+002,-1.4650320E-003, 6.3830447E+002, 8.2861420E+000, 1.0689655E+002,-1.4267287E-003, 6.1194089E+002, 7.8711990E+000, 1.0689655E+002,-1.4444134E-003, 6.2268843E+002, 8.0569334E+000, 1.0689655E+002,-1.4188739E-003, 6.1007831E+002, 7.9205971E+000, 1.0689655E+002,-1.4280747E-003, 6.1421018E+002, 7.9011378E+000, 1.0689655E+002, 1.2473537E-003, 5.9819926E+002, 7.7018605E+000, 1.0689655E+002, 1.2578801E-003, 6.0757249E+002, 7.8020457E+000, 1.0689655E+002, 1.2359476E-003, 5.9240363E+002, 7.5495504E+000, 1.0689655E+002, 1.2611212E-003, 6.1002167E+002, 7.9035788E+000, 1.0689655E+002, 1.2117838E-003, 5.7091979E+002, 7.3006247E+000
 1.1655172E+002,-1.4584435E-003, 6.4028871E+002, 8.2898187E+000, 1.1655172E+002,-1.4272242E-003, 6.2257378E+002, 8.1021479E+000, 1.1655172E+002,-1.4400498E-003, 6.2970420E+002, 8.1533563E+000, 1.1655172E+002,-1.4199356E-003, 6.1958846E+002, 8.0266883E+000, 1.1655172E+002,-1.4369079E-003, 6.2817434E+002, 8.1119825E+000, 1.1655172E+002, 1.2913044E-003, 6.1633389E+002, 7.9016045E+000, 1.1655172E+002, 1.2901695E-003, 6.1935746E+002, 7.9447906E+000, 1.1655172E+002, 1.2717636E-003, 6.0487671E+002, 7.7503023E+000, 1.1655172E+002, 1.2827972E-003, 6.1151954E+002, 7.8744858E+000, 1.1655172E+002, 1.2492874E-003, 5.8439698E+002, 7.4430320E+000
