s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1794096E+000,-5.8852181E-002, 0.0000000E+000
 1.0000000E+001, 1.0147301E+005, 1.1843119E+000,-3.9469901E-002, 8.2661404E-003
 2.0022321E+001, 1.0164455E+005, 1.1880408E+000,-3.0487581E-002, 1.2622536E-002
 3.0022321E+001, 1.0177113E+005, 1.1874752E+000,-2.8505900E-002, 1.3884008E-002
 4.0022321E+001, 1.0187381E+005, 1.1885981E+000,-2.7051036E-002, 1.5486672E-002
 5.0000000E+001, 1.0195176E+005, 1.1892510E+000,-2.5669925E-002, 1.6975235E-002
 6.0000000E+001, 1.0201120E+005, 1.1887499E+000,-2.4814657E-002, 1.8017451E-002
 7.0000000E+001, 1.0205844E+005, 1.1893310E+000,-2.4076704E-002, 1.8687349E-002
 8.0000000E+001, 1.0209476E+005, 1.1887707E+000,-2.3433368E-002, 1.9255663E-002
 9.0000000E+001, 1.0212423E+005, 1.1894744E+000,-2.3056128E-002, 1.9420695E-002
 1.0000000E+002, 1.0214827E+005, 1.1887973E+000,-2.2659000E-002, 1.9816060E-002
 1.1000000E+002, 1.0216748E+005, 1.1890369E+000,-2.2493063E-002, 2.0182316E-002
 1.2000000E+002, 1.0218189E+005, 1.1892399E+000,-2.2240442E-002, 2.0506835E-002
 1.3000000E+002, 1.0219260E+005, 1.1888933E+000,-2.2077744E-002, 2.0852583E-002
 1.4000000E+002, 1.0219971E+005, 1.1881562E+000,-2.1885912E-002, 2.0893598E-002
 1.5002232E+002, 1.0220598E+005, 1.1890088E+000,-2.1741399E-002, 2.0918263E-002
 1.6002232E+002, 1.0221119E+005, 1.1887565E+000,-2.1765179E-002, 2.0882269E-002
 1.7002232E+002, 1.0221598E+005, 1.1891586E+000,-2.1676352E-002, 2.1004705E-002
 1.8002232E+002, 1.0222066E+005, 1.1894438E+000,-2.1628374E-002, 2.0899342E-002
 1.9002232E+002, 1.0222326E+005, 1.1889756E+000,-2.1518379E-002, 2.1316291E-002
 2.0002232E+002, 1.0222286E+005, 1.1886330E+000,-2.1601919E-002, 2.1446817E-002
 2.1002232E+002, 1.0222339E+005, 1.1883732E+000,-2.1557071E-002, 2.1314713E-002
 2.1800000E+002, 1.0222457E+005, 1.1892599E+000,-2.1743021E-002, 2.1375664E-002
