s,kW
Time,"HF"
 0.0000000E+000, 0.0000000E+000
 2.5002588E-001, 2.8219662E-001
 5.0006007E-001, 3.9856438E+000
 7.5011780E-001, 4.6832024E+000
 1.0000085E+000, 4.7524654E+000
 1.2500999E+000, 4.7351531E+000
 1.5000915E+000, 4.7601433E+000
 1.7500739E+000, 4.7750071E+000
 2.0000037E+000, 4.8223346E+000
 2.2500453E+000, 4.8050533E+000
 2.5000000E+000, 4.7937124E+000
