s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-8.8756305E-004, 0.0000000E+000, 1.0132500E+005, 1.1794096E+000
 1.0007054E-002,-9.7085902E-005, 4.1694015E-005, 1.0169623E+005, 1.1827251E+000
 2.0014109E-002,-2.9958578E-005, 2.8864160E-005, 1.0175484E+005, 1.1829502E+000
 3.0021163E-002,-2.5371523E-005, 2.4959771E-005, 1.0176000E+005, 1.1828096E+000
 4.0028217E-002,-2.4371204E-005, 2.4138688E-005, 1.0176252E+005, 1.1828258E+000
 5.0035272E-002,-2.4126243E-005, 2.3990712E-005, 1.0176398E+005, 1.1828654E+000
 6.0042326E-002,-2.4055844E-005, 2.3976598E-005, 1.0176483E+005, 1.1828985E+000
 7.0006432E-002,-2.4030379E-005, 2.3984012E-005, 1.0176534E+005, 1.1829222E+000
 8.0013486E-002,-2.4018828E-005, 2.3991740E-005, 1.0176564E+005, 1.1829385E+000
 9.0020540E-002,-2.4012783E-005, 2.3997018E-005, 1.0176581E+005, 1.1829497E+000
 1.0002759E-001,-2.4009411E-005, 2.4000264E-005, 1.0176592E+005, 1.1829573E+000
 1.1003465E-001,-2.4007478E-005, 2.4002191E-005, 1.0176598E+005, 1.1829625E+000
 1.2004170E-001,-2.4006361E-005, 2.4003321E-005, 1.0176602E+005, 1.1829660E+000
 1.3000581E-001,-2.4005717E-005, 2.4003976E-005, 1.0176604E+005, 1.1829684E+000
 1.4001286E-001,-2.4005346E-005, 2.4004356E-005, 1.0176605E+005, 1.1829701E+000
 1.5001992E-001,-2.4005132E-005, 2.4004574E-005, 1.0176606E+005, 1.1829712E+000
 1.6002697E-001,-2.4005010E-005, 2.4004700E-005, 1.0176606E+005, 1.1829719E+000
 1.7003403E-001,-2.4004941E-005, 2.4004771E-005, 1.0176606E+005, 1.1829724E+000
 1.8004108E-001,-2.4004902E-005, 2.4004810E-005, 1.0176606E+005, 1.1829728E+000
 1.9000519E-001,-2.4004881E-005, 2.4004833E-005, 1.0176606E+005, 1.1829730E+000
 2.0001224E-001,-2.4004869E-005, 2.4004845E-005, 1.0176606E+005, 1.1829732E+000
 2.1001929E-001,-2.4004863E-005, 2.4004851E-005, 1.0176606E+005, 1.1829733E+000
 2.2002635E-001,-2.4004859E-005, 2.4004855E-005, 1.0176607E+005, 1.1829734E+000
 2.3003340E-001,-2.4004858E-005, 2.4004857E-005, 1.0176607E+005, 1.1829734E+000
 2.4004046E-001,-2.4004857E-005, 2.4004857E-005, 1.0176607E+005, 1.1829734E+000
 2.5000456E-001,-2.4004857E-005, 2.4004858E-005, 1.0176607E+005, 1.1829735E+000
 2.6001162E-001,-2.4004857E-005, 2.4004858E-005, 1.0176607E+005, 1.1829735E+000
 2.7001867E-001,-2.4004857E-005, 2.4004858E-005, 1.0176607E+005, 1.1829735E+000
 2.8002573E-001,-2.4004857E-005, 2.4004858E-005, 1.0176607E+005, 1.1829735E+000
 2.9003278E-001,-2.4004857E-005, 2.4004858E-005, 1.0176607E+005, 1.1829735E+000
 3.0000000E-001,-2.4004857E-005, 2.4004858E-005, 1.0176607E+005, 1.1829735E+000
