s,kW/m2,kW/m2,Pa,kg/m3
Time,"Q1-0","Q2-0","p0","rho"
 0.0000000E+000,-1.4572800E-001, 1.4572800E-001, 1.0132500E+005, 1.1794096E+000
 1.0019892E+000,-2.6194757E-002, 2.6417847E-002, 1.0132199E+005, 1.1796269E+000
 2.0004502E+000,-1.1275889E-002, 1.1360688E-002, 1.0131917E+005, 1.1802740E+000
 3.0024394E+000,-9.6751941E-003, 9.7311384E-003, 1.0131770E+005, 1.1804852E+000
 4.0009004E+000,-9.3744960E-003, 9.4100362E-003, 1.0131672E+005, 1.1805313E+000
 5.0028896E+000,-1.0015411E-002, 1.0027786E-002, 1.0131599E+005, 1.1804415E+000
 6.0013507E+000,-1.0819322E-002, 1.0859688E-002, 1.0131544E+005, 1.1802906E+000
 7.0033398E+000,-1.1073528E-002, 1.1123675E-002, 1.0131505E+005, 1.1802365E+000
 8.0018009E+000,-1.1100346E-002, 1.1139065E-002, 1.0131477E+005, 1.1802365E+000
 9.0002619E+000,-1.1110841E-002, 1.1141742E-002, 1.0131458E+005, 1.1802396E+000
 1.0002251E+001,-1.1125999E-002, 1.1154115E-002, 1.0131446E+005, 1.1802376E+000
 1.1000712E+001,-1.1135404E-002, 1.1162204E-002, 1.0131439E+005, 1.1802350E+000
 1.2002701E+001,-1.1139850E-002, 1.1165850E-002, 1.0131434E+005, 1.1802331E+000
 1.3001162E+001,-1.1142212E-002, 1.1167750E-002, 1.0131431E+005, 1.1802316E+000
 1.4003152E+001,-1.1143724E-002, 1.1169025E-002, 1.0131429E+005, 1.1802304E+000
 1.5001613E+001,-1.1144725E-002, 1.1169919E-002, 1.0131428E+005, 1.1802295E+000
 1.6000074E+001,-1.1145363E-002, 1.1170517E-002, 1.0131427E+005, 1.1802288E+000
 1.7002063E+001,-1.1145768E-002, 1.1170917E-002, 1.0131427E+005, 1.1802283E+000
 1.8000000E+001,-1.1146031E-002, 1.1171191E-002, 1.0131427E+005, 1.1802279E+000
