s,Pa,kg/m3,kW,kW
 2.6401786E+003, 1.0175880E+005, 1.1881205E+000,-2.9643308E+002, 1.5957281E+002
 2.6502232E+003, 1.0175989E+005, 1.1885211E+000,-2.9657020E+002, 1.5969061E+002
 2.6600446E+003, 1.0176096E+005, 1.1886501E+000,-2.9657374E+002, 1.6080791E+002
 2.6700893E+003, 1.0176203E+005, 1.1882501E+000,-2.9603998E+002, 1.6079039E+002
 2.6801339E+003, 1.0176311E+005, 1.1876605E+000,-2.9569021E+002, 1.5982493E+002
 2.6901786E+003, 1.0176420E+005, 1.1879925E+000,-2.9547185E+002, 1.5850850E+002
 2.7002232E+003, 1.0176530E+005, 1.1880522E+000,-2.9515335E+002, 1.5689540E+002
 2.7100446E+003, 1.0176639E+005, 1.1884236E+000,-2.9478248E+002, 1.5645972E+002
 2.7200893E+003, 1.0176748E+005, 1.1886270E+000,-2.9442489E+002, 1.5607271E+002
 2.7301339E+003, 1.0176858E+005, 1.1892530E+000,-2.9411748E+002, 1.5570215E+002
 2.7401786E+003, 1.0176967E+005, 1.1891714E+000,-2.9376806E+002, 1.5922531E+002
 2.7502232E+003, 1.0177075E+005, 1.1890648E+000,-2.9362660E+002, 1.5989201E+002
 2.7600446E+003, 1.0177180E+005, 1.1887988E+000,-2.9354575E+002, 1.6064983E+002
 2.7700893E+003, 1.0177284E+005, 1.1887749E+000,-2.9391220E+002, 1.6364393E+002
