s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1229154E+000,-3.4398999E+001, 0.0000000E+000
 1.0023291E+001, 1.0143651E+005, 1.1362498E+000,-2.7643343E+001, 3.0993134E+000
 2.0056696E+001, 1.0158847E+005, 1.1499610E+000,-2.2057469E+001, 5.2609016E+000
 3.0047344E+001, 1.0171806E+005, 1.1534041E+000,-2.0942947E+001, 5.0037627E+000
 4.0033191E+001, 1.0184103E+005, 1.1533319E+000,-2.0438149E+001, 5.1638994E+000
 5.0035072E+001, 1.0195958E+005, 1.1551052E+000,-2.0154486E+001, 5.4705074E+000
 6.0001284E+001, 1.0207263E+005, 1.1566762E+000,-1.9892260E+001, 5.9197979E+000
 7.0031643E+001, 1.0218067E+005, 1.1544623E+000,-1.9658246E+001, 6.2754741E+000
 8.0046074E+001, 1.0228455E+005, 1.1572072E+000,-1.9322475E+001, 6.4856461E+000
 9.0020210E+001, 1.0238435E+005, 1.1575619E+000,-1.8951686E+001, 6.5241985E+000
 1.0003559E+002, 1.0248069E+005, 1.1611126E+000,-1.8671480E+001, 6.7642253E+000
 1.1001270E+002, 1.0257314E+005, 1.1587895E+000,-1.8495152E+001, 6.9841724E+000
 1.2005378E+002, 1.0266247E+005, 1.1611246E+000,-1.8239320E+001, 7.1673914E+000
 1.3001718E+002, 1.0274876E+005, 1.1598169E+000,-1.7979571E+001, 7.2597206E+000
 1.4001506E+002, 1.0283173E+005, 1.1601057E+000,-1.7767310E+001, 7.4427799E+000
 1.5000424E+002, 1.0291158E+005, 1.1606821E+000,-1.7572801E+001, 7.7244718E+000
 1.6005266E+002, 1.0298802E+005, 1.1602596E+000,-1.7321142E+001, 7.8368115E+000
 1.7001552E+002, 1.0306177E+005, 1.1568792E+000,-1.7119870E+001, 8.0230022E+000
 1.8001124E+002, 1.0313205E+005, 1.1604581E+000,-1.6957823E+001, 8.2556772E+000
 1.9005114E+002, 1.0319911E+005, 1.1585397E+000,-1.6753744E+001, 8.4950481E+000
 2.0004660E+002, 1.0326375E+005, 1.1583678E+000,-1.6650307E+001, 8.6458771E+000
 2.1004135E+002, 1.0332507E+005, 1.1604541E+000,-1.6476344E+001, 8.9198926E+000
 2.2005469E+002, 1.0338404E+005, 1.1606314E+000,-1.6256806E+001, 8.9192279E+000
 2.3003124E+002, 1.0344093E+005, 1.1613035E+000,-1.6037490E+001, 8.9655270E+000
 2.4005873E+002, 1.0349587E+005, 1.1600133E+000,-1.5965262E+001, 9.1791744E+000
 2.5005525E+002, 1.0354807E+005, 1.1586967E+000,-1.5831399E+001, 9.4127762E+000
 2.6001433E+002, 1.0359772E+005, 1.1604171E+000,-1.5684248E+001, 9.4846586E+000
 2.7001563E+002, 1.0364553E+005, 1.1582242E+000,-1.5562923E+001, 9.6774684E+000
 2.8002490E+002, 1.0369105E+005, 1.1609261E+000,-1.5445604E+001, 9.7751663E+000
 2.9004218E+002, 1.0373583E+005, 1.1620100E+000,-1.5265575E+001, 9.6367394E+000
 3.0001266E+002, 1.0377981E+005, 1.1591306E+000,-1.5139837E+001, 9.6990237E+000
 3.1001586E+002, 1.0382134E+005, 1.1599404E+000,-1.5041711E+001, 9.9977207E+000
 3.2004048E+002, 1.0386095E+005, 1.1586743E+000,-1.4944721E+001, 9.8954785E+000
 3.3001703E+002, 1.0390048E+005, 1.1588912E+000,-1.4871262E+001, 1.0058548E+001
 3.4000503E+002, 1.0393627E+005, 1.1598256E+000,-1.4812463E+001, 1.0523056E+001
 3.5005438E+002, 1.0397041E+005, 1.1635676E+000,-1.4699198E+001, 1.0316470E+001
 3.6004974E+002, 1.0400509E+005, 1.1607124E+000,-1.4574971E+001, 1.0275824E+001
 3.7004166E+002, 1.0403821E+005, 1.1601098E+000,-1.4491990E+001, 1.0421283E+001
 3.8006255E+002, 1.0406914E+005, 1.1599336E+000,-1.4466938E+001, 1.0752113E+001
 3.9002160E+002, 1.0409782E+005, 1.1575422E+000,-1.4390268E+001, 1.0778230E+001
 4.0001257E+002, 1.0412614E+005, 1.1579872E+000,-1.4302329E+001, 1.0774609E+001
 4.1002899E+002, 1.0415308E+005, 1.1603956E+000,-1.4256325E+001, 1.1032465E+001
 4.2003475E+002, 1.0417759E+005, 1.1584498E+000,-1.4185364E+001, 1.1128335E+001
 4.3003280E+002, 1.0420177E+005, 1.1590909E+000,-1.4106464E+001, 1.1100770E+001
 4.4003465E+002, 1.0422540E+005, 1.1587748E+000,-1.4053836E+001, 1.1043724E+001
 4.5003122E+002, 1.0424917E+005, 1.1595214E+000,-1.4010132E+001, 1.1037184E+001
 4.6003374E+002, 1.0427206E+005, 1.1606004E+000,-1.3902894E+001, 1.1091951E+001
 4.7002691E+002, 1.0429413E+005, 1.1577957E+000,-1.3805398E+001, 1.1113312E+001
 4.8003233E+002, 1.0431418E+005, 1.1583591E+000,-1.3815789E+001, 1.1411055E+001
 4.9003260E+002, 1.0433288E+005, 1.1607418E+000,-1.3760044E+001, 1.1421891E+001
 5.0005654E+002, 1.0435162E+005, 1.1605807E+000,-1.3667301E+001, 1.1312349E+001
 5.1001104E+002, 1.0436951E+005, 1.1578404E+000,-1.3602005E+001, 1.1416058E+001
 5.2004985E+002, 1.0438676E+005, 1.1575180E+000,-1.3589662E+001, 1.1412107E+001
 5.3004778E+002, 1.0440347E+005, 1.1606538E+000,-1.3554552E+001, 1.1517015E+001
 5.4003787E+002, 1.0441899E+005, 1.1631261E+000,-1.3496150E+001, 1.1630385E+001
 5.5000655E+002, 1.0443275E+005, 1.1600228E+000,-1.3473139E+001, 1.1800769E+001
 5.6002673E+002, 1.0444594E+005, 1.1616596E+000,-1.3447555E+001, 1.1802039E+001
 5.7006716E+002, 1.0445839E+005, 1.1612432E+000,-1.3398451E+001, 1.1839984E+001
 5.8003428E+002, 1.0447190E+005, 1.1611866E+000,-1.3388262E+001, 1.1584828E+001
 5.9004843E+002, 1.0448527E+005, 1.1606538E+000,-1.3381194E+001, 1.1869824E+001
 6.0000609E+002, 1.0449636E+005, 1.1610511E+000,-1.3365261E+001, 1.1989476E+001
 6.1006346E+002, 1.0450775E+005, 1.1610059E+000,-1.3281541E+001, 1.1785226E+001
 6.2004933E+002, 1.0451981E+005, 1.1620336E+000,-1.3204674E+001, 1.1705985E+001
 6.3004383E+002, 1.0453092E+005, 1.1650551E+000,-1.3216938E+001, 1.1858159E+001
 6.4002563E+002, 1.0454192E+005, 1.1619790E+000,-1.3194949E+001, 1.1797030E+001
 6.5002063E+002, 1.0455318E+005, 1.1597492E+000,-1.3158807E+001, 1.1751836E+001
 6.6004401E+002, 1.0456340E+005, 1.1591525E+000,-1.3114901E+001, 1.1937074E+001
 6.7005196E+002, 1.0457248E+005, 1.1607226E+000,-1.3159965E+001, 1.2035075E+001
 6.8003508E+002, 1.0458154E+005, 1.1621178E+000,-1.3125058E+001, 1.2022215E+001
 6.9004135E+002, 1.0458968E+005, 1.1609725E+000,-1.3093443E+001, 1.2029734E+001
 7.0001329E+002, 1.0459936E+005, 1.1588275E+000,-1.3066316E+001, 1.1819022E+001
 7.1006109E+002, 1.0460857E+005, 1.1577981E+000,-1.3014146E+001, 1.1910102E+001
 7.2001046E+002, 1.0461703E+005, 1.1603690E+000,-1.3018858E+001, 1.2047849E+001
 7.3000633E+002, 1.0462390E+005, 1.1595543E+000,-1.2991763E+001, 1.2156180E+001
 7.4000440E+002, 1.0463072E+005, 1.1604803E+000,-1.2966029E+001, 1.2140013E+001
 7.5002572E+002, 1.0463680E+005, 1.1589199E+000,-1.2905250E+001, 1.2155031E+001
 7.6003901E+002, 1.0464308E+005, 1.1604237E+000,-1.2942732E+001, 1.2110673E+001
 7.7002537E+002, 1.0464976E+005, 1.1603414E+000,-1.2963401E+001, 1.2105910E+001
 7.8002989E+002, 1.0465661E+005, 1.1621502E+000,-1.2927537E+001, 1.2078809E+001
 7.9000762E+002, 1.0466293E+005, 1.1629080E+000,-1.2906540E+001, 1.2191002E+001
 8.0004858E+002, 1.0466807E+005, 1.1594595E+000,-1.2907448E+001, 1.2294133E+001
 8.1006091E+002, 1.0467276E+005, 1.1601211E+000,-1.2901756E+001, 1.2363794E+001
 8.2004161E+002, 1.0467645E+005, 1.1581443E+000,-1.2903690E+001, 1.2428667E+001
 8.3005571E+002, 1.0468093E+005, 1.1570995E+000,-1.2834461E+001, 1.2201055E+001
 8.4004728E+002, 1.0468623E+005, 1.1602809E+000,-1.2781521E+001, 1.2064740E+001
