s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-6.3889995E-002, 6.5730652E-002, 1.0132500E+005, 1.1229154E+000
 1.0264375E+000,-5.5877846E-002, 5.7449611E-002, 1.0132309E+005, 1.1229004E+000
 2.0082473E+000,-4.5328317E-002, 4.4924508E-002, 1.0131928E+005, 1.1228703E+000
 3.0346848E+000,-4.3715557E-002, 3.8947603E-002, 1.0131713E+005, 1.1228533E+000
 4.0164946E+000,-5.0049621E-002, 4.1321847E-002, 1.0131515E+005, 1.1228386E+000
 5.0429322E+000,-5.4631377E-002, 4.3205677E-002, 1.0131234E+005, 1.1236931E+000
 6.0150304E+000,-5.7050415E-002, 4.8235962E-002, 1.0130892E+005, 1.1302284E+000
 7.0109124E+000,-5.9004143E-002, 5.6718860E-002, 1.0130521E+005, 1.1290630E+000
 8.0172475E+000,-6.2193970E-002, 6.3254031E-002, 1.0130167E+005, 1.1214617E+000
 9.0005899E+000,-6.5698150E-002, 5.7136648E-002, 1.0129922E+005, 1.1231529E+000
 1.0021436E+001,-5.7457074E-002, 5.7693749E-002, 1.0129749E+005, 1.1217646E+000
 1.1013926E+001,-5.1435061E-002, 5.7673102E-002, 1.0129506E+005, 1.1218861E+000
 1.2020594E+001,-5.9488262E-002, 5.5889421E-002, 1.0129257E+005, 1.1201318E+000
 1.3014286E+001,-6.0958988E-002, 6.6806194E-002, 1.0129036E+005, 1.1180350E+000
 1.4005479E+001,-5.6760714E-002, 6.8441955E-002, 1.0128889E+005, 1.1227946E+000
 1.5023572E+001,-5.4283009E-002, 5.8906646E-002, 1.0128839E+005, 1.1219143E+000
 1.6025622E+001,-4.9783371E-002, 5.7110670E-002, 1.0128697E+005, 1.1217753E+000
 1.7010766E+001,-4.7331651E-002, 6.0616963E-002, 1.0128457E+005, 1.1210409E+000
 1.8015619E+001,-4.9304564E-002, 6.8137628E-002, 1.0128294E+005, 1.1209566E+000
 1.9013171E+001,-5.4297732E-002, 6.3745369E-002, 1.0128115E+005, 1.1199803E+000
 2.0002834E+001,-4.6850739E-002, 5.9898005E-002, 1.0127878E+005, 1.1171110E+000
 2.1008683E+001,-5.5714305E-002, 6.8851149E-002, 1.0127664E+005, 1.1171547E+000
 2.2018239E+001,-6.1677901E-002, 6.6808790E-002, 1.0127499E+005, 1.1212836E+000
 2.3005155E+001,-6.1797511E-002, 6.4976104E-002, 1.0127327E+005, 1.1248444E+000
 2.4017280E+001,-5.7201405E-002, 6.1361900E-002, 1.0127137E+005, 1.1256512E+000
 2.5005116E+001,-5.8123854E-002, 5.2164149E-002, 1.0126961E+005, 1.1247282E+000
 2.6013670E+001,-6.0295837E-002, 5.3211850E-002, 1.0126823E+005, 1.1241299E+000
 2.7012666E+001,-5.7877902E-002, 5.9628006E-002, 1.0126685E+005, 1.1238119E+000
 2.8018102E+001,-5.9288201E-002, 5.5133944E-002, 1.0126521E+005, 1.1234226E+000
 2.9021199E+001,-5.3685238E-002, 5.2063246E-002, 1.0126364E+005, 1.1231673E+000
 3.0004363E+001,-4.9556071E-002, 5.7788894E-002, 1.0126254E+005, 1.1216219E+000
 3.1001897E+001,-5.1715625E-002, 6.3321870E-002, 1.0126145E+005, 1.1228873E+000
 3.2021544E+001,-5.4879389E-002, 5.5482585E-002, 1.0126002E+005, 1.1221000E+000
 3.3018620E+001,-6.0991526E-002, 5.8180846E-002, 1.0125894E+005, 1.1233491E+000
 3.4008094E+001,-6.0482859E-002, 6.3935320E-002, 1.0125865E+005, 1.1258913E+000
 3.5010271E+001,-6.3255351E-002, 6.0262115E-002, 1.0125825E+005, 1.1253726E+000
 3.6015973E+001,-5.6487268E-002, 5.7019655E-002, 1.0125756E+005, 1.1247731E+000
 3.7011605E+001,-6.6255374E-002, 5.4576808E-002, 1.0125676E+005, 1.1266390E+000
 3.8018715E+001,-6.0736913E-002, 5.3649608E-002, 1.0125634E+005, 1.1271926E+000
 3.9000110E+001,-6.3148623E-002, 5.1171920E-002, 1.0125563E+005, 1.1272886E+000
 4.0004220E+001,-5.6260386E-002, 4.2903998E-002, 1.0125424E+005, 1.1279436E+000
 4.1017894E+001,-5.8489688E-002, 4.7743054E-002, 1.0125220E+005, 1.1318749E+000
 4.2012442E+001,-6.9606956E-002, 4.2851737E-002, 1.0125033E+005, 1.1390661E+000
 4.3017227E+001,-7.1587381E-002, 3.6833620E-002, 1.0125037E+005, 1.1351066E+000
 4.4020321E+001,-6.9368739E-002, 4.2557958E-002, 1.0124984E+005, 1.1341228E+000
 4.5021543E+001,-7.1615559E-002, 4.8626765E-002, 1.0124805E+005, 1.1301973E+000
 4.6017423E+001,-6.7702551E-002, 4.4822463E-002, 1.0124791E+005, 1.1262912E+000
 4.7004008E+001,-6.6692284E-002, 4.4880619E-002, 1.0124811E+005, 1.1282623E+000
 4.8010856E+001,-6.4752792E-002, 4.4741964E-002, 1.0124795E+005, 1.1279271E+000
 4.9020615E+001,-7.0743123E-002, 4.6915476E-002, 1.0124775E+005, 1.1260982E+000
 5.0013827E+001,-6.8226095E-002, 4.6882096E-002, 1.0124691E+005, 1.1266237E+000
 5.1009550E+001,-6.9937644E-002, 3.8471559E-002, 1.0124552E+005, 1.1327346E+000
 5.2002073E+001,-7.2206568E-002, 4.0417386E-002, 1.0124512E+005, 1.1364398E+000
 5.3008391E+001,-7.3587630E-002, 3.8687434E-002, 1.0124511E+005, 1.1348137E+000
 5.4019621E+001,-7.7777442E-002, 4.4913729E-002, 1.0124505E+005, 1.1336529E+000
 5.5001109E+001,-7.5243717E-002, 5.5491317E-002, 1.0124494E+005, 1.1265527E+000
 5.6003044E+001,-7.1480813E-002, 4.9762803E-002, 1.0124504E+005, 1.1262801E+000
 5.7007024E+001,-6.9691407E-002, 6.0147281E-002, 1.0124621E+005, 1.1245104E+000
 5.8021432E+001,-6.1605864E-002, 4.9856018E-002, 1.0124742E+005, 1.1254813E+000
 5.9003036E+001,-5.5465066E-002, 4.2822002E-002, 1.0124701E+005, 1.1237607E+000
 6.0002215E+001,-6.4951373E-002, 4.7224310E-002, 1.0124563E+005, 1.1275153E+000
 6.1010828E+001,-6.9111456E-002, 4.0524367E-002, 1.0124480E+005, 1.1291053E+000
 6.2000169E+001,-6.3092114E-002, 3.9717869E-002, 1.0124454E+005, 1.1344432E+000
 6.3022487E+001,-6.1776320E-002, 4.1838055E-002, 1.0124444E+005, 1.1354875E+000
 6.4018931E+001,-6.5354910E-002, 4.5021983E-002, 1.0124369E+005, 1.1295137E+000
 6.5005218E+001,-6.9332553E-002, 4.2998663E-002, 1.0124306E+005, 1.1298769E+000
 6.6010748E+001,-6.7762972E-002, 4.5078316E-002, 1.0124305E+005, 1.1294028E+000
 6.7004285E+001,-7.1286520E-002, 4.8280590E-002, 1.0124281E+005, 1.1233449E+000
 6.8004976E+001,-7.1318667E-002, 4.2618252E-002, 1.0124189E+005, 1.1239284E+000
 6.9003492E+001,-7.1253308E-002, 3.7121809E-002, 1.0124144E+005, 1.1270793E+000
 7.0018683E+001,-6.6734542E-002, 3.7142559E-002, 1.0124188E+005, 1.1341352E+000
 7.1003459E+001,-6.8687593E-002, 3.6085860E-002, 1.0124134E+005, 1.1284104E+000
 7.2018934E+001,-7.2091177E-002, 4.4056019E-002, 1.0124068E+005, 1.1308708E+000
 7.3015893E+001,-6.8694496E-002, 4.5482906E-002, 1.0124077E+005, 1.1262017E+000
 7.4021706E+001,-6.9053611E-002, 5.3033697E-002, 1.0124113E+005, 1.1243579E+000
 7.5005653E+001,-7.0552240E-002, 4.7507203E-002, 1.0124119E+005, 1.1275510E+000
 7.6022399E+001,-6.8246942E-002, 5.2120077E-002, 1.0124063E+005, 1.1305518E+000
 7.7015290E+001,-6.3217391E-002, 5.2490647E-002, 1.0124032E+005, 1.1250956E+000
 7.8014818E+001,-6.3014420E-002, 5.0401605E-002, 1.0124075E+005, 1.1262623E+000
 7.9000158E+001,-6.1548461E-002, 5.0850564E-002, 1.0124050E+005, 1.1267554E+000
 8.0005683E+001,-6.4787570E-002, 4.4889608E-002, 1.0123954E+005, 1.1330093E+000
 8.1001236E+001,-6.1842340E-002, 4.9688522E-002, 1.0123849E+005, 1.1237562E+000
 8.2004665E+001,-6.8156305E-002, 5.8240126E-002, 1.0123690E+005, 1.1274351E+000
 8.3008094E+001,-5.6638730E-002, 5.5391422E-002, 1.0123629E+005, 1.1279191E+000
 8.4011524E+001,-5.9738214E-002, 5.6366686E-002, 1.0123620E+005, 1.1236805E+000
 8.5010392E+001,-5.9615723E-002, 5.0584917E-002, 1.0123627E+005, 1.1231540E+000
 8.6004615E+001,-5.8574402E-002, 5.1865375E-002, 1.0123673E+005, 1.1283447E+000
 8.7020205E+001,-5.8493944E-002, 4.7911590E-002, 1.0123739E+005, 1.1270866E+000
 8.8004739E+001,-6.1514248E-002, 5.2971613E-002, 1.0123806E+005, 1.1332987E+000
 8.9004554E+001,-6.6101105E-002, 4.2857370E-002, 1.0123818E+005, 1.1296198E+000
 9.0011785E+001,-6.6100299E-002, 4.7540551E-002, 1.0123775E+005, 1.1324105E+000
 9.1011610E+001,-6.7149771E-002, 4.8425370E-002, 1.0123709E+005, 1.1251286E+000
 9.2008841E+001,-6.6497956E-002, 4.9563163E-002, 1.0123634E+005, 1.1237798E+000
 9.3008755E+001,-5.9764274E-002, 4.8023041E-002, 1.0123578E+005, 1.1286675E+000
 9.4005281E+001,-6.6923812E-002, 4.7031629E-002, 1.0123597E+005, 1.1317371E+000
 9.5010297E+001,-6.4608217E-002, 4.9515721E-002, 1.0123670E+005, 1.1252230E+000
 9.6022328E+001,-5.7163969E-002, 4.8442071E-002, 1.0123593E+005, 1.1267637E+000
 9.7006219E+001,-5.7001812E-002, 4.1494090E-002, 1.0123421E+005, 1.1261195E+000
 9.8019795E+001,-5.6037573E-002, 4.5098709E-002, 1.0123395E+005, 1.1318905E+000
 9.9007383E+001,-6.3740392E-002, 5.4392196E-002, 1.0123458E+005, 1.1291714E+000
 1.0001323E+002,-6.4254685E-002, 5.5897223E-002, 1.0123498E+005, 1.1226421E+000
 1.0102200E+002,-5.7069228E-002, 5.5401483E-002, 1.0123540E+005, 1.1230680E+000
 1.0200498E+002,-4.9931752E-002, 5.4927181E-002, 1.0123541E+005, 1.1212780E+000
 1.0302008E+002,-4.9183923E-002, 6.4047542E-002, 1.0123438E+005, 1.1221108E+000
 1.0401684E+002,-5.1552872E-002, 5.9258823E-002, 1.0123349E+005, 1.1216407E+000
 1.0501894E+002,-5.2977740E-002, 5.1915848E-002, 1.0123323E+005, 1.1258731E+000
 1.0600924E+002,-5.5864354E-002, 5.0497215E-002, 1.0123282E+005, 1.1264802E+000
 1.0701323E+002,-6.0231267E-002, 5.3630506E-002, 1.0123201E+005, 1.1258932E+000
 1.0801723E+002,-6.0423723E-002, 5.5176926E-002, 1.0123109E+005, 1.1212240E+000
 1.0902122E+002,-6.1855540E-002, 5.1428491E-002, 1.0123041E+005, 1.1224060E+000
 1.1001487E+002,-5.7571407E-002, 5.2314814E-002, 1.0123005E+005, 1.1236708E+000
 1.1100557E+002,-6.2090992E-002, 5.9225664E-002, 1.0122968E+005, 1.1274981E+000
 1.1201879E+002,-6.5064945E-002, 6.0345368E-002, 1.0122905E+005, 1.1273774E+000
 1.1300949E+002,-6.2572092E-002, 6.2474433E-002, 1.0122867E+005, 1.1232372E+000
 1.1401821E+002,-6.2960022E-002, 5.5074066E-002, 1.0122873E+005, 1.1252698E+000
 1.1500340E+002,-6.1516981E-002, 4.8483394E-002, 1.0122863E+005, 1.1262226E+000
 1.1600744E+002,-6.0340897E-002, 4.7260923E-002, 1.0122870E+005, 1.1252664E+000
 1.1700001E+002,-5.5227339E-002, 5.9829228E-002, 1.0122889E+005, 1.1211480E+000
 1.1800032E+002,-5.0437201E-002, 6.3874994E-002, 1.0122906E+005, 1.1220286E+000
 1.1902134E+002,-5.3823069E-002, 5.9584698E-002, 1.0122948E+005, 1.1188590E+000
 1.2002485E+002,-5.6283154E-002, 5.7323588E-002, 1.0123011E+005, 1.1202928E+000
