s,kW,kW
 4.6504772E+002, 4.8072705E+000, 3.3177145E+001
 4.6622995E+002, 4.8069714E+000, 3.3666547E+001
 4.6701811E+002, 4.8066422E+000, 3.3766894E+001
 4.6820034E+002, 4.8061741E+000, 3.3328170E+001
 4.6938257E+002, 4.8056994E+000, 3.2604483E+001
 4.7024954E+002, 4.8053162E+000, 3.2315936E+001
 4.7111651E+002, 4.8049200E+000, 3.2596699E+001
 4.7241697E+002, 4.8041929E+000, 3.3555833E+001
 4.7317496E+002, 4.8032266E+000, 3.4499988E+001
 4.7431195E+002, 4.8026675E+000, 3.4588273E+001
 4.7506994E+002, 4.8025589E+000, 3.3695137E+001
 4.7628273E+002, 4.8025073E+000, 3.2122006E+001
 4.7714590E+002, 4.8025210E+000, 3.0843208E+001
 4.7803845E+002, 4.8025534E+000, 3.0853112E+001
 4.7913344E+002, 4.8025810E+000, 3.2374619E+001
 4.8010052E+002, 4.8028318E+000, 3.4666890E+001
 4.8106759E+002, 4.8032183E+000, 3.5614201E+001
 4.8203467E+002, 4.8035439E+000, 3.4332335E+001
 4.8310167E+002, 4.8040032E+000, 3.1626644E+001
 4.8436706E+002, 4.8050319E+000, 2.9631801E+001
 4.8519048E+002, 4.8064553E+000, 3.0076884E+001
 4.8610467E+002, 4.8075459E+000, 3.2020372E+001
 4.8718261E+002, 4.8080878E+000, 3.4213863E+001
 4.8823018E+002, 4.8083641E+000, 3.4184082E+001
 4.8901586E+002, 4.8092373E+000, 3.2522724E+001
 4.9028630E+002, 4.8105664E+000, 3.1563622E+001
 4.9136689E+002, 4.8118379E+000, 3.2533097E+001
 4.9213377E+002, 4.8125885E+000, 3.3906149E+001
 4.9328408E+002, 4.8131417E+000, 3.4623127E+001
 4.9405095E+002, 4.8137477E+000, 3.4234767E+001
 4.9520126E+002, 4.8143462E+000, 3.2922941E+001
 4.9604482E+002, 4.8146182E+000, 3.1540635E+001
 4.9738365E+002, 4.8145834E+000, 3.1156492E+001
 4.9822000E+002, 4.8141732E+000, 3.2303898E+001
 4.9929602E+002, 4.8134909E+000, 3.4064356E+001
 5.0000000E+002, 4.8127130E+000, 3.5156657E+001
