s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 8.8318715E-001,-2.7676600E+000, 0.0000000E+000
 1.0009363E+001, 1.0620886E+005, 1.0048909E+000,-1.4859254E+000, 4.3399906E-001
 2.0000632E+001, 1.1179595E+005, 1.0356675E+000,-1.1727892E+000, 6.7149496E-001
 3.0005531E+001, 1.1471866E+005, 1.0307859E+000,-1.0557554E+000, 7.9000144E-001
 4.0008245E+001, 1.1625329E+005, 1.0329643E+000,-9.9364065E-001, 8.5506764E-001
 5.0005589E+001, 1.1705356E+005, 1.0350176E+000,-9.6593415E-001, 8.9196866E-001
 6.0006673E+001, 1.1750339E+005, 1.0385568E+000,-9.4750974E-001, 9.0252537E-001
 7.0006170E+001, 1.1774338E+005, 1.0362067E+000,-9.3775239E-001, 9.1698081E-001
 8.0006719E+001, 1.1785405E+005, 1.0316594E+000,-9.3112421E-001, 9.2054534E-001
 8.7000000E+001, 1.1789178E+005, 1.0178851E+000,-9.2944534E-001, 9.2512744E-001
