s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.1658240E-001, 1.1658240E-001, 1.0132500E+005, 1.1913975E+000
 1.0026941E+000,-1.0651884E-002, 1.0691468E-002, 1.0132447E+005, 1.1914416E+000
 2.0024129E+000,-4.4739494E-003, 4.4882349E-003, 1.0132406E+005, 1.1915747E+000
 3.0021317E+000,-3.8239715E-003, 3.8333598E-003, 1.0132384E+005, 1.1916169E+000
 4.0018505E+000,-3.6812002E-003, 3.6876096E-003, 1.0132369E+005, 1.1916267E+000
 5.0015693E+000,-3.6499651E-003, 3.6547517E-003, 1.0132360E+005, 1.1916289E+000
 6.0012880E+000,-3.6430514E-003, 3.6474288E-003, 1.0132354E+005, 1.1916289E+000
 7.0010068E+000,-3.6410354E-003, 3.6462880E-003, 1.0132351E+005, 1.1916277E+000
 8.0007256E+000,-3.6393847E-003, 3.6472512E-003, 1.0132349E+005, 1.1916251E+000
 9.0004444E+000,-3.6366079E-003, 3.6499075E-003, 1.0132348E+005, 1.1916201E+000
 1.0000163E+001,-3.6314253E-003, 3.6551443E-003, 1.0132347E+005, 1.1916106E+000
 1.1002857E+001,-3.6217484E-003, 3.6650593E-003, 1.0132346E+005, 1.1915930E+000
 1.2002576E+001,-3.6038257E-003, 3.6837287E-003, 1.0132346E+005, 1.1915602E+000
 1.3002295E+001,-3.5709403E-003, 3.7190719E-003, 1.0132346E+005, 1.1914990E+000
 1.4002014E+001,-3.5114659E-003, 3.7870836E-003, 1.0132346E+005, 1.1913848E+000
 1.5001732E+001,-3.4076302E-003, 3.9216418E-003, 1.0132345E+005, 1.1911721E+000
 1.6001451E+001,-3.2414008E-003, 4.2002078E-003, 1.0132340E+005, 1.1907824E+000
 1.7001170E+001,-3.0347342E-003, 4.8101070E-003, 1.0132314E+005, 1.1901175E+000
 1.8000889E+001,-2.9896673E-003, 6.1424657E-003, 1.0132214E+005, 1.1892360E+000
 1.9000608E+001,-3.5985673E-003, 8.3347386E-003, 1.0132024E+005, 1.1887119E+000
 2.0000326E+001,-4.7257231E-003, 9.8216850E-003, 1.0131853E+005, 1.1889102E+000
 2.1000045E+001,-5.1139111E-003, 9.6156560E-003, 1.0131770E+005, 1.1891047E+000
 2.2002739E+001,-4.7343426E-003, 9.0858844E-003, 1.0131742E+005, 1.1889534E+000
 2.3002458E+001,-4.1997686E-003, 8.8860862E-003, 1.0131744E+005, 1.1886524E+000
 2.4002177E+001,-3.7054484E-003, 8.8206753E-003, 1.0131776E+005, 1.1883858E+000
 2.5001896E+001,-3.3628548E-003, 8.7126105E-003, 1.0131839E+005, 1.1882505E+000
 2.6001614E+001,-3.2849551E-003, 8.5590416E-003, 1.0131926E+005, 1.1882876E+000
 2.7001333E+001,-3.4849116E-003, 8.3985156E-003, 1.0132021E+005, 1.1884902E+000
 2.8001052E+001,-3.8879499E-003, 8.2322948E-003, 1.0132111E+005, 1.1888133E+000
 2.9000771E+001,-4.4008297E-003, 8.0361873E-003, 1.0132185E+005, 1.1891998E+000
 3.0000490E+001,-4.9552963E-003, 7.7918501E-003, 1.0132238E+005, 1.1896063E+000
 3.1000208E+001,-5.5113094E-003, 7.5006505E-003, 1.0132276E+005, 1.1900073E+000
 3.2002902E+001,-6.0442523E-003, 7.1833810E-003, 1.0132304E+005, 1.1903885E+000
 3.3002621E+001,-6.5351421E-003, 6.8727796E-003, 1.0132327E+005, 1.1907387E+000
 3.4002340E+001,-6.9722393E-003, 6.5975901E-003, 1.0132351E+005, 1.1910493E+000
 3.5002059E+001,-7.3522933E-003, 6.3701601E-003, 1.0132381E+005, 1.1913178E+000
 3.6001778E+001,-7.6776931E-003, 6.1890805E-003, 1.0132422E+005, 1.1915474E+000
 3.7001496E+001,-7.9563771E-003, 6.0449877E-003, 1.0132472E+005, 1.1917457E+000
 3.8001215E+001,-8.1986568E-003, 5.9268825E-003, 1.0132526E+005, 1.1919223E+000
 3.9000934E+001,-8.4135796E-003, 5.8246349E-003, 1.0132577E+005, 1.1920858E+000
 4.0000653E+001,-8.6050447E-003, 5.7278064E-003, 1.0132618E+005, 1.1922440E+000
 4.1000371E+001,-8.7728359E-003, 5.6237638E-003, 1.0132635E+005, 1.1924059E+000
 4.2000090E+001,-8.9179670E-003, 5.4987590E-003, 1.0132618E+005, 1.1925830E+000
 4.3002784E+001,-9.0472487E-003, 5.3412334E-003, 1.0132575E+005, 1.1927868E+000
 4.4002503E+001,-9.1716777E-003, 5.1463221E-003, 1.0132519E+005, 1.1930217E+000
