s,kW,kW,Pa,kg/m3
 1.1000017E+002,-1.1712235E+000, 1.1668255E+000, 1.0995299E+005, 9.7007407E-001
 1.1100710E+002,-1.1673429E+000, 1.1591868E+000, 1.0995427E+005, 9.6251349E-001
 1.1200081E+002,-1.1665751E+000, 1.1542914E+000, 1.0995959E+005, 9.5717669E-001
 1.1300096E+002,-1.1716326E+000, 1.1643128E+000, 1.0996160E+005, 9.5241571E-001
 1.1400269E+002,-1.1766021E+000, 1.1669237E+000, 1.0996451E+005, 9.5767768E-001
 1.1500334E+002,-1.1668909E+000, 1.1640244E+000, 1.0996416E+005, 9.6038045E-001
 1.1600596E+002,-1.1664908E+000, 1.1593254E+000, 1.0996362E+005, 9.6247197E-001
 1.1700213E+002,-1.1752914E+000, 1.1601387E+000, 1.0996933E+005, 9.6120125E-001
 1.1800536E+002,-1.1720550E+000, 1.1567165E+000, 1.0997625E+005, 9.5119958E-001
 1.1900024E+002,-1.1729084E+000, 1.1599719E+000, 1.0998525E+005, 9.4630162E-001
 1.2000199E+002,-1.1747721E+000, 1.1681034E+000, 1.0998837E+005, 9.5075944E-001
 1.2100154E+002,-1.1662217E+000, 1.1657291E+000, 1.0998703E+005, 9.6158050E-001
 1.2200433E+002,-1.1538429E+000, 1.1566265E+000, 1.0998250E+005, 9.5727672E-001
 1.2300682E+002,-1.1562727E+000, 1.1502579E+000, 1.0997949E+005, 9.6003633E-001
 1.2400068E+002,-1.1528760E+000, 1.1563117E+000, 1.0997760E+005, 9.5029081E-001
 1.2500779E+002,-1.1658706E+000, 1.1561477E+000, 1.0997382E+005, 9.3984875E-001
 1.2600603E+002,-1.1494037E+000, 1.1410498E+000, 1.0998014E+005, 9.4843407E-001
 1.2700003E+002,-1.1447476E+000, 1.1416748E+000, 1.0997829E+005, 9.5098363E-001
 1.2800114E+002,-1.1463936E+000, 1.1496989E+000, 1.0997545E+005, 9.6190655E-001
 1.2900282E+002,-1.1630213E+000, 1.1616559E+000, 1.0997255E+005, 9.6005697E-001
 1.3000496E+002,-1.1613367E+000, 1.1672341E+000, 1.0996743E+005, 9.5832171E-001
 1.3100309E+002,-1.1787566E+000, 1.1735379E+000, 1.0996210E+005, 9.5739222E-001
 1.3200129E+002,-1.1817654E+000, 1.1700540E+000, 1.0997004E+005, 9.4862984E-001
 1.3300687E+002,-1.1671114E+000, 1.1698512E+000, 1.0996957E+005, 9.5357548E-001
 1.3400651E+002,-1.1625417E+000, 1.1650128E+000, 1.0996482E+005, 9.5358601E-001
 1.3500064E+002,-1.1662754E+000, 1.1646927E+000, 1.0996260E+005, 9.5253833E-001
 1.3600338E+002,-1.1703796E+000, 1.1645366E+000, 1.0996209E+005, 9.4257401E-001
 1.3700553E+002,-1.1692079E+000, 1.1671883E+000, 1.0996173E+005, 9.5059725E-001
 1.3800000E+002,-1.1798253E+000, 1.1695578E+000, 1.0996463E+005, 9.6118985E-001
