m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0012500E-002,-2.0400574E-003, 2.0912720E-001, 1.0000000E+000,-4.0012500E-002,-2.7967458E-003, 2.1763994E-001, 1.0000000E+000,-4.0012500E-002,-2.1086575E-003, 1.9529451E-001, 1.0000000E+000,-4.0012500E-002,-3.2791130E-003, 1.8870218E-001, 1.0000000E+000,-4.0012500E-002,-3.7609788E-003, 1.5818496E-001, 1.0000000E+000,-4.0012500E-002, 2.6876830E-003, 2.1827295E-001, 1.0000000E+000,-4.0012500E-002, 1.7101688E-003, 1.9755766E-001, 1.0000000E+000,-4.0012500E-002, 2.0505391E-003, 1.7278993E-001, 1.0000000E+000,-4.0012500E-002, 1.3564149E-003, 1.7292435E-001, 1.0000000E+000,-4.0012500E-002, 1.1401124E-003, 1.3089372E-001, 1.0000000E+000
-3.7241379E-002,-1.7491769E-003, 2.0044915E-001, 1.0000000E+000,-3.7241379E-002,-2.3690597E-003, 2.1612442E-001, 1.0000000E+000,-3.7241379E-002,-2.3227212E-003, 2.1386771E-001, 1.0000000E+000,-3.7241379E-002,-3.4567864E-003, 1.2016552E-001, 1.0000000E+000,-3.7241379E-002,-3.5523833E-003, 1.9757698E-001, 1.0000000E+000,-3.7241379E-002, 2.9864206E-003, 2.2120935E-001, 1.0000000E+000,-3.7241379E-002, 2.0908342E-003, 2.1303316E-001, 1.0000000E+000,-3.7241379E-002, 2.0183667E-003, 1.9406362E-001, 1.0000000E+000,-3.7241379E-002, 1.1380999E-003, 9.2682039E-002, 1.0000000E+000,-3.7241379E-002, 1.3597396E-003, 1.7606362E-001, 1.0000000E+000
-3.4482759E-002,-1.6693775E-003, 2.0023477E-001, 1.0000000E+000,-3.4482759E-002,-2.1098942E-003, 2.1107130E-001, 1.0000000E+000,-3.4482759E-002,-2.3931339E-003, 2.2469949E-001, 1.0000000E+000,-3.4482759E-002,-3.4060450E-003, 1.6258881E-001, 1.0000000E+000,-3.4482759E-002,-3.2404294E-003, 2.2899933E-001, 1.0000000E+000,-3.4482759E-002, 3.0511507E-003, 2.2711387E-001, 1.0000000E+000,-3.4482759E-002, 2.3530384E-003, 2.1950714E-001, 1.0000000E+000,-3.4482759E-002, 2.0986460E-003, 2.1199016E-001, 1.0000000E+000,-3.4482759E-002, 1.2241400E-003, 1.4494556E-001, 1.0000000E+000,-3.4482759E-002, 1.6859465E-003, 2.1521136E-001, 1.0000000E+000
-3.1724138E-002,-1.7145310E-003, 2.0610116E-001, 1.0000000E+000,-3.1724138E-002,-1.9096226E-003, 2.0680403E-001, 1.0000000E+000,-3.1724138E-002,-2.4019730E-003, 2.3182900E-001, 1.0000000E+000,-3.1724138E-002,-3.2306695E-003, 2.0651914E-001, 1.0000000E+000,-3.1724138E-002,-2.8337033E-003, 2.4530815E-001, 1.0000000E+000,-3.1724138E-002, 3.0021253E-003, 2.3501204E-001, 1.0000000E+000,-3.1724138E-002, 2.5877557E-003, 2.2394893E-001, 1.0000000E+000,-3.1724138E-002, 2.2136416E-003, 2.2583728E-001, 1.0000000E+000,-3.1724138E-002, 1.4765283E-003, 1.9454529E-001, 1.0000000E+000,-3.1724138E-002, 2.0914460E-003, 2.4000019E-001, 1.0000000E+000
-2.8965517E-002,-1.8911847E-003, 2.1755852E-001, 1.0000000E+000,-2.8965517E-002,-1.7827878E-003, 2.0587606E-001, 1.0000000E+000,-2.8965517E-002,-2.3588974E-003, 2.3418446E-001, 1.0000000E+000,-2.8965517E-002,-2.9556325E-003, 2.3292920E-001, 1.0000000E+000,-2.8965517E-002,-2.3776924E-003, 2.4483718E-001, 1.0000000E+000,-2.8965517E-002, 2.8510202E-003, 2.4253556E-001, 1.0000000E+000,-2.8965517E-002, 2.7743478E-003, 2.2751970E-001, 1.0000000E+000,-2.8965517E-002, 2.3240595E-003, 2.3413759E-001, 1.0000000E+000,-2.8965517E-002, 1.8419912E-003, 2.2798502E-001, 1.0000000E+000,-2.8965517E-002, 2.5214948E-003, 2.4941410E-001, 1.0000000E+000
-2.6206897E-002,-2.3517101E-003, 2.3798934E-001, 1.0000000E+000,-2.6206897E-002,-1.7162465E-003, 2.1010980E-001, 1.0000000E+000,-2.6206897E-002,-2.2464848E-003, 2.2926910E-001, 1.0000000E+000,-2.6206897E-002,-2.4402671E-003, 2.4397852E-001, 1.0000000E+000,-2.6206897E-002,-1.7128911E-003, 2.1496004E-001, 1.0000000E+000,-2.6206897E-002, 2.4844238E-003, 2.4738238E-001, 1.0000000E+000,-2.6206897E-002, 2.9444234E-003, 2.3180601E-001, 1.0000000E+000,-2.6206897E-002, 2.4245870E-003, 2.3742374E-001, 1.0000000E+000,-2.6206897E-002, 2.4693965E-003, 2.5371763E-001, 1.0000000E+000,-2.6206897E-002, 3.1070119E-003, 2.3273815E-001, 1.0000000E+000
-2.3448276E-002,-2.7255108E-003, 2.4615790E-001, 1.0000000E+000,-2.3448276E-002,-1.7221307E-003, 2.1400080E-001, 1.0000000E+000,-2.3448276E-002,-2.1857123E-003, 2.2283470E-001, 1.0000000E+000,-2.3448276E-002,-2.0915682E-003, 2.3668139E-001, 1.0000000E+000,-2.3448276E-002,-1.3662724E-003, 1.7464444E-001, 1.0000000E+000,-2.3448276E-002, 2.1892722E-003, 2.4322357E-001, 1.0000000E+000,-2.3448276E-002, 2.9888321E-003, 2.3307419E-001, 1.0000000E+000,-2.3448276E-002, 2.4311510E-003, 2.3564589E-001, 1.0000000E+000,-2.3448276E-002, 2.8638794E-003, 2.5656823E-001, 1.0000000E+000,-2.3448276E-002, 3.3957854E-003, 1.9877836E-001, 1.0000000E+000
-2.0689655E-002,-3.0981152E-003, 2.4612881E-001, 1.0000000E+000,-2.0689655E-002,-1.7364057E-003, 2.1652226E-001, 1.0000000E+000,-2.0689655E-002,-2.1744208E-003, 2.1768490E-001, 1.0000000E+000,-2.0689655E-002,-1.7913045E-003, 2.2198545E-001, 1.0000000E+000,-2.0689655E-002,-1.1684893E-003, 1.0772273E-001, 1.0000000E+000,-2.0689655E-002, 1.8855172E-003, 2.3218456E-001, 1.0000000E+000,-2.0689655E-002, 2.9936682E-003, 2.3205485E-001, 1.0000000E+000,-2.0689655E-002, 2.3882884E-003, 2.3282408E-001, 1.0000000E+000,-2.0689655E-002, 3.1860523E-003, 2.5016238E-001, 1.0000000E+000,-2.0689655E-002, 3.5628680E-003, 1.4934525E-001, 1.0000000E+000
-1.7931034E-002,-3.4293448E-003, 2.3706363E-001, 1.0000000E+000,-1.7931034E-002,-1.7363716E-003, 2.1643592E-001, 1.0000000E+000,-1.7931034E-002,-2.2345517E-003, 2.1716225E-001, 1.0000000E+000,-1.7931034E-002,-1.5809740E-003, 2.0540073E-001, 1.0000000E+000,-1.7931034E-002,-1.1641459E-003, 1.2663917E-001, 1.0000000E+000,-1.7931034E-002, 1.5992998E-003, 2.1455467E-001, 1.0000000E+000,-1.7931034E-002, 2.9809458E-003, 2.2825498E-001, 1.0000000E+000,-1.7931034E-002, 2.3029497E-003, 2.3038190E-001, 1.0000000E+000,-1.7931034E-002, 3.3990646E-003, 2.3877952E-001, 1.0000000E+000,-1.7931034E-002, 3.5871037E-003, 1.6478722E-001, 1.0000000E+000
