s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.0676539E-002, 1.0756416E-002, 1.0132500E+005, 1.1794096E+000
 1.0041237E+002,-9.9488348E-003, 9.8519267E-003, 1.0132492E+005, 1.1794089E+000
 2.0037845E+002,-9.9400719E-003, 9.6115133E-003, 1.0132474E+005, 1.1794353E+000
 3.0034454E+002,-1.0363697E-002, 1.0051626E-002, 1.0132454E+005, 1.1796025E+000
 4.0031063E+002,-1.0636244E-002, 1.0723526E-002, 1.0132437E+005, 1.1793117E+000
 5.0027672E+002,-1.0332470E-002, 1.0504030E-002, 1.0132421E+005, 1.1793418E+000
 6.0024281E+002,-1.0071181E-002, 1.0626557E-002, 1.0132408E+005, 1.1792985E+000
 7.0020890E+002,-1.0251605E-002, 1.0646873E-002, 1.0132392E+005, 1.1793495E+000
 8.0017499E+002,-1.0373643E-002, 1.0478350E-002, 1.0132381E+005, 1.1794105E+000
 9.0014108E+002,-1.0580180E-002, 1.0559151E-002, 1.0132369E+005, 1.1794250E+000
 1.0001072E+003,-1.0478704E-002, 1.0141278E-002, 1.0132358E+005, 1.1794899E+000
 1.1000733E+003,-1.0736297E-002, 1.0506683E-002, 1.0132347E+005, 1.1794766E+000
 1.2000393E+003,-1.0629070E-002, 1.0231378E-002, 1.0132333E+005, 1.1796386E+000
 1.3000054E+003,-1.0905602E-002, 1.0324892E-002, 1.0132319E+005, 1.1796069E+000
 1.4004178E+003,-1.0583828E-002, 1.0104655E-002, 1.0132307E+005, 1.1794713E+000
 1.5003839E+003,-1.0480285E-002, 1.0371039E-002, 1.0132295E+005, 1.1795770E+000
 1.6003500E+003,-1.0823213E-002, 1.0530884E-002, 1.0132281E+005, 1.1794675E+000
 1.7003161E+003,-1.0575224E-002, 1.0380734E-002, 1.0132271E+005, 1.1793225E+000
 1.8002822E+003,-1.0820251E-002, 1.0474314E-002, 1.0132265E+005, 1.1794777E+000
 1.9002482E+003,-1.0636240E-002, 1.0469855E-002, 1.0132259E+005, 1.1796710E+000
 2.0002143E+003,-1.0506373E-002, 1.0365568E-002, 1.0132252E+005, 1.1797096E+000
 2.1001804E+003,-1.0282709E-002, 1.0127558E-002, 1.0132246E+005, 1.1794139E+000
 2.2001465E+003,-1.0653854E-002, 1.0029257E-002, 1.0132242E+005, 1.1795659E+000
 2.3001126E+003,-1.0651013E-002, 1.0664774E-002, 1.0132240E+005, 1.1792632E+000
 2.4000787E+003,-1.0680124E-002, 1.0754289E-002, 1.0132233E+005, 1.1792864E+000
 2.5000448E+003,-1.0270393E-002, 1.0621935E-002, 1.0132223E+005, 1.1793664E+000
 2.6000109E+003,-1.0069224E-002, 1.0567060E-002, 1.0132212E+005, 1.1793645E+000
 2.7004232E+003,-1.0309303E-002, 1.0600376E-002, 1.0132203E+005, 1.1794038E+000
 2.8003893E+003,-1.0301476E-002, 1.0300754E-002, 1.0132198E+005, 1.1795322E+000
 2.9003554E+003,-1.0702686E-002, 1.0173375E-002, 1.0132198E+005, 1.1798055E+000
 3.0003215E+003,-1.0744257E-002, 1.0095205E-002, 1.0132192E+005, 1.1796664E+000
 3.1002876E+003,-1.0736429E-002, 1.0098935E-002, 1.0132187E+005, 1.1796874E+000
 3.2002537E+003,-1.0650826E-002, 1.0245341E-002, 1.0132185E+005, 1.1797858E+000
 3.3002198E+003,-1.0500624E-002, 9.8859697E-003, 1.0132187E+005, 1.1798406E+000
 3.4001858E+003,-1.0395635E-002, 1.0230794E-002, 1.0132183E+005, 1.1792085E+000
 3.5001519E+003,-1.0453126E-002, 1.0461220E-002, 1.0132174E+005, 1.1793649E+000
 3.6001180E+003,-1.0512202E-002, 1.0611033E-002, 1.0132167E+005, 1.1792964E+000
 3.7000841E+003,-1.0338740E-002, 1.0538001E-002, 1.0132166E+005, 1.1792311E+000
 3.8000502E+003,-1.0367213E-002, 1.0468819E-002, 1.0132166E+005, 1.1792611E+000
 3.9000163E+003,-1.0151581E-002, 1.0305138E-002, 1.0132164E+005, 1.1791064E+000
 4.0004287E+003,-1.0038353E-002, 1.0479777E-002, 1.0132160E+005, 1.1791987E+000
 4.1003947E+003,-1.0086016E-002, 1.0385028E-002, 1.0132153E+005, 1.1791724E+000
 4.2003608E+003,-9.9018780E-003, 1.0645591E-002, 1.0132146E+005, 1.1791068E+000
 4.3003269E+003,-9.8230655E-003, 1.0877215E-002, 1.0132142E+005, 1.1786686E+000
 4.4002930E+003,-1.0470197E-002, 1.0943020E-002, 1.0132147E+005, 1.1784743E+000
 4.5002591E+003,-1.0484540E-002, 1.0856071E-002, 1.0132140E+005, 1.1789702E+000
 4.6002252E+003,-9.9254545E-003, 1.0612123E-002, 1.0132132E+005, 1.1791865E+000
 4.7001913E+003,-9.9642293E-003, 1.0392724E-002, 1.0132131E+005, 1.1791148E+000
 4.8001574E+003,-1.0210108E-002, 1.0883020E-002, 1.0132136E+005, 1.1791016E+000
 4.9001235E+003,-1.0094447E-002, 1.1263171E-002, 1.0132129E+005, 1.1791442E+000
 5.0000895E+003,-1.0270294E-002, 1.0581087E-002, 1.0132122E+005, 1.1793772E+000
 5.1000556E+003,-1.0227711E-002, 1.0882511E-002, 1.0132119E+005, 1.1793774E+000
 5.2000217E+003,-1.0477540E-002, 1.0733901E-002, 1.0132108E+005, 1.1793251E+000
 5.3004341E+003,-1.0123173E-002, 1.0494096E-002, 1.0132105E+005, 1.1795357E+000
 5.4004002E+003,-1.0502990E-002, 1.0318991E-002, 1.0132103E+005, 1.1793695E+000
 5.5003663E+003,-1.0370328E-002, 1.0071238E-002, 1.0132102E+005, 1.1793137E+000
 5.6003324E+003,-9.9208143E-003, 1.0523852E-002, 1.0132096E+005, 1.1792523E+000
 5.7002984E+003,-9.5956610E-003, 1.0442039E-002, 1.0132093E+005, 1.1790164E+000
 5.8002645E+003,-9.8889092E-003, 1.0794089E-002, 1.0132086E+005, 1.1786562E+000
 5.9002306E+003,-1.0188215E-002, 1.1090483E-002, 1.0132082E+005, 1.1787804E+000
 6.0001967E+003,-1.0855564E-002, 1.1298778E-002, 1.0132076E+005, 1.1788527E+000
 6.1001628E+003,-1.0816811E-002, 1.0722277E-002, 1.0132076E+005, 1.1788018E+000
 6.2001289E+003,-1.0267825E-002, 1.0360090E-002, 1.0132083E+005, 1.1790692E+000
 6.3000950E+003,-1.0224143E-002, 1.0149148E-002, 1.0132086E+005, 1.1794351E+000
 6.4000611E+003,-1.0415934E-002, 1.0147552E-002, 1.0132080E+005, 1.1794880E+000
