m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0012500E-002,-1.0350385E-001, 7.9242659E-001, 1.0000000E+000,-4.0012500E-002,-1.9905051E-001, 7.7743536E-001, 1.0000000E+000,-4.0012500E-002,-1.2632473E-001, 8.2787809E-001, 1.0000000E+000,-4.0012500E-002,-1.4749119E-001, 8.0225561E-001, 1.0000000E+000,-4.0012500E-002,-1.9335766E-001, 8.4724721E-001, 1.0000000E+000,-4.0012500E-002, 1.3272943E-001, 8.2874374E-001, 1.0000000E+000,-4.0012500E-002, 8.5675045E-002, 6.3367478E-001, 1.0000000E+000,-4.0012500E-002, 1.1355918E-001, 8.4650833E-001, 1.0000000E+000,-4.0012500E-002, 1.2314787E-001, 8.2568294E-001, 1.0000000E+000,-4.0012500E-002, 6.9016750E-002, 6.2119916E-001, 1.0000000E+000
-3.7241379E-002,-9.3160708E-002, 7.6317698E-001, 1.0000000E+000,-3.7241379E-002,-2.1881810E-001, 8.5376965E-001, 1.0000000E+000,-3.7241379E-002,-1.4194777E-001, 8.4436925E-001, 1.0000000E+000,-3.7241379E-002,-1.6491858E-001, 8.5594624E-001, 1.0000000E+000,-3.7241379E-002,-1.8022176E-001, 8.4618793E-001, 1.0000000E+000,-3.7241379E-002, 1.4019823E-001, 8.7315102E-001, 1.0000000E+000,-3.7241379E-002, 8.2434434E-002, 6.0164059E-001, 1.0000000E+000,-3.7241379E-002, 9.6197051E-002, 7.9054122E-001, 1.0000000E+000,-3.7241379E-002, 1.2148019E-001, 8.3162945E-001, 1.0000000E+000,-3.7241379E-002, 8.8795512E-002, 6.9612736E-001, 1.0000000E+000
-3.4482759E-002,-8.9560463E-002, 7.4530495E-001, 1.0000000E+000,-3.4482759E-002,-2.3595313E-001, 8.8686080E-001, 1.0000000E+000,-3.4482759E-002,-1.5635875E-001, 8.2319310E-001, 1.0000000E+000,-3.4482759E-002,-1.7243079E-001, 8.1960523E-001, 1.0000000E+000,-3.4482759E-002,-1.7469218E-001, 8.6521487E-001, 1.0000000E+000,-3.4482759E-002, 1.4387320E-001, 8.5979879E-001, 1.0000000E+000,-3.4482759E-002, 7.8533789E-002, 6.0482607E-001, 1.0000000E+000,-3.4482759E-002, 8.7577379E-002, 7.5487605E-001, 1.0000000E+000,-3.4482759E-002, 1.1496325E-001, 7.8228613E-001, 1.0000000E+000,-3.4482759E-002, 1.0230753E-001, 7.4554892E-001, 1.0000000E+000
-3.1724138E-002,-8.8076289E-002, 7.3384792E-001, 1.0000000E+000,-3.1724138E-002,-2.4510215E-001, 8.7684671E-001, 1.0000000E+000,-3.1724138E-002,-1.7493576E-001, 7.7480956E-001, 1.0000000E+000,-3.1724138E-002,-1.6991639E-001, 8.0033922E-001, 1.0000000E+000,-3.1724138E-002,-1.6403802E-001, 8.5670920E-001, 1.0000000E+000,-3.1724138E-002, 1.5012335E-001, 8.4743533E-001, 1.0000000E+000,-3.1724138E-002, 7.5239604E-002, 6.1305196E-001, 1.0000000E+000,-3.1724138E-002, 8.0685064E-002, 7.2419783E-001, 1.0000000E+000,-3.1724138E-002, 1.1283637E-001, 7.3769217E-001, 1.0000000E+000,-3.1724138E-002, 1.1468434E-001, 7.8298081E-001, 1.0000000E+000
-2.8965517E-002,-8.6561234E-002, 7.2470469E-001, 1.0000000E+000,-2.8965517E-002,-2.4823005E-001, 8.9634853E-001, 1.0000000E+000,-2.8965517E-002,-1.8809699E-001, 7.2984653E-001, 1.0000000E+000,-2.8965517E-002,-1.5719221E-001, 8.0931252E-001, 1.0000000E+000,-2.8965517E-002,-1.5030678E-001, 8.4178043E-001, 1.0000000E+000,-2.8965517E-002, 1.5915770E-001, 8.8690762E-001, 1.0000000E+000,-2.8965517E-002, 7.0866954E-002, 6.1706040E-001, 1.0000000E+000,-2.8965517E-002, 7.7605888E-002, 7.0531444E-001, 1.0000000E+000,-2.8965517E-002, 1.2369750E-001, 7.8168988E-001, 1.0000000E+000,-2.8965517E-002, 1.2687847E-001, 8.1421230E-001, 1.0000000E+000
-2.6206897E-002,-8.4270185E-002, 7.0600669E-001, 1.0000000E+000,-2.6206897E-002,-2.4349165E-001, 8.9412713E-001, 1.0000000E+000,-2.6206897E-002,-1.8627557E-001, 8.0234429E-001, 1.0000000E+000,-2.6206897E-002,-1.3362859E-001, 8.1190607E-001, 1.0000000E+000,-2.6206897E-002,-1.2848838E-001, 8.1497389E-001, 1.0000000E+000,-2.6206897E-002, 1.7149788E-001, 9.5486017E-001, 1.0000000E+000,-2.6206897E-002, 5.8536630E-002, 5.8479393E-001, 1.0000000E+000,-2.6206897E-002, 8.3965487E-002, 7.1618364E-001, 1.0000000E+000,-2.6206897E-002, 1.4259046E-001, 8.7950184E-001, 1.0000000E+000,-2.6206897E-002, 1.4207265E-001, 8.4808903E-001, 1.0000000E+000
-2.3448276E-002,-8.2427723E-002, 6.8720368E-001, 1.0000000E+000,-2.3448276E-002,-2.4582850E-001, 8.7166756E-001, 1.0000000E+000,-2.3448276E-002,-1.7103167E-001, 8.3018013E-001, 1.0000000E+000,-2.3448276E-002,-1.2028592E-001, 7.8702364E-001, 1.0000000E+000,-2.3448276E-002,-1.1492427E-001, 7.8598853E-001, 1.0000000E+000,-2.3448276E-002, 1.7493347E-001, 9.7967832E-001, 1.0000000E+000,-2.3448276E-002, 5.0444825E-002, 5.4539230E-001, 1.0000000E+000,-2.3448276E-002, 9.0237563E-002, 7.2664344E-001, 1.0000000E+000,-2.3448276E-002, 1.5233939E-001, 9.1721138E-001, 1.0000000E+000,-2.3448276E-002, 1.5131566E-001, 8.8349961E-001, 1.0000000E+000
-2.0689655E-002,-7.9580951E-002, 6.6433551E-001, 1.0000000E+000,-2.0689655E-002,-2.4167456E-001, 8.1936628E-001, 1.0000000E+000,-2.0689655E-002,-1.5333027E-001, 8.1407949E-001, 1.0000000E+000,-2.0689655E-002,-1.0928023E-001, 7.5479173E-001, 1.0000000E+000,-2.0689655E-002,-1.0242969E-001, 7.4805329E-001, 1.0000000E+000,-2.0689655E-002, 1.7392601E-001, 9.7829956E-001, 1.0000000E+000,-2.0689655E-002, 4.5456794E-002, 4.9872457E-001, 1.0000000E+000,-2.0689655E-002, 9.8801555E-002, 7.4271958E-001, 1.0000000E+000,-2.0689655E-002, 1.6059710E-001, 9.3011963E-001, 1.0000000E+000,-2.0689655E-002, 1.6224262E-001, 9.0817417E-001, 1.0000000E+000
-1.7931034E-002,-7.7919856E-002, 6.4590055E-001, 1.0000000E+000,-1.7931034E-002,-2.3525778E-001, 7.6615109E-001, 1.0000000E+000,-1.7931034E-002,-1.4205741E-001, 7.9938613E-001, 1.0000000E+000,-1.7931034E-002,-9.8989240E-002, 7.2252862E-001, 1.0000000E+000,-1.7931034E-002,-9.0658141E-002, 7.0101400E-001, 1.0000000E+000,-1.7931034E-002, 1.6788771E-001, 9.4920352E-001, 1.0000000E+000,-1.7931034E-002, 4.3503958E-002, 4.6249302E-001, 1.0000000E+000,-1.7931034E-002, 1.0858145E-001, 7.6718474E-001, 1.0000000E+000,-1.7931034E-002, 1.6917960E-001, 9.2084578E-001, 1.0000000E+000,-1.7931034E-002, 1.7489839E-001, 9.1152987E-001, 1.0000000E+000
