s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1794096E+000,-8.7993313E-003, 0.0000000E+000
 1.0023291E+000, 1.0169107E+005, 1.1798128E+000,-9.7091713E-004, 4.3218027E-004
 2.0011288E+000, 1.0174705E+005, 1.1813297E+000,-3.3662649E-004, 3.2414433E-004
 3.0034579E+000, 1.0175188E+005, 1.1789174E+000,-3.3097855E-004, 3.2735751E-004
 4.0022577E+000, 1.0175351E+005, 1.1762488E+000,-3.4689314E-004, 3.4402814E-004
 5.0010574E+000, 1.0175403E+005, 1.1790815E+000,-3.6292697E-004, 3.6291643E-004
 6.0033865E+000, 1.0175222E+005, 1.1842353E+000,-3.7075060E-004, 3.7237943E-004
 7.0021862E+000, 1.0175027E+005, 1.1856147E+000,-3.7150218E-004, 3.7215832E-004
 8.0009860E+000, 1.0174924E+005, 1.1849562E+000,-3.7073221E-004, 3.7036773E-004
 9.0033151E+000, 1.0174875E+005, 1.1846219E+000,-3.7065099E-004, 3.6998781E-004
 1.0002115E+001, 1.0174839E+005, 1.1847522E+000,-3.7112526E-004, 3.7039238E-004
 1.1000915E+001, 1.0174813E+005, 1.1845603E+000,-3.7150919E-004, 3.7067335E-004
 1.2003244E+001, 1.0174798E+005, 1.1841973E+000,-3.7165060E-004, 3.7072572E-004
 1.3002043E+001, 1.0174790E+005, 1.1837805E+000,-3.7173156E-004, 3.7076808E-004
 1.4000843E+001, 1.0174784E+005, 1.1834181E+000,-3.7183747E-004, 3.7088025E-004
 1.5003172E+001, 1.0174778E+005, 1.1831481E+000,-3.7194310E-004, 3.7104151E-004
 1.6001972E+001, 1.0174768E+005, 1.1830138E+000,-3.7203633E-004, 3.7116381E-004
 1.7000772E+001, 1.0174759E+005, 1.1830115E+000,-3.7212594E-004, 3.7125275E-004
 1.8000000E+001, 1.0174752E+005, 1.1830376E+000,-3.7222691E-004, 3.7133227E-004
