s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.4572800E-002, 1.4572800E-002, 1.0132500E+005, 1.1794096E+000
 1.0041237E+000,-1.3327676E-002, 1.3298148E-002, 1.0132500E+005, 1.1794096E+000
 2.0082473E+000,-1.1266005E-002, 1.1246606E-002, 1.0132498E+005, 1.1794094E+000
 3.0012140E+000,-9.7539596E-003, 9.7684582E-003, 1.0132493E+005, 1.1794090E+000
 4.0053377E+000,-8.6042358E-003, 8.6812085E-003, 1.0132486E+005, 1.1794084E+000
 5.0094614E+000,-7.7783126E-003, 7.7894104E-003, 1.0132477E+005, 1.1794076E+000
 6.0024281E+000,-7.1478911E-003, 7.1659643E-003, 1.0132466E+005, 1.1794068E+000
 7.0065518E+000,-6.6254678E-003, 6.6141393E-003, 1.0132455E+005, 1.1794059E+000
 8.0106754E+000,-6.0745288E-003, 6.0152517E-003, 1.0132444E+005, 1.1794051E+000
 9.0036421E+000,-5.5767564E-003, 5.6740174E-003, 1.0132433E+005, 1.1794043E+000
 1.0007766E+001,-5.6708919E-003, 5.8706268E-003, 1.0132423E+005, 1.1794038E+000
 1.1000733E+001,-6.5327090E-003, 6.5181528E-003, 1.0132415E+005, 1.1794035E+000
 1.2004856E+001,-6.6187397E-003, 6.7129937E-003, 1.0132409E+005, 1.1794034E+000
 1.3008980E+001,-6.2839544E-003, 6.3566059E-003, 1.0132402E+005, 1.1794033E+000
 1.4001947E+001,-6.6130081E-003, 6.5430922E-003, 1.0132394E+005, 1.1794033E+000
 1.5006070E+001,-7.4332359E-003, 7.3463009E-003, 1.0132395E+005, 1.1794038E+000
 1.6010194E+001,-7.2341866E-003, 7.3646973E-003, 1.0132395E+005, 1.1794043E+000
 1.7003161E+001,-7.1745059E-003, 7.2557005E-003, 1.0132404E+005, 1.1794053E+000
 1.8007284E+001,-7.6016146E-003, 7.6000992E-003, 1.0132405E+005, 1.1794057E+000
 1.9000251E+001,-7.5814321E-003, 7.6055045E-003, 1.0132411E+005, 1.1794064E+000
 2.0004375E+001,-7.7859497E-003, 7.6103493E-003, 1.0132418E+005, 1.1794071E+000
 2.1008498E+001,-8.3088670E-003, 8.2144498E-003, 1.0132433E+005, 1.1794083E+000
 2.2001465E+001,-8.8599214E-003, 8.5466019E-003, 1.0132452E+005, 1.1794099E+000
 2.3005589E+001,-9.2631812E-003, 9.3201559E-003, 1.0132473E+005, 1.1794120E+000
 2.4009712E+001,-9.5114801E-003, 8.6232298E-003, 1.0132489E+005, 1.1794142E+000
 2.5002679E+001,-8.6959641E-003, 9.6619222E-003, 1.0132501E+005, 1.1794131E+000
 2.6006803E+001,-1.0694387E-002, 9.2773506E-003, 1.0132508E+005, 1.1794114E+000
 2.7010926E+001,-9.6784214E-003, 7.7845158E-003, 1.0132510E+005, 1.1794119E+000
 2.8003893E+001,-1.0943177E-002, 8.8170161E-003, 1.0132506E+005, 1.1794244E+000
 2.9008017E+001,-9.5738018E-003, 9.3903782E-003, 1.0132506E+005, 1.1794467E+000
 3.0000984E+001,-1.0501591E-002, 9.6555155E-003, 1.0132515E+005, 1.1794145E+000
 3.1005107E+001,-9.2560236E-003, 1.0277495E-002, 1.0132522E+005, 1.1791900E+000
 3.2009231E+001,-1.0868144E-002, 9.9362345E-003, 1.0132522E+005, 1.1781382E+000
 3.3002198E+001,-1.0350148E-002, 1.0743306E-002, 1.0132521E+005, 1.1787498E+000
 3.4006321E+001,-9.1116756E-003, 1.0819543E-002, 1.0132518E+005, 1.1786841E+000
 3.5010445E+001,-9.5306839E-003, 8.5323619E-003, 1.0132510E+005, 1.1790808E+000
 3.6003412E+001,-9.5529087E-003, 1.0135012E-002, 1.0132504E+005, 1.1797279E+000
 3.7007535E+001,-9.3326668E-003, 1.2615432E-002, 1.0132508E+005, 1.1801309E+000
 3.8000502E+001,-9.6519914E-003, 1.2020374E-002, 1.0132529E+005, 1.1794416E+000
 3.9004626E+001,-1.0191267E-002, 1.1691882E-002, 1.0132563E+005, 1.1792020E+000
 4.0008749E+001,-9.1016925E-003, 1.1172506E-002, 1.0132594E+005, 1.1792803E+000
 4.1001716E+001,-9.8579324E-003, 1.0531397E-002, 1.0132626E+005, 1.1793965E+000
 4.2005840E+001,-1.0091537E-002, 9.2250263E-003, 1.0132652E+005, 1.1809901E+000
 4.3009963E+001,-1.0063354E-002, 1.1339010E-002, 1.0132659E+005, 1.1796399E+000
 4.4002930E+001,-1.1430465E-002, 1.0490907E-002, 1.0132649E+005, 1.1792959E+000
 4.5007054E+001,-1.0754773E-002, 1.0878895E-002, 1.0132629E+005, 1.1797852E+000
 4.6000020E+001,-1.0696282E-002, 1.1638851E-002, 1.0132611E+005, 1.1798444E+000
 4.7004144E+001,-1.0973009E-002, 1.1364029E-002, 1.0132596E+005, 1.1795004E+000
 4.8008268E+001,-9.8084199E-003, 1.1401916E-002, 1.0132579E+005, 1.1795471E+000
 4.9001235E+001,-1.2303678E-002, 1.1087434E-002, 1.0132564E+005, 1.1794019E+000
 5.0005358E+001,-1.0320128E-002, 1.3320036E-002, 1.0132545E+005, 1.1795379E+000
 5.1009482E+001,-1.2214210E-002, 1.3485504E-002, 1.0132528E+005, 1.1801355E+000
 5.2002449E+001,-1.0109195E-002, 1.2039721E-002, 1.0132514E+005, 1.1799275E+000
 5.3006572E+001,-1.1290075E-002, 1.0238841E-002, 1.0132508E+005, 1.1807932E+000
 5.4010696E+001,-1.0286028E-002, 9.6115246E-003, 1.0132519E+005, 1.1793575E+000
 5.5003663E+001,-1.0032480E-002, 1.0515377E-002, 1.0132543E+005, 1.1791341E+000
 5.6007786E+001,-9.4305658E-003, 1.2546932E-002, 1.0132560E+005, 1.1807517E+000
 5.7000753E+001,-9.4747750E-003, 9.7329583E-003, 1.0132554E+005, 1.1810976E+000
 5.8004877E+001,-1.0464310E-002, 9.5721235E-003, 1.0132532E+005, 1.1801304E+000
 5.9009000E+001,-1.0127504E-002, 1.0228178E-002, 1.0132507E+005, 1.1802248E+000
 6.0001967E+001,-9.2515894E-003, 1.0660586E-002, 1.0132484E+005, 1.1808442E+000
 6.1006091E+001,-9.4801757E-003, 1.0603020E-002, 1.0132461E+005, 1.1797428E+000
 6.2010214E+001,-1.0029387E-002, 1.1655482E-002, 1.0132433E+005, 1.1793664E+000
 6.3003181E+001,-1.0327388E-002, 9.5229147E-003, 1.0132404E+005, 1.1818677E+000
 6.4007305E+001,-1.0390998E-002, 1.1509119E-002, 1.0132388E+005, 1.1803418E+000
 6.5000272E+001,-9.6581101E-003, 9.9479936E-003, 1.0132394E+005, 1.1808860E+000
 6.6004395E+001,-9.9240115E-003, 1.0299764E-002, 1.0132416E+005, 1.1808971E+000
 6.7008519E+001,-1.0845414E-002, 9.7925404E-003, 1.0132437E+005, 1.1803522E+000
 6.8001486E+001,-1.0085023E-002, 1.1133936E-002, 1.0132437E+005, 1.1795179E+000
 6.9005609E+001,-1.1117147E-002, 1.0756925E-002, 1.0132422E+005, 1.1791653E+000
 7.0009733E+001,-1.1609286E-002, 1.1337005E-002, 1.0132404E+005, 1.1791947E+000
 7.1002700E+001,-1.0607183E-002, 1.0310570E-002, 1.0132385E+005, 1.1796723E+000
 7.2006823E+001,-1.1060381E-002, 1.0847046E-002, 1.0132360E+005, 1.1794939E+000
 7.3010947E+001,-9.9093656E-003, 1.0102898E-002, 1.0132333E+005, 1.1791609E+000
 7.4003914E+001,-9.8516071E-003, 1.1239904E-002, 1.0132308E+005, 1.1795405E+000
 7.5008037E+001,-9.4364364E-003, 1.1336270E-002, 1.0132285E+005, 1.1789435E+000
 7.6001004E+001,-9.9019411E-003, 9.3150570E-003, 1.0132261E+005, 1.1786899E+000
 7.7005128E+001,-1.0726741E-002, 9.6165020E-003, 1.0132243E+005, 1.1787672E+000
 7.8009251E+001,-1.1662473E-002, 9.6220176E-003, 1.0132232E+005, 1.1792290E+000
 7.9002218E+001,-1.3451322E-002, 9.8256277E-003, 1.0132223E+005, 1.1789811E+000
 8.0006342E+001,-1.2635427E-002, 9.5929817E-003, 1.0132210E+005, 1.1794866E+000
 8.1010465E+001,-1.0697009E-002, 9.5192892E-003, 1.0132192E+005, 1.1796077E+000
 8.2003432E+001,-1.0799700E-002, 1.1116820E-002, 1.0132171E+005, 1.1800715E+000
 8.3007556E+001,-1.1984528E-002, 1.0004972E-002, 1.0132145E+005, 1.1800521E+000
 8.4000523E+001,-1.0082869E-002, 1.0744475E-002, 1.0132109E+005, 1.1796868E+000
 8.5004646E+001,-9.9574041E-003, 1.2583890E-002, 1.0132070E+005, 1.1794018E+000
 8.6008770E+001,-1.0511920E-002, 1.0167015E-002, 1.0132043E+005, 1.1793043E+000
 8.7001737E+001,-9.2586018E-003, 9.0965662E-003, 1.0132020E+005, 1.1796673E+000
 8.8005860E+001,-1.1525381E-002, 1.0604741E-002, 1.0132002E+005, 1.1798926E+000
 8.9009984E+001,-1.3563521E-002, 1.0823493E-002, 1.0131997E+005, 1.1800509E+000
 9.0002951E+001,-1.3262272E-002, 1.2028422E-002, 1.0132001E+005, 1.1802104E+000
 9.1007074E+001,-1.2950826E-002, 1.2450071E-002, 1.0132012E+005, 1.1784586E+000
 9.2000041E+001,-1.0635866E-002, 1.2808945E-002, 1.0132029E+005, 1.1793059E+000
 9.3004165E+001,-9.9197527E-003, 1.1841786E-002, 1.0132051E+005, 1.1793258E+000
 9.4008288E+001,-1.1092592E-002, 1.3577047E-002, 1.0132074E+005, 1.1784520E+000
 9.5001255E+001,-1.1743398E-002, 1.3169157E-002, 1.0132088E+005, 1.1798544E+000
 9.6005379E+001,-1.1186712E-002, 1.3239194E-002, 1.0132092E+005, 1.1793872E+000
 9.7009502E+001,-1.0870342E-002, 1.2637044E-002, 1.0132103E+005, 1.1799947E+000
 9.8002469E+001,-1.0269567E-002, 1.1042360E-002, 1.0132120E+005, 1.1791052E+000
 9.9006593E+001,-1.0285326E-002, 1.1979738E-002, 1.0132128E+005, 1.1795244E+000
 1.0001072E+002,-1.1321039E-002, 1.1825410E-002, 1.0132123E+005, 1.1798049E+000
 1.0100368E+002,-1.0610805E-002, 1.0822716E-002, 1.0132112E+005, 1.1804708E+000
 1.0200781E+002,-1.0369984E-002, 1.0874750E-002, 1.0132093E+005, 1.1796587E+000
 1.0300077E+002,-1.0639655E-002, 1.0301239E-002, 1.0132073E+005, 1.1796782E+000
 1.0400490E+002,-1.1031622E-002, 1.0665522E-002, 1.0132058E+005, 1.1809480E+000
 1.0500902E+002,-1.0536407E-002, 1.1907903E-002, 1.0132049E+005, 1.1798685E+000
 1.0600199E+002,-1.0868236E-002, 1.1258916E-002, 1.0132048E+005, 1.1797286E+000
 1.0700611E+002,-1.1095066E-002, 1.1165929E-002, 1.0132044E+005, 1.1790894E+000
 1.0801023E+002,-9.9543202E-003, 1.0471921E-002, 1.0132030E+005, 1.1789595E+000
 1.0900320E+002,-9.5477951E-003, 1.0266059E-002, 1.0132018E+005, 1.1786208E+000
 1.1000733E+002,-1.0840964E-002, 1.1293127E-002, 1.0132008E+005, 1.1786711E+000
 1.1100029E+002,-1.0210138E-002, 1.0985075E-002, 1.0132002E+005, 1.1785666E+000
 1.1200442E+002,-1.0379824E-002, 1.1312140E-002, 1.0131996E+005, 1.1779319E+000
 1.1300854E+002,-1.1284357E-002, 1.1218034E-002, 1.0131981E+005, 1.1789854E+000
 1.1400151E+002,-1.1807202E-002, 1.1002757E-002, 1.0131964E+005, 1.1799487E+000
 1.1500563E+002,-9.6423507E-003, 1.1195378E-002, 1.0131961E+005, 1.1798893E+000
 1.1600975E+002,-1.1431714E-002, 1.2598986E-002, 1.0131972E+005, 1.1799336E+000
 1.1700272E+002,-1.0155855E-002, 1.2685209E-002, 1.0131991E+005, 1.1796718E+000
 1.1800684E+002,-1.0517908E-002, 1.1629974E-002, 1.0132002E+005, 1.1792755E+000
 1.1901097E+002,-1.1115261E-002, 1.2211675E-002, 1.0132005E+005, 1.1785222E+000
 1.2000393E+002,-1.2772410E-002, 1.0922638E-002, 1.0131999E+005, 1.1789161E+000
 1.2100806E+002,-1.1869413E-002, 1.0395148E-002, 1.0131993E+005, 1.1799685E+000
 1.2200102E+002,-1.0337276E-002, 1.1578515E-002, 1.0131994E+005, 1.1796086E+000
 1.2300515E+002,-9.8643067E-003, 1.2816639E-002, 1.0131996E+005, 1.1790730E+000
 1.2400927E+002,-1.0228336E-002, 1.1835153E-002, 1.0131991E+005, 1.1781068E+000
 1.2500224E+002,-9.6908320E-003, 9.8231864E-003, 1.0131988E+005, 1.1796436E+000
 1.2600636E+002,-1.1941438E-002, 9.9677376E-003, 1.0131990E+005, 1.1794162E+000
 1.2701049E+002,-1.0071481E-002, 1.0933913E-002, 1.0131996E+005, 1.1789081E+000
 1.2800345E+002,-1.1373142E-002, 1.0096051E-002, 1.0131995E+005, 1.1791179E+000
 1.2900758E+002,-1.1334776E-002, 9.8263914E-003, 1.0131987E+005, 1.1792236E+000
 1.3000054E+002,-1.2316352E-002, 9.9272509E-003, 1.0131978E+005, 1.1794144E+000
 1.3100467E+002,-1.0505457E-002, 1.0031160E-002, 1.0131975E+005, 1.1795675E+000
 1.3200879E+002,-1.3004364E-002, 9.2793119E-003, 1.0131987E+005, 1.1797491E+000
 1.3300176E+002,-1.2863327E-002, 9.9052818E-003, 1.0132016E+005, 1.1794485E+000
 1.3400588E+002,-1.0996529E-002, 1.0638091E-002, 1.0132056E+005, 1.1791847E+000
 1.3501000E+002,-1.1499241E-002, 1.0377665E-002, 1.0132097E+005, 1.1790979E+000
 1.3600297E+002,-1.2349121E-002, 9.9351660E-003, 1.0132127E+005, 1.1794180E+000
 1.3700709E+002,-1.1962615E-002, 1.0054837E-002, 1.0132149E+005, 1.1790407E+000
 1.3800006E+002,-1.2350690E-002, 1.0441792E-002, 1.0132165E+005, 1.1790026E+000
 1.3900419E+002,-1.2403899E-002, 1.1872040E-002, 1.0132183E+005, 1.1784807E+000
 1.4000831E+002,-1.3200414E-002, 1.1361123E-002, 1.0132197E+005, 1.1789639E+000
 1.4100128E+002,-1.1182356E-002, 1.1624433E-002, 1.0132203E+005, 1.1793873E+000
 1.4200540E+002,-1.0914233E-002, 1.1238392E-002, 1.0132202E+005, 1.1798818E+000
 1.4300952E+002,-1.0231846E-002, 1.1143937E-002, 1.0132203E+005, 1.1793590E+000
 1.4400249E+002,-9.9448171E-003, 1.0725555E-002, 1.0132204E+005, 1.1800390E+000
 1.4500661E+002,-1.0348112E-002, 1.1149059E-002, 1.0132195E+005, 1.1795809E+000
 1.4601074E+002,-1.0230269E-002, 1.0955963E-002, 1.0132180E+005, 1.1797519E+000
 1.4700370E+002,-1.2839808E-002, 1.1884546E-002, 1.0132161E+005, 1.1800395E+000
 1.4800783E+002,-1.0359887E-002, 1.0807314E-002, 1.0132136E+005, 1.1792428E+000
 1.4900079E+002,-9.7504464E-003, 1.0020977E-002, 1.0132111E+005, 1.1797373E+000
 1.5000492E+002,-1.0205329E-002, 9.9072142E-003, 1.0132091E+005, 1.1798582E+000
 1.5100904E+002,-9.9790482E-003, 1.1849684E-002, 1.0132073E+005, 1.1790897E+000
 1.5200201E+002,-9.0420453E-003, 1.1075167E-002, 1.0132055E+005, 1.1792172E+000
