s,kW,kW
 1.3411853E+002, 4.6920553E+000, 3.2156007E+001
 1.3501668E+002, 4.6913182E+000, 3.2183177E+001
 1.3609446E+002, 4.6907980E+000, 3.2119456E+001
 1.3717223E+002, 4.6904546E+000, 3.2167942E+001
 1.3807038E+002, 4.6902367E+000, 3.2229458E+001
 1.3914816E+002, 4.6903072E+000, 3.2189634E+001
 1.4004631E+002, 4.6903725E+000, 3.2165846E+001
 1.4112408E+002, 4.6903349E+000, 3.2207583E+001
 1.4202223E+002, 4.6903289E+000, 3.2210150E+001
 1.4310001E+002, 4.6901613E+000, 3.2180133E+001
 1.4417778E+002, 4.6897999E+000, 3.2199136E+001
 1.4507593E+002, 4.6896644E+000, 3.2209157E+001
 1.4615371E+002, 4.6897436E+000, 3.2186133E+001
 1.4705185E+002, 4.6900719E+000, 3.2182735E+001
 1.4807126E+002, 4.6903326E+000, 3.2174733E+001
 1.4906432E+002, 4.6907069E+000, 3.2158536E+001
 1.5012146E+002, 4.6911948E+000, 3.2169074E+001
 1.5100240E+002, 4.6913957E+000, 3.2148838E+001
 1.5205954E+002, 4.6913699E+000, 3.2113151E+001
 1.5311667E+002, 4.6911776E+000, 3.2158899E+001
 1.5408571E+002, 4.6913196E+000, 3.2235140E+001
 1.5511586E+002, 4.6916662E+000, 3.2204895E+001
 1.5614601E+002, 4.6921081E+000, 3.2120210E+001
 1.5700446E+002, 4.6925139E+000, 3.2089898E+001
 1.5812045E+002, 4.6929392E+000, 3.2106333E+001
 1.5906476E+002, 4.6933957E+000, 3.2154223E+001
 1.6000906E+002, 4.6937886E+000, 3.2221188E+001
 1.6114222E+002, 4.6944759E+000, 3.2293994E+001
 1.6208652E+002, 4.6952958E+000, 3.2315478E+001
 1.6307945E+002, 4.6959920E+000, 3.2241076E+001
 1.6407238E+002, 4.6965269E+000, 3.2202083E+001
 1.6514805E+002, 4.6970660E+000, 3.2080375E+001
 1.6605823E+002, 4.6970018E+000, 3.2025299E+001
 1.6704123E+002, 4.6960741E+000, 3.2088104E+001
 1.6804243E+002, 4.6949393E+000, 3.2156783E+001
 1.6904364E+002, 4.6948979E+000, 3.2211057E+001
 1.7004484E+002, 4.6954069E+000, 3.2209051E+001
 1.7104604E+002, 4.6956312E+000, 3.2197008E+001
 1.7204724E+002, 4.6952759E+000, 3.2182181E+001
 1.7304844E+002, 4.6946813E+000, 3.2153535E+001
 1.7404965E+002, 4.6941902E+000, 3.2131961E+001
 1.7505085E+002, 4.6941034E+000, 3.2085645E+001
 1.7605205E+002, 4.6941564E+000, 3.2098918E+001
 1.7703026E+002, 4.6942952E+000, 3.2154990E+001
 1.7809372E+002, 4.6944729E+000, 3.2215221E+001
 1.7915718E+002, 4.6946977E+000, 3.2211531E+001
 1.8004340E+002, 4.6949030E+000, 3.2185519E+001
 1.8110687E+002, 4.6950969E+000, 3.2254151E+001
 1.8217033E+002, 4.6953731E+000, 3.2260707E+001
 1.8305655E+002, 4.6953287E+000, 3.2180236E+001
 1.8412001E+002, 4.6949163E+000, 3.2113529E+001
 1.8500623E+002, 4.6943351E+000, 3.2159850E+001
 1.8606970E+002, 4.6938085E+000, 3.2215827E+001
 1.8713316E+002, 4.6934903E+000, 3.2191394E+001
 1.8810800E+002, 4.6935388E+000, 3.2223337E+001
 1.8908284E+002, 4.6936538E+000, 3.2341315E+001
 1.9005768E+002, 4.6936266E+000, 3.2297939E+001
 1.9103252E+002, 4.6933616E+000, 3.2232454E+001
 1.9200737E+002, 4.6931442E+000, 3.2248971E+001
 1.9307874E+002, 4.6931197E+000, 3.2246165E+001
 1.9413044E+002, 4.6929503E+000, 3.2115511E+001
 1.9500685E+002, 4.6928391E+000, 3.2060277E+001
 1.9605854E+002, 4.6928275E+000, 3.2120863E+001
 1.9711023E+002, 4.6928522E+000, 3.2201022E+001
 1.9816192E+002, 4.6928725E+000, 3.2291295E+001
 1.9903833E+002, 4.6929721E+000, 3.2307403E+001
 2.0009003E+002, 4.6930533E+000, 3.2220812E+001
 2.0114172E+002, 4.6930959E+000, 3.2148256E+001
 2.0201813E+002, 4.6930857E+000, 3.2149218E+001
 2.0308735E+002, 4.6930723E+000, 3.2179852E+001
 2.0405140E+002, 4.6930887E+000, 3.2253648E+001
 2.0501545E+002, 4.6931472E+000, 3.2298393E+001
 2.0617231E+002, 4.6932878E+000, 3.2264074E+001
 2.0713637E+002, 4.6933839E+000, 3.2223506E+001
 2.0807853E+002, 4.6934956E+000, 3.2221531E+001
 2.0910410E+002, 4.6935243E+000, 3.2189574E+001
 2.1018095E+002, 4.6932818E+000, 3.2181482E+001
 2.1112105E+002, 4.6929011E+000, 3.2167726E+001
 2.1206115E+002, 4.6927623E+000, 3.2207915E+001
 2.1300126E+002, 4.6927871E+000, 3.2273661E+001
 2.1412938E+002, 4.6928774E+000, 3.2283956E+001
 2.1506948E+002, 4.6930642E+000, 3.2269839E+001
 2.1600959E+002, 4.6931980E+000, 3.2305364E+001
 2.1713771E+002, 4.6931511E+000, 3.2357055E+001
 2.1807781E+002, 4.6931861E+000, 3.2332835E+001
 2.1901792E+002, 4.6932456E+000, 3.2245643E+001
 2.2014604E+002, 4.6933446E+000, 3.2225076E+001
 2.2108615E+002, 4.6935540E+000, 3.2221487E+001
 2.2202625E+002, 4.6937468E+000, 3.2161894E+001
 2.2315437E+002, 4.6938389E+000, 3.2099109E+001
 2.2409448E+002, 4.6938908E+000, 3.2151601E+001
 2.2503458E+002, 4.6938942E+000, 3.2192763E+001
 2.2616270E+002, 4.6939162E+000, 3.2202107E+001
 2.2710281E+002, 4.6939517E+000, 3.2197370E+001
 2.2804291E+002, 4.6939194E+000, 3.2213568E+001
 2.2917103E+002, 4.6939510E+000, 3.2217694E+001
 2.3011114E+002, 4.6938724E+000, 3.2196902E+001
 2.3105124E+002, 4.6937928E+000, 3.2155806E+001
 2.3217936E+002, 4.6938255E+000, 3.2117703E+001
 2.3311947E+002, 4.6940389E+000, 3.2170254E+001
 2.3405957E+002, 4.6942052E+000, 3.2198084E+001
 2.3518769E+002, 4.6940797E+000, 3.2147702E+001
 2.3612780E+002, 4.6936035E+000, 3.2130568E+001
 2.3706790E+002, 4.6930841E+000, 3.2182055E+001
 2.3800800E+002, 4.6927965E+000, 3.2178060E+001
 2.3913613E+002, 4.6928517E+000, 3.2125539E+001
 2.4014417E+002, 4.6929086E+000, 3.2170515E+001
 2.4116099E+002, 4.6927984E+000, 3.2157164E+001
 2.4206301E+002, 4.6926084E+000, 3.2194727E+001
 2.4314543E+002, 4.6924868E+000, 3.2256698E+001
 2.4404745E+002, 4.6923201E+000, 3.2229815E+001
 2.4512988E+002, 4.6920887E+000, 3.2208177E+001
 2.4603190E+002, 4.6919389E+000, 3.2139939E+001
 2.4711432E+002, 4.6919606E+000, 3.2069594E+001
 2.4801634E+002, 4.6920218E+000, 3.2112591E+001
 2.4909877E+002, 4.6919390E+000, 3.2187706E+001
 2.5000079E+002, 4.6920564E+000, 3.2255663E+001
 2.5108321E+002, 4.6923061E+000, 3.2275958E+001
 2.5216563E+002, 4.6924902E+000, 3.2300976E+001
 2.5306765E+002, 4.6926850E+000, 3.2266474E+001
 2.5415008E+002, 4.6930497E+000, 3.2163443E+001
 2.5505210E+002, 4.6932755E+000, 3.2106884E+001
 2.5617060E+002, 4.6933676E+000, 3.2075233E+001
 2.5716282E+002, 4.6937200E+000, 3.2045628E+001
 2.5815505E+002, 4.6939977E+000, 3.2119018E+001
 2.5914727E+002, 4.6940821E+000, 3.2180258E+001
 2.6003069E+002, 4.6941431E+000, 3.2257321E+001
 2.6109080E+002, 4.6940213E+000, 3.2283519E+001
 2.6215091E+002, 4.6936811E+000, 3.2258438E+001
 2.6303433E+002, 4.6932178E+000, 3.2193055E+001
 2.6414744E+002, 4.6928335E+000, 3.2073276E+001
 2.6511921E+002, 4.6926293E+000, 3.2076555E+001
 2.6609097E+002, 4.6924859E+000, 3.2137256E+001
 2.6706274E+002, 4.6924007E+000, 3.2111235E+001
 2.6803450E+002, 4.6923067E+000, 3.2140696E+001
 2.6900627E+002, 4.6922372E+000, 3.2159983E+001
 2.7017239E+002, 4.6922065E+000, 3.2196532E+001
 2.7110505E+002, 4.6922471E+000, 3.2218930E+001
 2.7215385E+002, 4.6924482E+000, 3.2147804E+001
 2.7302786E+002, 4.6926393E+000, 3.2090492E+001
 2.7407666E+002, 4.6927448E+000, 3.2146744E+001
 2.7512547E+002, 4.6927696E+000, 3.2216796E+001
 2.7617427E+002, 4.6927412E+000, 3.2207332E+001
 2.7704828E+002, 4.6927921E+000, 3.2224440E+001
 2.7809708E+002, 4.6929072E+000, 3.2285156E+001
 2.7914589E+002, 4.6932497E+000, 3.2236313E+001
 2.8001989E+002, 4.6936905E+000, 3.2161726E+001
 2.8106869E+002, 4.6941124E+000, 3.2192315E+001
 2.8216994E+002, 4.6944979E+000, 3.2214928E+001
 2.8313134E+002, 4.6946612E+000, 3.2209934E+001
 2.8409275E+002, 4.6946857E+000, 3.2287124E+001
 2.8505415E+002, 4.6951776E+000, 3.2319330E+001
 2.8611755E+002, 4.6953268E+000, 3.2267085E+001
 2.8713581E+002, 4.6950754E+000, 3.2261080E+001
 2.8815407E+002, 4.6944136E+000, 3.2213834E+001
 2.8900261E+002, 4.6942820E+000, 3.2188740E+001
 2.9002087E+002, 4.6942954E+000, 3.2227362E+001
 2.9103913E+002, 4.6944489E+000, 3.2240147E+001
 2.9205738E+002, 4.6948818E+000, 3.2246346E+001
 2.9317747E+002, 4.6962878E+000, 3.2243434E+001
 2.9411087E+002, 4.6976424E+000, 3.2241879E+001
 2.9504427E+002, 4.6982839E+000, 3.2185913E+001
 2.9616435E+002, 4.6981770E+000, 3.2163945E+001
 2.9709775E+002, 4.6974299E+000, 3.2154263E+001
 2.9803116E+002, 4.6964590E+000, 3.2103293E+001
 2.9915124E+002, 4.6954957E+000, 3.2080523E+001
 3.0008464E+002, 4.6948288E+000, 3.2139632E+001
 3.0101804E+002, 4.6943329E+000, 3.2182813E+001
 3.0213812E+002, 4.6941254E+000, 3.2215566E+001
 3.0307153E+002, 4.6942687E+000, 3.2237342E+001
 3.0400493E+002, 4.6945502E+000, 3.2218315E+001
 3.0512501E+002, 4.6944890E+000, 3.2151020E+001
 3.0605841E+002, 4.6942951E+000, 3.2117130E+001
 3.0717850E+002, 4.6942613E+000, 3.2159832E+001
 3.0811190E+002, 4.6943912E+000, 3.2153820E+001
 3.0904530E+002, 4.6943904E+000, 3.2176644E+001
 3.1016538E+002, 4.6940581E+000, 3.2266001E+001
 3.1109878E+002, 4.6936506E+000, 3.2239197E+001
 3.1203219E+002, 4.6934845E+000, 3.2131729E+001
 3.1315227E+002, 4.6937380E+000, 3.2181410E+001
 3.1408567E+002, 4.6945866E+000, 3.2246130E+001
 3.1501907E+002, 4.6954066E+000, 3.2245548E+001
 3.1613915E+002, 4.6957022E+000, 3.2255714E+001
 3.1707256E+002, 4.6954968E+000, 3.2265618E+001
 3.1800596E+002, 4.6949178E+000, 3.2240464E+001
 3.1912604E+002, 4.6940912E+000, 3.2162487E+001
 3.2005944E+002, 4.6934100E+000, 3.2099864E+001
 3.2117952E+002, 4.6931272E+000, 3.2158209E+001
 3.2211293E+002, 4.6935015E+000, 3.2223894E+001
 3.2304633E+002, 4.6940588E+000, 3.2179382E+001
 3.2416641E+002, 4.6946350E+000, 3.2105754E+001
 3.2509981E+002, 4.6947576E+000, 3.2142019E+001
 3.2603321E+002, 4.6946122E+000, 3.2137672E+001
 3.2715330E+002, 4.6945418E+000, 3.2065097E+001
 3.2808670E+002, 4.6945262E+000, 3.2037945E+001
 3.2902010E+002, 4.6945398E+000, 3.2094984E+001
 3.3014018E+002, 4.6946018E+000, 3.2158446E+001
 3.3107358E+002, 4.6945250E+000, 3.2169378E+001
 3.3200699E+002, 4.6943028E+000, 3.2190259E+001
 3.3312707E+002, 4.6940029E+000, 3.2166092E+001
 3.3406047E+002, 4.6938180E+000, 3.2105912E+001
 3.3518055E+002, 4.6936170E+000, 3.2093425E+001
 3.3611395E+002, 4.6934373E+000, 3.2143531E+001
 3.3704736E+002, 4.6933119E+000, 3.2184495E+001
 3.3816744E+002, 4.6931246E+000, 3.2264852E+001
 3.3910084E+002, 4.6929997E+000, 3.2286322E+001
 3.4003424E+002, 4.6929704E+000, 3.2286715E+001
 3.4115433E+002, 4.6929981E+000, 3.2239254E+001
 3.4208773E+002, 4.6930210E+000, 3.2156651E+001
 3.4302113E+002, 4.6931849E+000, 3.2117951E+001
 3.4414121E+002, 4.6933720E+000, 3.2116427E+001
 3.4507461E+002, 4.6934853E+000, 3.2187453E+001
 3.4600802E+002, 4.6935169E+000, 3.2228869E+001
 3.4712810E+002, 4.6934232E+000, 3.2253443E+001
 3.4806150E+002, 4.6933458E+000, 3.2259969E+001
 3.4918158E+002, 4.6932163E+000, 3.2230276E+001
 3.5011498E+002, 4.6931283E+000, 3.2162609E+001
 3.5104839E+002, 4.6931123E+000, 3.2179779E+001
 3.5216847E+002, 4.6930675E+000, 3.2145750E+001
 3.5310187E+002, 4.6929613E+000, 3.2073270E+001
 3.5403527E+002, 4.6929153E+000, 3.2129113E+001
 3.5515535E+002, 4.6929330E+000, 3.2274511E+001
 3.5608876E+002, 4.6930728E+000, 3.2282222E+001
 3.5702216E+002, 4.6933126E+000, 3.2242017E+001
 3.5800434E+002, 4.6934732E+000, 3.2227922E+001
 3.5901926E+002, 4.6935801E+000, 3.2170192E+001
 3.6009966E+002, 4.6936220E+000, 3.2154363E+001
 3.6118005E+002, 4.6935907E+000, 3.2188084E+001
 3.6208039E+002, 4.6935161E+000, 3.2210501E+001
 3.6316078E+002, 4.6934539E+000, 3.2201981E+001
 3.6406112E+002, 4.6934032E+000, 3.2230879E+001
 3.6514151E+002, 4.6934243E+000, 3.2271933E+001
 3.6604185E+002, 4.6934988E+000, 3.2261659E+001
 3.6712225E+002, 4.6936621E+000, 3.2222614E+001
 3.6802258E+002, 4.6940548E+000, 3.2191725E+001
 3.6910298E+002, 4.6943860E+000, 3.2192300E+001
 3.7000331E+002, 4.6945817E+000, 3.2208302E+001
 3.7108371E+002, 4.6947078E+000, 3.2196767E+001
 3.7216410E+002, 4.6951949E+000, 3.2176824E+001
 3.7306444E+002, 4.6959871E+000, 3.2185630E+001
 3.7414483E+002, 4.6966225E+000, 3.2134221E+001
 3.7504517E+002, 4.6971167E+000, 3.2139020E+001
 3.7612556E+002, 4.6973950E+000, 3.2213537E+001
 3.7702590E+002, 4.6973285E+000, 3.2289820E+001
 3.7810629E+002, 4.6971398E+000, 3.2298964E+001
 3.7900663E+002, 4.6969965E+000, 3.2274684E+001
 3.8001294E+002, 4.6968093E+000, 3.2267575E+001
 3.8106299E+002, 4.6963944E+000, 3.2231378E+001
 3.8212919E+002, 4.6959726E+000, 3.2190574E+001
 3.8301770E+002, 4.6957081E+000, 3.2204478E+001
 3.8408390E+002, 4.6955253E+000, 3.2215262E+001
 3.8502571E+002, 4.6955355E+000, 3.2233724E+001
 3.8600306E+002, 4.6957826E+000, 3.2281796E+001
 3.8717589E+002, 4.6960534E+000, 3.2318943E+001
 3.8815324E+002, 4.6959674E+000, 3.2230107E+001
 3.8913059E+002, 4.6955877E+000, 3.2153805E+001
 3.9010795E+002, 4.6951679E+000, 3.2139697E+001
 3.9108530E+002, 4.6948238E+000, 3.2074203E+001
 3.9206265E+002, 4.6945608E+000, 3.2036315E+001
 3.9304000E+002, 4.6942120E+000, 3.2145291E+001
 3.9401736E+002, 4.6938315E+000, 3.2199111E+001
 3.9519018E+002, 4.6935199E+000, 3.2146084E+001
 3.9616753E+002, 4.6933817E+000, 3.2149045E+001
 3.9714488E+002, 4.6933458E+000, 3.2183970E+001
 3.9812224E+002, 4.6933224E+000, 3.2206755E+001
 3.9905858E+002, 4.6932946E+000, 3.2204187E+001
 4.0010838E+002, 4.6930105E+000, 3.2178163E+001
 4.0115818E+002, 4.6927207E+000, 3.2170933E+001
 4.0203301E+002, 4.6925865E+000, 3.2187873E+001
 4.0308281E+002, 4.6924933E+000, 3.2195858E+001
 4.0413261E+002, 4.6925364E+000, 3.2218395E+001
 4.0500744E+002, 4.6927527E+000, 3.2211342E+001
 4.0605724E+002, 4.6929534E+000, 3.2234023E+001
 4.0710704E+002, 4.6931605E+000, 3.2249775E+001
 4.0815684E+002, 4.6933863E+000, 3.2217073E+001
 4.0903167E+002, 4.6936432E+000, 3.2173401E+001
 4.1008147E+002, 4.6937736E+000, 3.2158048E+001
 4.1102629E+002, 4.6937473E+000, 3.2196315E+001
 4.1218107E+002, 4.6938478E+000, 3.2333822E+001
 4.1304305E+002, 4.6941537E+000, 3.2377788E+001
 4.1407743E+002, 4.6939685E+000, 3.2334165E+001
 4.1511181E+002, 4.6934850E+000, 3.2282960E+001
 4.1614619E+002, 4.6931178E+000, 3.2232235E+001
 4.1702541E+002, 4.6929662E+000, 3.2152575E+001
 4.1816323E+002, 4.6928119E+000, 3.2194831E+001
 4.1905395E+002, 4.6926235E+000, 3.2296424E+001
 4.2007685E+002, 4.6924635E+000, 3.2287548E+001
 4.2118499E+002, 4.6923391E+000, 3.2282076E+001
 4.2212265E+002, 4.6922264E+000, 3.2316242E+001
 4.2306031E+002, 4.6922545E+000, 3.2296127E+001
 4.2418550E+002, 4.6924231E+000, 3.2259404E+001
 4.2512315E+002, 4.6925462E+000, 3.2258316E+001
 4.2606081E+002, 4.6926932E+000, 3.2214725E+001
 4.2718600E+002, 4.6932380E+000, 3.2140008E+001
 4.2812366E+002, 4.6934164E+000, 3.2143584E+001
 4.2906132E+002, 4.6930424E+000, 3.2190477E+001
 4.3018651E+002, 4.6928595E+000, 3.2231954E+001
 4.3112417E+002, 4.6927954E+000, 3.2244402E+001
 4.3206182E+002, 4.6926814E+000, 3.2218404E+001
 4.3318701E+002, 4.6925022E+000, 3.2206838E+001
 4.3412467E+002, 4.6922969E+000, 3.2276387E+001
 4.3506233E+002, 4.6922041E+000, 3.2324586E+001
 4.3618752E+002, 4.6922282E+000, 3.2264782E+001
 4.3712518E+002, 4.6922284E+000, 3.2223942E+001
 4.3806284E+002, 4.6922438E+000, 3.2199740E+001
 4.3900050E+002, 4.6923291E+000, 3.2187257E+001
 4.4012569E+002, 4.6924312E+000, 3.2208387E+001
 4.4106334E+002, 4.6930609E+000, 3.2220098E+001
 4.4200100E+002, 4.6936712E+000, 3.2216102E+001
 4.4312619E+002, 4.6939564E+000, 3.2253911E+001
 4.4406385E+002, 4.6935923E+000, 3.2278797E+001
 4.4500151E+002, 4.6931694E+000, 3.2250391E+001
 4.4612670E+002, 4.6935746E+000, 3.2258112E+001
 4.4706436E+002, 4.6945465E+000, 3.2222261E+001
 4.4800201E+002, 4.6951919E+000, 3.2198008E+001
 4.4912720E+002, 4.6954221E+000, 3.2194235E+001
 4.5006486E+002, 4.6953608E+000, 3.2159839E+001
 4.5100252E+002, 4.6953980E+000, 3.2175494E+001
 4.5212771E+002, 4.6950778E+000, 3.2191147E+001
 4.5306537E+002, 4.6947059E+000, 3.2148948E+001
 4.5400303E+002, 4.6943466E+000, 3.2090206E+001
 4.5512822E+002, 4.6939886E+000, 3.2177416E+001
 4.5606588E+002, 4.6938123E+000, 3.2271113E+001
 4.5700353E+002, 4.6939564E+000, 3.2200060E+001
 4.5812872E+002, 4.6940649E+000, 3.2174643E+001
 4.5906638E+002, 4.6940668E+000, 3.2201939E+001
 4.6000404E+002, 4.6942072E+000, 3.2226786E+001
 4.6112923E+002, 4.6945786E+000, 3.2226483E+001
 4.6206689E+002, 4.6950801E+000, 3.2219722E+001
 4.6306831E+002, 4.6951497E+000, 3.2228452E+001
 4.6411980E+002, 4.6947050E+000, 3.2229692E+001
