m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 2.0000000E+001,-1.0380610E-002, 1.2302379E+003, 3.8335768E+000, 2.0000000E+001,-1.0342107E-002, 1.2020560E+003, 3.5660675E+000, 2.0000000E+001,-1.0330427E-002, 1.1915525E+003, 3.5123274E+000, 2.0000000E+001,-1.0348234E-002, 1.2072324E+003, 3.6531154E+000, 2.0000000E+001,-1.0369016E-002, 1.2351124E+003, 3.8042675E+000, 2.0000000E+001, 7.7909431E-003, 1.3369288E+003, 5.7503492E+000, 2.0000000E+001, 7.7597249E-003, 1.3289931E+003, 5.6160320E+000, 2.0000000E+001, 7.7646129E-003, 1.3199849E+003, 5.5450430E+000, 2.0000000E+001, 7.7392749E-003, 1.2970614E+003, 5.5011478E+000, 2.0000000E+001, 7.7455853E-003, 1.3356390E+003, 5.4460469E+000
 2.9655172E+001,-1.0291547E-002, 1.2514282E+003, 4.1085497E+000, 2.9655172E+001,-1.0262330E-002, 1.2537665E+003, 4.0296868E+000, 2.9655172E+001,-1.0243241E-002, 1.2526504E+003, 3.9909197E+000, 2.9655172E+001,-1.0272595E-002, 1.2574209E+003, 4.1413928E+000, 2.9655172E+001,-1.0269236E-002, 1.2511316E+003, 4.0790226E+000, 2.9655172E+001, 7.9408318E-003, 1.3573783E+003, 5.9099808E+000, 2.9655172E+001, 7.9279702E-003, 1.3547246E+003, 5.8643569E+000, 2.9655172E+001, 7.9469883E-003, 1.3613845E+003, 5.9063740E+000, 2.9655172E+001, 7.9142954E-003, 1.3371401E+003, 5.8365877E+000, 2.9655172E+001, 7.9269916E-003, 1.3712023E+003, 5.8160321E+000
 3.9310345E+001,-1.0204600E-002, 1.3456047E+003, 4.7044799E+000, 3.9310345E+001,-1.0217822E-002, 1.3667419E+003, 4.9275936E+000, 3.9310345E+001,-1.0211368E-002, 1.3694080E+003, 4.7842220E+000, 3.9310345E+001,-1.0240058E-002, 1.3537126E+003, 5.0150137E+000, 3.9310345E+001,-1.0186996E-002, 1.3111403E+003, 4.6199706E+000, 3.9310345E+001, 8.1494120E-003, 1.4081392E+003, 6.3205629E+000, 3.9310345E+001, 8.1639370E-003, 1.4020404E+003, 6.2914967E+000, 3.9310345E+001, 8.2446500E-003, 1.4363968E+003, 6.4939637E+000, 3.9310345E+001, 8.1538611E-003, 1.3821431E+003, 6.1955988E+000, 3.9310345E+001, 8.1788764E-003, 1.4079848E+003, 6.2253363E+000
 4.8965517E+001,-1.0199868E-002, 1.4492120E+003, 5.5263018E+000, 4.8965517E+001,-1.0297355E-002, 1.4710305E+003, 6.0103649E+000, 4.8965517E+001,-1.0300910E-002, 1.4846031E+003, 5.9855170E+000, 4.8965517E+001,-1.0243814E-002, 1.4350796E+003, 5.5558153E+000, 4.8965517E+001,-1.0191342E-002, 1.3952208E+003, 5.3844512E+000, 4.8965517E+001, 8.4377876E-003, 1.4819697E+003, 6.8085960E+000, 4.8965517E+001, 8.4244129E-003, 1.4653548E+003, 6.7754712E+000, 4.8965517E+001, 8.5165753E-003, 1.5094537E+003, 7.0623305E+000, 4.8965517E+001, 8.4051786E-003, 1.4300793E+003, 6.5371186E+000, 4.8965517E+001, 8.4482930E-003, 1.4580296E+003, 6.6833704E+000
 5.8620690E+001,-1.0319393E-002, 1.5361042E+003, 6.7138181E+000, 5.8620690E+001,-1.0416858E-002, 1.5609046E+003, 7.0062641E+000, 5.8620690E+001,-1.0486933E-002, 1.5905573E+003, 7.3049218E+000, 5.8620690E+001,-1.0344322E-002, 1.5196901E+003, 6.6650877E+000, 5.8620690E+001,-1.0281759E-002, 1.4904668E+003, 6.3246013E+000, 5.8620690E+001, 8.7229348E-003, 1.5300059E+003, 7.2260764E+000, 5.8620690E+001, 8.7232336E-003, 1.5412420E+003, 7.1849803E+000, 5.8620690E+001, 8.7966852E-003, 1.5573479E+003, 7.3898299E+000, 5.8620690E+001, 8.6959111E-003, 1.5209474E+003, 7.0386212E+000, 5.8620690E+001, 8.6966737E-003, 1.5354543E+003, 7.2065058E+000
 6.8275862E+001,-1.0490690E-002, 1.6134242E+003, 7.5980503E+000, 6.8275862E+001,-1.0617500E-002, 1.6445236E+003, 7.9635202E+000, 6.8275862E+001,-1.0688433E-002, 1.6781003E+003, 8.1940680E+000, 6.8275862E+001,-1.0508348E-002, 1.6165921E+003, 7.5091553E+000, 6.8275862E+001,-1.0419100E-002, 1.5780672E+003, 7.2269605E+000, 6.8275862E+001, 8.9762597E-003, 1.5778988E+003, 7.6337813E+000, 6.8275862E+001, 9.0341021E-003, 1.5980805E+003, 7.7399042E+000, 6.8275862E+001, 9.1119408E-003, 1.6307969E+003, 7.9424479E+000, 6.8275862E+001, 9.0159163E-003, 1.6022086E+003, 7.6367747E+000, 6.8275862E+001, 8.9935334E-003, 1.5965142E+003, 7.6487249E+000
 7.7931034E+001,-1.0649676E-002, 1.6802849E+003, 8.2384042E+000, 7.7931034E+001,-1.0823381E-002, 1.7267906E+003, 8.6719655E+000, 7.7931034E+001,-1.0846034E-002, 1.7452598E+003, 8.7327697E+000, 7.7931034E+001,-1.0707798E-002, 1.7035872E+003, 8.3701316E+000, 7.7931034E+001,-1.0638133E-002, 1.6683267E+003, 8.1525875E+000, 7.7931034E+001, 9.2436979E-003, 1.6436523E+003, 8.0410214E+000, 7.7931034E+001, 9.3131551E-003, 1.6529275E+003, 8.1831244E+000, 7.7931034E+001, 9.3995103E-003, 1.6865223E+003, 8.3797110E+000, 7.7931034E+001, 9.3527771E-003, 1.6717572E+003, 8.1531280E+000, 7.7931034E+001, 9.2766571E-003, 1.6577496E+003, 8.1331278E+000
 8.7586207E+001,-1.0791212E-002, 1.7378056E+003, 8.6201438E+000, 8.7586207E+001,-1.1002001E-002, 1.7946880E+003, 9.0699529E+000, 8.7586207E+001,-1.0998581E-002, 1.7964719E+003, 9.1615975E+000, 8.7586207E+001,-1.0862820E-002, 1.7704241E+003, 8.9038143E+000, 8.7586207E+001,-1.0853397E-002, 1.7427680E+003, 8.7256652E+000, 8.7586207E+001, 9.5248604E-003, 1.7050837E+003, 8.4860612E+000, 8.7586207E+001, 9.6284303E-003, 1.7248686E+003, 8.6072408E+000, 8.7586207E+001, 9.7245484E-003, 1.7670150E+003, 8.8715767E+000, 8.7586207E+001, 9.6994411E-003, 1.7433888E+003, 8.6808460E+000, 8.7586207E+001, 9.5902542E-003, 1.7346103E+003, 8.5832749E+000
 9.7241379E+001,-1.0899335E-002, 1.7828845E+003, 8.9777028E+000, 9.7241379E+001,-1.1097945E-002, 1.8301282E+003, 9.2136456E+000, 9.7241379E+001,-1.1112072E-002, 1.8362492E+003, 9.4634134E+000, 9.7241379E+001,-1.0946149E-002, 1.8115627E+003, 9.2913086E+000, 9.7241379E+001,-1.0983037E-002, 1.7901850E+003, 8.9970621E+000, 9.7241379E+001, 9.7603091E-003, 1.7519449E+003, 8.8938124E+000, 9.7241379E+001, 9.8708088E-003, 1.7851327E+003, 8.9870453E+000, 9.7241379E+001, 9.9497864E-003, 1.8064191E+003, 9.0480813E+000, 9.7241379E+001, 9.8974413E-003, 1.7898914E+003, 9.0239739E+000, 9.7241379E+001, 9.8148377E-003, 1.7762865E+003, 8.9051201E+000
 1.0689655E+002,-1.1040183E-002, 1.8383754E+003, 9.4191186E+000, 1.0689655E+002,-1.1208387E-002, 1.8697231E+003, 9.4715131E+000, 1.0689655E+002,-1.1228295E-002, 1.8810036E+003, 9.7362021E+000, 1.0689655E+002,-1.1084877E-002, 1.8616525E+003, 9.5899832E+000, 1.0689655E+002,-1.1119318E-002, 1.8495362E+003, 9.4295028E+000, 1.0689655E+002, 1.0044627E-002, 1.8130149E+003, 9.2011656E+000, 1.0689655E+002, 1.0176197E-002, 1.8436882E+003, 9.2687604E+000, 1.0689655E+002, 1.0220880E-002, 1.8515831E+003, 9.3399451E+000, 1.0689655E+002, 1.0175263E-002, 1.8437019E+003, 9.4156371E+000, 1.0689655E+002, 1.0103625E-002, 1.8292428E+003, 9.1872644E+000
 1.1655172E+002,-1.1112011E-002, 1.8772331E+003, 9.6955616E+000, 1.1655172E+002,-1.1257232E-002, 1.8957193E+003, 9.6538573E+000, 1.1655172E+002,-1.1253527E-002, 1.9096443E+003, 9.8495756E+000, 1.1655172E+002,-1.1191776E-002, 1.8924247E+003, 9.6989121E+000, 1.1655172E+002,-1.1232346E-002, 1.9018960E+003, 9.6520605E+000, 1.1655172E+002, 1.0303808E-002, 1.8526291E+003, 9.4740837E+000, 1.1655172E+002, 1.0459979E-002, 1.8933267E+003, 9.4787226E+000, 1.1655172E+002, 1.0456530E-002, 1.8903979E+003, 9.7077740E+000, 1.1655172E+002, 1.0433476E-002, 1.8983023E+003, 9.6687938E+000, 1.1655172E+002, 1.0349564E-002, 1.8656128E+003, 9.3289501E+000
 1.2620690E+002,-1.1155350E-002, 1.9016594E+003, 9.7752984E+000, 1.2620690E+002,-1.1264948E-002, 1.9253699E+003, 9.8039048E+000, 1.2620690E+002,-1.1272093E-002, 1.9323529E+003, 9.9061128E+000, 1.2620690E+002,-1.1276526E-002, 1.9187420E+003, 9.8916329E+000, 1.2620690E+002,-1.1298195E-002, 1.9405359E+003, 9.9460932E+000, 1.2620690E+002, 1.0541379E-002, 1.8985071E+003, 9.6837970E+000, 1.2620690E+002, 1.0713254E-002, 1.9351602E+003, 9.7940470E+000, 1.2620690E+002, 1.0628783E-002, 1.9218243E+003, 9.8354854E+000, 1.2620690E+002, 1.0671762E-002, 1.9314825E+003, 9.8581970E+000, 1.2620690E+002, 1.0509417E-002, 1.8839265E+003, 9.4841863E+000
 1.3586207E+002,-1.1149773E-002, 1.9237871E+003, 9.8549876E+000, 1.3586207E+002,-1.1279238E-002, 1.9555415E+003, 9.8877255E+000, 1.3586207E+002,-1.1280159E-002, 1.9577607E+003, 1.0075957E+001, 1.3586207E+002,-1.1289640E-002, 1.9489378E+003, 1.0076711E+001, 1.3586207E+002,-1.1330866E-002, 1.9687416E+003, 1.0066853E+001, 1.3586207E+002, 1.0748902E-002, 1.9219653E+003, 9.7847768E+000, 1.3586207E+002, 1.0936479E-002, 1.9702242E+003, 1.0028151E+001, 1.3586207E+002, 1.0834132E-002, 1.9551729E+003, 9.9933690E+000, 1.3586207E+002, 1.0919903E-002, 1.9719184E+003, 1.0008615E+001, 1.3586207E+002, 1.0702225E-002, 1.9108434E+003, 9.6225566E+000
 1.4551724E+002,-1.1151389E-002, 1.9419083E+003, 9.8714890E+000, 1.4551724E+002,-1.1256557E-002, 1.9628277E+003, 9.9794797E+000, 1.4551724E+002,-1.1281444E-002, 1.9776647E+003, 1.0148915E+001, 1.4551724E+002,-1.1254297E-002, 1.9663373E+003, 1.0102029E+001, 1.4551724E+002,-1.1279209E-002, 1.9765323E+003, 1.0059301E+001, 1.4551724E+002, 1.0860763E-002, 1.9231249E+003, 9.7702977E+000, 1.4551724E+002, 1.1125753E-002, 2.0018579E+003, 1.0273660E+001, 1.4551724E+002, 1.1036343E-002, 1.9801412E+003, 1.0150723E+001, 1.4551724E+002, 1.1149084E-002, 1.9996137E+003, 1.0146853E+001, 1.4551724E+002, 1.0904711E-002, 1.9370862E+003, 9.7616372E+000
 1.5517241E+002,-1.1118993E-002, 1.9522103E+003, 9.8887823E+000, 1.5517241E+002,-1.1157548E-002, 1.9554468E+003, 9.9540447E+000, 1.5517241E+002,-1.1258645E-002, 1.9913724E+003, 1.0208428E+001, 1.5517241E+002,-1.1209265E-002, 1.9807645E+003, 1.0091509E+001, 1.5517241E+002,-1.1172776E-002, 1.9736941E+003, 1.0052170E+001, 1.5517241E+002, 1.0958215E-002, 1.9266784E+003, 9.7547588E+000, 1.5517241E+002, 1.1278076E-002, 2.0166660E+003, 1.0291101E+001, 1.5517241E+002, 1.1137697E-002, 1.9787187E+003, 1.0131881E+001, 1.5517241E+002, 1.1264431E-002, 1.9999593E+003, 1.0197083E+001, 1.5517241E+002, 1.1048324E-002, 1.9600189E+003, 9.9738275E+000
 1.6482759E+002,-1.1080254E-002, 1.9596260E+003, 9.8830445E+000, 1.6482759E+002,-1.1060022E-002, 1.9413905E+003, 9.9013716E+000, 1.6482759E+002,-1.1211831E-002, 1.9968334E+003, 1.0305506E+001, 1.6482759E+002,-1.1169254E-002, 1.9902484E+003, 1.0132982E+001, 1.6482759E+002,-1.1085968E-002, 1.9694490E+003, 1.0066705E+001, 1.6482759E+002, 1.1031764E-002, 1.9321770E+003, 9.8838857E+000, 1.6482759E+002, 1.1373909E-002, 2.0214749E+003, 1.0353447E+001, 1.6482759E+002, 1.1160759E-002, 1.9681592E+003, 1.0068798E+001, 1.6482759E+002, 1.1290056E-002, 1.9957298E+003, 1.0185740E+001, 1.6482759E+002, 1.1092287E-002, 1.9595961E+003, 9.9844061E+000
