s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-7.2864000E-002, 7.2864000E-002, 1.0132500E+005, 1.1794096E+000
 1.0000000E+000,-2.6185635E-002, 2.6378363E-002, 1.0132300E+005, 1.1798784E+000
 2.0250000E+000,-1.1357796E-002, 1.1459606E-002, 1.0131993E+005, 1.1811744E+000
 3.0250000E+000,-9.5988854E-003, 9.6639185E-003, 1.0131831E+005, 1.1816247E+000
 4.0250000E+000,-9.2054473E-003, 9.2640193E-003, 1.0131731E+005, 1.1817194E+000
 5.0000000E+000,-9.0927192E-003, 9.2470849E-003, 1.0131665E+005, 1.1816461E+000
 6.0000000E+000,-9.2736593E-003, 1.0088400E-002, 1.0131559E+005, 1.1808363E+000
 7.0000000E+000,-1.9257078E-002, 2.1219145E-002, 1.0130618E+005, 1.1755324E+000
 8.0000000E+000,-2.3483883E-002, 4.2760605E-002, 1.0129631E+005, 1.1719452E+000
 9.0000000E+000,-1.4129195E-002, 4.6217742E-002, 1.0129762E+005, 1.1705096E+000
 1.0000000E+001,-1.0212103E-002, 5.2813844E-002, 1.0130195E+005, 1.1686674E+000
 1.1000000E+001,-6.2870350E-003, 5.4615683E-002, 1.0130646E+005, 1.1682485E+000
 1.2000000E+001,-8.3357563E-003, 4.9844283E-002, 1.0131144E+005, 1.1709536E+000
 1.3000000E+001,-1.0965310E-002, 4.0630132E-002, 1.0131182E+005, 1.1730551E+000
 1.4000000E+001,-1.4621840E-002, 3.6481253E-002, 1.0130782E+005, 1.1757424E+000
 1.5000000E+001,-1.8601849E-002, 2.9843699E-002, 1.0130355E+005, 1.1788083E+000
 1.6000000E+001,-2.5256696E-002, 2.3056481E-002, 1.0130418E+005, 1.1816066E+000
 1.7000000E+001,-3.8444941E-002, 1.6599389E-002, 1.0130606E+005, 1.1841900E+000
 1.8000000E+001,-4.6067231E-002, 1.2370778E-002, 1.0130845E+005, 1.1856978E+000
 1.9025000E+001,-4.6469176E-002, 1.1794109E-002, 1.0131132E+005, 1.1851436E+000
 2.0025000E+001,-4.2327833E-002, 1.2231099E-002, 1.0131364E+005, 1.1840976E+000
 2.1025000E+001,-3.9778426E-002, 1.2618088E-002, 1.0131671E+005, 1.1832446E+000
 2.2025000E+001,-3.9978423E-002, 1.4554807E-002, 1.0131963E+005, 1.1812472E+000
 2.3025000E+001,-3.6526471E-002, 1.8338215E-002, 1.0132137E+005, 1.1794798E+000
 2.4000000E+001,-3.2555756E-002, 1.8226422E-002, 1.0132188E+005, 1.1802120E+000
