m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 2.0000000E-002,-2.2978051E-001, 2.5361525E+000, 1.0000000E+000, 2.0000000E-002,-2.2978058E-001, 2.5361521E+000, 1.0000000E+000, 2.0000000E-002,-2.2978059E-001, 2.5361523E+000, 1.0000000E+000, 2.0000000E-002,-2.2978058E-001, 2.5361524E+000, 1.0000000E+000, 2.0000000E-002,-2.2978055E-001, 2.5361525E+000, 1.0000000E+000, 2.0000000E-002, 1.4050562E-002, 1.3127676E+000, 1.0000000E+000, 2.0000000E-002, 1.4050549E-002, 1.3127685E+000, 1.0000000E+000, 2.0000000E-002, 1.4050546E-002, 1.3127683E+000, 1.0000000E+000, 2.0000000E-002, 1.4050537E-002, 1.3127682E+000, 1.0000000E+000, 2.0000000E-002, 1.4050543E-002, 1.3127680E+000, 1.0000000E+000
 2.9655172E-002,-2.0567188E-001, 2.7084156E+000, 1.0000000E+000, 2.9655172E-002,-2.0567193E-001, 2.7084153E+000, 1.0000000E+000, 2.9655172E-002,-2.0567195E-001, 2.7084155E+000, 1.0000000E+000, 2.9655172E-002,-2.0567194E-001, 2.7084156E+000, 1.0000000E+000, 2.9655172E-002,-2.0567191E-001, 2.7084157E+000, 1.0000000E+000, 2.9655172E-002, 1.7756637E-002, 1.5164935E+000, 1.0000000E+000, 2.9655172E-002, 1.7756624E-002, 1.5164946E+000, 1.0000000E+000, 2.9655172E-002, 1.7756621E-002, 1.5164945E+000, 1.0000000E+000, 2.9655172E-002, 1.7756613E-002, 1.5164943E+000, 1.0000000E+000, 2.9655172E-002, 1.7756620E-002, 1.5164940E+000, 1.0000000E+000
 3.9310345E-002,-1.8240545E-001, 2.8642561E+000, 1.0000000E+000, 3.9310345E-002,-1.8240549E-001, 2.8642557E+000, 1.0000000E+000, 3.9310345E-002,-1.8240550E-001, 2.8642559E+000, 1.0000000E+000, 3.9310345E-002,-1.8240550E-001, 2.8642560E+000, 1.0000000E+000, 3.9310345E-002,-1.8240548E-001, 2.8642561E+000, 1.0000000E+000, 3.9310345E-002, 2.2423563E-002, 1.7393611E+000, 1.0000000E+000, 3.9310345E-002, 2.2423551E-002, 1.7393624E+000, 1.0000000E+000, 3.9310345E-002, 2.2423547E-002, 1.7393624E+000, 1.0000000E+000, 3.9310345E-002, 2.2423539E-002, 1.7393623E+000, 1.0000000E+000, 3.9310345E-002, 2.2423546E-002, 1.7393619E+000, 1.0000000E+000
 4.8965517E-002,-1.6510775E-001, 2.9695737E+000, 1.0000000E+000, 4.8965517E-002,-1.6510779E-001, 2.9695734E+000, 1.0000000E+000, 4.8965517E-002,-1.6510779E-001, 2.9695736E+000, 1.0000000E+000, 4.8965517E-002,-1.6510780E-001, 2.9695737E+000, 1.0000000E+000, 4.8965517E-002,-1.6510778E-001, 2.9695737E+000, 1.0000000E+000, 4.8965517E-002, 2.6918447E-002, 1.9252419E+000, 1.0000000E+000, 4.8965517E-002, 2.6918433E-002, 1.9252434E+000, 1.0000000E+000, 4.8965517E-002, 2.6918430E-002, 1.9252435E+000, 1.0000000E+000, 4.8965517E-002, 2.6918421E-002, 1.9252434E+000, 1.0000000E+000, 4.8965517E-002, 2.6918428E-002, 1.9252430E+000, 1.0000000E+000
 5.8620690E-002,-1.5149164E-001, 3.0422949E+000, 1.0000000E+000, 5.8620690E-002,-1.5149168E-001, 3.0422946E+000, 1.0000000E+000, 5.8620690E-002,-1.5149168E-001, 3.0422949E+000, 1.0000000E+000, 5.8620690E-002,-1.5149169E-001, 3.0422949E+000, 1.0000000E+000, 5.8620690E-002,-1.5149167E-001, 3.0422949E+000, 1.0000000E+000, 5.8620690E-002, 3.1349047E-002, 2.0843551E+000, 1.0000000E+000, 5.8620690E-002, 3.1349032E-002, 2.0843566E+000, 1.0000000E+000, 5.8620690E-002, 3.1349028E-002, 2.0843568E+000, 1.0000000E+000, 5.8620690E-002, 3.1349019E-002, 2.0843568E+000, 1.0000000E+000, 5.8620690E-002, 3.1349026E-002, 2.0843563E+000, 1.0000000E+000
 6.8275862E-002,-1.4036392E-001, 3.0928832E+000, 1.0000000E+000, 6.8275862E-002,-1.4036395E-001, 3.0928828E+000, 1.0000000E+000, 6.8275862E-002,-1.4036395E-001, 3.0928832E+000, 1.0000000E+000, 6.8275862E-002,-1.4036396E-001, 3.0928831E+000, 1.0000000E+000, 6.8275862E-002,-1.4036395E-001, 3.0928832E+000, 1.0000000E+000, 6.8275862E-002, 3.5831775E-002, 2.2263538E+000, 1.0000000E+000, 6.8275862E-002, 3.5831759E-002, 2.2263553E+000, 1.0000000E+000, 6.8275862E-002, 3.5831754E-002, 2.2263556E+000, 1.0000000E+000, 6.8275862E-002, 3.5831744E-002, 2.2263556E+000, 1.0000000E+000, 6.8275862E-002, 3.5831750E-002, 2.2263552E+000, 1.0000000E+000
 7.7931034E-002,-1.3094972E-001, 3.1269632E+000, 1.0000000E+000, 7.7931034E-002,-1.3094975E-001, 3.1269628E+000, 1.0000000E+000, 7.7931034E-002,-1.3094976E-001, 3.1269631E+000, 1.0000000E+000, 7.7931034E-002,-1.3094977E-001, 3.1269631E+000, 1.0000000E+000, 7.7931034E-002,-1.3094976E-001, 3.1269632E+000, 1.0000000E+000, 7.7931034E-002, 4.0418919E-002, 2.3583204E+000, 1.0000000E+000, 7.7931034E-002, 4.0418901E-002, 2.3583220E+000, 1.0000000E+000, 7.7931034E-002, 4.0418894E-002, 2.3583222E+000, 1.0000000E+000, 7.7931034E-002, 4.0418883E-002, 2.3583223E+000, 1.0000000E+000, 7.7931034E-002, 4.0418888E-002, 2.3583219E+000, 1.0000000E+000
 8.7586207E-002,-1.2265695E-001, 3.1464897E+000, 1.0000000E+000, 8.7586207E-002,-1.2265698E-001, 3.1464893E+000, 1.0000000E+000, 8.7586207E-002,-1.2265699E-001, 3.1464896E+000, 1.0000000E+000, 8.7586207E-002,-1.2265700E-001, 3.1464896E+000, 1.0000000E+000, 8.7586207E-002,-1.2265699E-001, 3.1464896E+000, 1.0000000E+000, 8.7586207E-002, 4.5096305E-002, 2.4816491E+000, 1.0000000E+000, 8.7586207E-002, 4.5096284E-002, 2.4816506E+000, 1.0000000E+000, 8.7586207E-002, 4.5096276E-002, 2.4816508E+000, 1.0000000E+000, 8.7586207E-002, 4.5096263E-002, 2.4816510E+000, 1.0000000E+000, 8.7586207E-002, 4.5096270E-002, 2.4816506E+000, 1.0000000E+000
 9.7241379E-002,-1.1693386E-001, 3.1521173E+000, 1.0000000E+000, 9.7241379E-002,-1.1693389E-001, 3.1521168E+000, 1.0000000E+000, 9.7241379E-002,-1.1693389E-001, 3.1521172E+000, 1.0000000E+000, 9.7241379E-002,-1.1693391E-001, 3.1521171E+000, 1.0000000E+000, 9.7241379E-002,-1.1693390E-001, 3.1521171E+000, 1.0000000E+000, 9.7241379E-002, 4.8652959E-002, 2.5672890E+000, 1.0000000E+000, 9.7241379E-002, 4.8652936E-002, 2.5672905E+000, 1.0000000E+000, 9.7241379E-002, 4.8652926E-002, 2.5672908E+000, 1.0000000E+000, 9.7241379E-002, 4.8652913E-002, 2.5672910E+000, 1.0000000E+000, 9.7241379E-002, 4.8652920E-002, 2.5672906E+000, 1.0000000E+000
