s,kW,kW
 1.3401807E+002, 4.5019193E+000, 3.1319878E+001
 1.3504492E+002, 4.5026321E+000, 3.1362987E+001
 1.3605984E+002, 4.5032938E+000, 3.1411217E+001
 1.3701252E+002, 4.5028176E+000, 3.1400785E+001
 1.3800672E+002, 4.5021363E+000, 3.1363695E+001
 1.3903356E+002, 4.5024828E+000, 3.1296041E+001
 1.4007921E+002, 4.5030389E+000, 3.1235970E+001
 1.4103773E+002, 4.5025576E+000, 3.1182251E+001
 1.4208339E+002, 4.5009138E+000, 3.1152715E+001
 1.4304191E+002, 4.4999999E+000, 3.1188018E+001
 1.4401411E+002, 4.5004267E+000, 3.1272669E+001
 1.4501814E+002, 4.5013208E+000, 3.1317370E+001
 1.4602985E+002, 4.5021327E+000, 3.1333099E+001
 1.4704155E+002, 4.5028887E+000, 3.1339921E+001
 1.4805326E+002, 4.5038575E+000, 3.1373448E+001
 1.4906496E+002, 4.5041396E+000, 3.1393274E+001
 1.5007666E+002, 4.5042101E+000, 3.1352805E+001
 1.5100406E+002, 4.5043694E+000, 3.1280587E+001
 1.5206635E+002, 4.5041275E+000, 3.1272651E+001
 1.5304939E+002, 4.5039049E+000, 3.1300512E+001
 1.5405358E+002, 4.5051599E+000, 3.1336886E+001
 1.5506817E+002, 4.5056209E+000, 3.1357414E+001
 1.5601319E+002, 4.5047133E+000, 3.1329440E+001
 1.5701708E+002, 4.5043396E+000, 3.1273135E+001
 1.5800465E+002, 4.5049372E+000, 3.1243406E+001
 1.5906820E+002, 4.5051582E+000, 3.1178518E+001
 1.6004312E+002, 4.5041106E+000, 3.1181698E+001
 1.6101804E+002, 4.5043906E+000, 3.1231287E+001
 1.6208159E+002, 4.5064619E+000, 3.1280122E+001
 1.6302404E+002, 4.5076225E+000, 3.1280959E+001
 1.6401215E+002, 4.5061844E+000, 3.1254387E+001
 1.6505628E+002, 4.5060168E+000, 3.1256993E+001
 1.6605295E+002, 4.5077934E+000, 3.1257517E+001
 1.6706592E+002, 4.5084740E+000, 3.1272590E+001
 1.6807890E+002, 4.5072870E+000, 3.1293322E+001
 1.6900747E+002, 4.5055375E+000, 3.1322981E+001
 1.7002045E+002, 4.5048554E+000, 3.1334190E+001
 1.7103343E+002, 4.5053522E+000, 3.1338994E+001
 1.7202952E+002, 4.5062514E+000, 3.1335673E+001
 1.7304277E+002, 4.5058277E+000, 3.1328478E+001
 1.7402474E+002, 4.5040051E+000, 3.1330017E+001
 1.7506169E+002, 4.5039349E+000, 3.1327180E+001
 1.7601223E+002, 4.5043894E+000, 3.1313517E+001
 1.7703933E+002, 4.5043495E+000, 3.1323070E+001
 1.7804288E+002, 4.5045090E+000, 3.1302855E+001
 1.7907152E+002, 4.5049818E+000, 3.1301306E+001
 1.8008343E+002, 4.5054600E+000, 3.1337091E+001
 1.8104178E+002, 4.5050213E+000, 3.1355396E+001
 1.8204015E+002, 4.5055871E+000, 3.1341003E+001
 1.8300441E+002, 4.5070033E+000, 3.1291774E+001
 1.8401263E+002, 4.5073963E+000, 3.1223347E+001
 1.8506055E+002, 4.5065411E+000, 3.1240162E+001
 1.8602114E+002, 4.5058520E+000, 3.1297963E+001
 1.8706906E+002, 4.5071518E+000, 3.1339466E+001
 1.8802846E+002, 4.5081939E+000, 3.1339107E+001
 1.8906551E+002, 4.5078453E+000, 3.1311624E+001
 1.9004276E+002, 4.5072935E+000, 3.1310664E+001
 1.9106806E+002, 4.5069036E+000, 3.1309438E+001
 1.9205191E+002, 4.5068259E+000, 3.1297969E+001
 1.9301770E+002, 4.5077545E+000, 3.1296537E+001
 1.9401569E+002, 4.5088469E+000, 3.1272947E+001
 1.9506289E+002, 4.5070201E+000, 3.1249580E+001
 1.9602283E+002, 4.5049722E+000, 3.1280500E+001
 1.9707003E+002, 4.5057865E+000, 3.1310237E+001
 1.9802997E+002, 4.5078233E+000, 3.1313170E+001
 1.9904533E+002, 4.5086849E+000, 3.1328680E+001
 2.0004946E+002, 4.5082568E+000, 3.1326511E+001
 2.0106127E+002, 4.5070322E+000, 3.1322547E+001
 2.0206317E+002, 4.5066040E+000, 3.1392662E+001
 2.0304285E+002, 4.5065174E+000, 3.1433323E+001
 2.0402253E+002, 4.5057533E+000, 3.1436524E+001
 2.0508385E+002, 4.5051918E+000, 3.1398031E+001
 2.0600773E+002, 4.5056647E+000, 3.1402777E+001
 2.0707208E+002, 4.5065910E+000, 3.1403610E+001
 2.0804773E+002, 4.5075559E+000, 3.1394769E+001
 2.0902339E+002, 4.5077128E+000, 3.1327503E+001
 2.1008774E+002, 4.5076360E+000, 3.1276057E+001
 2.1106340E+002, 4.5073540E+000, 3.1264417E+001
 2.1207369E+002, 4.5066915E+000, 3.1265478E+001
 2.1302625E+002, 4.5064449E+000, 3.1292562E+001
 2.1406540E+002, 4.5074649E+000, 3.1305711E+001
 2.1501796E+002, 4.5082165E+000, 3.1315115E+001
 2.1608309E+002, 4.5085007E+000, 3.1300232E+001
 2.1703733E+002, 4.5083545E+000, 3.1259464E+001
 2.1805563E+002, 4.5074609E+000, 3.1242659E+001
 2.1904846E+002, 4.5066519E+000, 3.1243825E+001
 2.2001984E+002, 4.5073204E+000, 3.1267634E+001
 2.2100698E+002, 4.5084748E+000, 3.1272867E+001
 2.2205171E+002, 4.5080357E+000, 3.1290809E+001
 2.2304708E+002, 4.5071727E+000, 3.1350762E+001
 2.2404245E+002, 4.5077413E+000, 3.1387809E+001
 2.2503781E+002, 4.5079933E+000, 3.1365490E+001
 2.2603318E+002, 4.5092576E+000, 3.1299878E+001
 2.2702855E+002, 4.5107774E+000, 3.1233343E+001
 2.2802392E+002, 4.5110554E+000, 3.1257876E+001
 2.2901929E+002, 4.5099994E+000, 3.1312276E+001
 2.3004047E+002, 4.5078852E+000, 3.1317194E+001
 2.3102357E+002, 4.5074785E+000, 3.1277558E+001
 2.3206923E+002, 4.5087791E+000, 3.1297650E+001
 2.3300874E+002, 4.5081250E+000, 3.1348428E+001
 2.3403056E+002, 4.5057294E+000, 3.1346914E+001
 2.3506024E+002, 4.5052937E+000, 3.1324318E+001
 2.3608049E+002, 4.5065388E+000, 3.1309566E+001
 2.3701967E+002, 4.5071453E+000, 3.1307122E+001
 2.3801829E+002, 4.5062958E+000, 3.1348726E+001
 2.3901692E+002, 4.5060852E+000, 3.1340451E+001
 2.4001554E+002, 4.5069029E+000, 3.1281957E+001
 2.4101416E+002, 4.5077779E+000, 3.1269894E+001
 2.4201279E+002, 4.5077102E+000, 3.1262025E+001
 2.4301141E+002, 4.5071682E+000, 3.1248665E+001
 2.4401003E+002, 4.5073041E+000, 3.1255967E+001
 2.4501698E+002, 4.5073853E+000, 3.1306644E+001
 2.4602392E+002, 4.5068802E+000, 3.1332670E+001
 2.4705286E+002, 4.5081138E+000, 3.1330295E+001
 2.4800588E+002, 4.5098278E+000, 3.1299159E+001
 2.4903702E+002, 4.5096834E+000, 3.1275106E+001
 2.5006815E+002, 4.5081119E+000, 3.1315497E+001
 2.5101336E+002, 4.5079427E+000, 3.1325597E+001
 2.5204450E+002, 4.5086248E+000, 3.1365674E+001
 2.5300821E+002, 4.5088892E+000, 3.1381511E+001
 2.5400174E+002, 4.5087890E+000, 3.1348375E+001
 2.5502053E+002, 4.5085675E+000, 3.1349132E+001
 2.5603933E+002, 4.5082409E+000, 3.1375970E+001
 2.5705812E+002, 4.5077266E+000, 3.1373139E+001
 2.5807412E+002, 4.5074663E+000, 3.1351869E+001
 2.5908765E+002, 4.5072741E+000, 3.1335128E+001
 2.6000149E+002, 4.5077439E+000, 3.1374176E+001
 2.6100672E+002, 4.5079876E+000, 3.1383298E+001
 2.6203990E+002, 4.5094124E+000, 3.1332369E+001
 2.6305814E+002, 4.5102601E+000, 3.1335564E+001
 2.6400042E+002, 4.5088434E+000, 3.1395430E+001
 2.6501034E+002, 4.5074579E+000, 3.1415028E+001
 2.6608136E+002, 4.5066755E+000, 3.1380896E+001
 2.6708149E+002, 4.5067270E+000, 3.1325422E+001
 2.6801382E+002, 4.5082608E+000, 3.1302613E+001
 2.6903938E+002, 4.5101872E+000, 3.1314595E+001
 2.7004887E+002, 4.5109333E+000, 3.1312245E+001
 2.7107033E+002, 4.5102390E+000, 3.1310710E+001
 2.7204831E+002, 4.5091096E+000, 3.1292998E+001
 2.7306845E+002, 4.5081930E+000, 3.1261830E+001
 2.7408858E+002, 4.5073049E+000, 3.1269124E+001
 2.7500353E+002, 4.5066093E+000, 3.1266873E+001
 2.7600166E+002, 4.5062727E+000, 3.1266366E+001
 2.7708297E+002, 4.5070969E+000, 3.1281479E+001
 2.7808109E+002, 4.5078784E+000, 3.1276757E+001
 2.7907922E+002, 4.5075870E+000, 3.1247998E+001
 2.8000805E+002, 4.5069619E+000, 3.1230354E+001
 2.8107880E+002, 4.5069821E+000, 3.1244004E+001
 2.8206781E+002, 4.5070245E+000, 3.1267163E+001
 2.8305683E+002, 4.5067401E+000, 3.1274177E+001
 2.8404584E+002, 4.5076552E+000, 3.1298096E+001
 2.8503485E+002, 4.5088132E+000, 3.1303386E+001
 2.8602645E+002, 4.5086282E+000, 3.1294200E+001
 2.8706917E+002, 4.5069005E+000, 3.1220583E+001
 2.8802500E+002, 4.5062404E+000, 3.1180779E+001
 2.8906772E+002, 4.5078360E+000, 3.1223549E+001
 2.9001179E+002, 4.5087271E+000, 3.1286751E+001
 2.9100011E+002, 4.5080985E+000, 3.1349845E+001
 2.9204925E+002, 4.5074402E+000, 3.1345886E+001
 2.9305277E+002, 4.5068476E+000, 3.1269614E+001
 2.9405629E+002, 4.5073505E+000, 3.1203370E+001
 2.9500964E+002, 4.5084873E+000, 3.1204460E+001
 2.9606736E+002, 4.5095662E+000, 3.1246198E+001
 2.9704700E+002, 4.5089932E+000, 3.1298159E+001
 2.9807345E+002, 4.5082930E+000, 3.1319063E+001
 2.9902810E+002, 4.5087568E+000, 3.1273635E+001
 3.0008222E+002, 4.5106842E+000, 3.1318810E+001
 3.0102054E+002, 4.5122753E+000, 3.1344926E+001
 3.0204417E+002, 4.5119721E+000, 3.1336643E+001
 3.0307814E+002, 4.5104433E+000, 3.1362258E+001
 3.0407730E+002, 4.5091393E+000, 3.1386533E+001
 3.0506605E+002, 4.5083485E+000, 3.1390090E+001
 3.0604378E+002, 4.5090078E+000, 3.1385761E+001
 3.0702956E+002, 4.5103360E+000, 3.1356018E+001
 3.0807054E+002, 4.5100776E+000, 3.1332965E+001
 3.0902478E+002, 4.5086163E+000, 3.1327472E+001
 3.1006576E+002, 4.5075638E+000, 3.1320035E+001
 3.1102000E+002, 4.5071219E+000, 3.1293170E+001
 3.1206098E+002, 4.5072242E+000, 3.1292907E+001
 3.1301522E+002, 4.5073441E+000, 3.1352017E+001
 3.1406055E+002, 4.5073113E+000, 3.1407931E+001
 3.1501133E+002, 4.5074681E+000, 3.1409623E+001
 3.1605403E+002, 4.5089209E+000, 3.1354445E+001
 3.1700984E+002, 4.5103569E+000, 3.1324685E+001
 3.1805254E+002, 4.5115401E+000, 3.1299486E+001
 3.1900835E+002, 4.5113631E+000, 3.1271542E+001
 3.2005105E+002, 4.5094918E+000, 3.1244336E+001
 3.2107847E+002, 4.5085540E+000, 3.1275925E+001
 3.2208161E+002, 4.5098966E+000, 3.1355650E+001
 3.2302512E+002, 4.5104013E+000, 3.1344790E+001
 3.2402485E+002, 4.5084661E+000, 3.1315581E+001
 3.2504484E+002, 4.5072233E+000, 3.1318215E+001
 3.2606707E+002, 4.5086846E+000, 3.1314976E+001
 3.2708077E+002, 4.5101846E+000, 3.1289754E+001
 3.2806856E+002, 4.5103079E+000, 3.1266856E+001
 3.2905374E+002, 4.5106408E+000, 3.1269728E+001
 3.3003084E+002, 4.5111127E+000, 3.1301510E+001
 3.3100795E+002, 4.5100054E+000, 3.1329538E+001
 3.3207388E+002, 4.5090976E+000, 3.1338770E+001
 3.3305098E+002, 4.5098727E+000, 3.1345380E+001
 3.3402809E+002, 4.5111956E+000, 3.1330434E+001
 3.3500519E+002, 4.5101605E+000, 3.1296672E+001
 3.3601980E+002, 4.5089438E+000, 3.1252088E+001
 3.3702002E+002, 4.5099303E+000, 3.1236946E+001
 3.3807697E+002, 4.5116357E+000, 3.1277596E+001
 3.3906646E+002, 4.5111085E+000, 3.1359515E+001
 3.4002694E+002, 4.5094565E+000, 3.1376478E+001
 3.4103196E+002, 4.5091712E+000, 3.1379808E+001
 3.4205178E+002, 4.5093738E+000, 3.1369240E+001
 3.4308874E+002, 4.5098104E+000, 3.1345677E+001
 3.4406728E+002, 4.5104260E+000, 3.1307779E+001
 3.4508168E+002, 4.5122064E+000, 3.1245059E+001
 3.4601154E+002, 4.5138107E+000, 3.1208682E+001
 3.4703439E+002, 4.5127913E+000, 3.1264932E+001
 3.4802271E+002, 4.5098808E+000, 3.1318757E+001
 3.4901103E+002, 4.5080847E+000, 3.1334504E+001
 3.5008170E+002, 4.5083575E+000, 3.1331951E+001
 3.5108649E+002, 4.5085024E+000, 3.1324656E+001
 3.5208305E+002, 4.5077479E+000, 3.1284400E+001
 3.5301906E+002, 4.5074183E+000, 3.1248529E+001
 3.5407315E+002, 4.5084894E+000, 3.1231513E+001
 3.5502286E+002, 4.5094582E+000, 3.1286498E+001
 3.5603774E+002, 4.5092305E+000, 3.1345022E+001
 3.5705824E+002, 4.5094881E+000, 3.1360787E+001
 3.5807874E+002, 4.5104392E+000, 3.1324813E+001
 3.5901419E+002, 4.5095377E+000, 3.1309627E+001
 3.6002618E+002, 4.5080907E+000, 3.1309907E+001
 3.6105518E+002, 4.5081077E+000, 3.1303555E+001
 3.6202208E+002, 4.5094675E+000, 3.1254716E+001
 3.6302874E+002, 4.5102234E+000, 3.1210380E+001
 3.6406286E+002, 4.5108549E+000, 3.1234497E+001
 3.6505870E+002, 4.5110449E+000, 3.1320815E+001
 3.6604041E+002, 4.5108390E+000, 3.1370880E+001
 3.6700283E+002, 4.5099430E+000, 3.1360617E+001
 3.6802299E+002, 4.5088211E+000, 3.1310680E+001
 3.6902744E+002, 4.5089893E+000, 3.1298674E+001
 3.7001733E+002, 4.5098601E+000, 3.1281205E+001
 3.7100722E+002, 4.5097074E+000, 3.1270071E+001
 3.7208786E+002, 4.5092679E+000, 3.1270159E+001
 3.7308600E+002, 4.5085703E+000, 3.1299303E+001
 3.7408414E+002, 4.5074698E+000, 3.1356404E+001
 3.7508229E+002, 4.5071023E+000, 3.1374086E+001
 3.7608043E+002, 4.5084577E+000, 3.1322611E+001
 3.7707857E+002, 4.5101944E+000, 3.1293857E+001
 3.7807671E+002, 4.5096495E+000, 3.1285925E+001
 3.7907486E+002, 4.5075791E+000, 3.1314301E+001
 3.8007300E+002, 4.5066100E+000, 3.1371125E+001
 3.8102424E+002, 4.5078085E+000, 3.1404862E+001
 3.8207538E+002, 4.5100893E+000, 3.1429326E+001
 3.8300300E+002, 4.5106740E+000, 3.1431795E+001
 3.8402338E+002, 4.5101100E+000, 3.1419547E+001
 3.8504376E+002, 4.5102729E+000, 3.1379033E+001
 3.8606414E+002, 4.5106811E+000, 3.1335866E+001
 3.8708452E+002, 4.5094052E+000, 3.1278495E+001
 3.8804537E+002, 4.5069476E+000, 3.1261268E+001
 3.8907426E+002, 4.5063742E+000, 3.1302660E+001
 3.9000960E+002, 4.5075792E+000, 3.1340151E+001
 3.9102714E+002, 4.5095833E+000, 3.1340021E+001
 3.9203810E+002, 4.5106681E+000, 3.1370617E+001
 3.9303262E+002, 4.5098146E+000, 3.1376968E+001
 3.9402715E+002, 4.5096393E+000, 3.1351833E+001
 3.9505825E+002, 4.5101719E+000, 3.1311598E+001
 3.9601399E+002, 4.5101434E+000, 3.1285658E+001
 3.9704142E+002, 4.5086624E+000, 3.1264867E+001
 3.9800512E+002, 4.5084043E+000, 3.1267149E+001
 3.9905644E+002, 4.5097182E+000, 3.1291863E+001
 4.0003515E+002, 4.5106344E+000, 3.1317008E+001
 4.0103896E+002, 4.5101084E+000, 3.1348597E+001
 4.0206404E+002, 4.5093840E+000, 3.1317239E+001
 4.0303589E+002, 4.5093585E+000, 3.1256890E+001
 4.0404987E+002, 4.5094445E+000, 3.1237515E+001
 4.0501801E+002, 4.5091596E+000, 3.1277464E+001
 4.0606506E+002, 4.5086458E+000, 3.1347342E+001
 4.0702485E+002, 4.5080090E+000, 3.1322590E+001
 4.0807190E+002, 4.5084507E+000, 3.1287252E+001
 4.0903170E+002, 4.5090225E+000, 3.1276308E+001
 4.1007875E+002, 4.5094074E+000, 3.1260098E+001
 4.1103854E+002, 4.5086077E+000, 3.1234417E+001
 4.1208559E+002, 4.5082042E+000, 3.1247203E+001
 4.1308901E+002, 4.5080235E+000, 3.1273262E+001
 4.1402945E+002, 4.5074700E+000, 3.1311639E+001
 4.1502743E+002, 4.5068798E+000, 3.1328907E+001
 4.1602541E+002, 4.5070529E+000, 3.1327098E+001
 4.1705666E+002, 4.5069021E+000, 3.1296277E+001
 4.1806296E+002, 4.5075043E+000, 3.1258254E+001
 4.1906925E+002, 4.5080152E+000, 3.1242272E+001
 4.2002011E+002, 4.5081793E+000, 3.1211363E+001
 4.2100701E+002, 4.5074793E+000, 3.1234922E+001
 4.2207615E+002, 4.5074710E+000, 3.1289621E+001
 4.2306957E+002, 4.5085590E+000, 3.1343182E+001
 4.2406093E+002, 4.5086712E+000, 3.1353837E+001
 4.2501099E+002, 4.5083946E+000, 3.1337415E+001
 4.2601062E+002, 4.5088126E+000, 3.1328234E+001
 4.2701024E+002, 4.5097758E+000, 3.1340074E+001
 4.2800987E+002, 4.5098943E+000, 3.1339058E+001
 4.2900949E+002, 4.5083467E+000, 3.1312157E+001
 4.3005256E+002, 4.5074323E+000, 3.1308054E+001
 4.3107958E+002, 4.5084847E+000, 3.1279903E+001
 4.3205044E+002, 4.5099180E+000, 3.1327790E+001
 4.3302130E+002, 4.5103830E+000, 3.1341502E+001
 4.3406225E+002, 4.5099463E+000, 3.1346392E+001
 4.3507571E+002, 4.5089813E+000, 3.1349811E+001
 4.3603375E+002, 4.5072684E+000, 3.1363162E+001
 4.3707889E+002, 4.5060563E+000, 3.1384113E+001
 4.3803693E+002, 4.5073514E+000, 3.1386348E+001
 4.3908207E+002, 4.5093641E+000, 3.1332545E+001
 4.4004011E+002, 4.5107366E+000, 3.1305618E+001
 4.4107654E+002, 4.5112729E+000, 3.1313976E+001
 4.4201384E+002, 4.5118744E+000, 3.1345609E+001
 4.4307320E+002, 4.5121164E+000, 3.1341042E+001
 4.4408077E+002, 4.5108051E+000, 3.1293034E+001
 4.4507743E+002, 4.5083639E+000, 3.1264133E+001
 4.4606578E+002, 4.5075766E+000, 3.1279268E+001
 4.4707571E+002, 4.5091090E+000, 3.1333457E+001
 4.4803183E+002, 4.5105084E+000, 3.1325131E+001
 4.4907488E+002, 4.5113141E+000, 3.1303543E+001
 4.5003100E+002, 4.5119165E+000, 3.1317192E+001
 4.5105666E+002, 4.5121939E+000, 3.1345831E+001
 4.5207779E+002, 4.5114465E+000, 3.1350277E+001
 4.5307360E+002, 4.5099745E+000, 3.1344869E+001
 4.5404972E+002, 4.5086235E+000, 3.1325980E+001
 4.5507286E+002, 4.5069640E+000, 3.1299674E+001
 4.5600298E+002, 4.5060848E+000, 3.1285591E+001
 4.5705128E+002, 4.5065782E+000, 3.1283028E+001
 4.5808544E+002, 4.5085088E+000, 3.1321582E+001
 4.5908331E+002, 4.5103752E+000, 3.1383566E+001
 4.6001996E+002, 4.5087270E+000, 3.1397318E+001
 4.6100539E+002, 4.5063909E+000, 3.1341968E+001
 4.6208040E+002, 4.5056771E+000, 3.1324058E+001
 4.6306583E+002, 4.5070748E+000, 3.1317558E+001
 4.6405125E+002, 4.5082933E+000, 3.1282088E+001
