s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-9.3115919E-002, 0.0000000E+000, 1.0132500E+005, 8.8318715E-001
 1.1293849E-001,-6.6516774E-002, 2.1126690E-003, 1.0404556E+005, 9.1129807E-001
 2.1175966E-001,-3.8697906E-002, 8.2824310E-003, 1.0780418E+005, 9.8704309E-001
 3.1058084E-001,-2.8950716E-002, 1.2406527E-002, 1.0956366E+005, 1.0417112E+000
 4.0940202E-001,-2.4426466E-002, 1.3368693E-002, 1.1060079E+005, 1.0649307E+000
 5.0656344E-001,-2.3287167E-002, 1.3258845E-002, 1.1139817E+005, 1.0757547E+000
 6.0849941E-001,-2.3747683E-002, 1.5015712E-002, 1.1214904E+005, 1.0838186E+000
 7.0441435E-001,-2.4490384E-002, 1.9094106E-002, 1.1270133E+005, 1.0903668E+000
 8.0805751E-001,-2.6393905E-002, 2.3152904E-002, 1.1301257E+005, 1.1128097E+000
 9.0096371E-001,-2.8992239E-002, 2.3881520E-002, 1.1331929E+005, 1.1544114E+000
 1.0023159E+000,-3.2566074E-002, 2.5419606E-002, 1.1380223E+005, 1.1269635E+000
 1.1033522E+000,-3.5138317E-002, 2.9011967E-002, 1.1435351E+005, 1.0986933E+000
 1.2040726E+000,-3.5030710E-002, 3.0050155E-002, 1.1479040E+005, 1.1132546E+000
 1.3026347E+000,-3.4313431E-002, 2.9732163E-002, 1.1516896E+005, 1.1147851E+000
 1.4055134E+000,-3.4211112E-002, 3.0295275E-002, 1.1551617E+005, 1.1193817E+000
 1.5004784E+000,-3.4370127E-002, 3.1125291E-002, 1.1579888E+005, 1.1257769E+000
 1.6033571E+000,-3.4689832E-002, 3.1760506E-002, 1.1604036E+005, 1.1251013E+000
 1.7062358E+000,-3.4722133E-002, 3.1769941E-002, 1.1627908E+005, 1.1193365E+000
 1.8012007E+000,-3.4371070E-002, 3.1531815E-002, 1.1650626E+005, 1.1245047E+000
 1.9003847E+000,-3.4050827E-002, 3.1498107E-002, 1.1670986E+005, 1.1275839E+000
 2.0052359E+000,-3.3951885E-002, 3.1731985E-002, 1.1689847E+005, 1.0939713E+000
 2.1030969E+000,-3.3633110E-002, 3.1983297E-002, 1.1705063E+005, 1.0573842E+000
 2.2030550E+000,-3.3168081E-002, 3.1920785E-002, 1.1715760E+005, 1.0457167E+000
 2.3030131E+000,-3.2785469E-002, 3.1665452E-002, 1.1724511E+005, 1.0124136E+000
 2.4029712E+000,-3.2707621E-002, 3.1458548E-002, 1.1733091E+005, 9.9389105E-001
 2.5029293E+000,-3.2880164E-002, 3.1571988E-002, 1.1742757E+005, 9.8314126E-001
 2.6028874E+000,-3.2984905E-002, 3.2140130E-002, 1.1750526E+005, 9.9131893E-001
 2.7067364E+000,-3.3074652E-002, 3.2486857E-002, 1.1754786E+005, 1.0043227E+000
 2.8028963E+000,-3.3122671E-002, 3.2400493E-002, 1.1758747E+005, 1.0216674E+000
 2.9059247E+000,-3.3015389E-002, 3.2206159E-002, 1.1763601E+005, 1.0340578E+000
 3.0020846E+000,-3.2886097E-002, 3.2164499E-002, 1.1768410E+005, 1.0362315E+000
 3.1051131E+000,-3.2721892E-002, 3.2095736E-002, 1.1772326E+005, 1.0503346E+000
 3.2012730E+000,-3.2443829E-002, 3.2017797E-002, 1.1775367E+005, 1.0540359E+000
 3.3043015E+000,-3.2176375E-002, 3.2015992E-002, 1.1776358E+005, 1.0644281E+000
 3.4004614E+000,-3.2168528E-002, 3.2134265E-002, 1.1775855E+005, 1.0877709E+000
 3.5034898E+000,-3.2316000E-002, 3.2221499E-002, 1.1775048E+005, 1.0256083E+000
 3.6065183E+000,-3.2376400E-002, 3.2095529E-002, 1.1775101E+005, 1.0011779E+000
 3.7026782E+000,-3.2110624E-002, 3.1690605E-002, 1.1776665E+005, 9.9759090E-001
 3.8057067E+000,-3.1608538E-002, 3.1380082E-002, 1.1777978E+005, 1.0266656E+000
 3.9018666E+000,-3.1482442E-002, 3.1266509E-002, 1.1778225E+005, 1.0571587E+000
 4.0048950E+000,-3.1723907E-002, 3.1435356E-002, 1.1779088E+005, 1.0694390E+000
 4.1052096E+000,-3.1995398E-002, 3.1754302E-002, 1.1779921E+005, 1.0638215E+000
 4.2033129E+000,-3.2077839E-002, 3.1742914E-002, 1.1780859E+005, 1.0522350E+000
 4.3057081E+000,-3.1646703E-002, 3.1513174E-002, 1.1781871E+005, 1.0191167E+000
 4.4009805E+000,-3.1070225E-002, 3.1213871E-002, 1.1780498E+005, 1.0216088E+000
 4.5007915E+000,-3.0783043E-002, 3.0877607E-002, 1.1778339E+005, 1.0372210E+000
 4.6015926E+000,-3.0783820E-002, 3.0639393E-002, 1.1777132E+005, 1.0570922E+000
 4.7041054E+000,-3.1224500E-002, 3.0763006E-002, 1.1778259E+005, 1.0489788E+000
 4.8019110E+000,-3.1570843E-002, 3.1013211E-002, 1.1781062E+005, 1.0275606E+000
 4.9031685E+000,-3.1536055E-002, 3.1117132E-002, 1.1783630E+005, 1.0216025E+000
 5.0044260E+000,-3.1181312E-002, 3.0977919E-002, 1.1784845E+005, 1.0171445E+000
 5.1056835E+000,-3.1074922E-002, 3.0719902E-002, 1.1785419E+005, 1.0314840E+000
 5.2006124E+000,-3.1216169E-002, 3.0451508E-002, 1.1788613E+005, 1.0471684E+000
 5.3044014E+000,-3.1505165E-002, 3.0657425E-002, 1.1793863E+005, 1.0557866E+000
 5.4018618E+000,-3.1649507E-002, 3.0821222E-002, 1.1799246E+005, 1.0738903E+000
 5.5062836E+000,-3.1363631E-002, 3.0602077E-002, 1.1804229E+005, 1.0775439E+000
 5.6056366E+000,-3.1086878E-002, 3.0381253E-002, 1.1808671E+005, 1.0849823E+000
 5.7054340E+000,-3.0968810E-002, 3.0303785E-002, 1.1812712E+005, 1.0744947E+000
 5.8052315E+000,-3.0980880E-002, 3.0292720E-002, 1.1816690E+005, 1.0601908E+000
 5.9050289E+000,-3.0919315E-002, 3.0356425E-002, 1.1820583E+005, 1.0643729E+000
 6.0048264E+000,-3.0493140E-002, 3.0204531E-002, 1.1822592E+005, 1.1264138E+000
 6.1046238E+000,-3.0135782E-002, 2.9850694E-002, 1.1823350E+005, 1.1808124E+000
 6.2044213E+000,-2.9923047E-002, 2.9703191E-002, 1.1824280E+005, 1.0987924E+000
 6.3042187E+000,-2.9990376E-002, 2.9954952E-002, 1.1823874E+005, 1.0639311E+000
 6.4015440E+000,-3.0380230E-002, 3.0135981E-002, 1.1823859E+005, 1.0508224E+000
 6.5037560E+000,-3.0505690E-002, 3.0282148E-002, 1.1825128E+005, 1.0470239E+000
 6.6035585E+000,-3.0754391E-002, 3.0422475E-002, 1.1826558E+005, 1.0106429E+000
 6.7024953E+000,-3.1142941E-002, 3.0473590E-002, 1.1830330E+005, 9.9032630E-001
 6.8049239E+000,-3.1012002E-002, 3.0219687E-002, 1.1836191E+005, 1.0067578E+000
 6.9009507E+000,-3.0458673E-002, 2.9792430E-002, 1.1842040E+005, 1.0362718E+000
 7.0033793E+000,-2.9670361E-002, 2.9389371E-002, 1.1845689E+005, 1.0621148E+000
 7.1005241E+000,-2.9235910E-002, 2.9229695E-002, 1.1846448E+005, 1.0846621E+000
 7.2033832E+000,-2.9296129E-002, 2.9417755E-002, 1.1845481E+005, 1.0997742E+000
 7.3016707E+000,-2.9808143E-002, 2.9855101E-002, 1.1843959E+005, 1.1259510E+000
 7.4022441E+000,-3.0352136E-002, 3.0173753E-002, 1.1843589E+005, 1.1549414E+000
 7.5053318E+000,-3.0435689E-002, 3.0240190E-002, 1.1844541E+005, 1.1311246E+000
 7.6021336E+000,-3.0089329E-002, 3.0271456E-002, 1.1843691E+005, 1.0969747E+000
 7.7058499E+000,-2.9892790E-002, 3.0041572E-002, 1.1841067E+005, 1.0859614E+000
 7.8012325E+000,-2.9991203E-002, 2.9999684E-002, 1.1839801E+005, 1.0754165E+000
 7.9005097E+000,-3.0203647E-002, 3.0280987E-002, 1.1838574E+005, 1.0597189E+000
 8.0053712E+000,-3.0405011E-002, 3.0346211E-002, 1.1837585E+005, 1.0488880E+000
 8.1009254E+000,-3.0471532E-002, 3.0216262E-002, 1.1837803E+005, 1.0494758E+000
 8.2033050E+000,-3.0329379E-002, 2.9926312E-002, 1.1839571E+005, 1.0595699E+000
 8.3056846E+000,-2.9678888E-002, 2.9554593E-002, 1.1840854E+005, 1.0785805E+000
 8.4059969E+000,-2.9193377E-002, 2.9346631E-002, 1.1839427E+005, 1.0763417E+000
 8.5041764E+000,-2.9238777E-002, 2.9350806E-002, 1.1837175E+005, 1.1454661E+000
 8.6023559E+000,-2.9714573E-002, 2.9488317E-002, 1.1836641E+005, 1.1599003E+000
 8.7023762E+000,-3.0288996E-002, 2.9997136E-002, 1.1838244E+005, 1.1587102E+000
 8.8036239E+000,-3.0434316E-002, 3.0454229E-002, 1.1838373E+005, 1.2116829E+000
 8.9048715E+000,-3.0367245E-002, 3.0376278E-002, 1.1836875E+005, 1.2404117E+000
 9.0003273E+000,-3.0205258E-002, 2.9893473E-002, 1.1837157E+005, 1.2409793E+000
 9.1006717E+000,-2.9731396E-002, 2.9473218E-002, 1.1838651E+005, 1.2102884E+000
 9.2003439E+000,-2.9071077E-002, 2.9197000E-002, 1.1838366E+005, 1.1584327E+000
 9.3017036E+000,-2.8733977E-002, 2.9108736E-002, 1.1835061E+005, 1.1933083E+000
 9.4019152E+000,-2.9138660E-002, 2.9176525E-002, 1.1832512E+005, 1.1250280E+000
 9.5043598E+000,-2.9553608E-002, 2.9554422E-002, 1.1832029E+005, 1.0816892E+000
 9.6032098E+000,-2.9494594E-002, 2.9650094E-002, 1.1830685E+005, 1.0988280E+000
 9.7020598E+000,-2.9416874E-002, 2.9543251E-002, 1.1828978E+005, 1.1100721E+000
 9.8009098E+000,-2.9333442E-002, 2.9559825E-002, 1.1827253E+005, 1.1299667E+000
 9.9043024E+000,-2.9187267E-002, 2.9832094E-002, 1.1823348E+005, 1.1462227E+000
 1.0004730E+001,-2.9232617E-002, 2.9944004E-002, 1.1816919E+005, 1.1419863E+000
 1.0105158E+001,-2.9361936E-002, 2.9709262E-002, 1.1812032E+005, 1.1676555E+000
 1.0202041E+001,-2.9570742E-002, 2.9409379E-002, 1.1810685E+005, 1.2065103E+000
 1.0306013E+001,-2.9745196E-002, 2.9287532E-002, 1.1812821E+005, 1.1613491E+000
 1.0403487E+001,-2.9881895E-002, 2.9476235E-002, 1.1815822E+005, 1.0754783E+000
 1.0503418E+001,-2.9875930E-002, 2.9846907E-002, 1.1817040E+005, 1.0677495E+000
 1.0601452E+001,-2.9433459E-002, 2.9659911E-002, 1.1815498E+005, 1.1296934E+000
 1.0704111E+001,-2.8928661E-002, 2.9136872E-002, 1.1813164E+005, 1.1687487E+000
 1.0803545E+001,-2.8778369E-002, 2.8936138E-002, 1.1811506E+005, 1.1735051E+000
 1.0900476E+001,-2.8678927E-002, 2.9153467E-002, 1.1808836E+005, 1.1919950E+000
 1.1001042E+001,-2.8791358E-002, 2.9374394E-002, 1.1804004E+005, 1.2118592E+000
 1.1101002E+001,-2.9059566E-002, 2.9616159E-002, 1.1799148E+005, 1.2253937E+000
 1.1200961E+001,-2.9471123E-002, 2.9975317E-002, 1.1794190E+005, 1.2231035E+000
 1.1300921E+001,-2.9845814E-002, 3.0081686E-002, 1.1790958E+005, 1.1647734E+000
 1.1400881E+001,-3.0085686E-002, 3.0280882E-002, 1.1788840E+005, 1.1445991E+000
 1.1500841E+001,-3.0258314E-002, 3.0262697E-002, 1.1787592E+005, 1.1811777E+000
 1.1600800E+001,-3.0346451E-002, 3.0034426E-002, 1.1788346E+005, 1.2211615E+000
 1.1700760E+001,-3.0319464E-002, 2.9810087E-002, 1.1791515E+005, 1.2383639E+000
 1.1802455E+001,-2.9841870E-002, 2.9576951E-002, 1.1794363E+005, 1.2101840E+000
 1.1903078E+001,-2.9365704E-002, 2.9296243E-002, 1.1795147E+005, 1.1520991E+000
 1.2000000E+001,-2.9371727E-002, 2.9131428E-002, 1.1795712E+005, 1.0834020E+000
