s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-8.2106542E+001, 0.0000000E+000, 1.0132500E+005, 1.1954478E+000
 1.0000000E+002,-6.9402969E+001, 1.4989053E+001, 1.0132776E+005, 1.1947307E+000
 2.0022321E+002,-5.9956042E+001, 3.4579620E+001, 1.0133059E+005, 1.1961611E+000
 3.0022321E+002,-5.5124261E+001, 3.3055027E+001, 1.0133242E+005, 1.1967025E+000
 4.0022321E+002,-5.2971200E+001, 3.0668907E+001, 1.0133417E+005, 1.1965881E+000
 5.0022321E+002,-5.1112946E+001, 2.8557386E+001, 1.0133594E+005, 1.1966044E+000
 6.0000000E+002,-4.9199501E+001, 2.6977895E+001, 1.0133771E+005, 1.1966504E+000
 7.0000000E+002,-4.7955743E+001, 2.5897937E+001, 1.0133946E+005, 1.1967139E+000
 8.0000000E+002,-4.6514786E+001, 2.5099808E+001, 1.0134118E+005, 1.1965958E+000
 9.0000000E+002,-4.5130042E+001, 2.4592249E+001, 1.0134284E+005, 1.1964705E+000
 1.0000000E+003,-4.4149125E+001, 2.4173818E+001, 1.0134445E+005, 1.1963213E+000
 1.1000000E+003,-4.3421473E+001, 2.3778797E+001, 1.0134602E+005, 1.1965861E+000
 1.2000000E+003,-4.2807280E+001, 2.3459408E+001, 1.0134756E+005, 1.1962518E+000
 1.3000000E+003,-4.2311409E+001, 2.3265882E+001, 1.0134908E+005, 1.1963964E+000
 1.4002232E+003,-4.2066793E+001, 2.3357148E+001, 1.0135057E+005, 1.1963958E+000
 1.5002232E+003,-4.2022654E+001, 2.3625207E+001, 1.0135203E+005, 1.1963398E+000
 1.6002232E+003,-4.1853835E+001, 2.4039224E+001, 1.0135346E+005, 1.1966583E+000
 1.7002232E+003,-4.1874573E+001, 2.4303776E+001, 1.0135486E+005, 1.1965653E+000
 1.8002232E+003,-4.1599856E+001, 2.4503644E+001, 1.0135623E+005, 1.1966167E+000
 1.9002232E+003,-4.1263164E+001, 2.4574735E+001, 1.0135756E+005, 1.1964459E+000
 2.0002232E+003,-4.1061318E+001, 2.4721154E+001, 1.0135887E+005, 1.1965383E+000
 2.1002232E+003,-4.0941860E+001, 2.4818888E+001, 1.0136015E+005, 1.1965132E+000
 2.2002232E+003,-4.0653457E+001, 2.5086975E+001, 1.0136141E+005, 1.1966666E+000
 2.3002232E+003,-4.0431436E+001, 2.5150998E+001, 1.0136262E+005, 1.1967315E+000
 2.4002232E+003,-4.0244044E+001, 2.5126278E+001, 1.0136382E+005, 1.1961956E+000
 2.5002232E+003,-3.9981052E+001, 2.5160841E+001, 1.0136500E+005, 1.1963855E+000
 2.6002232E+003,-3.9515489E+001, 2.5286959E+001, 1.0136615E+005, 1.1966126E+000
 2.7002232E+003,-3.9558071E+001, 2.5386989E+001, 1.0136728E+005, 1.1964739E+000
 2.8002232E+003,-3.9401584E+001, 2.5532731E+001, 1.0136838E+005, 1.1965943E+000
 2.9002232E+003,-3.9392402E+001, 2.5706058E+001, 1.0136947E+005, 1.1966298E+000
 3.0002232E+003,-3.9232791E+001, 2.5848739E+001, 1.0137054E+005, 1.1962869E+000
