s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 8.8318715E-001,-2.7677735E+004, 0.0000000E+000
 1.0006583E+001, 1.0148628E+005, 8.7978750E-001,-4.6074909E+004, 6.7504941E+003
 2.0024450E+001, 1.0170852E+005, 9.1949980E-001,-2.7229769E+004, 1.2760388E+004
 3.0029024E+001, 1.0179865E+005, 9.3313044E-001,-1.8842208E+004, 9.9008503E+003
 4.0005542E+001, 1.0185981E+005, 9.4047476E-001,-1.5468198E+004, 9.0598680E+003
 5.0035447E+001, 1.0190771E+005, 9.3144828E-001,-1.4863126E+004, 9.0682545E+003
 6.0025886E+001, 1.0195813E+005, 9.4504086E-001,-1.5429644E+004, 9.1038024E+003
 7.0043611E+001, 1.0201076E+005, 9.4286291E-001,-1.5732413E+004, 9.3709903E+003
 8.0017959E+001, 1.0206456E+005, 9.5185739E-001,-1.5767331E+004, 9.3072419E+003
 9.0033964E+001, 1.0211388E+005, 9.5681857E-001,-1.5258232E+004, 9.5376233E+003
 1.0003993E+002, 1.0216116E+005, 9.5593102E-001,-1.5063332E+004, 9.5535147E+003
 1.1000836E+002, 1.0220621E+005, 9.5442139E-001,-1.4732998E+004, 9.4218673E+003
 1.2001130E+002, 1.0225068E+005, 9.5734545E-001,-1.4671577E+004, 9.1911720E+003
 1.3004816E+002, 1.0229408E+005, 9.5796097E-001,-1.4203854E+004, 9.3038115E+003
 1.4003625E+002, 1.0233484E+005, 9.6198793E-001,-1.4084623E+004, 9.0973825E+003
 1.5000821E+002, 1.0237619E+005, 9.6058249E-001,-1.3964303E+004, 9.0588266E+003
 1.6006132E+002, 1.0241509E+005, 9.5960020E-001,-1.3601819E+004, 9.1734386E+003
 1.7003156E+002, 1.0245083E+005, 9.5709829E-001,-1.3438452E+004, 9.2250922E+003
 1.8003114E+002, 1.0248577E+005, 9.5788742E-001,-1.3507417E+004, 9.3136539E+003
 1.9001063E+002, 1.0251947E+005, 9.5418594E-001,-1.3539098E+004, 9.6123514E+003
 2.0000436E+002, 1.0255238E+005, 9.5697539E-001,-1.3717715E+004, 9.7496068E+003
 2.1002585E+002, 1.0258630E+005, 9.5526434E-001,-1.3801758E+004, 9.8231884E+003
 2.2004985E+002, 1.0261906E+005, 9.5790021E-001,-1.3817296E+004, 9.9423180E+003
 2.3005067E+002, 1.0265036E+005, 9.5788396E-001,-1.3682160E+004, 1.0163499E+004
 2.4003776E+002, 1.0267859E+005, 9.5721871E-001,-1.3448874E+004, 1.0233120E+004
 2.5002405E+002, 1.0270676E+005, 9.5775613E-001,-1.3652770E+004, 1.0142102E+004
 2.6005007E+002, 1.0273607E+005, 9.6287454E-001,-1.3701820E+004, 1.0338524E+004
 2.7001258E+002, 1.0276473E+005, 9.5628651E-001,-1.3765117E+004, 1.0293584E+004
 2.8000856E+002, 1.0279424E+005, 9.5945585E-001,-1.3770830E+004, 1.0279890E+004
 2.9005040E+002, 1.0282374E+005, 9.6162653E-001,-1.3707900E+004, 1.0224712E+004
 3.0005912E+002, 1.0285316E+005, 9.6128461E-001,-1.3646601E+004, 1.0153834E+004
 3.1001591E+002, 1.0288196E+005, 9.6113769E-001,-1.3581677E+004, 1.0246898E+004
 3.2004936E+002, 1.0291004E+005, 9.6259352E-001,-1.3523345E+004, 1.0153605E+004
 3.3000331E+002, 1.0293868E+005, 9.6213443E-001,-1.3433845E+004, 1.0099787E+004
 3.4003190E+002, 1.0296572E+005, 9.6352652E-001,-1.3293469E+004, 1.0194077E+004
 3.5005552E+002, 1.0299262E+005, 9.6373360E-001,-1.3250381E+004, 1.0063253E+004
 3.6005329E+002, 1.0301964E+005, 9.6462350E-001,-1.3245470E+004, 1.0066728E+004
 3.7000408E+002, 1.0304555E+005, 9.6652943E-001,-1.3204487E+004, 1.0221539E+004
 3.8002927E+002, 1.0307130E+005, 9.6702028E-001,-1.3321387E+004, 1.0196265E+004
 3.9003812E+002, 1.0309748E+005, 9.6273239E-001,-1.3188770E+004, 1.0135185E+004
 4.0006037E+002, 1.0312300E+005, 9.5739630E-001,-1.3196876E+004, 1.0150187E+004
 4.1000756E+002, 1.0314921E+005, 9.5991914E-001,-1.3291116E+004, 1.0247198E+004
 4.2002792E+002, 1.0317428E+005, 9.6312313E-001,-1.3176680E+004, 1.0302180E+004
 4.3000231E+002, 1.0319861E+005, 9.5883905E-001,-1.3066274E+004, 1.0361986E+004
 4.4005675E+002, 1.0322156E+005, 9.5812703E-001,-1.3033633E+004, 1.0331941E+004
 4.5000235E+002, 1.0324560E+005, 9.5738882E-001,-1.3258796E+004, 1.0267801E+004
 4.6001678E+002, 1.0327169E+005, 9.5830439E-001,-1.3307847E+004, 1.0313937E+004
 4.7000780E+002, 1.0329642E+005, 9.5848974E-001,-1.3244301E+004, 1.0358843E+004
 4.8005412E+002, 1.0332059E+005, 9.5902375E-001,-1.3173842E+004, 1.0370135E+004
 4.9003856E+002, 1.0334448E+005, 9.5942420E-001,-1.3059212E+004, 1.0308414E+004
 5.0005320E+002, 1.0336847E+005, 9.6018992E-001,-1.3127396E+004, 1.0235366E+004
 5.1005908E+002, 1.0339451E+005, 9.6240745E-001,-1.3296515E+004, 1.0116783E+004
 5.2003807E+002, 1.0342140E+005, 9.6433558E-001,-1.3251538E+004, 1.0164387E+004
 5.3003139E+002, 1.0344560E+005, 9.6448474E-001,-1.3063230E+004, 1.0381459E+004
 5.4005727E+002, 1.0346737E+005, 9.5790513E-001,-1.3114318E+004, 1.0558720E+004
 5.5006570E+002, 1.0348940E+005, 9.5980954E-001,-1.3246151E+004, 1.0646083E+004
 5.6005245E+002, 1.0351170E+005, 9.5978979E-001,-1.3290997E+004, 1.0683856E+004
 5.7001352E+002, 1.0353362E+005, 9.6101776E-001,-1.3275316E+004, 1.0756038E+004
 5.8005219E+002, 1.0355625E+005, 9.6387894E-001,-1.3179025E+004, 1.0446581E+004
 5.9006133E+002, 1.0357978E+005, 9.6370812E-001,-1.3021816E+004, 1.0403970E+004
 6.0000909E+002, 1.0360148E+005, 9.6290385E-001,-1.2888099E+004, 1.0428869E+004
 6.1004912E+002, 1.0362236E+005, 9.6199529E-001,-1.2836821E+004, 1.0496230E+004
 6.2000759E+002, 1.0364290E+005, 9.5852333E-001,-1.2915090E+004, 1.0435144E+004
 6.3003161E+002, 1.0366502E+005, 9.6326284E-001,-1.2970937E+004, 1.0359874E+004
 6.4004033E+002, 1.0368654E+005, 9.6025508E-001,-1.2885772E+004, 1.0417201E+004
 6.5007211E+002, 1.0370892E+005, 9.6247511E-001,-1.2927457E+004, 1.0253071E+004
 6.6004436E+002, 1.0373180E+005, 9.5513930E-001,-1.2885093E+004, 1.0132335E+004
 6.7003452E+002, 1.0375474E+005, 9.5795963E-001,-1.2762072E+004, 1.0227702E+004
