m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 2.0000000E+001,-1.3030371E-003, 7.0262407E+002, 2.9869647E+000, 2.0000000E+001,-1.3006089E-003, 6.8261703E+002, 2.9625576E+000, 2.0000000E+001,-1.3007498E-003, 6.7043871E+002, 2.9076603E+000, 2.0000000E+001,-1.3030725E-003, 6.9060259E+002, 2.9788707E+000, 2.0000000E+001,-1.3051560E-003, 7.0803642E+002, 3.0859246E+000, 2.0000000E+001, 9.3166271E-004, 7.3753971E+002, 4.2956423E+000, 2.0000000E+001, 9.3449431E-004, 7.2654854E+002, 4.2817068E+000, 2.0000000E+001, 9.3247204E-004, 7.2992510E+002, 4.3103705E+000, 2.0000000E+001, 9.2422882E-004, 7.2952477E+002, 4.0585472E+000, 2.0000000E+001, 9.2674891E-004, 7.2760278E+002, 4.0979048E+000
 2.9655172E+001,-1.2886244E-003, 7.2573500E+002, 3.2560723E+000, 2.9655172E+001,-1.2874776E-003, 7.2248848E+002, 3.3434411E+000, 2.9655172E+001,-1.2846293E-003, 7.0981797E+002, 3.1855414E+000, 2.9655172E+001,-1.2877127E-003, 7.0969228E+002, 3.2246825E+000, 2.9655172E+001,-1.2906097E-003, 7.1838112E+002, 3.3880472E+000, 2.9655172E+001, 9.4831403E-004, 7.5677525E+002, 4.4739626E+000, 2.9655172E+001, 9.5498702E-004, 7.5648197E+002, 4.5153997E+000, 2.9655172E+001, 9.5240460E-004, 7.5156331E+002, 4.4977637E+000, 2.9655172E+001, 9.4394927E-004, 7.4827023E+002, 4.3086531E+000, 2.9655172E+001, 9.4806861E-004, 7.5066806E+002, 4.3740032E+000
 3.9310345E+001,-1.2750759E-003, 7.6660785E+002, 3.5890107E+000, 3.9310345E+001,-1.2767503E-003, 7.8309864E+002, 3.8417285E+000, 3.9310345E+001,-1.2737403E-003, 7.7914118E+002, 3.7614002E+000, 3.9310345E+001,-1.2741893E-003, 7.4856180E+002, 3.6215422E+000, 3.9310345E+001,-1.2769608E-003, 7.5098829E+002, 3.7098398E+000, 3.9310345E+001, 9.7491191E-004, 7.8905138E+002, 4.7676972E+000, 3.9310345E+001, 9.8487630E-004, 7.9899642E+002, 4.8546748E+000, 3.9310345E+001, 9.8253917E-004, 7.9429543E+002, 4.8637135E+000, 3.9310345E+001, 9.7370099E-004, 7.8316929E+002, 4.7540805E+000, 3.9310345E+001, 9.7500312E-004, 7.7601736E+002, 4.7043866E+000
 4.8965517E+001,-1.2691751E-003, 8.0546304E+002, 4.1645970E+000, 4.8965517E+001,-1.2726311E-003, 8.3509599E+002, 4.3896930E+000, 4.8965517E+001,-1.2776473E-003, 8.4437086E+002, 4.6237878E+000, 4.8965517E+001,-1.2727182E-003, 8.0759615E+002, 4.2580526E+000, 4.8965517E+001,-1.2715940E-003, 8.0121169E+002, 4.2181007E+000, 4.8965517E+001, 1.0102597E-003, 8.3144256E+002, 5.1913683E+000, 4.8965517E+001, 1.0165164E-003, 8.2784578E+002, 5.2084640E+000, 4.8965517E+001, 1.0150861E-003, 8.3349212E+002, 5.2955869E+000, 4.8965517E+001, 1.0103047E-003, 8.2935162E+002, 5.2481261E+000, 4.8965517E+001, 1.0019225E-003, 7.9936215E+002, 5.0041055E+000
 5.8620690E+001,-1.2721005E-003, 8.4651809E+002, 4.8308947E+000, 5.8620690E+001,-1.2750594E-003, 8.8102059E+002, 5.0231810E+000, 5.8620690E+001,-1.2873559E-003, 8.9912293E+002, 5.3387905E+000, 5.8620690E+001,-1.2809132E-003, 8.6592433E+002, 5.0507985E+000, 5.8620690E+001,-1.2752180E-003, 8.6058688E+002, 4.8809641E+000, 5.8620690E+001, 1.0425311E-003, 8.6706449E+002, 5.6188545E+000, 5.8620690E+001, 1.0501637E-003, 8.7649310E+002, 5.6713323E+000, 5.8620690E+001, 1.0513194E-003, 8.6811817E+002, 5.6317397E+000, 5.8620690E+001, 1.0473431E-003, 8.6199066E+002, 5.6437625E+000, 5.8620690E+001, 1.0346932E-003, 8.2843701E+002, 5.2694497E+000
 6.8275862E+001,-1.2812805E-003, 8.9378534E+002, 5.3997245E+000, 6.8275862E+001,-1.2883528E-003, 9.2125325E+002, 5.7590251E+000, 6.8275862E+001,-1.2991750E-003, 9.3682920E+002, 5.9534448E+000, 6.8275862E+001,-1.2896759E-003, 9.1341855E+002, 5.6087695E+000, 6.8275862E+001,-1.2869146E-003, 9.1276459E+002, 5.5735740E+000, 6.8275862E+001, 1.0722118E-003, 8.9141247E+002, 5.8238875E+000, 6.8275862E+001, 1.0888886E-003, 9.1931261E+002, 6.1934550E+000, 6.8275862E+001, 1.0900467E-003, 9.1357280E+002, 6.0355429E+000, 6.8275862E+001, 1.0841136E-003, 9.1231151E+002, 5.9987110E+000, 6.8275862E+001, 1.0661466E-003, 8.5741896E+002, 5.5137479E+000
 7.7931034E+001,-1.2927904E-003, 9.3492245E+002, 5.9243868E+000, 7.7931034E+001,-1.3073395E-003, 9.6197592E+002, 6.3769789E+000, 7.7931034E+001,-1.3137230E-003, 9.6574141E+002, 6.4491583E+000, 7.7931034E+001,-1.3028883E-003, 9.5473330E+002, 6.1543557E+000, 7.7931034E+001,-1.3024242E-003, 9.5531423E+002, 6.2252313E+000, 7.7931034E+001, 1.1033773E-003, 9.2536451E+002, 6.2021988E+000, 7.7931034E+001, 1.1282303E-003, 9.5786699E+002, 6.4792531E+000, 7.7931034E+001, 1.1280465E-003, 9.5536984E+002, 6.4348668E+000, 7.7931034E+001, 1.1223534E-003, 9.5321752E+002, 6.4748760E+000, 7.7931034E+001, 1.0951228E-003, 8.8837971E+002, 5.8058649E+000
 8.7586207E+001,-1.3076633E-003, 9.7174645E+002, 6.3981185E+000, 8.7586207E+001,-1.3302878E-003, 1.0041554E+003, 6.8611163E+000, 8.7586207E+001,-1.3277469E-003, 1.0016362E+003, 6.7418484E+000, 8.7586207E+001,-1.3194900E-003, 9.9682502E+002, 6.6376362E+000, 8.7586207E+001,-1.3219245E-003, 9.9422884E+002, 6.7491320E+000, 8.7586207E+001, 1.1394616E-003, 9.6289407E+002, 6.4968523E+000, 8.7586207E+001, 1.1625294E-003, 9.8931530E+002, 6.6982776E+000, 8.7586207E+001, 1.1627558E-003, 9.8485681E+002, 6.7548009E+000, 8.7586207E+001, 1.1515273E-003, 9.8272766E+002, 6.7288023E+000, 8.7586207E+001, 1.1262907E-003, 9.2342690E+002, 6.1302477E+000
 9.7241379E+001,-1.3199065E-003, 9.9840642E+002, 6.6919927E+000, 9.7241379E+001,-1.3433298E-003, 1.0306708E+003, 7.1167951E+000, 9.7241379E+001,-1.3392548E-003, 1.0238243E+003, 7.0354123E+000, 9.7241379E+001,-1.3328794E-003, 1.0257263E+003, 7.0206516E+000, 9.7241379E+001,-1.3345126E-003, 1.0182804E+003, 7.0513038E+000, 9.7241379E+001, 1.1667442E-003, 9.8765916E+002, 6.6806505E+000, 9.7241379E+001, 1.1893109E-003, 1.0124576E+003, 6.9325337E+000, 9.7241379E+001, 1.1859212E-003, 1.0043426E+003, 6.9095913E+000, 9.7241379E+001, 1.1711208E-003, 9.9811572E+002, 6.7671653E+000, 9.7241379E+001, 1.1531944E-003, 9.5524670E+002, 6.3660488E+000
 1.0689655E+002,-1.3347621E-003, 1.0263477E+003, 6.9857578E+000, 1.0689655E+002,-1.3585434E-003, 1.0634383E+003, 7.3332440E+000, 1.0689655E+002,-1.3513397E-003, 1.0489303E+003, 7.3485718E+000, 1.0689655E+002,-1.3494721E-003, 1.0536357E+003, 7.2984665E+000, 1.0689655E+002,-1.3467129E-003, 1.0444749E+003, 7.2926330E+000, 1.0689655E+002, 1.2029270E-003, 1.0131308E+003, 6.8391388E+000, 1.0689655E+002, 1.2244806E-003, 1.0502778E+003, 7.2568303E+000, 1.0689655E+002, 1.2198377E-003, 1.0366242E+003, 7.2207765E+000, 1.0689655E+002, 1.2050199E-003, 1.0256651E+003, 6.9776659E+000, 1.0689655E+002, 1.1853943E-003, 9.8941891E+002, 6.6565867E+000
 1.1655172E+002,-1.3461435E-003, 1.0531250E+003, 7.2918041E+000, 1.1655172E+002,-1.3669690E-003, 1.0843191E+003, 7.5708601E+000, 1.1655172E+002,-1.3573063E-003, 1.0684790E+003, 7.4767177E+000, 1.1655172E+002,-1.3580205E-003, 1.0741499E+003, 7.4844147E+000, 1.1655172E+002,-1.3522879E-003, 1.0689869E+003, 7.5103009E+000, 1.1655172E+002, 1.2387023E-003, 1.0441440E+003, 7.1586740E+000, 1.1655172E+002, 1.2524432E-003, 1.0710165E+003, 7.4921895E+000, 1.1655172E+002, 1.2541700E-003, 1.0651538E+003, 7.4938560E+000, 1.1655172E+002, 1.2355925E-003, 1.0400300E+003, 7.0863728E+000, 1.1655172E+002, 1.2169471E-003, 1.0185196E+003, 6.9239502E+000
 1.2620690E+002,-1.3532938E-003, 1.0773031E+003, 7.4618658E+000, 1.2620690E+002,-1.3675909E-003, 1.0972158E+003, 7.6347304E+000, 1.2620690E+002,-1.3529866E-003, 1.0767557E+003, 7.5299270E+000, 1.2620690E+002,-1.3644266E-003, 1.0950301E+003, 7.6349469E+000, 1.2620690E+002,-1.3518534E-003, 1.0857902E+003, 7.6149277E+000, 1.2620690E+002, 1.2696768E-003, 1.0691987E+003, 7.3023509E+000, 1.2620690E+002, 1.2726222E-003, 1.0783231E+003, 7.5091686E+000, 1.2620690E+002, 1.2789368E-003, 1.0794708E+003, 7.5073962E+000, 1.2620690E+002, 1.2632041E-003, 1.0559600E+003, 7.2599906E+000, 1.2620690E+002, 1.2531489E-003, 1.0461176E+003, 7.2039556E+000
 1.3586207E+002,-1.3573739E-003, 1.0938550E+003, 7.5301607E+000, 1.3586207E+002,-1.3609160E-003, 1.1030856E+003, 7.7215706E+000, 1.3586207E+002,-1.3514181E-003, 1.0918603E+003, 7.5782299E+000, 1.3586207E+002,-1.3678212E-003, 1.1117001E+003, 7.7080524E+000, 1.3586207E+002,-1.3474088E-003, 1.0890051E+003, 7.6231149E+000, 1.3586207E+002, 1.2914184E-003, 1.0807253E+003, 7.3913646E+000, 1.3586207E+002, 1.2865279E-003, 1.0845168E+003, 7.5482088E+000, 1.3586207E+002, 1.2935292E-003, 1.0809200E+003, 7.4635626E+000, 1.3586207E+002, 1.2915510E-003, 1.0795328E+003, 7.4572742E+000, 1.3586207E+002, 1.2805424E-003, 1.0649923E+003, 7.4216255E+000
 1.4551724E+002,-1.3539293E-003, 1.1024470E+003, 7.6338797E+000, 1.4551724E+002,-1.3562812E-003, 1.1133738E+003, 7.7758867E+000, 1.4551724E+002,-1.3496399E-003, 1.1047813E+003, 7.6525304E+000, 1.4551724E+002,-1.3623967E-003, 1.1129084E+003, 7.7372722E+000, 1.4551724E+002,-1.3363088E-003, 1.0816823E+003, 7.5175135E+000, 1.4551724E+002, 1.3146377E-003, 1.0971661E+003, 7.5595739E+000, 1.4551724E+002, 1.3045982E-003, 1.0871228E+003, 7.5433827E+000, 1.4551724E+002, 1.3073286E-003, 1.0865139E+003, 7.5415667E+000, 1.4551724E+002, 1.3177505E-003, 1.1040586E+003, 7.6516071E+000, 1.4551724E+002, 1.3000180E-003, 1.0774246E+003, 7.4442146E+000
 1.5517241E+002,-1.3434465E-003, 1.1012493E+003, 7.6183850E+000, 1.5517241E+002,-1.3511666E-003, 1.1156632E+003, 7.8351439E+000, 1.5517241E+002,-1.3418765E-003, 1.1084061E+003, 7.6631137E+000, 1.5517241E+002,-1.3495399E-003, 1.1098159E+003, 7.6959922E+000, 1.5517241E+002,-1.3190183E-003, 1.0700427E+003, 7.4205448E+000, 1.5517241E+002, 1.3365013E-003, 1.1080276E+003, 7.6656339E+000, 1.5517241E+002, 1.3217231E-003, 1.0943478E+003, 7.6602636E+000, 1.5517241E+002, 1.3236630E-003, 1.0898192E+003, 7.5868547E+000, 1.5517241E+002, 1.3385832E-003, 1.1157224E+003, 7.7553629E+000, 1.5517241E+002, 1.3163319E-003, 1.0836805E+003, 7.4599169E+000
 1.6482759E+002,-1.3319153E-003, 1.0987530E+003, 7.5644346E+000, 1.6482759E+002,-1.3452823E-003, 1.1182630E+003, 7.8119127E+000, 1.6482759E+002,-1.3376931E-003, 1.1101196E+003, 7.7174972E+000, 1.6482759E+002,-1.3358765E-003, 1.1073698E+003, 7.7512043E+000, 1.6482759E+002,-1.3039803E-003, 1.0636066E+003, 7.3057613E+000, 1.6482759E+002, 1.3520847E-003, 1.1180216E+003, 7.7325918E+000, 1.6482759E+002, 1.3312410E-003, 1.0976516E+003, 7.7372309E+000, 1.6482759E+002, 1.3328850E-003, 1.0894177E+003, 7.5399234E+000, 1.6482759E+002, 1.3502437E-003, 1.1190260E+003, 7.8115945E+000, 1.6482759E+002, 1.3290029E-003, 1.0883210E+003, 7.4783863E+000
