s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1229154E+000,-3.4398999E+003, 0.0000000E+000
 1.0044643E+001, 1.0133972E+005, 1.1249709E+000,-4.3744138E+003, 1.1043424E+002
 2.0089286E+001, 1.0137955E+005, 1.1359006E+000,-5.7279690E+003, 8.6978776E+002
 3.0133929E+001, 1.0140954E+005, 1.1462475E+000,-3.8665898E+003, 1.1954600E+003
 4.0178571E+001, 1.0142926E+005, 1.1442249E+000,-3.0865680E+003, 8.9256817E+002
 5.0223214E+001, 1.0144518E+005, 1.1510378E+000,-2.6089421E+003, 7.9028500E+002
 6.0037550E+001, 1.0145989E+005, 1.1503965E+000,-2.5526643E+003, 6.1250100E+002
 7.0028832E+001, 1.0147531E+005, 1.1537240E+000,-2.5123545E+003, 5.5640439E+002
 8.0163547E+001, 1.0149048E+005, 1.1523831E+000,-2.4105291E+003, 5.7590972E+002
 9.0127246E+001, 1.0150460E+005, 1.1533953E+000,-2.3441246E+003, 5.9427202E+002
 1.0012753E+002, 1.0151832E+005, 1.1547800E+000,-2.3480085E+003, 6.1242104E+002
 1.1004105E+002, 1.0153191E+005, 1.1526833E+000,-2.3463743E+003, 6.3278857E+002
 1.2014202E+002, 1.0154538E+005, 1.1557918E+000,-2.3321155E+003, 6.4037657E+002
 1.3011019E+002, 1.0155871E+005, 1.1582864E+000,-2.3131543E+003, 6.4414680E+002
 1.4002664E+002, 1.0157178E+005, 1.1558741E+000,-2.2904508E+003, 6.3417124E+002
 1.5013026E+002, 1.0158490E+005, 1.1552633E+000,-2.2740537E+003, 6.2039110E+002
 1.6011103E+002, 1.0159799E+005, 1.1565487E+000,-2.2575201E+003, 6.1496603E+002
 1.7008132E+002, 1.0161096E+005, 1.1577690E+000,-2.2439008E+003, 6.0634552E+002
 1.8005641E+002, 1.0162380E+005, 1.1586021E+000,-2.2287588E+003, 6.1087441E+002
 1.9012892E+002, 1.0163662E+005, 1.1577026E+000,-2.2260999E+003, 6.1381834E+002
 2.0020143E+002, 1.0164945E+005, 1.1568224E+000,-2.2267824E+003, 6.1927447E+002
 2.1017674E+002, 1.0166216E+005, 1.1577978E+000,-2.2235985E+003, 6.2091031E+002
 2.2016219E+002, 1.0167479E+005, 1.1538143E+000,-2.2128238E+003, 6.2047459E+002
 2.3000884E+002, 1.0168726E+005, 1.1557115E+000,-2.2012382E+003, 6.2029147E+002
 2.4003912E+002, 1.0169959E+005, 1.1550985E+000,-2.1987599E+003, 6.4398804E+002
 2.5018285E+002, 1.0171183E+005, 1.1549061E+000,-2.1930427E+003, 6.7815633E+002
 2.6012622E+002, 1.0172379E+005, 1.1568052E+000,-2.1845508E+003, 6.8669186E+002
 2.7018389E+002, 1.0173563E+005, 1.1561726E+000,-2.1802258E+003, 6.8797882E+002
 2.8003203E+002, 1.0174742E+005, 1.1565061E+000,-2.1754480E+003, 6.7323117E+002
 2.9008970E+002, 1.0175931E+005, 1.1562863E+000,-2.1634688E+003, 6.5261526E+002
 3.0014737E+002, 1.0177133E+005, 1.1551385E+000,-2.1502429E+003, 6.4165408E+002
 3.1020503E+002, 1.0178326E+005, 1.1577775E+000,-2.1445346E+003, 6.5787809E+002
 3.2005317E+002, 1.0179489E+005, 1.1618583E+000,-2.1397208E+003, 6.6668165E+002
 3.3005019E+002, 1.0180647E+005, 1.1609032E+000,-2.1384837E+003, 6.5275441E+002
 3.4014419E+002, 1.0181838E+005, 1.1525093E+000,-2.1430417E+003, 6.4095628E+002
 3.5016136E+002, 1.0183027E+005, 1.1534374E+000,-2.1413609E+003, 6.5737371E+002
 3.6011622E+002, 1.0184200E+005, 1.1530599E+000,-2.1474971E+003, 6.6747681E+002
 3.7009150E+002, 1.0185360E+005, 1.1533255E+000,-2.1510332E+003, 6.9312352E+002
 3.8007887E+002, 1.0186506E+005, 1.1557685E+000,-2.1450156E+003, 6.9602138E+002
 3.9015875E+002, 1.0187659E+005, 1.1565877E+000,-2.1458195E+003, 6.9512826E+002
 4.0015575E+002, 1.0188806E+005, 1.1583233E+000,-2.1378611E+003, 6.9951014E+002
 4.1000228E+002, 1.0189940E+005, 1.1592112E+000,-2.1322463E+003, 6.9230852E+002
 4.2004692E+002, 1.0191074E+005, 1.1573807E+000,-2.1217020E+003, 6.8289850E+002
 4.3009156E+002, 1.0192217E+005, 1.1564670E+000,-2.1016965E+003, 6.7184914E+002
 4.4002654E+002, 1.0193342E+005, 1.1524498E+000,-2.0908604E+003, 6.7486430E+002
 4.5004507E+002, 1.0194459E+005, 1.1572042E+000,-2.0833244E+003, 6.7273927E+002
 4.6008971E+002, 1.0195583E+005, 1.1554850E+000,-2.0801814E+003, 6.6731803E+002
 4.7013436E+002, 1.0196711E+005, 1.1559512E+000,-2.0781537E+003, 6.6375833E+002
 4.8017900E+002, 1.0197841E+005, 1.1536690E+000,-2.0761796E+003, 6.5736390E+002
 4.9000043E+002, 1.0198962E+005, 1.1545893E+000,-2.0788211E+003, 6.5118905E+002
 5.0008205E+002, 1.0200089E+005, 1.1555614E+000,-2.0850805E+003, 6.4852259E+002
 5.1016158E+002, 1.0201236E+005, 1.1600191E+000,-2.0846515E+003, 6.5395207E+002
 5.2006751E+002, 1.0202362E+005, 1.1560219E+000,-2.0754336E+003, 6.6182095E+002
 5.3004187E+002, 1.0203472E+005, 1.1570844E+000,-2.0705678E+003, 6.7691254E+002
 5.4008537E+002, 1.0204563E+005, 1.1574003E+000,-2.0646867E+003, 7.0538185E+002
 5.5014866E+002, 1.0205642E+005, 1.1516104E+000,-2.0655485E+003, 7.1525110E+002
 5.6019426E+002, 1.0206718E+005, 1.1552586E+000,-2.0685466E+003, 7.2547042E+002
 5.7014808E+002, 1.0207764E+005, 1.1584491E+000,-2.0585613E+003, 7.5365623E+002
 5.8019272E+002, 1.0208786E+005, 1.1594994E+000,-2.0506142E+003, 7.7024305E+002
 5.9001415E+002, 1.0209787E+005, 1.1590256E+000,-2.0441181E+003, 7.7534825E+002
 6.0005880E+002, 1.0210783E+005, 1.1622172E+000,-2.0389845E+003, 7.6751485E+002
 6.1003470E+002, 1.0211789E+005, 1.1600912E+000,-2.0384260E+003, 7.6161056E+002
 6.2012592E+002, 1.0212804E+005, 1.1587315E+000,-2.0371487E+003, 7.5643844E+002
 6.3005215E+002, 1.0213818E+005, 1.1601686E+000,-2.0324331E+003, 7.5313165E+002
 6.4021777E+002, 1.0214835E+005, 1.1582734E+000,-2.0239720E+003, 7.4782346E+002
 6.5003920E+002, 1.0215850E+005, 1.1582804E+000,-2.0230765E+003, 7.4200658E+002
 6.6003989E+002, 1.0216854E+005, 1.1600871E+000,-2.0294807E+003, 7.5142998E+002
 6.7011296E+002, 1.0217868E+005, 1.1595108E+000,-2.0301892E+003, 7.6238567E+002
 6.8000615E+002, 1.0218870E+005, 1.1589587E+000,-2.0315748E+003, 7.6505548E+002
 6.9011920E+002, 1.0219876E+005, 1.1611256E+000,-2.0329486E+003, 7.5909296E+002
 7.0002428E+002, 1.0220881E+005, 1.1611465E+000,-2.0237144E+003, 7.5752234E+002
 7.1002377E+002, 1.0221870E+005, 1.1605046E+000,-2.0142715E+003, 7.6201042E+002
 7.2002327E+002, 1.0222859E+005, 1.1615827E+000,-2.0100680E+003, 7.6264451E+002
 7.3015877E+002, 1.0223850E+005, 1.1619075E+000,-2.0101359E+003, 7.6772437E+002
 7.4010383E+002, 1.0224837E+005, 1.1625424E+000,-2.0081148E+003, 7.6524222E+002
 7.5001135E+002, 1.0225811E+005, 1.1622384E+000,-2.0043792E+003, 7.7622333E+002
 7.6012529E+002, 1.0226784E+005, 1.1624697E+000,-2.0142455E+003, 7.9630699E+002
 7.7003281E+002, 1.0227753E+005, 1.1579786E+000,-2.0218431E+003, 8.0604241E+002
 7.8004740E+002, 1.0228716E+005, 1.1592390E+000,-2.0269067E+003, 8.0442804E+002
 7.9003719E+002, 1.0229696E+005, 1.1614030E+000,-2.0280440E+003, 7.8730753E+002
 8.0008184E+002, 1.0230676E+005, 1.1617665E+000,-2.0127058E+003, 7.9653670E+002
 8.1014579E+002, 1.0231630E+005, 1.1595947E+000,-1.9960593E+003, 8.1090494E+002
 8.2013352E+002, 1.0232559E+005, 1.1575600E+000,-1.9910274E+003, 8.3185342E+002
 8.3013585E+002, 1.0233473E+005, 1.1588191E+000,-1.9848745E+003, 8.2966134E+002
 8.4009838E+002, 1.0234387E+005, 1.1602961E+000,-1.9847685E+003, 8.2178071E+002
 8.5000862E+002, 1.0235308E+005, 1.1588366E+000,-1.9837292E+003, 8.1264319E+002
