s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-3.4964380E-001, 3.9085034E-001, 1.0132500E+005, 8.8318715E-001
 1.0019892E+001,-3.2259797E-001, 3.6283908E-001, 1.0128244E+005, 8.8292307E-001
 2.0010407E+001,-4.4707968E-001, 4.8606260E-001, 1.0121106E+005, 8.8248009E-001
 3.0007491E+001,-3.1947139E-001, 3.6568041E-001, 1.0115231E+005, 8.8211540E-001
 4.0025827E+001,-3.0998603E-001, 3.4745686E-001, 1.0108571E+005, 8.8311068E-001
 5.0005218E+001,-3.2496202E-001, 3.6291377E-001, 1.0101954E+005, 8.8202420E-001
 6.0025110E+001,-3.3330530E-001, 3.6189724E-001, 1.0095920E+005, 8.8169745E-001
 7.0009721E+001,-3.3412776E-001, 3.5871763E-001, 1.0090154E+005, 8.8460744E-001
 8.0029612E+001,-3.3479544E-001, 3.6265002E-001, 1.0084866E+005, 8.8598589E-001
 9.0014223E+001,-3.4058075E-001, 3.6345892E-001, 1.0079857E+005, 8.8208146E-001
 1.0003411E+002,-3.3796587E-001, 3.5816563E-001, 1.0075012E+005, 8.8192420E-001
 1.1001873E+002,-3.4008632E-001, 3.5431730E-001, 1.0070435E+005, 8.8601906E-001
 1.2000334E+002,-3.4378688E-001, 3.5807607E-001, 1.0066193E+005, 8.8351481E-001
 1.3002323E+002,-3.3972799E-001, 3.5881859E-001, 1.0062243E+005, 8.8232568E-001
 1.4000784E+002,-3.4340243E-001, 3.5847557E-001, 1.0058561E+005, 8.8426331E-001
 1.5002773E+002,-3.4888638E-001, 3.5652080E-001, 1.0055151E+005, 8.8672572E-001
 1.6001234E+002,-3.4403852E-001, 3.5384674E-001, 1.0051959E+005, 8.8197732E-001
 1.7003223E+002,-3.4472465E-001, 3.6177115E-001, 1.0048947E+005, 8.7989065E-001
 1.8001684E+002,-3.4889319E-001, 3.5535128E-001, 1.0046140E+005, 8.8311414E-001
 1.9000145E+002,-3.5026874E-001, 3.5402022E-001, 1.0043542E+005, 8.8206672E-001
 2.0002134E+002,-3.4586229E-001, 3.5373510E-001, 1.0041167E+005, 8.8239251E-001
 2.1000595E+002,-3.4000888E-001, 3.5311360E-001, 1.0038865E+005, 8.8230061E-001
 2.2002585E+002,-3.4124630E-001, 3.5392889E-001, 1.0036760E+005, 8.8417000E-001
 2.3001046E+002,-3.4505600E-001, 3.5790823E-001, 1.0034805E+005, 8.8540778E-001
 2.4003035E+002,-3.4421854E-001, 3.5534752E-001, 1.0033033E+005, 8.8427048E-001
 2.5001496E+002,-3.4821103E-001, 3.5805081E-001, 1.0031423E+005, 8.8183770E-001
 2.6003485E+002,-3.4664576E-001, 3.5333598E-001, 1.0029885E+005, 8.8499165E-001
 2.7001946E+002,-3.4757176E-001, 3.5331884E-001, 1.0028475E+005, 8.8209822E-001
 2.8000407E+002,-3.4505138E-001, 3.4987641E-001, 1.0027037E+005, 8.8348629E-001
 2.9002396E+002,-3.4619246E-001, 3.5289335E-001, 1.0025645E+005, 8.8145057E-001
 3.0000857E+002,-3.5093965E-001, 3.5322566E-001, 1.0024351E+005, 8.8134005E-001
 3.1002847E+002,-3.4336718E-001, 3.5232162E-001, 1.0023094E+005, 8.8381311E-001
 3.2001308E+002,-3.4485933E-001, 3.5114580E-001, 1.0022040E+005, 8.8304371E-001
 3.3003297E+002,-3.4519582E-001, 3.5027831E-001, 1.0021006E+005, 8.8280961E-001
 3.4001758E+002,-3.5242003E-001, 3.4966890E-001, 1.0020076E+005, 8.8309589E-001
 3.5000219E+002,-3.4614499E-001, 3.5061860E-001, 1.0019142E+005, 8.8158606E-001
 3.6002208E+002,-3.4936933E-001, 3.5214126E-001, 1.0018374E+005, 8.8456615E-001
 3.7000669E+002,-3.4729916E-001, 3.5329077E-001, 1.0017585E+005, 8.8370131E-001
 3.8002658E+002,-3.4740702E-001, 3.4966098E-001, 1.0016845E+005, 8.7987854E-001
 3.9001119E+002,-3.4323346E-001, 3.5716322E-001, 1.0016237E+005, 8.7934717E-001
 4.0003109E+002,-3.4607308E-001, 3.5276729E-001, 1.0015674E+005, 8.7926027E-001
 4.1001570E+002,-3.5711068E-001, 3.5056218E-001, 1.0015118E+005, 8.8644841E-001
 4.2000031E+002,-3.5110093E-001, 3.4705275E-001, 1.0014612E+005, 8.8283225E-001
 4.3002020E+002,-3.4568747E-001, 3.4863849E-001, 1.0014104E+005, 8.8328886E-001
 4.4000481E+002,-3.4730541E-001, 3.4896687E-001, 1.0013619E+005, 8.7993542E-001
 4.5002470E+002,-3.4657299E-001, 3.5462612E-001, 1.0013265E+005, 8.8005506E-001
 4.6000931E+002,-3.5449804E-001, 3.5074499E-001, 1.0012872E+005, 8.7830407E-001
 4.7002920E+002,-3.5150762E-001, 3.5084589E-001, 1.0012506E+005, 8.8027933E-001
