m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0012500E+001,-9.9810919E-003, 5.9014080E+002, 3.5279181E+000,-4.0012500E+001,-9.8277134E-003, 5.5728218E+002, 3.4135915E+000,-4.0012500E+001,-9.7117268E-003, 5.1157681E+002, 3.3809489E+000,-4.0012500E+001,-9.7845604E-003, 5.6408701E+002, 3.4387228E+000,-4.0012500E+001,-9.9572579E-003, 5.7621234E+002, 3.4643582E+000,-4.0012500E+001, 1.0716880E-002, 5.7941835E+002, 3.4188329E+000,-4.0012500E+001, 1.0925421E-002, 5.3700807E+002, 3.3470143E+000,-4.0012500E+001, 1.0973504E-002, 4.3887358E+002, 3.3252207E+000,-4.0012500E+001, 1.0923816E-002, 5.1524182E+002, 3.3696379E+000,-4.0012500E+001, 1.0782175E-002, 5.4353526E+002, 3.4104263E+000
-3.7241379E+001,-9.9877789E-003, 5.9322630E+002, 3.5347094E+000,-3.7241379E+001,-9.8506520E-003, 5.6912633E+002, 3.5093767E+000,-3.7241379E+001,-9.6987020E-003, 5.1811654E+002, 3.3846551E+000,-3.7241379E+001,-9.7826556E-003, 5.4906733E+002, 3.3375585E+000,-3.7241379E+001,-9.9657684E-003, 5.7715350E+002, 3.4379496E+000,-3.7241379E+001, 1.0729434E-002, 5.7448151E+002, 3.4935214E+000,-3.7241379E+001, 1.0909731E-002, 5.2715928E+002, 3.3661558E+000,-3.7241379E+001, 1.0975873E-002, 4.3639874E+002, 3.3158648E+000,-3.7241379E+001, 1.0925246E-002, 4.8826709E+002, 3.3386977E+000,-3.7241379E+001, 1.0778650E-002, 5.5053799E+002, 3.4229091E+000
-3.4482759E+001,-1.0006743E-002, 5.9944150E+002, 3.4908512E+000,-3.4482759E+001,-9.8518135E-003, 5.6184985E+002, 3.4754016E+000,-3.4482759E+001,-9.7169924E-003, 5.2590905E+002, 3.3537115E+000,-3.4482759E+001,-9.7991167E-003, 5.5242317E+002, 3.3758634E+000,-3.4482759E+001,-9.9704321E-003, 5.6720490E+002, 3.4668249E+000,-3.4482759E+001, 1.0744007E-002, 5.8268217E+002, 3.5184671E+000,-3.4482759E+001, 1.0902308E-002, 5.3520065E+002, 3.3501033E+000,-3.4482759E+001, 1.0983204E-002, 4.5226559E+002, 3.3207426E+000,-3.4482759E+001, 1.0926318E-002, 4.9101668E+002, 3.3369562E+000,-3.4482759E+001, 1.0759997E-002, 5.4923498E+002, 3.4415396E+000
-3.1724138E+001,-1.0017606E-002, 5.9468576E+002, 3.4997569E+000,-3.1724138E+001,-9.8594757E-003, 5.5762263E+002, 3.4433712E+000,-3.1724138E+001,-9.7326863E-003, 5.2991730E+002, 3.3489457E+000,-3.1724138E+001,-9.7952325E-003, 5.4609593E+002, 3.4486992E+000,-3.1724138E+001,-9.9611790E-003, 5.5769845E+002, 3.4645191E+000,-3.1724138E+001, 1.0747207E-002, 5.8573601E+002, 3.5066194E+000,-3.1724138E+001, 1.0881201E-002, 5.3728531E+002, 3.3834118E+000,-3.1724138E+001, 1.0968867E-002, 4.6448019E+002, 3.3347611E+000,-3.1724138E+001, 1.0898426E-002, 4.8208942E+002, 3.3430501E+000,-3.1724138E+001, 1.0765664E-002, 5.3960655E+002, 3.4443821E+000
-2.8965517E+001,-1.0026893E-002, 5.9405193E+002, 3.5427427E+000,-2.8965517E+001,-9.8782583E-003, 5.4227363E+002, 3.4523178E+000,-2.8965517E+001,-9.7441997E-003, 5.3632713E+002, 3.4107526E+000,-2.8965517E+001,-9.8083298E-003, 5.5139249E+002, 3.4519233E+000,-2.8965517E+001,-9.9604611E-003, 5.5925692E+002, 3.4857372E+000,-2.8965517E+001, 1.0728122E-002, 5.8962190E+002, 3.4605580E+000,-2.8965517E+001, 1.0854710E-002, 5.4900574E+002, 3.3871912E+000,-2.8965517E+001, 1.0961751E-002, 4.6290769E+002, 3.3207219E+000,-2.8965517E+001, 1.0890982E-002, 4.9148838E+002, 3.3473750E+000,-2.8965517E+001, 1.0757247E-002, 5.3785339E+002, 3.4167141E+000
-2.6206897E+001,-1.0051971E-002, 6.1591099E+002, 3.5307676E+000,-2.6206897E+001,-9.9378432E-003, 5.5246414E+002, 3.4805473E+000,-2.6206897E+001,-9.7991799E-003, 5.6199916E+002, 3.4621106E+000,-2.6206897E+001,-9.8423744E-003, 5.7439087E+002, 3.4853080E+000,-2.6206897E+001,-1.0007759E-002, 5.6927861E+002, 3.5905090E+000,-2.6206897E+001, 1.0707221E-002, 5.9443259E+002, 3.5338698E+000,-2.6206897E+001, 1.0853209E-002, 5.6167907E+002, 3.4496370E+000,-2.6206897E+001, 1.0950423E-002, 4.9884820E+002, 3.3758077E+000,-2.6206897E+001, 1.0866977E-002, 5.2397283E+002, 3.3427003E+000,-2.6206897E+001, 1.0735555E-002, 5.6146629E+002, 3.4415486E+000
-2.3448276E+001,-1.0076825E-002, 6.2540417E+002, 3.5272066E+000,-2.3448276E+001,-9.9723332E-003, 5.7282319E+002, 3.5604282E+000,-2.3448276E+001,-9.8404759E-003, 5.7732238E+002, 3.4790021E+000,-2.3448276E+001,-9.8738346E-003, 5.8032507E+002, 3.4404565E+000,-2.3448276E+001,-1.0044240E-002, 5.9447625E+002, 3.5718404E+000,-2.3448276E+001, 1.0702340E-002, 6.1371765E+002, 3.5720367E+000,-2.3448276E+001, 1.0849518E-002, 5.8117818E+002, 3.4523123E+000,-2.3448276E+001, 1.0933321E-002, 5.1922747E+002, 3.3960895E+000,-2.3448276E+001, 1.0831969E-002, 5.5938599E+002, 3.3958935E+000,-2.3448276E+001, 1.0712782E-002, 5.7525590E+002, 3.4118864E+000
-2.0689655E+001,-1.0105968E-002, 6.3369844E+002, 3.5296759E+000,-2.0689655E+001,-9.9856136E-003, 5.9427681E+002, 3.5279552E+000,-2.0689655E+001,-9.8756732E-003, 5.8017482E+002, 3.4845262E+000,-2.0689655E+001,-9.9020750E-003, 5.7679445E+002, 3.4338957E+000,-2.0689655E+001,-1.0069876E-002, 6.0667059E+002, 3.5400265E+000,-2.0689655E+001, 1.0681753E-002, 6.1052603E+002, 3.5293774E+000,-2.0689655E+001, 1.0830310E-002, 5.8530353E+002, 3.4651643E+000,-2.0689655E+001, 1.0923818E-002, 5.4958202E+002, 3.4091373E+000,-2.0689655E+001, 1.0801497E-002, 5.7074957E+002, 3.4531158E+000,-2.0689655E+001, 1.0699411E-002, 5.9154561E+002, 3.4491938E+000
-1.7931034E+001,-1.0124478E-002, 6.3101961E+002, 3.5410013E+000,-1.7931034E+001,-1.0013904E-002, 6.0410427E+002, 3.5530270E+000,-1.7931034E+001,-9.9264277E-003, 5.8403515E+002, 3.5271923E+000,-1.7931034E+001,-9.9420505E-003, 5.8236474E+002, 3.4465693E+000,-1.7931034E+001,-1.0108633E-002, 6.0418098E+002, 3.5503923E+000,-1.7931034E+001, 1.0658234E-002, 6.1164683E+002, 3.5432511E+000,-1.7931034E+001, 1.0796352E-002, 5.9575241E+002, 3.5212060E+000,-1.7931034E+001, 1.0895217E-002, 5.7480206E+002, 3.3909170E+000,-1.7931034E+001, 1.0777783E-002, 5.8298053E+002, 3.4438279E+000,-1.7931034E+001, 1.0665087E-002, 6.0366260E+002, 3.4597087E+000
