m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 2.0000000E-002,-2.0457258E-001, 1.4505737E+000, 1.0000000E+000, 2.0000000E-002,-2.0457292E-001, 1.4505724E+000, 1.0000000E+000, 2.0000000E-002,-2.0457262E-001, 1.4505723E+000, 1.0000000E+000, 2.0000000E-002,-2.0457288E-001, 1.4505726E+000, 1.0000000E+000, 2.0000000E-002,-2.0457253E-001, 1.4505739E+000, 1.0000000E+000, 2.0000000E-002, 1.3331880E-002, 6.7923809E-001, 1.0000000E+000, 2.0000000E-002, 1.3331933E-002, 6.7924103E-001, 1.0000000E+000, 2.0000000E-002, 1.3331952E-002, 6.7924328E-001, 1.0000000E+000, 2.0000000E-002, 1.3331923E-002, 6.7924039E-001, 1.0000000E+000, 2.0000000E-002, 1.3331880E-002, 6.7923773E-001, 1.0000000E+000
 2.9655172E-002,-1.8040774E-001, 1.5159135E+000, 1.0000000E+000, 2.9655172E-002,-1.8040797E-001, 1.5159120E+000, 1.0000000E+000, 2.9655172E-002,-1.8040759E-001, 1.5159119E+000, 1.0000000E+000, 2.9655172E-002,-1.8040795E-001, 1.5159123E+000, 1.0000000E+000, 2.9655172E-002,-1.8040770E-001, 1.5159138E+000, 1.0000000E+000, 2.9655172E-002, 1.7162449E-002, 7.9650918E-001, 1.0000000E+000, 2.9655172E-002, 1.7162475E-002, 7.9651224E-001, 1.0000000E+000, 2.9655172E-002, 1.7162463E-002, 7.9651450E-001, 1.0000000E+000, 2.9655172E-002, 1.7162469E-002, 7.9651156E-001, 1.0000000E+000, 2.9655172E-002, 1.7162450E-002, 7.9650879E-001, 1.0000000E+000
 3.9310345E-002,-1.6151412E-001, 1.5638790E+000, 1.0000000E+000, 3.9310345E-002,-1.6151424E-001, 1.5638774E+000, 1.0000000E+000, 3.9310345E-002,-1.6151379E-001, 1.5638773E+000, 1.0000000E+000, 3.9310345E-002,-1.6151423E-001, 1.5638776E+000, 1.0000000E+000, 3.9310345E-002,-1.6151409E-001, 1.5638793E+000, 1.0000000E+000, 3.9310345E-002, 2.1195519E-002, 9.0465608E-001, 1.0000000E+000, 3.9310345E-002, 2.1195529E-002, 9.0465906E-001, 1.0000000E+000, 3.9310345E-002, 2.1195490E-002, 9.0466129E-001, 1.0000000E+000, 3.9310345E-002, 2.1195525E-002, 9.0465838E-001, 1.0000000E+000, 3.9310345E-002, 2.1195521E-002, 9.0465571E-001, 1.0000000E+000
 4.8965517E-002,-1.4736246E-001, 1.5952325E+000, 1.0000000E+000, 4.8965517E-002,-1.4736248E-001, 1.5952307E+000, 1.0000000E+000, 4.8965517E-002,-1.4736199E-001, 1.5952306E+000, 1.0000000E+000, 4.8965517E-002,-1.4736249E-001, 1.5952310E+000, 1.0000000E+000, 4.8965517E-002,-1.4736244E-001, 1.5952328E+000, 1.0000000E+000, 4.8965517E-002, 2.5063034E-002, 9.9646215E-001, 1.0000000E+000, 4.8965517E-002, 2.5063033E-002, 9.9646499E-001, 1.0000000E+000, 4.8965517E-002, 2.5062969E-002, 9.9646722E-001, 1.0000000E+000, 4.8965517E-002, 2.5063031E-002, 9.9646434E-001, 1.0000000E+000, 4.8965517E-002, 2.5063035E-002, 9.9646182E-001, 1.0000000E+000
 5.8620690E-002,-1.3727408E-001, 1.6133531E+000, 1.0000000E+000, 5.8620690E-002,-1.3727404E-001, 1.6133513E+000, 1.0000000E+000, 5.8620690E-002,-1.3727354E-001, 1.6133512E+000, 1.0000000E+000, 5.8620690E-002,-1.3727406E-001, 1.6133516E+000, 1.0000000E+000, 5.8620690E-002,-1.3727408E-001, 1.6133534E+000, 1.0000000E+000, 5.8620690E-002, 2.8391651E-002, 1.0677061E+000, 1.0000000E+000, 5.8620690E-002, 2.8391643E-002, 1.0677088E+000, 1.0000000E+000, 5.8620690E-002, 2.8391559E-002, 1.0677109E+000, 1.0000000E+000, 5.8620690E-002, 2.8391643E-002, 1.0677081E+000, 1.0000000E+000, 5.8620690E-002, 2.8391651E-002, 1.0677058E+000, 1.0000000E+000
 6.8275862E-002,-1.2746833E-001, 1.6261701E+000, 1.0000000E+000, 6.8275862E-002,-1.2746823E-001, 1.6261685E+000, 1.0000000E+000, 6.8275862E-002,-1.2746772E-001, 1.6261684E+000, 1.0000000E+000, 6.8275862E-002,-1.2746826E-001, 1.6261687E+000, 1.0000000E+000, 6.8275862E-002,-1.2746833E-001, 1.6261705E+000, 1.0000000E+000, 6.8275862E-002, 3.2185828E-002, 1.1414214E+000, 1.0000000E+000, 6.8275862E-002, 3.2185811E-002, 1.1414240E+000, 1.0000000E+000, 6.8275862E-002, 3.2185704E-002, 1.1414260E+000, 1.0000000E+000, 6.8275862E-002, 3.2185814E-002, 1.1414234E+000, 1.0000000E+000, 6.8275862E-002, 3.2185828E-002, 1.1414211E+000, 1.0000000E+000
 7.7931034E-002,-1.1895121E-001, 1.6322364E+000, 1.0000000E+000, 7.7931034E-002,-1.1895107E-001, 1.6322348E+000, 1.0000000E+000, 7.7931034E-002,-1.1895056E-001, 1.6322347E+000, 1.0000000E+000, 7.7931034E-002,-1.1895110E-001, 1.6322350E+000, 1.0000000E+000, 7.7931034E-002,-1.1895121E-001, 1.6322367E+000, 1.0000000E+000, 7.7931034E-002, 3.6011151E-002, 1.2087874E+000, 1.0000000E+000, 7.7931034E-002, 3.6011123E-002, 1.2087898E+000, 1.0000000E+000, 7.7931034E-002, 3.6010997E-002, 1.2087918E+000, 1.0000000E+000, 7.7931034E-002, 3.6011129E-002, 1.2087893E+000, 1.0000000E+000, 7.7931034E-002, 3.6011152E-002, 1.2087872E+000, 1.0000000E+000
 8.7586207E-002,-1.1139540E-001, 1.6324736E+000, 1.0000000E+000, 8.7586207E-002,-1.1139524E-001, 1.6324719E+000, 1.0000000E+000, 8.7586207E-002,-1.1139479E-001, 1.6324717E+000, 1.0000000E+000, 8.7586207E-002,-1.1139527E-001, 1.6324722E+000, 1.0000000E+000, 8.7586207E-002,-1.1139541E-001, 1.6324739E+000, 1.0000000E+000, 8.7586207E-002, 3.9890744E-002, 1.2708000E+000, 1.0000000E+000, 8.7586207E-002, 3.9890703E-002, 1.2708024E+000, 1.0000000E+000, 8.7586207E-002, 3.9890560E-002, 1.2708044E+000, 1.0000000E+000, 8.7586207E-002, 3.9890712E-002, 1.2708018E+000, 1.0000000E+000, 8.7586207E-002, 3.9890746E-002, 1.2707998E+000, 1.0000000E+000
 9.7241379E-002,-1.0541523E-001, 1.6285860E+000, 1.0000000E+000, 9.7241379E-002,-1.0541507E-001, 1.6285845E+000, 1.0000000E+000, 9.7241379E-002,-1.0541464E-001, 1.6285842E+000, 1.0000000E+000, 9.7241379E-002,-1.0541510E-001, 1.6285847E+000, 1.0000000E+000, 9.7241379E-002,-1.0541524E-001, 1.6285863E+000, 1.0000000E+000, 9.7241379E-002, 4.3340896E-002, 1.3210371E+000, 1.0000000E+000, 9.7241379E-002, 4.3340844E-002, 1.3210393E+000, 1.0000000E+000, 9.7241379E-002, 4.3340691E-002, 1.3210412E+000, 1.0000000E+000, 9.7241379E-002, 4.3340855E-002, 1.3210388E+000, 1.0000000E+000, 9.7241379E-002, 4.3340899E-002, 1.3210369E+000, 1.0000000E+000
