s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-8.8950235E-003, 8.9560068E-003, 1.0132500E+005, 1.1794096E+000
 1.0019892E+001,-8.2602143E-003, 8.3226793E-003, 1.0132494E+005, 1.1794090E+000
 2.0004502E+001,-7.2676294E-003, 7.3572232E-003, 1.0132480E+005, 1.1794079E+000
 3.0024394E+001,-7.0381577E-003, 7.2650810E-003, 1.0132466E+005, 1.1794067E+000
 4.0009004E+001,-8.7233065E-003, 8.6354898E-003, 1.0132458E+005, 1.1794061E+000
 5.0028896E+001,-9.8753972E-003, 9.7239495E-003, 1.0132440E+005, 1.1794046E+000
 6.0013507E+001,-9.6315860E-003, 9.8162938E-003, 1.0132423E+005, 1.1794032E+000
 7.0033398E+001,-9.1511342E-003, 9.2344874E-003, 1.0132393E+005, 1.1794007E+000
 8.0018009E+001,-8.4497861E-003, 8.2736231E-003, 1.0132360E+005, 1.1793980E+000
 9.0002619E+001,-7.5069909E-003, 7.4256932E-003, 1.0132322E+005, 1.1793948E+000
 1.0002251E+002,-7.8185506E-003, 7.4516771E-003, 1.0132298E+005, 1.1793885E+000
 1.1000712E+002,-7.5791777E-003, 7.5178915E-003, 1.0132289E+005, 1.1793565E+000
 1.2002701E+002,-7.3049091E-003, 7.4751575E-003, 1.0132276E+005, 1.1794036E+000
 1.3001162E+002,-7.7401275E-003, 7.7878130E-003, 1.0132265E+005, 1.1795706E+000
 1.4003152E+002,-7.8713912E-003, 7.8729595E-003, 1.0132254E+005, 1.1795789E+000
 1.5001613E+002,-8.0788845E-003, 8.0532755E-003, 1.0132243E+005, 1.1793044E+000
 1.6000074E+002,-8.1009650E-003, 8.2640493E-003, 1.0132233E+005, 1.1793097E+000
 1.7002063E+002,-8.1142762E-003, 8.3280492E-003, 1.0132225E+005, 1.1791993E+000
 1.8000524E+002,-8.1148737E-003, 8.1366549E-003, 1.0132218E+005, 1.1792225E+000
 1.9002513E+002,-8.2506485E-003, 8.2380543E-003, 1.0132212E+005, 1.1788338E+000
 2.0000974E+002,-8.1058146E-003, 8.1386786E-003, 1.0132206E+005, 1.1792693E+000
 2.1002963E+002,-7.9750303E-003, 8.2433762E-003, 1.0132199E+005, 1.1795311E+000
 2.2001424E+002,-8.1583745E-003, 8.3017218E-003, 1.0132193E+005, 1.1795809E+000
 2.3003413E+002,-8.1263525E-003, 8.2267313E-003, 1.0132189E+005, 1.1795175E+000
 2.4001875E+002,-8.1460438E-003, 8.1584162E-003, 1.0132183E+005, 1.1794578E+000
 2.5000336E+002,-8.0256321E-003, 7.8821847E-003, 1.0132179E+005, 1.1790581E+000
 2.6002325E+002,-8.1111077E-003, 8.1730641E-003, 1.0132174E+005, 1.1792973E+000
 2.7000786E+002,-8.2035327E-003, 8.3123617E-003, 1.0132169E+005, 1.1795445E+000
 2.8002775E+002,-8.0933506E-003, 8.3343527E-003, 1.0132162E+005, 1.1795538E+000
 2.9001236E+002,-7.9560783E-003, 8.1325416E-003, 1.0132154E+005, 1.1793870E+000
 3.0003225E+002,-8.2074586E-003, 7.9064559E-003, 1.0132149E+005, 1.1793655E+000
 3.1001686E+002,-7.9875031E-003, 8.2607033E-003, 1.0132146E+005, 1.1790873E+000
 3.2000147E+002,-8.1785224E-003, 8.0812759E-003, 1.0132145E+005, 1.1791214E+000
 3.3002136E+002,-8.1093240E-003, 8.1289170E-003, 1.0132144E+005, 1.1789675E+000
 3.4000598E+002,-8.0399009E-003, 8.0240039E-003, 1.0132143E+005, 1.1789443E+000
 3.5002587E+002,-8.1251991E-003, 8.0061893E-003, 1.0132139E+005, 1.1791004E+000
 3.6001048E+002,-8.2946360E-003, 8.2009684E-003, 1.0132136E+005, 1.1792514E+000
 3.7003037E+002,-8.3002673E-003, 8.1481571E-003, 1.0132133E+005, 1.1790680E+000
 3.8001498E+002,-8.1140253E-003, 8.2137633E-003, 1.0132128E+005, 1.1790230E+000
 3.9003487E+002,-8.1899436E-003, 8.0351778E-003, 1.0132125E+005, 1.1791840E+000
 4.0001948E+002,-8.0669295E-003, 8.2877170E-003, 1.0132122E+005, 1.1794530E+000
 4.1000409E+002,-8.3424765E-003, 8.4135319E-003, 1.0132120E+005, 1.1794476E+000
 4.2002398E+002,-8.2337980E-003, 8.2014644E-003, 1.0132114E+005, 1.1792423E+000
 4.3000859E+002,-8.0885254E-003, 8.0706542E-003, 1.0132109E+005, 1.1795587E+000
 4.4002849E+002,-8.2300778E-003, 8.1671431E-003, 1.0132105E+005, 1.1796688E+000
 4.5001310E+002,-8.2496918E-003, 8.2124388E-003, 1.0132102E+005, 1.1795809E+000
 4.6003299E+002,-8.2768338E-003, 7.9874164E-003, 1.0132097E+005, 1.1796498E+000
 4.7001760E+002,-8.3014097E-003, 8.1307845E-003, 1.0132091E+005, 1.1796649E+000
 4.8000221E+002,-8.0461698E-003, 8.2646082E-003, 1.0132087E+005, 1.1796519E+000
 4.9002210E+002,-8.2528783E-003, 8.2287742E-003, 1.0132086E+005, 1.1797422E+000
 5.0000671E+002,-8.1043588E-003, 8.2677091E-003, 1.0132087E+005, 1.1798956E+000
 5.1002660E+002,-8.3725086E-003, 8.0632955E-003, 1.0132086E+005, 1.1798646E+000
 5.2001121E+002,-7.9769519E-003, 8.2251316E-003, 1.0132082E+005, 1.1798296E+000
 5.3003111E+002,-8.2819727E-003, 8.0911148E-003, 1.0132078E+005, 1.1798248E+000
 5.4001572E+002,-8.2524347E-003, 8.3088280E-003, 1.0132076E+005, 1.1796195E+000
 5.5000033E+002,-8.3642411E-003, 8.2516595E-003, 1.0132073E+005, 1.1793979E+000
 5.6002022E+002,-8.1685963E-003, 8.2353860E-003, 1.0132070E+005, 1.1794509E+000
 5.7000483E+002,-8.1097592E-003, 8.1661939E-003, 1.0132067E+005, 1.1795820E+000
 5.8002472E+002,-8.2433939E-003, 8.3545082E-003, 1.0132062E+005, 1.1792786E+000
 5.9000933E+002,-8.2397647E-003, 8.1040564E-003, 1.0132056E+005, 1.1792907E+000
 6.0002922E+002,-8.1100129E-003, 8.3732291E-003, 1.0132056E+005, 1.1796032E+000
 6.1001383E+002,-8.1276364E-003, 8.0270553E-003, 1.0132056E+005, 1.1794814E+000
 6.2003373E+002,-8.1418795E-003, 8.0705388E-003, 1.0132056E+005, 1.1792488E+000
 6.3001834E+002,-8.1421257E-003, 8.3050940E-003, 1.0132056E+005, 1.1787553E+000
 6.4000295E+002,-8.2431246E-003, 8.1171717E-003, 1.0132056E+005, 1.1790078E+000
 6.5002284E+002,-8.1620883E-003, 8.0082547E-003, 1.0132054E+005, 1.1795050E+000
