s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1229154E+000,-3.4400410E+003, 0.0000000E+000
 1.0017787E+001, 1.0134082E+005, 1.1471852E+000,-4.6886381E+003, 2.2829549E+002
 2.0043150E+001, 1.0137790E+005, 1.0725679E+000,-4.6590768E+003, 8.8351633E+002
 3.0008431E+001, 1.0139971E+005, 1.1086230E+000,-3.2621169E+003, 1.4376623E+003
 4.0028471E+001, 1.0141163E+005, 1.1064454E+000,-3.0005094E+003, 1.6911258E+003
 5.0026256E+001, 1.0142224E+005, 1.1241569E+000,-2.8038861E+003, 1.6128561E+003
 6.0029469E+001, 1.0143103E+005, 1.1270646E+000,-2.4756535E+003, 1.5723166E+003
 7.0028114E+001, 1.0143870E+005, 1.1278386E+000,-2.4462089E+003, 1.5650896E+003
 8.0033761E+001, 1.0144676E+005, 1.1283610E+000,-2.5575416E+003, 1.5631643E+003
 9.0035116E+001, 1.0145517E+005, 1.1305692E+000,-2.6853825E+003, 1.5771917E+003
 1.0003162E+002, 1.0146427E+005, 1.1375476E+000,-2.7643828E+003, 1.6445762E+003
 1.1004384E+002, 1.0147284E+005, 1.1329110E+000,-2.7212522E+003, 1.7248734E+003
 1.2004108E+002, 1.0148059E+005, 1.1315828E+000,-2.6800464E+003, 1.7612633E+003
 1.3003837E+002, 1.0148770E+005, 1.1350874E+000,-2.5724345E+003, 1.7822487E+003
 1.4006761E+002, 1.0149387E+005, 1.1337953E+000,-2.4924448E+003, 1.7628080E+003
 1.5006576E+002, 1.0149946E+005, 1.1431840E+000,-2.4508211E+003, 1.7127287E+003
 1.6000379E+002, 1.0150512E+005, 1.1287035E+000,-2.3623905E+003, 1.6354639E+003
 1.7004466E+002, 1.0151149E+005, 1.1368315E+000,-2.2852473E+003, 1.5475892E+003
 1.8005431E+002, 1.0151737E+005, 1.1420822E+000,-2.1835016E+003, 1.4790752E+003
 1.9004482E+002, 1.0152218E+005, 1.1185026E+000,-2.0213797E+003, 1.4822593E+003
 2.0004615E+002, 1.0152722E+005, 1.1660457E+000,-1.9891381E+003, 1.3918737E+003
 2.1002596E+002, 1.0153151E+005, 1.1171257E+000,-1.9270859E+003, 1.3627360E+003
 2.2004255E+002, 1.0153627E+005, 1.1547696E+000,-1.8839472E+003, 1.3364966E+003
 2.3002891E+002, 1.0154072E+005, 1.1446032E+000,-1.8797695E+003, 1.3018996E+003
 2.4010879E+002, 1.0154486E+005, 1.1325703E+000,-1.7912708E+003, 1.3532604E+003
 2.5001458E+002, 1.0154893E+005, 1.1407332E+000,-1.8240271E+003, 1.2423954E+003
 2.6006379E+002, 1.0155329E+005, 1.1179431E+000,-1.7641618E+003, 1.3039153E+003
 2.7010843E+002, 1.0155766E+005, 1.1591730E+000,-1.7896950E+003, 1.2200796E+003
 2.8004147E+002, 1.0156130E+005, 1.1215488E+000,-1.7544138E+003, 1.3031428E+003
 2.9008611E+002, 1.0156533E+005, 1.1641655E+000,-1.7675201E+003, 1.2760204E+003
 3.0001915E+002, 1.0156867E+005, 1.1289838E+000,-1.7369479E+003, 1.3387732E+003
 3.1006379E+002, 1.0157194E+005, 1.1520442E+000,-1.7152066E+003, 1.3818581E+003
 3.2010843E+002, 1.0157436E+005, 1.1245357E+000,-1.7384460E+003, 1.3660680E+003
 3.3001825E+002, 1.0157718E+005, 1.1343451E+000,-1.7015085E+003, 1.4381163E+003
 3.4003798E+002, 1.0157975E+005, 1.1426832E+000,-1.7451239E+003, 1.3604223E+003
 3.5008262E+002, 1.0158253E+005, 1.1107179E+000,-1.7018915E+003, 1.4352839E+003
