s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1954478E+000,-1.7598663E-003, 0.0000000E+000
 1.0023291E+000, 1.0139883E+005, 1.1969865E+000,-1.9194461E-004, 8.3377295E-005
 2.0011288E+000, 1.0140973E+005, 1.1964169E+000,-5.9203758E-005, 5.7734483E-005
 3.0034579E+000, 1.0141039E+005, 1.1956723E+000,-5.1464415E-005, 5.0823449E-005
 4.0022577E+000, 1.0141065E+005, 1.1959926E+000,-5.0578604E-005, 5.0420780E-005
 5.0010574E+000, 1.0141072E+005, 1.1958605E+000,-5.0957532E-005, 5.0908924E-005
 6.0033865E+000, 1.0141072E+005, 1.1958477E+000,-5.1263896E-005, 5.1258727E-005
 7.0021862E+000, 1.0141069E+005, 1.1959208E+000,-5.1509509E-005, 5.1529573E-005
 8.0009860E+000, 1.0141067E+005, 1.1959123E+000,-5.1680264E-005, 5.1686411E-005
 9.0033151E+000, 1.0141065E+005, 1.1959591E+000,-5.1779595E-005, 5.1786872E-005
 1.0002115E+001, 1.0141064E+005, 1.1959980E+000,-5.1852832E-005, 5.1856692E-005
 1.1000915E+001, 1.0141062E+005, 1.1960289E+000,-5.1898384E-005, 5.1896998E-005
 1.2003244E+001, 1.0141061E+005, 1.1960649E+000,-5.1927534E-005, 5.1924026E-005
 1.3002043E+001, 1.0141060E+005, 1.1960907E+000,-5.1947765E-005, 5.1940783E-005
 1.4000843E+001, 1.0141059E+005, 1.1961117E+000,-5.1960195E-005, 5.1950537E-005
 1.5003172E+001, 1.0141059E+005, 1.1961284E+000,-5.1968630E-005, 5.1956897E-005
 1.6001972E+001, 1.0141058E+005, 1.1961401E+000,-5.1974307E-005, 5.1960627E-005
 1.7000772E+001, 1.0141058E+005, 1.1961491E+000,-5.1978007E-005, 5.1962895E-005
 1.8003101E+001, 1.0141058E+005, 1.1961554E+000,-5.1980612E-005, 5.1964320E-005
 1.9001901E+001, 1.0141057E+005, 1.1961599E+000,-5.1982387E-005, 5.1965144E-005
 2.0000700E+001, 1.0141057E+005, 1.1961631E+000,-5.1983619E-005, 5.1965654E-005
 2.1003029E+001, 1.0141057E+005, 1.1961652E+000,-5.1984503E-005, 5.1965964E-005
 2.2001829E+001, 1.0141057E+005, 1.1961667E+000,-5.1985127E-005, 5.1966151E-005
 2.3000629E+001, 1.0141057E+005, 1.1961677E+000,-5.1985580E-005, 5.1966276E-005
 2.4002958E+001, 1.0141057E+005, 1.1961683E+000,-5.1985913E-005, 5.1966360E-005
 2.5001758E+001, 1.0141057E+005, 1.1961687E+000,-5.1986158E-005, 5.1966422E-005
 2.6000558E+001, 1.0141057E+005, 1.1961690E+000,-5.1986341E-005, 5.1966471E-005
 2.7000000E+001, 1.0141057E+005, 1.1961692E+000,-5.1986480E-005, 5.1966512E-005
