s,kW,kW
 1.3443095E+002, 1.5121330E+000, 1.1102100E+001
 1.3506209E+002, 1.5117429E+000, 1.1105378E+001
 1.3632435E+002, 1.5114178E+000, 1.1113601E+001
 1.3758661E+002, 1.5110694E+000, 1.1129609E+001
 1.3821774E+002, 1.5108697E+000, 1.1144077E+001
 1.3948000E+002, 1.5107277E+000, 1.1159340E+001
 1.4011114E+002, 1.5106302E+000, 1.1174105E+001
 1.4137340E+002, 1.5105828E+000, 1.1186824E+001
 1.4200453E+002, 1.5105694E+000, 1.1196871E+001
 1.4326679E+002, 1.5105907E+000, 1.1202697E+001
 1.4452905E+002, 1.5106586E+000, 1.1204435E+001
 1.4516019E+002, 1.5107359E+000, 1.1201366E+001
 1.4642245E+002, 1.5108352E+000, 1.1194582E+001
 1.4705358E+002, 1.5109507E+000, 1.1185615E+001
 1.4831584E+002, 1.5110835E+000, 1.1175382E+001
 1.4957810E+002, 1.5112761E+000, 1.1162057E+001
 1.5020924E+002, 1.5114289E+000, 1.1153382E+001
 1.5147150E+002, 1.5115864E+000, 1.1146939E+001
 1.5210263E+002, 1.5117450E+000, 1.1142520E+001
 1.5336489E+002, 1.5119016E+000, 1.1140883E+001
 1.5462715E+002, 1.5121061E+000, 1.1142504E+001
 1.5525829E+002, 1.5122568E+000, 1.1146472E+001
 1.5652055E+002, 1.5124058E+000, 1.1152727E+001
 1.5715168E+002, 1.5125538E+000, 1.1160375E+001
 1.5841394E+002, 1.5127006E+000, 1.1169130E+001
 1.5904507E+002, 1.5128468E+000, 1.1178189E+001
 1.6030734E+002, 1.5129904E+000, 1.1186412E+001
 1.6156960E+002, 1.5131764E+000, 1.1194105E+001
 1.6220073E+002, 1.5133115E+000, 1.1196123E+001
 1.6346299E+002, 1.5134403E+000, 1.1193658E+001
 1.6409412E+002, 1.5135643E+000, 1.1187888E+001
 1.6535639E+002, 1.5136854E+000, 1.1178992E+001
 1.6661865E+002, 1.5138440E+000, 1.1165219E+001
 1.6724978E+002, 1.5139588E+000, 1.1154864E+001
 1.6851204E+002, 1.5140701E+000, 1.1146018E+001
 1.6914317E+002, 1.5141772E+000, 1.1139006E+001
 1.7040544E+002, 1.5142736E+000, 1.1134585E+001
 1.7103657E+002, 1.5143621E+000, 1.1132203E+001
 1.7229883E+002, 1.5144388E+000, 1.1132231E+001
 1.7356109E+002, 1.5145265E+000, 1.1135515E+001
 1.7419222E+002, 1.5145818E+000, 1.1140329E+001
 1.7545449E+002, 1.5146271E+000, 1.1147329E+001
 1.7608562E+002, 1.5146654E+000, 1.1155785E+001
 1.7734788E+002, 1.5146930E+000, 1.1165507E+001
 1.7861014E+002, 1.5147233E+000, 1.1178930E+001
 1.7924127E+002, 1.5147300E+000, 1.1188370E+001
 1.8050354E+002, 1.5147199E+000, 1.1196018E+001
 1.8113467E+002, 1.5146909E+000, 1.1201437E+001
 1.8239693E+002, 1.5146476E+000, 1.1203147E+001
 1.8302806E+002, 1.5145894E+000, 1.1201300E+001
 1.8429032E+002, 1.5145146E+000, 1.1194796E+001
 1.8555259E+002, 1.5144099E+000, 1.1180865E+001
 1.8618372E+002, 1.5143342E+000, 1.1167861E+001
 1.8744598E+002, 1.5142489E+000, 1.1154305E+001
 1.8807711E+002, 1.5141483E+000, 1.1141663E+001
 1.8933937E+002, 1.5140198E+000, 1.1131440E+001
 1.9060164E+002, 1.5138189E+000, 1.1122223E+001
 1.9123277E+002, 1.5136599E+000, 1.1118846E+001
 1.9249503E+002, 1.5134915E+000, 1.1118805E+001
 1.9312616E+002, 1.5133273E+000, 1.1121206E+001
 1.9438842E+002, 1.5131552E+000, 1.1126325E+001
 1.9501955E+002, 1.5129679E+000, 1.1133324E+001
 1.9628182E+002, 1.5127454E+000, 1.1142124E+001
 1.9754408E+002, 1.5124235E+000, 1.1155286E+001
 1.9817521E+002, 1.5121687E+000, 1.1165550E+001
 1.9943747E+002, 1.5119231E+000, 1.1175177E+001
 2.0006860E+002, 1.5116820E+000, 1.1183531E+001
 2.0133087E+002, 1.5114304E+000, 1.1189438E+001
 2.0259313E+002, 1.5110795E+000, 1.1193565E+001
 2.0322426E+002, 1.5107979E+000, 1.1193828E+001
 2.0448652E+002, 1.5105121E+000, 1.1191776E+001
 2.0511765E+002, 1.5102211E+000, 1.1188335E+001
 2.0637992E+002, 1.5099429E+000, 1.1183729E+001
 2.0701105E+002, 1.5096757E+000, 1.1178586E+001
 2.0827331E+002, 1.5094155E+000, 1.1173083E+001
 2.0953557E+002, 1.5090827E+000, 1.1165750E+001
 2.1016670E+002, 1.5088362E+000, 1.1160532E+001
 2.1142897E+002, 1.5085870E+000, 1.1155794E+001
 2.1206010E+002, 1.5083354E+000, 1.1151637E+001
 2.1332236E+002, 1.5080781E+000, 1.1148410E+001
 2.1458462E+002, 1.5077921E+000, 1.1145893E+001
 2.1521575E+002, 1.5075984E+000, 1.1145550E+001
 2.1647802E+002, 1.5074166E+000, 1.1146705E+001
 2.1710915E+002, 1.5072447E+000, 1.1148714E+001
 2.1837141E+002, 1.5070733E+000, 1.1151088E+001
 2.1900254E+002, 1.5069064E+000, 1.1153209E+001
 2.2026480E+002, 1.5067440E+000, 1.1154271E+001
 2.2152707E+002, 1.5066182E+000, 1.1153397E+001
 2.2215820E+002, 1.5065531E+000, 1.1151050E+001
 2.2342046E+002, 1.5064686E+000, 1.1147641E+001
 2.2405159E+002, 1.5063939E+000, 1.1144018E+001
 2.2531385E+002, 1.5063697E+000, 1.1140980E+001
 2.2657612E+002, 1.5063703E+000, 1.1138534E+001
 2.2720725E+002, 1.5064003E+000, 1.1138083E+001
 2.2846951E+002, 1.5064403E+000, 1.1138854E+001
 2.2910064E+002, 1.5064853E+000, 1.1140387E+001
 2.3036290E+002, 1.5065570E+000, 1.1142657E+001
 2.3162517E+002, 1.5066451E+000, 1.1146408E+001
 2.3225630E+002, 1.5067330E+000, 1.1149668E+001
 2.3351856E+002, 1.5068499E+000, 1.1153275E+001
 2.3414969E+002, 1.5069818E+000, 1.1157085E+001
 2.3541195E+002, 1.5071486E+000, 1.1161083E+001
 2.3604308E+002, 1.5072966E+000, 1.1165092E+001
 2.3730535E+002, 1.5074535E+000, 1.1168700E+001
 2.3856761E+002, 1.5076838E+000, 1.1172129E+001
 2.3919874E+002, 1.5078621E+000, 1.1173123E+001
 2.4046100E+002, 1.5079791E+000, 1.1172166E+001
 2.4109213E+002, 1.5080591E+000, 1.1169597E+001
 2.4235440E+002, 1.5081630E+000, 1.1165219E+001
 2.4361666E+002, 1.5083576E+000, 1.1157920E+001
 2.4424779E+002, 1.5085379E+000, 1.1152164E+001
 2.4551005E+002, 1.5087457E+000, 1.1146939E+001
 2.4614118E+002, 1.5089482E+000, 1.1142681E+001
 2.4740345E+002, 1.5091168E+000, 1.1140055E+001
 2.4803458E+002, 1.5092596E+000, 1.1138919E+001
 2.4929684E+002, 1.5093870E+000, 1.1139703E+001
 2.5055910E+002, 1.5094973E+000, 1.1143314E+001
 2.5119023E+002, 1.5095485E+000, 1.1147757E+001
 2.5245250E+002, 1.5096265E+000, 1.1153511E+001
 2.5308363E+002, 1.5097157E+000, 1.1159940E+001
 2.5434589E+002, 1.5098128E+000, 1.1166620E+001
 2.5560815E+002, 1.5099643E+000, 1.1174777E+001
 2.5623928E+002, 1.5101127E+000, 1.1179701E+001
 2.5750155E+002, 1.5102089E+000, 1.1182849E+001
 2.5813268E+002, 1.5102949E+000, 1.1184285E+001
 2.5939494E+002, 1.5103513E+000, 1.1183417E+001
 2.6002607E+002, 1.5103727E+000, 1.1180721E+001
 2.6128833E+002, 1.5103784E+000, 1.1175991E+001
 2.6255060E+002, 1.5104091E+000, 1.1167800E+001
 2.6318173E+002, 1.5104634E+000, 1.1160852E+001
 2.6444399E+002, 1.5105190E+000, 1.1153754E+001
 2.6507512E+002, 1.5105724E+000, 1.1147030E+001
 2.6633738E+002, 1.5106128E+000, 1.1141351E+001
 2.6759965E+002, 1.5106399E+000, 1.1136089E+001
 2.6823078E+002, 1.5106368E+000, 1.1134355E+001
 2.6949304E+002, 1.5106261E+000, 1.1135076E+001
 2.7012417E+002, 1.5106082E+000, 1.1137756E+001
 2.7138643E+002, 1.5105811E+000, 1.1142706E+001
 2.7201757E+002, 1.5105572E+000, 1.1149079E+001
 2.7327983E+002, 1.5105237E+000, 1.1156540E+001
 2.7454209E+002, 1.5104532E+000, 1.1166917E+001
 2.7517322E+002, 1.5103945E+000, 1.1174373E+001
 2.7643548E+002, 1.5103259E+000, 1.1180657E+001
 2.7706662E+002, 1.5102626E+000, 1.1185538E+001
 2.7832888E+002, 1.5102134E+000, 1.1188084E+001
 2.7959114E+002, 1.5101230E+000, 1.1187830E+001
 2.8022227E+002, 1.5100360E+000, 1.1184919E+001
 2.8148453E+002, 1.5099388E+000, 1.1179728E+001
 2.8211567E+002, 1.5098347E+000, 1.1173195E+001
 2.8337793E+002, 1.5097473E+000, 1.1165674E+001
 2.8400906E+002, 1.5096624E+000, 1.1157921E+001
 2.8527132E+002, 1.5095639E+000, 1.1150471E+001
 2.8653358E+002, 1.5094300E+000, 1.1141689E+001
 2.8716472E+002, 1.5093349E+000, 1.1136379E+001
 2.8842698E+002, 1.5092584E+000, 1.1132675E+001
 2.8905811E+002, 1.5091758E+000, 1.1130333E+001
 2.9032037E+002, 1.5090639E+000, 1.1129789E+001
 2.9158263E+002, 1.5089138E+000, 1.1131497E+001
 2.9221377E+002, 1.5088342E+000, 1.1134416E+001
 2.9347603E+002, 1.5087781E+000, 1.1138654E+001
 2.9410716E+002, 1.5087254E+000, 1.1143821E+001
 2.9536942E+002, 1.5086843E+000, 1.1149909E+001
 2.9600055E+002, 1.5086446E+000, 1.1156448E+001
 2.9726282E+002, 1.5086146E+000, 1.1163078E+001
 2.9852508E+002, 1.5085615E+000, 1.1171153E+001
 2.9915621E+002, 1.5085258E+000, 1.1176080E+001
 3.0041847E+002, 1.5085054E+000, 1.1179438E+001
 3.0104960E+002, 1.5084839E+000, 1.1181306E+001
 3.0231187E+002, 1.5084794E+000, 1.1181196E+001
 3.0357413E+002, 1.5084832E+000, 1.1178515E+001
 3.0420526E+002, 1.5084982E+000, 1.1174899E+001
 3.0546752E+002, 1.5085240E+000, 1.1170145E+001
 3.0609865E+002, 1.5085702E+000, 1.1164912E+001
 3.0736092E+002, 1.5086271E+000, 1.1159613E+001
 3.0862318E+002, 1.5086849E+000, 1.1153173E+001
 3.0925431E+002, 1.5087116E+000, 1.1149215E+001
 3.1051657E+002, 1.5087651E+000, 1.1146429E+001
 3.1114770E+002, 1.5088323E+000, 1.1144668E+001
 3.1240997E+002, 1.5089074E+000, 1.1144201E+001
 3.1304110E+002, 1.5089685E+000, 1.1144703E+001
 3.1430336E+002, 1.5090143E+000, 1.1146186E+001
 3.1556562E+002, 1.5090885E+000, 1.1148897E+001
 3.1619675E+002, 1.5091614E+000, 1.1151148E+001
 3.1745902E+002, 1.5092146E+000, 1.1153443E+001
 3.1809015E+002, 1.5092509E+000, 1.1155780E+001
 3.1935241E+002, 1.5092853E+000, 1.1157941E+001
 3.2061467E+002, 1.5093451E+000, 1.1160180E+001
 3.2124580E+002, 1.5093989E+000, 1.1161256E+001
 3.2250807E+002, 1.5094372E+000, 1.1161792E+001
 3.2313920E+002, 1.5094702E+000, 1.1162022E+001
 3.2440146E+002, 1.5094907E+000, 1.1162104E+001
 3.2503259E+002, 1.5095062E+000, 1.1162375E+001
 3.2629485E+002, 1.5095316E+000, 1.1163112E+001
 3.2755712E+002, 1.5095688E+000, 1.1165007E+001
 3.2818825E+002, 1.5096065E+000, 1.1167234E+001
 3.2945051E+002, 1.5096249E+000, 1.1169931E+001
 3.3008164E+002, 1.5096365E+000, 1.1172502E+001
 3.3134390E+002, 1.5096596E+000, 1.1174150E+001
 3.3260616E+002, 1.5096696E+000, 1.1174060E+001
 3.3323730E+002, 1.5096505E+000, 1.1171766E+001
 3.3449956E+002, 1.5096253E+000, 1.1167268E+001
 3.3513069E+002, 1.5096196E+000, 1.1161613E+001
 3.3639295E+002, 1.5096278E+000, 1.1155552E+001
 3.3702408E+002, 1.5096564E+000, 1.1149964E+001
 3.3828635E+002, 1.5096956E+000, 1.1145712E+001
 3.3954861E+002, 1.5097440E+000, 1.1142691E+001
 3.4017974E+002, 1.5097872E+000, 1.1142540E+001
 3.4144200E+002, 1.5098295E+000, 1.1144294E+001
 3.4207313E+002, 1.5098745E+000, 1.1147307E+001
 3.4333540E+002, 1.5099102E+000, 1.1151456E+001
 3.4459766E+002, 1.5099659E+000, 1.1157876E+001
 3.4522879E+002, 1.5100027E+000, 1.1163006E+001
 3.4649105E+002, 1.5100330E+000, 1.1168131E+001
 3.4712218E+002, 1.5100660E+000, 1.1172960E+001
 3.4838445E+002, 1.5101247E+000, 1.1177075E+001
 3.4901558E+002, 1.5101960E+000, 1.1180371E+001
 3.5027784E+002, 1.5102690E+000, 1.1182360E+001
 3.5154010E+002, 1.5103290E+000, 1.1182717E+001
 3.5217123E+002, 1.5103614E+000, 1.1180983E+001
 3.5343350E+002, 1.5104022E+000, 1.1177331E+001
 3.5406463E+002, 1.5104329E+000, 1.1172447E+001
 3.5532689E+002, 1.5104715E+000, 1.1166518E+001
 3.5658915E+002, 1.5105273E+000, 1.1158112E+001
 3.5722028E+002, 1.5105758E+000, 1.1152029E+001
 3.5848255E+002, 1.5106453E+000, 1.1146821E+001
 3.5911368E+002, 1.5107373E+000, 1.1142714E+001
 3.6037594E+002, 1.5108302E+000, 1.1140362E+001
 3.6100707E+002, 1.5109003E+000, 1.1139558E+001
 3.6226933E+002, 1.5109582E+000, 1.1140724E+001
 3.6353160E+002, 1.5110191E+000, 1.1144831E+001
 3.6416273E+002, 1.5110541E+000, 1.1149611E+001
 3.6542499E+002, 1.5110725E+000, 1.1155573E+001
 3.6605612E+002, 1.5111148E+000, 1.1162001E+001
 3.6731838E+002, 1.5111389E+000, 1.1168413E+001
 3.6858065E+002, 1.5111787E+000, 1.1176054E+001
 3.6921178E+002, 1.5112219E+000, 1.1180494E+001
 3.7047404E+002, 1.5112525E+000, 1.1182974E+001
 3.7110517E+002, 1.5112778E+000, 1.1183629E+001
 3.7236743E+002, 1.5113026E+000, 1.1182112E+001
 3.7362970E+002, 1.5113357E+000, 1.1177796E+001
 3.7426083E+002, 1.5113607E+000, 1.1173327E+001
 3.7552309E+002, 1.5113811E+000, 1.1168278E+001
 3.7615422E+002, 1.5113983E+000, 1.1163194E+001
 3.7741648E+002, 1.5114308E+000, 1.1158525E+001
 3.7804761E+002, 1.5114749E+000, 1.1154498E+001
 3.7930988E+002, 1.5115117E+000, 1.1151455E+001
 3.8057214E+002, 1.5115466E+000, 1.1148781E+001
 3.8120327E+002, 1.5115425E+000, 1.1147893E+001
 3.8246553E+002, 1.5115253E+000, 1.1148155E+001
 3.8309666E+002, 1.5115028E+000, 1.1149329E+001
 3.8435893E+002, 1.5114920E+000, 1.1151625E+001
 3.8562119E+002, 1.5114585E+000, 1.1156033E+001
 3.8625232E+002, 1.5114520E+000, 1.1160147E+001
 3.8751458E+002, 1.5114381E+000, 1.1164750E+001
 3.8814571E+002, 1.5114206E+000, 1.1169406E+001
 3.8940798E+002, 1.5114325E+000, 1.1173739E+001
 3.9003911E+002, 1.5114377E+000, 1.1177471E+001
 3.9130137E+002, 1.5114061E+000, 1.1180094E+001
 3.9256363E+002, 1.5113792E+000, 1.1181731E+001
 3.9319476E+002, 1.5113609E+000, 1.1181420E+001
 3.9445703E+002, 1.5113426E+000, 1.1179581E+001
 3.9508816E+002, 1.5113327E+000, 1.1176670E+001
 3.9635042E+002, 1.5113163E+000, 1.1172704E+001
 3.9761268E+002, 1.5112764E+000, 1.1166611E+001
 3.9824381E+002, 1.5112331E+000, 1.1161842E+001
 3.9950608E+002, 1.5112212E+000, 1.1157300E+001
 4.0013721E+002, 1.5111969E+000, 1.1153209E+001
 4.0139947E+002, 1.5111547E+000, 1.1149986E+001
 4.0203060E+002, 1.5110696E+000, 1.1147616E+001
 4.0329286E+002, 1.5109592E+000, 1.1146475E+001
 4.0455513E+002, 1.5108498E+000, 1.1146690E+001
 4.0518626E+002, 1.5107965E+000, 1.1148115E+001
 4.0644852E+002, 1.5107528E+000, 1.1150486E+001
 4.0707965E+002, 1.5107038E+000, 1.1153253E+001
 4.0834191E+002, 1.5106607E+000, 1.1155948E+001
 4.0960418E+002, 1.5105699E+000, 1.1158791E+001
 4.1023531E+002, 1.5104769E+000, 1.1159936E+001
 4.1149757E+002, 1.5103567E+000, 1.1159769E+001
 4.1212870E+002, 1.5102521E+000, 1.1158500E+001
 4.1339096E+002, 1.5101615E+000, 1.1156033E+001
 4.1402210E+002, 1.5100830E+000, 1.1152931E+001
 4.1528436E+002, 1.5100088E+000, 1.1149535E+001
 4.1654662E+002, 1.5098998E+000, 1.1145341E+001
 4.1717775E+002, 1.5098261E+000, 1.1142853E+001
 4.1844001E+002, 1.5097487E+000, 1.1141437E+001
 4.1907115E+002, 1.5096474E+000, 1.1141007E+001
 4.2033341E+002, 1.5095582E+000, 1.1141806E+001
 4.2159567E+002, 1.5094511E+000, 1.1144394E+001
 4.2222680E+002, 1.5093693E+000, 1.1147322E+001
 4.2348906E+002, 1.5093105E+000, 1.1151035E+001
 4.2412020E+002, 1.5092686E+000, 1.1155213E+001
 4.2538246E+002, 1.5091995E+000, 1.1159770E+001
 4.2601359E+002, 1.5091219E+000, 1.1164452E+001
 4.2727585E+002, 1.5090317E+000, 1.1168980E+001
 4.2853811E+002, 1.5089160E+000, 1.1174346E+001
 4.2916925E+002, 1.5088470E+000, 1.1177596E+001
 4.3043151E+002, 1.5088066E+000, 1.1179775E+001
 4.3106264E+002, 1.5087942E+000, 1.1180906E+001
 4.3232490E+002, 1.5087883E+000, 1.1180561E+001
 4.3358716E+002, 1.5087419E+000, 1.1178089E+001
 4.3421830E+002, 1.5087132E+000, 1.1174911E+001
 4.3548056E+002, 1.5086821E+000, 1.1170816E+001
 4.3611169E+002, 1.5086445E+000, 1.1166439E+001
 4.3737395E+002, 1.5086085E+000, 1.1162395E+001
 4.3800508E+002, 1.5085854E+000, 1.1159028E+001
 4.3926735E+002, 1.5085678E+000, 1.1156779E+001
 4.4052961E+002, 1.5085429E+000, 1.1155162E+001
 4.4116074E+002, 1.5085392E+000, 1.1154766E+001
 4.4242300E+002, 1.5085398E+000, 1.1154904E+001
 4.4305413E+002, 1.5085369E+000, 1.1155330E+001
 4.4431639E+002, 1.5085287E+000, 1.1156008E+001
 4.4557866E+002, 1.5085235E+000, 1.1157213E+001
 4.4620979E+002, 1.5085107E+000, 1.1158325E+001
 4.4747205E+002, 1.5084890E+000, 1.1159610E+001
 4.4810318E+002, 1.5084802E+000, 1.1160900E+001
 4.4936544E+002, 1.5085099E+000, 1.1162021E+001
 4.5062771E+002, 1.5085671E+000, 1.1162971E+001
 4.5125884E+002, 1.5086012E+000, 1.1163142E+001
 4.5252110E+002, 1.5086019E+000, 1.1162768E+001
 4.5315223E+002, 1.5085901E+000, 1.1162120E+001
 4.5441449E+002, 1.5085900E+000, 1.1161197E+001
 4.5504563E+002, 1.5085836E+000, 1.1160259E+001
 4.5630789E+002, 1.5085892E+000, 1.1159740E+001
 4.5757015E+002, 1.5085841E+000, 1.1160219E+001
 4.5820128E+002, 1.5085782E+000, 1.1161697E+001
 4.5946354E+002, 1.5085928E+000, 1.1164212E+001
 4.6009468E+002, 1.5086173E+000, 1.1167361E+001
 4.6135694E+002, 1.5086282E+000, 1.1170895E+001
 4.6261920E+002, 1.5086121E+000, 1.1175582E+001
 4.6325033E+002, 1.5085885E+000, 1.1178736E+001
 4.6451259E+002, 1.5085756E+000, 1.1181101E+001
