s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-1.0676539E-002, 1.0756416E-002, 1.0132500E+005, 1.1794096E+000
 1.0019892E+001,-9.1102646E-003, 9.1984819E-003, 1.0132492E+005, 1.1794089E+000
 2.0039784E+001,-8.9659712E-003, 7.9558754E-003, 1.0132474E+005, 1.1794074E+000
 3.0059675E+001,-8.8745122E-003, 8.3850770E-003, 1.0132455E+005, 1.1794058E+000
 4.0009004E+001,-8.4605035E-003, 8.5506528E-003, 1.0132437E+005, 1.1794097E+000
 5.0028896E+001,-9.4499881E-003, 8.4006302E-003, 1.0132421E+005, 1.1795508E+000
 6.0048788E+001,-9.4282069E-003, 8.1107605E-003, 1.0132405E+005, 1.1802177E+000
 7.0068680E+001,-9.5992799E-003, 8.2190047E-003, 1.0132395E+005, 1.1808628E+000
 8.0018009E+001,-1.1005852E-002, 8.9757657E-003, 1.0132381E+005, 1.1808307E+000
 9.0037901E+001,-1.0564503E-002, 9.0330395E-003, 1.0132369E+005, 1.1801317E+000
 1.0005779E+002,-1.0530259E-002, 8.7940279E-003, 1.0132358E+005, 1.1800288E+000
 1.1000712E+002,-1.0108315E-002, 9.3477032E-003, 1.0132343E+005, 1.1798498E+000
 1.2002701E+002,-9.9637541E-003, 9.4886185E-003, 1.0132330E+005, 1.1793577E+000
 1.3004691E+002,-1.0000590E-002, 9.7293344E-003, 1.0132314E+005, 1.1792124E+000
 1.4006680E+002,-9.6502878E-003, 9.9068823E-003, 1.0132304E+005, 1.1790662E+000
 1.5001613E+002,-9.2265226E-003, 9.5752364E-003, 1.0132297E+005, 1.1789623E+000
 1.6003602E+002,-9.4885226E-003, 1.0365607E-002, 1.0132285E+005, 1.1786741E+000
 1.7005591E+002,-9.7998418E-003, 1.0546980E-002, 1.0132274E+005, 1.1788541E+000
 1.8000524E+002,-1.0080045E-002, 1.0129435E-002, 1.0132260E+005, 1.1784690E+000
 1.9002513E+002,-9.6628728E-003, 1.0929528E-002, 1.0132257E+005, 1.1782770E+000
 2.0004502E+002,-9.8309112E-003, 1.0712364E-002, 1.0132259E+005, 1.1787406E+000
 2.1006491E+002,-9.3583230E-003, 1.0796433E-002, 1.0132246E+005, 1.1792694E+000
 2.2001424E+002,-9.0209738E-003, 1.0210710E-002, 1.0132231E+005, 1.1788377E+000
 2.3003413E+002,-9.0886732E-003, 9.9351556E-003, 1.0132228E+005, 1.1785869E+000
 2.4002029E+002,-8.7922643E-003, 1.0011428E-002, 1.0132218E+005, 1.1784240E+000
 2.5004018E+002,-9.3772080E-003, 1.0378091E-002, 1.0132208E+005, 1.1794408E+000
 2.6006007E+002,-9.7750841E-003, 1.0571686E-002, 1.0132205E+005, 1.1794920E+000
 2.7006883E+002,-9.2548435E-003, 1.0234146E-002, 1.0132192E+005, 1.1788582E+000
 2.8004744E+002,-9.4090991E-003, 1.0483447E-002, 1.0132184E+005, 1.1782351E+000
 2.9001648E+002,-9.2075402E-003, 1.0072578E-002, 1.0132177E+005, 1.1789989E+000
 3.0003637E+002,-9.6532173E-003, 1.0390679E-002, 1.0132178E+005, 1.1788404E+000
 3.1001243E+002,-9.5823371E-003, 1.0594392E-002, 1.0132174E+005, 1.1794594E+000
 3.2000719E+002,-9.1438559E-003, 9.9698794E-003, 1.0132146E+005, 1.1794994E+000
 3.3001482E+002,-8.2050726E-003, 8.9786966E-003, 1.0132122E+005, 1.1796895E+000
 3.4003471E+002,-9.9966986E-003, 9.7417297E-003, 1.0132111E+005, 1.1797548E+000
 3.5005460E+002,-1.0118722E-002, 9.7591383E-003, 1.0132100E+005, 1.1792761E+000
 3.6000393E+002,-9.4044405E-003, 1.0044237E-002, 1.0132092E+005, 1.1789572E+000
 3.7000134E+002,-9.5533438E-003, 1.0105719E-002, 1.0132092E+005, 1.1790328E+000
 3.8003319E+002,-9.4087569E-003, 1.0548858E-002, 1.0132091E+005, 1.1791791E+000
 3.9005308E+002,-9.4586824E-003, 1.0272306E-002, 1.0132082E+005, 1.1792662E+000
 4.0000241E+002,-9.0393045E-003, 9.7034223E-003, 1.0132078E+005, 1.1795986E+000
 4.1002230E+002,-9.6666965E-003, 1.0060612E-002, 1.0132069E+005, 1.1795484E+000
 4.2004219E+002,-9.1903909E-003, 9.6016064E-003, 1.0132059E+005, 1.1791496E+000
 4.3006208E+002,-9.8841182E-003, 9.2345511E-003, 1.0132043E+005, 1.1791710E+000
 4.4001141E+002,-9.8177678E-003, 9.8584082E-003, 1.0132029E+005, 1.1794248E+000
 4.5000503E+002,-9.8213869E-003, 1.0042985E-002, 1.0132030E+005, 1.1786378E+000
 4.6006034E+002,-9.2960055E-003, 1.0345437E-002, 1.0132029E+005, 1.1789076E+000
 4.7000967E+002,-8.8519678E-003, 9.7634931E-003, 1.0132014E+005, 1.1797885E+000
 4.8005043E+002,-9.0846308E-003, 8.8259245E-003, 1.0132008E+005, 1.1799298E+000
 4.9003500E+002,-1.0028286E-002, 9.6528846E-003, 1.0132009E+005, 1.1791771E+000
 5.0005490E+002,-9.8562799E-003, 1.0243017E-002, 1.0132017E+005, 1.1790632E+000
 5.1004370E+002,-9.8002651E-003, 1.0559533E-002, 1.0132020E+005, 1.1790056E+000
 5.2001476E+002,-9.5778251E-003, 1.0076827E-002, 1.0132019E+005, 1.1793213E+000
 5.3003465E+002,-9.5216244E-003, 1.0030309E-002, 1.0132010E+005, 1.1788469E+000
 5.4005454E+002,-9.6755113E-003, 9.6657044E-003, 1.0132012E+005, 1.1786297E+000
 5.5005902E+002,-8.9989618E-003, 9.9602727E-003, 1.0132019E+005, 1.1786670E+000
 5.6000835E+002,-8.6228994E-003, 1.0390709E-002, 1.0132018E+005, 1.1784439E+000
 5.7002824E+002,-8.6838037E-003, 1.0955070E-002, 1.0132016E+005, 1.1786179E+000
 5.8004813E+002,-8.3499863E-003, 1.1113814E-002, 1.0132015E+005, 1.1784799E+000
 5.9006802E+002,-9.1144140E-003, 1.0258297E-002, 1.0132005E+005, 1.1787588E+000
 6.0001846E+002,-8.3111223E-003, 1.0009435E-002, 1.0131990E+005, 1.1791500E+000
 6.1001006E+002,-9.2980863E-003, 9.4291991E-003, 1.0131988E+005, 1.1794110E+000
 6.2002996E+002,-9.2869408E-003, 9.7706331E-003, 1.0131986E+005, 1.1801121E+000
 6.3004985E+002,-1.0028538E-002, 1.0159433E-002, 1.0131987E+005, 1.1801850E+000
 6.4006974E+002,-9.8507403E-003, 9.9622163E-003, 1.0131995E+005, 1.1798479E+000
