s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-8.8950235E-003, 8.9560068E-003, 1.0132500E+005, 1.1794096E+000
 1.0019892E+001,-8.5829065E-003, 8.6222222E-003, 1.0132494E+005, 1.1794091E+000
 2.0039784E+001,-8.0085663E-003, 8.0412772E-003, 1.0132481E+005, 1.1794088E+000
 3.0059675E+001,-7.5096061E-003, 7.6243256E-003, 1.0132468E+005, 1.1794127E+000
 4.0009004E+001,-7.3961017E-003, 7.6004021E-003, 1.0132455E+005, 1.1794224E+000
 5.0028896E+001,-9.1801107E-003, 9.3389067E-003, 1.0132445E+005, 1.1794376E+000
 6.0048788E+001,-1.0190919E-002, 1.0281800E-002, 1.0132436E+005, 1.1794399E+000
 7.0068680E+001,-1.0188122E-002, 1.0241539E-002, 1.0132428E+005, 1.1794363E+000
 8.0018009E+001,-8.8532806E-003, 8.8766878E-003, 1.0132428E+005, 1.1794282E+000
 9.0037901E+001,-7.8517672E-003, 8.1870527E-003, 1.0132423E+005, 1.1794148E+000
 1.0005779E+002,-8.0429878E-003, 8.3621274E-003, 1.0132403E+005, 1.1794120E+000
 1.1000712E+002,-8.4952926E-003, 8.7110091E-003, 1.0132381E+005, 1.1794132E+000
 1.2002701E+002,-8.6312700E-003, 8.5799162E-003, 1.0132365E+005, 1.1794009E+000
 1.3004691E+002,-8.6285884E-003, 8.6860750E-003, 1.0132353E+005, 1.1794185E+000
 1.4006680E+002,-8.2948277E-003, 8.7396527E-003, 1.0132341E+005, 1.1795253E+000
 1.5001613E+002,-8.3039615E-003, 8.5237403E-003, 1.0132326E+005, 1.1795076E+000
 1.6003602E+002,-8.5290492E-003, 8.4668890E-003, 1.0132312E+005, 1.1795366E+000
 1.7005591E+002,-8.3424758E-003, 8.4556799E-003, 1.0132301E+005, 1.1794727E+000
 1.8000524E+002,-8.2083655E-003, 8.3216766E-003, 1.0132291E+005, 1.1795858E+000
 1.9002513E+002,-8.4715452E-003, 8.3398287E-003, 1.0132283E+005, 1.1794943E+000
 2.0004502E+002,-8.2988027E-003, 8.2499710E-003, 1.0132279E+005, 1.1795118E+000
 2.1006491E+002,-8.2677108E-003, 8.4428111E-003, 1.0132275E+005, 1.1792734E+000
 2.2001424E+002,-8.2804366E-003, 8.5575051E-003, 1.0132270E+005, 1.1792396E+000
 2.3003413E+002,-8.4213409E-003, 8.4548225E-003, 1.0132262E+005, 1.1793991E+000
 2.4005403E+002,-8.2082004E-003, 8.2970714E-003, 1.0132256E+005, 1.1795139E+000
 2.5000336E+002,-8.3175433E-003, 8.5716669E-003, 1.0132252E+005, 1.1795771E+000
 2.6002325E+002,-8.3901522E-003, 8.2996111E-003, 1.0132248E+005, 1.1794163E+000
 2.7004314E+002,-8.4307917E-003, 8.2786466E-003, 1.0132243E+005, 1.1795085E+000
 2.8006303E+002,-8.3625421E-003, 8.4886652E-003, 1.0132240E+005, 1.1794225E+000
 2.9001236E+002,-8.3968153E-003, 8.3880819E-003, 1.0132237E+005, 1.1793485E+000
 3.0003225E+002,-8.5042142E-003, 8.4492216E-003, 1.0132234E+005, 1.1796874E+000
 3.1005214E+002,-8.4667244E-003, 8.5062203E-003, 1.0132231E+005, 1.1795577E+000
 3.2000147E+002,-8.4832725E-003, 8.4936593E-003, 1.0132225E+005, 1.1796268E+000
 3.3002136E+002,-8.3953591E-003, 8.1453294E-003, 1.0132218E+005, 1.1794187E+000
 3.4004126E+002,-8.3828311E-003, 8.1854532E-003, 1.0132213E+005, 1.1793582E+000
 3.5006115E+002,-8.3931112E-003, 8.4180354E-003, 1.0132211E+005, 1.1792714E+000
 3.6001048E+002,-8.3099368E-003, 8.3169316E-003, 1.0132208E+005, 1.1793559E+000
 3.7003037E+002,-8.1714187E-003, 8.3966949E-003, 1.0132205E+005, 1.1794380E+000
 3.8005026E+002,-8.2289313E-003, 8.4706556E-003, 1.0132206E+005, 1.1793282E+000
 3.9007015E+002,-8.0640336E-003, 8.3900906E-003, 1.0132206E+005, 1.1794182E+000
 4.0001948E+002,-8.2869695E-003, 8.4517921E-003, 1.0132202E+005, 1.1794846E+000
 4.1003937E+002,-8.3365806E-003, 8.4565001E-003, 1.0132196E+005, 1.1792547E+000
 4.2005927E+002,-8.4779563E-003, 8.5324429E-003, 1.0132192E+005, 1.1787977E+000
 4.3000859E+002,-8.2640952E-003, 8.5996104E-003, 1.0132188E+005, 1.1788988E+000
 4.4002849E+002,-8.3892099E-003, 8.6451350E-003, 1.0132184E+005, 1.1791630E+000
 4.5004838E+002,-8.2998736E-003, 8.5313081E-003, 1.0132179E+005, 1.1790718E+000
 4.6006827E+002,-8.5316536E-003, 8.5883751E-003, 1.0132175E+005, 1.1790216E+000
 4.7001760E+002,-8.4552958E-003, 8.5981083E-003, 1.0132171E+005, 1.1788189E+000
 4.8003749E+002,-8.3381818E-003, 8.4592173E-003, 1.0132165E+005, 1.1790109E+000
 4.9005738E+002,-8.4126495E-003, 8.4895313E-003, 1.0132156E+005, 1.1791815E+000
 5.0000671E+002,-8.5291688E-003, 8.4719327E-003, 1.0132149E+005, 1.1793296E+000
 5.1002660E+002,-8.6802408E-003, 8.5430545E-003, 1.0132147E+005, 1.1797507E+000
 5.2004650E+002,-8.4403660E-003, 8.6596955E-003, 1.0132148E+005, 1.1795356E+000
 5.3006639E+002,-8.4716177E-003, 8.6788534E-003, 1.0132148E+005, 1.1794243E+000
 5.4001572E+002,-8.5529232E-003, 8.6770748E-003, 1.0132146E+005, 1.1793842E+000
 5.5003561E+002,-8.4707824E-003, 8.5514701E-003, 1.0132142E+005, 1.1794527E+000
 5.6005550E+002,-8.4203057E-003, 8.5061873E-003, 1.0132138E+005, 1.1795029E+000
 5.7000483E+002,-8.4391300E-003, 8.4722394E-003, 1.0132134E+005, 1.1794529E+000
 5.8002472E+002,-8.4864561E-003, 8.4550631E-003, 1.0132130E+005, 1.1793428E+000
 5.9004461E+002,-8.4632857E-003, 8.4271520E-003, 1.0132124E+005, 1.1793845E+000
 6.0006450E+002,-8.4781458E-003, 8.4784403E-003, 1.0132118E+005, 1.1793577E+000
 6.1001383E+002,-8.5056150E-003, 8.5152377E-003, 1.0132112E+005, 1.1794203E+000
 6.2003373E+002,-8.6149151E-003, 8.6023123E-003, 1.0132105E+005, 1.1793700E+000
 6.3005362E+002,-8.6041669E-003, 8.4814145E-003, 1.0132100E+005, 1.1794780E+000
 6.4000295E+002,-8.4843180E-003, 8.4776978E-003, 1.0132098E+005, 1.1794818E+000
 6.5002284E+002,-8.3863045E-003, 8.5955449E-003, 1.0132096E+005, 1.1793423E+000
