m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 1.9993750E+001,-1.3651587E-003, 2.1884100E+002, 3.4827230E+000, 1.9993750E+001,-1.3620418E-003, 2.1397039E+002, 3.3378291E+000, 1.9993750E+001,-1.3657193E-003, 2.2303996E+002, 3.5841054E+000, 1.9993750E+001,-1.3661660E-003, 2.2200044E+002, 3.5960989E+000, 1.9993750E+001,-1.3633500E-003, 2.2124886E+002, 3.4532273E+000, 1.9993750E+001, 8.0547291E-004, 2.1577792E+002, 4.7191030E+000, 1.9993750E+001, 8.1002695E-004, 2.1745926E+002, 4.8263888E+000, 1.9993750E+001, 8.1538624E-004, 2.2037225E+002, 4.9242851E+000, 1.9993750E+001, 8.0746005E-004, 2.1620978E+002, 4.7227258E+000, 1.9993750E+001, 8.1081627E-004, 2.1699561E+002, 4.8004094E+000
 2.9655172E+001,-1.3604853E-003, 2.5110298E+002, 4.7903515E+000, 2.9655172E+001,-1.3564779E-003, 2.5008026E+002, 4.7410742E+000, 2.9655172E+001,-1.3655912E-003, 2.5128268E+002, 4.8576125E+000, 2.9655172E+001,-1.3689569E-003, 2.5499362E+002, 5.0119179E+000, 2.9655172E+001,-1.3670556E-003, 2.5738259E+002, 5.0607447E+000, 2.9655172E+001, 8.6162767E-004, 2.3461147E+002, 5.3729818E+000, 2.9655172E+001, 8.6809058E-004, 2.4024424E+002, 5.5609707E+000, 2.9655172E+001, 8.6894230E-004, 2.3762093E+002, 5.4156318E+000, 2.9655172E+001, 8.6061509E-004, 2.3533749E+002, 5.2888004E+000, 2.9655172E+001, 8.6932453E-004, 2.3793975E+002, 5.4269420E+000
 3.9310345E+001,-1.3788731E-003, 2.7306640E+002, 5.8422701E+000, 3.9310345E+001,-1.3795149E-003, 2.7596050E+002, 5.9726852E+000, 3.9310345E+001,-1.3838894E-003, 2.7535064E+002, 5.9580648E+000, 3.9310345E+001,-1.3883987E-003, 2.7519573E+002, 5.9672378E+000, 3.9310345E+001,-1.3933760E-003, 2.8096619E+002, 6.2109853E+000, 3.9310345E+001, 9.1314235E-004, 2.5367607E+002, 5.8784933E+000, 3.9310345E+001, 9.2223185E-004, 2.5501252E+002, 6.0257482E+000, 3.9310345E+001, 9.1882872E-004, 2.5377107E+002, 5.9414728E+000, 3.9310345E+001, 9.1173434E-004, 2.5051222E+002, 5.7321646E+000, 3.9310345E+001, 9.2087141E-004, 2.5555734E+002, 5.9836542E+000
 4.8965517E+001,-1.4121268E-003, 2.9545421E+002, 6.8505800E+000, 4.8965517E+001,-1.4078808E-003, 2.9371258E+002, 6.7931238E+000, 4.8965517E+001,-1.4120061E-003, 2.9345315E+002, 6.7107110E+000, 4.8965517E+001,-1.4104654E-003, 2.9570461E+002, 6.7623097E+000, 4.8965517E+001,-1.4226522E-003, 3.0043910E+002, 7.0279732E+000, 4.8965517E+001, 9.6080421E-004, 2.6636511E+002, 6.2656252E+000, 4.8965517E+001, 9.6354304E-004, 2.6606083E+002, 6.2585030E+000, 4.8965517E+001, 9.6739125E-004, 2.6800073E+002, 6.3334493E+000, 4.8965517E+001, 9.6233339E-004, 2.6608516E+002, 6.1901647E+000, 4.8965517E+001, 9.7101553E-004, 2.7046139E+002, 6.4121429E+000
 5.8620690E+001,-1.4327741E-003, 3.1004025E+002, 7.2849715E+000, 5.8620690E+001,-1.4282031E-003, 3.0742860E+002, 7.2326191E+000, 5.8620690E+001,-1.4264689E-003, 3.0651680E+002, 7.1497881E+000, 5.8620690E+001,-1.4321622E-003, 3.0950683E+002, 7.3107172E+000, 5.8620690E+001,-1.4404866E-003, 3.1299267E+002, 7.3799674E+000, 5.8620690E+001, 1.0064813E-003, 2.7844640E+002, 6.6142402E+000, 5.8620690E+001, 1.0109042E-003, 2.8033001E+002, 6.6677219E+000, 5.8620690E+001, 1.0216103E-003, 2.8496530E+002, 6.8011552E+000, 5.8620690E+001, 1.0160926E-003, 2.8057820E+002, 6.6210109E+000, 5.8620690E+001, 1.0172293E-003, 2.8389237E+002, 6.7738366E+000
 6.8275862E+001,-1.4406747E-003, 3.1966431E+002, 7.5287488E+000, 6.8275862E+001,-1.4401650E-003, 3.1973029E+002, 7.5737257E+000, 6.8275862E+001,-1.4462977E-003, 3.2044362E+002, 7.6296842E+000, 6.8275862E+001,-1.4458983E-003, 3.2100951E+002, 7.6260196E+000, 6.8275862E+001,-1.4470629E-003, 3.2095829E+002, 7.5930917E+000, 6.8275862E+001, 1.0523442E-003, 2.8937262E+002, 6.8780986E+000, 6.8275862E+001, 1.0577353E-003, 2.9170677E+002, 6.9199443E+000, 6.8275862E+001, 1.0714129E-003, 2.9679781E+002, 7.1089826E+000, 6.8275862E+001, 1.0647088E-003, 2.9463561E+002, 7.0630844E+000, 6.8275862E+001, 1.0590556E-003, 2.9262845E+002, 6.9603183E+000
 7.7931034E+001,-1.4503672E-003, 3.2806022E+002, 7.8105635E+000, 7.7931034E+001,-1.4487190E-003, 3.2738477E+002, 7.7480958E+000, 7.7931034E+001,-1.4512301E-003, 3.2829110E+002, 7.7761944E+000, 7.7931034E+001,-1.4611950E-003, 3.3355985E+002, 7.9630934E+000, 7.7931034E+001,-1.4505912E-003, 3.2870687E+002, 7.8518672E+000, 7.7931034E+001, 1.0980001E-003, 3.0223433E+002, 7.2313570E+000, 7.7931034E+001, 1.1084090E-003, 3.0602692E+002, 7.2866447E+000, 7.7931034E+001, 1.1139150E-003, 3.0768414E+002, 7.3585595E+000, 7.7931034E+001, 1.1114988E-003, 3.0591103E+002, 7.3477598E+000, 7.7931034E+001, 1.1118587E-003, 3.0897443E+002, 7.4107619E+000
 8.7586207E+001,-1.4642557E-003, 3.3742716E+002, 7.9463765E+000, 8.7586207E+001,-1.4488000E-003, 3.3372571E+002, 7.8986865E+000, 8.7586207E+001,-1.4556134E-003, 3.3509768E+002, 7.9491885E+000, 8.7586207E+001,-1.4690073E-003, 3.4152324E+002, 8.1386755E+000, 8.7586207E+001,-1.4459241E-003, 3.3162362E+002, 7.8432525E+000, 8.7586207E+001, 1.1434513E-003, 3.1196911E+002, 7.5005411E+000, 8.7586207E+001, 1.1485052E-003, 3.1380488E+002, 7.4506258E+000, 8.7586207E+001, 1.1565012E-003, 3.1827332E+002, 7.6199487E+000, 8.7586207E+001, 1.1563104E-003, 3.1731424E+002, 7.5808337E+000, 8.7586207E+001, 1.1545096E-003, 3.1758674E+002, 7.5771521E+000
 9.7241379E+001,-1.4715038E-003, 3.4770813E+002, 8.2367752E+000, 9.7241379E+001,-1.4526265E-003, 3.3913578E+002, 7.9567022E+000, 9.7241379E+001,-1.4576677E-003, 3.4320361E+002, 8.1223141E+000, 9.7241379E+001,-1.4687678E-003, 3.4718978E+002, 8.2131512E+000, 9.7241379E+001,-1.4449984E-003, 3.3690609E+002, 7.9430383E+000, 9.7241379E+001, 1.1908333E-003, 3.2545726E+002, 7.8369016E+000, 9.7241379E+001, 1.1896179E-003, 3.2287135E+002, 7.7228139E+000, 9.7241379E+001, 1.1974557E-003, 3.2728767E+002, 7.7820133E+000, 9.7241379E+001, 1.1974957E-003, 3.2680627E+002, 7.8010549E+000, 9.7241379E+001, 1.1952998E-003, 3.2558311E+002, 7.7247679E+000
