s,Pa,kg/m3,kW,kW
Time,p0,rho,Q1-0,Q2-0
 0.0000000E+000, 1.0132500E+005, 1.1954478E+000,-7.0171337E-001, 0.0000000E+000
 1.0023291E+001, 1.0132770E+005, 1.1954987E+000,-6.7716878E-001, 1.5286361E-003
 2.0046582E+001, 1.0133270E+005, 1.1958752E+000,-5.9665130E-001, 2.3711991E-002
 3.0069872E+001, 1.0133665E+005, 1.1962767E+000,-4.8290747E-001, 7.1736046E-002
 4.0022577E+001, 1.0133954E+005, 1.1966864E+000,-4.4651765E-001, 1.2355652E-001
 5.0045867E+001, 1.0134209E+005, 1.1966477E+000,-4.5569159E-001, 1.3414143E-001
 6.0069158E+001, 1.0134464E+005, 1.1975727E+000,-4.5333217E-001, 1.3557627E-001
 7.0021862E+001, 1.0134711E+005, 1.1977074E+000,-4.4518960E-001, 1.3615859E-001
 8.0045153E+001, 1.0134951E+005, 1.1980691E+000,-4.3731291E-001, 1.3807756E-001
 9.0068444E+001, 1.0135190E+005, 1.1974892E+000,-4.3901413E-001, 1.4074860E-001
 1.0002115E+002, 1.0135421E+005, 1.1974605E+000,-4.3178898E-001, 1.4258093E-001
 1.1004444E+002, 1.0135647E+005, 1.1971930E+000,-4.2600041E-001, 1.4322742E-001
 1.2006773E+002, 1.0135868E+005, 1.1971595E+000,-4.1936321E-001, 1.4294345E-001
 1.3002043E+002, 1.0136089E+005, 1.1969745E+000,-4.1932538E-001, 1.3501599E-001
 1.4004372E+002, 1.0136317E+005, 1.1970818E+000,-4.1465587E-001, 1.2306401E-001
 1.5006702E+002, 1.0136548E+005, 1.1968337E+000,-4.0805316E-001, 1.1357005E-001
 1.6001972E+002, 1.0136779E+005, 1.1969247E+000,-4.0506114E-001, 1.1197505E-001
 1.7004301E+002, 1.0137006E+005, 1.1972168E+000,-3.9969444E-001, 1.1687945E-001
 1.8006630E+002, 1.0137225E+005, 1.1972836E+000,-3.9604747E-001, 1.2475662E-001
 1.9001901E+002, 1.0137435E+005, 1.1972098E+000,-3.9230668E-001, 1.2950573E-001
 2.0004230E+002, 1.0137641E+005, 1.1969920E+000,-3.8972717E-001, 1.2898366E-001
 2.1006559E+002, 1.0137847E+005, 1.1970526E+000,-3.8757431E-001, 1.2923609E-001
 2.2001829E+002, 1.0138049E+005, 1.1970626E+000,-3.8457655E-001, 1.3052995E-001
 2.3004158E+002, 1.0138248E+005, 1.1971424E+000,-3.8190587E-001, 1.3111285E-001
 2.4006487E+002, 1.0138444E+005, 1.1972881E+000,-3.7825695E-001, 1.3336148E-001
 2.5001758E+002, 1.0138635E+005, 1.1972017E+000,-3.7542678E-001, 1.3546181E-001
 2.6004087E+002, 1.0138823E+005, 1.1971175E+000,-3.7261819E-001, 1.3624456E-001
 2.7006416E+002, 1.0139008E+005, 1.1971983E+000,-3.7082320E-001, 1.3808603E-001
 2.8001686E+002, 1.0139191E+005, 1.1971865E+000,-3.6934455E-001, 1.3875885E-001
 2.9004015E+002, 1.0139371E+005, 1.1972637E+000,-3.6736754E-001, 1.4051747E-001
 3.0006344E+002, 1.0139549E+005, 1.1972526E+000,-3.6601442E-001, 1.4237879E-001
 3.1001615E+002, 1.0139724E+005, 1.1972509E+000,-3.6443999E-001, 1.4314160E-001
 3.2003944E+002, 1.0139898E+005, 1.1973051E+000,-3.6228408E-001, 1.4415001E-001
 3.3006273E+002, 1.0140069E+005, 1.1973898E+000,-3.6019030E-001, 1.4544216E-001
 3.4001544E+002, 1.0140236E+005, 1.1972999E+000,-3.5766641E-001, 1.4828136E-001
 3.5003873E+002, 1.0140399E+005, 1.1973078E+000,-3.5510382E-001, 1.5218879E-001
 3.6006202E+002, 1.0140558E+005, 1.1972625E+000,-3.5294613E-001, 1.5316699E-001
 3.7001472E+002, 1.0140715E+005, 1.1972997E+000,-3.5185751E-001, 1.5410607E-001
 3.8003801E+002, 1.0140869E+005, 1.1971566E+000,-3.5021089E-001, 1.5457247E-001
 3.9006130E+002, 1.0141024E+005, 1.1972479E+000,-3.4938968E-001, 1.5331868E-001
 4.0001401E+002, 1.0141178E+005, 1.1972582E+000,-3.4767833E-001, 1.5377408E-001
 4.1003730E+002, 1.0141329E+005, 1.1973329E+000,-3.4626048E-001, 1.5620790E-001
 4.2006059E+002, 1.0141478E+005, 1.1972611E+000,-3.4487883E-001, 1.5840733E-001
 4.3001329E+002, 1.0141624E+005, 1.1972554E+000,-3.4304517E-001, 1.5954039E-001
 4.4003658E+002, 1.0141767E+005, 1.1972604E+000,-3.4244290E-001, 1.6295113E-001
 4.5005987E+002, 1.0141908E+005, 1.1972149E+000,-3.4090803E-001, 1.6451305E-001
 4.6001258E+002, 1.0142045E+005, 1.1973146E+000,-3.3846469E-001, 1.6550795E-001
 4.7003587E+002, 1.0142180E+005, 1.1974698E+000,-3.3709915E-001, 1.6670588E-001
 4.8005916E+002, 1.0142315E+005, 1.1976895E+000,-3.3594709E-001, 1.6670657E-001
 4.9001186E+002, 1.0142447E+005, 1.1976344E+000,-3.3414327E-001, 1.6880560E-001
 5.0003516E+002, 1.0142576E+005, 1.1974660E+000,-3.3274934E-001, 1.7020860E-001
 5.1005845E+002, 1.0142704E+005, 1.1972693E+000,-3.3105616E-001, 1.6952984E-001
 5.2001115E+002, 1.0142830E+005, 1.1972879E+000,-3.2995740E-001, 1.7268636E-001
 5.3003444E+002, 1.0142951E+005, 1.1973654E+000,-3.2832968E-001, 1.7744441E-001
 5.4005773E+002, 1.0143068E+005, 1.1973416E+000,-3.2700961E-001, 1.7991967E-001
 5.5001044E+002, 1.0143183E+005, 1.1973340E+000,-3.2527373E-001, 1.8110476E-001
 5.6003373E+002, 1.0143296E+005, 1.1974135E+000,-3.2430767E-001, 1.8194077E-001
 5.7005702E+002, 1.0143408E+005, 1.1973927E+000,-3.2333084E-001, 1.8285065E-001
 5.8000972E+002, 1.0143518E+005, 1.1973533E+000,-3.2258137E-001, 1.8468436E-001
 5.9003301E+002, 1.0143626E+005, 1.1973700E+000,-3.2180642E-001, 1.8542865E-001
 6.0005630E+002, 1.0143734E+005, 1.1972310E+000,-3.2097909E-001, 1.8529351E-001
 6.1000901E+002, 1.0143840E+005, 1.1970868E+000,-3.1990114E-001, 1.8527945E-001
 6.2003230E+002, 1.0143946E+005, 1.1972316E+000,-3.1840709E-001, 1.8455999E-001
 6.3005559E+002, 1.0144051E+005, 1.1972853E+000,-3.1674455E-001, 1.8469525E-001
 6.4000829E+002, 1.0144154E+005, 1.1974451E+000,-3.1572374E-001, 1.8682979E-001
 6.5003158E+002, 1.0144255E+005, 1.1975459E+000,-3.1428635E-001, 1.8746360E-001
 6.6005488E+002, 1.0144353E+005, 1.1974490E+000,-3.1338731E-001, 1.9009738E-001
 6.7000758E+002, 1.0144449E+005, 1.1974890E+000,-3.1231981E-001, 1.9218532E-001
 6.8003087E+002, 1.0144543E+005, 1.1973481E+000,-3.1190415E-001, 1.9347133E-001
 6.9005416E+002, 1.0144636E+005, 1.1973456E+000,-3.1193438E-001, 1.9477617E-001
 7.0000687E+002, 1.0144729E+005, 1.1973526E+000,-3.1110178E-001, 1.9398499E-001
 7.1003016E+002, 1.0144820E+005, 1.1973067E+000,-3.0965348E-001, 1.9342750E-001
 7.2005345E+002, 1.0144912E+005, 1.1973179E+000,-3.0896085E-001, 1.9273721E-001
 7.3000615E+002, 1.0145003E+005, 1.1973879E+000,-3.0779220E-001, 1.9233591E-001
 7.4002944E+002, 1.0145094E+005, 1.1974124E+000,-3.0635805E-001, 1.9324454E-001
 7.5005273E+002, 1.0145182E+005, 1.1973518E+000,-3.0486211E-001, 1.9467446E-001
 7.6000544E+002, 1.0145268E+005, 1.1973362E+000,-3.0349896E-001, 1.9610503E-001
 7.7002873E+002, 1.0145351E+005, 1.1973067E+000,-3.0261244E-001, 1.9772636E-001
 7.8005202E+002, 1.0145433E+005, 1.1972586E+000,-3.0172178E-001, 1.9809134E-001
 7.9000472E+002, 1.0145515E+005, 1.1973924E+000,-3.0127306E-001, 1.9813306E-001
 8.0002801E+002, 1.0145595E+005, 1.1974938E+000,-3.0125014E-001, 2.0070890E-001
 8.1005130E+002, 1.0145674E+005, 1.1974759E+000,-3.0024271E-001, 2.0161566E-001
 8.2000401E+002, 1.0145752E+005, 1.1974372E+000,-2.9984877E-001, 2.0048363E-001
 8.3002730E+002, 1.0145830E+005, 1.1973631E+000,-2.9972390E-001, 2.0040932E-001
 8.4005059E+002, 1.0145909E+005, 1.1973742E+000,-2.9889510E-001, 2.0052082E-001
 8.5000329E+002, 1.0145986E+005, 1.1973585E+000,-2.9769774E-001, 2.0028813E-001
 8.6002659E+002, 1.0146061E+005, 1.1973759E+000,-2.9715262E-001, 2.0300063E-001
 8.7004988E+002, 1.0146135E+005, 1.1974106E+000,-2.9641870E-001, 2.0441122E-001
 8.8000258E+002, 1.0146207E+005, 1.1974507E+000,-2.9598875E-001, 2.0518449E-001
 8.9002587E+002, 1.0146278E+005, 1.1973987E+000,-2.9555559E-001, 2.0621066E-001
 9.0004916E+002, 1.0146347E+005, 1.1974730E+000,-2.9426348E-001, 2.0739764E-001
 9.1000187E+002, 1.0146415E+005, 1.1974458E+000,-2.9371357E-001, 2.0902207E-001
 9.2002516E+002, 1.0146481E+005, 1.1973634E+000,-2.9266801E-001, 2.0927904E-001
 9.3004845E+002, 1.0146546E+005, 1.1974323E+000,-2.9152422E-001, 2.1033028E-001
 9.4000115E+002, 1.0146610E+005, 1.1974049E+000,-2.9068462E-001, 2.1055685E-001
 9.5002444E+002, 1.0146672E+005, 1.1973013E+000,-2.8983308E-001, 2.1229463E-001
 9.6004773E+002, 1.0146733E+005, 1.1973545E+000,-2.8947683E-001, 2.1294162E-001
 9.7000044E+002, 1.0146793E+005, 1.1972846E+000,-2.8912271E-001, 2.1352479E-001
 9.8002373E+002, 1.0146852E+005, 1.1975660E+000,-2.8891347E-001, 2.1418553E-001
 9.9004702E+002, 1.0146911E+005, 1.1973006E+000,-2.8858867E-001, 2.1262808E-001
 1.0000703E+003, 1.0146971E+005, 1.1971645E+000,-2.8785207E-001, 2.1215119E-001
 1.0100230E+003, 1.0147031E+005, 1.1974000E+000,-2.8719764E-001, 2.1216545E-001
 1.0200463E+003, 1.0147089E+005, 1.1973493E+000,-2.8679686E-001, 2.1237981E-001
 1.0300696E+003, 1.0147148E+005, 1.1974292E+000,-2.8643570E-001, 2.1375168E-001
 1.0400223E+003, 1.0147204E+005, 1.1973633E+000,-2.8584621E-001, 2.1551455E-001
 1.0500456E+003, 1.0147259E+005, 1.1975527E+000,-2.8466613E-001, 2.1605297E-001
 1.0600689E+003, 1.0147313E+005, 1.1973455E+000,-2.8391914E-001, 2.1709138E-001
 1.0700216E+003, 1.0147365E+005, 1.1973005E+000,-2.8298215E-001, 2.1696777E-001
 1.0800449E+003, 1.0147416E+005, 1.1974729E+000,-2.8267690E-001, 2.2034581E-001
 1.0900682E+003, 1.0147463E+005, 1.1974428E+000,-2.8209476E-001, 2.2336425E-001
 1.1000209E+003, 1.0147509E+005, 1.1974181E+000,-2.8157892E-001, 2.2508010E-001
