s,Pa,kg/m3,kW,kW
 4.9001675E+002, 1.0920072E+005, 9.6379009E-001,-9.2527366E+001, 9.0637763E+001
 5.0000203E+002, 1.0922173E+005, 9.6453992E-001,-9.1991608E+001, 9.0498748E+001
 5.1000512E+002, 1.0923924E+005, 9.6334546E-001,-9.1780741E+001, 9.0478163E+001
 5.2001571E+002, 1.0925440E+005, 9.6450550E-001,-9.1876960E+001, 9.1013699E+001
 5.3001315E+002, 1.0927045E+005, 9.6520515E-001,-9.2087264E+001, 9.0845198E+001
 5.4000151E+002, 1.0928436E+005, 9.6550629E-001,-9.1814867E+001, 9.1279319E+001
 5.5001595E+002, 1.0929769E+005, 9.6325982E-001,-9.1893294E+001, 9.1100904E+001
 5.6001421E+002, 1.0931063E+005, 9.6520562E-001,-9.2079010E+001, 9.1286706E+001
 5.7001235E+002, 1.0932499E+005, 9.6253994E-001,-9.1920817E+001, 9.1214416E+001
 5.8000215E+002, 1.0933680E+005, 9.6505300E-001,-9.1645577E+001, 9.1221269E+001
 5.9001162E+002, 1.0934882E+005, 9.6229620E-001,-9.1497202E+001, 9.0896682E+001
 6.0000828E+002, 1.0935776E+005, 9.6456671E-001,-9.1464228E+001, 9.1186626E+001
 6.1000518E+002, 1.0936660E+005, 9.6278841E-001,-9.1452873E+001, 9.1281638E+001
 6.2000810E+002, 1.0937546E+005, 9.6442125E-001,-9.1836758E+001, 9.1512661E+001
 6.3000404E+002, 1.0938361E+005, 9.6490185E-001,-9.1424732E+001, 9.1366181E+001
 6.4001276E+002, 1.0939003E+005, 9.6239976E-001,-9.1179867E+001, 9.1431754E+001
 6.5001540E+002, 1.0939752E+005, 9.6374845E-001,-9.1435577E+001, 9.1223894E+001
 6.6002035E+002, 1.0940472E+005, 9.6446323E-001,-9.0920001E+001, 9.1003680E+001
 6.7000581E+002, 1.0940880E+005, 9.6223404E-001,-9.1029151E+001, 9.1483584E+001
 6.8001267E+002, 1.0941211E+005, 9.6324263E-001,-9.1414467E+001, 9.1879621E+001
 6.9001445E+002, 1.0941515E+005, 9.6203048E-001,-9.1349814E+001, 9.1822339E+001
 7.0001462E+002, 1.0942127E+005, 9.6435258E-001,-9.1717487E+001, 9.1561802E+001
 7.1000596E+002, 1.0942884E+005, 9.6541650E-001,-9.1258586E+001, 9.1492079E+001
 7.2000216E+002, 1.0943321E+005, 9.6270756E-001,-9.0953672E+001, 9.1578634E+001
 7.3000893E+002, 1.0943491E+005, 9.6324163E-001,-9.1097564E+001, 9.1618643E+001
 7.4000442E+002, 1.0943721E+005, 9.6496440E-001,-9.0931782E+001, 9.1399556E+001
 7.5000749E+002, 1.0944041E+005, 9.6382698E-001,-9.1137519E+001, 9.1828967E+001
 7.6001812E+002, 1.0944241E+005, 9.6427203E-001,-9.1116807E+001, 9.1932108E+001
 7.7001166E+002, 1.0944127E+005, 9.6573508E-001,-9.1104827E+001, 9.2061039E+001
 7.8000156E+002, 1.0944224E+005, 9.6387162E-001,-9.0747629E+001, 9.1618818E+001
 7.9000081E+002, 1.0944244E+005, 9.6431889E-001,-9.1301670E+001, 9.1792643E+001
 8.0000036E+002, 1.0944380E+005, 9.6445227E-001,-9.1008693E+001, 9.1985462E+001
 8.1000081E+002, 1.0944415E+005, 9.6460495E-001,-9.0823780E+001, 9.1526024E+001
 8.2000974E+002, 1.0944721E+005, 9.6602324E-001,-9.1257536E+001, 9.1629335E+001
 8.3000855E+002, 1.0945043E+005, 9.6243079E-001,-9.1195685E+001, 9.1813721E+001
 8.4001123E+002, 1.0945349E+005, 9.6496701E-001,-9.1338883E+001, 9.1749170E+001
 8.5001921E+002, 1.0945465E+005, 9.6738911E-001,-9.0604227E+001, 9.1504652E+001
 8.6001753E+002, 1.0945547E+005, 9.6619423E-001,-9.1045269E+001, 9.1666535E+001
 8.6800000E+002, 1.0945872E+005, 9.6058476E-001,-9.1142506E+001, 9.1495581E+001
