s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-3.5763303E+004, 0.0000000E+000, 1.0132500E+005, 8.8318715E-001
 1.0000575E+002,-2.3121570E+004, 9.2945875E+003, 1.0200989E+005, 9.5038353E-001
 2.0000948E+002,-1.7990421E+004, 8.7120404E+003, 1.0281803E+005, 9.6670937E-001
 3.0000992E+002,-1.7827240E+004, 9.0995005E+003, 1.0354092E+005, 9.6742684E-001
 4.0000918E+002,-1.7399545E+004, 9.4392262E+003, 1.0420866E+005, 9.6010408E-001
 5.0000960E+002,-1.7169393E+004, 9.8255548E+003, 1.0482351E+005, 9.5709162E-001
 6.0001188E+002,-1.7081213E+004, 1.0108110E+004, 1.0540090E+005, 9.5601470E-001
 7.0001842E+002,-1.6921317E+004, 1.0493857E+004, 1.0596518E+005, 9.5504638E-001
 8.0000965E+002,-1.6645610E+004, 1.0781105E+004, 1.0647106E+005, 9.5497264E-001
 9.0000645E+002,-1.6315098E+004, 1.1099756E+004, 1.0691856E+005, 9.5849062E-001
 1.0000085E+003,-1.6006359E+004, 1.1321563E+004, 1.0731733E+005, 9.5958379E-001
 1.1000112E+003,-1.5862077E+004, 1.1556996E+004, 1.0768947E+005, 9.5820538E-001
 1.2000101E+003,-1.5464434E+004, 1.1722410E+004, 1.0802611E+005, 9.5803510E-001
 1.3000088E+003,-1.5370367E+004, 1.1909057E+004, 1.0832932E+005, 9.5560374E-001
 1.4000037E+003,-1.5213825E+004, 1.2095810E+004, 1.0860514E+005, 9.5745023E-001
 1.5000018E+003,-1.5050031E+004, 1.2283206E+004, 1.0886187E+005, 9.5960088E-001
 1.6000099E+003,-1.4953300E+004, 1.2330678E+004, 1.0908913E+005, 9.5830987E-001
 1.7000125E+003,-1.4908309E+004, 1.2490847E+004, 1.0930199E+005, 9.5718389E-001
 1.8000079E+003,-1.4691787E+004, 1.2627817E+004, 1.0950750E+005, 9.6061394E-001
 1.9000174E+003,-1.4659839E+004, 1.2757197E+004, 1.0968510E+005, 9.6183573E-001
 2.0000149E+003,-1.4526462E+004, 1.2824698E+004, 1.0984064E+005, 9.5955850E-001
 2.1000062E+003,-1.4345131E+004, 1.2894420E+004, 1.0998237E+005, 9.5895145E-001
 2.2000093E+003,-1.4475712E+004, 1.2910878E+004, 1.1011798E+005, 9.6054816E-001
 2.3000097E+003,-1.4582442E+004, 1.2988739E+004, 1.1025639E+005, 9.5719880E-001
 2.4000047E+003,-1.4491301E+004, 1.3115910E+004, 1.1038713E+005, 9.5844460E-001
 2.5000122E+003,-1.4216588E+004, 1.3235093E+004, 1.1051704E+005, 9.5808586E-001
 2.6000054E+003,-1.4097036E+004, 1.3284583E+004, 1.1060836E+005, 9.6004307E-001
 2.7000053E+003,-1.4191313E+004, 1.3300217E+004, 1.1069039E+005, 9.6066304E-001
