m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0012500E+001,-1.1385219E-003, 2.7533253E+002, 2.9185970E+000,-4.0012500E+001,-1.1526543E-003, 3.0395670E+002, 2.9186440E+000,-4.0012500E+001,-1.1923305E-003, 2.9020493E+002, 2.9060960E+000,-4.0012500E+001,-1.2094060E-003, 2.7364873E+002, 2.8955979E+000,-4.0012500E+001,-1.1827324E-003, 2.9122715E+002, 2.9002679E+000,-4.0012500E+001, 1.2881296E-003, 2.3477995E+002, 2.9031062E+000,-4.0012500E+001, 1.2783235E-003, 2.8425468E+002, 2.9154984E+000,-4.0012500E+001, 1.2494654E-003, 2.8270192E+002, 2.9572128E+000,-4.0012500E+001, 1.2364582E-003, 2.8110638E+002, 2.9075201E+000,-4.0012500E+001, 1.2581823E-003, 2.7115108E+002, 2.9221705E+000
-3.7241379E+001,-1.1384725E-003, 2.7964179E+002, 2.8960047E+000,-3.7241379E+001,-1.1545715E-003, 3.0387660E+002, 2.9330550E+000,-3.7241379E+001,-1.1926731E-003, 3.0071846E+002, 2.9136730E+000,-3.7241379E+001,-1.2097985E-003, 2.7138089E+002, 2.8941963E+000,-3.7241379E+001,-1.1817091E-003, 2.9069851E+002, 2.9475748E+000,-3.7241379E+001, 1.2865021E-003, 2.3602656E+002, 2.9024229E+000,-3.7241379E+001, 1.2742777E-003, 2.8605173E+002, 2.9022790E+000,-3.7241379E+001, 1.2477904E-003, 2.9220549E+002, 2.9518445E+000,-3.7241379E+001, 1.2348292E-003, 2.8318389E+002, 2.9001397E+000,-3.7241379E+001, 1.2584816E-003, 2.7917232E+002, 2.9404319E+000
-3.4482759E+001,-1.1397231E-003, 2.8724733E+002, 2.9009399E+000,-3.4482759E+001,-1.1579390E-003, 3.0188785E+002, 2.9123323E+000,-3.4482759E+001,-1.1949641E-003, 3.0190518E+002, 2.9102500E+000,-3.4482759E+001,-1.2067886E-003, 2.7484740E+002, 2.9056721E+000,-3.4482759E+001,-1.1843623E-003, 2.9740413E+002, 2.9583401E+000,-3.4482759E+001, 1.2853233E-003, 2.4705914E+002, 2.9039679E+000,-3.4482759E+001, 1.2745596E-003, 2.8665128E+002, 2.9164723E+000,-3.4482759E+001, 1.2466731E-003, 2.9647401E+002, 2.9394783E+000,-3.4482759E+001, 1.2344308E-003, 2.8235637E+002, 2.9065623E+000,-3.4482759E+001, 1.2564850E-003, 2.8147238E+002, 2.9409757E+000
-3.1724138E+001,-1.1402633E-003, 2.8860634E+002, 2.9036437E+000,-3.1724138E+001,-1.1645117E-003, 3.0295487E+002, 2.9230824E+000,-3.1724138E+001,-1.1991970E-003, 3.0050262E+002, 2.9251196E+000,-3.1724138E+001,-1.2053649E-003, 2.7518428E+002, 2.9092267E+000,-3.1724138E+001,-1.1891105E-003, 2.9984285E+002, 2.9736808E+000,-3.1724138E+001, 1.2867841E-003, 2.5712525E+002, 2.9068160E+000,-3.1724138E+001, 1.2741674E-003, 2.9467969E+002, 2.9381690E+000,-3.1724138E+001, 1.2450777E-003, 3.0939404E+002, 2.9783016E+000,-3.1724138E+001, 1.2332985E-003, 2.8457960E+002, 2.9140173E+000,-3.1724138E+001, 1.2542357E-003, 2.8966248E+002, 2.9462928E+000
-2.8965517E+001,-1.1417194E-003, 2.9545954E+002, 2.8888644E+000,-2.8965517E+001,-1.1708144E-003, 3.0615562E+002, 2.9288230E+000,-2.8965517E+001,-1.2059056E-003, 3.0727359E+002, 2.9553055E+000,-2.8965517E+001,-1.2082459E-003, 2.8345709E+002, 2.9147543E+000,-2.8965517E+001,-1.1938261E-003, 3.0641833E+002, 2.9547268E+000,-2.8965517E+001, 1.2887415E-003, 2.6740072E+002, 2.9090139E+000,-2.8965517E+001, 1.2717483E-003, 3.0692156E+002, 2.9466653E+000,-2.8965517E+001, 1.2441645E-003, 3.2058896E+002, 2.9969942E+000,-2.8965517E+001, 1.2307682E-003, 2.8348380E+002, 2.9221911E+000,-2.8965517E+001, 1.2482493E-003, 2.9821239E+002, 2.9561252E+000
-2.6206897E+001,-1.1469366E-003, 2.9905852E+002, 2.9098055E+000,-2.6206897E+001,-1.1822530E-003, 3.2109903E+002, 2.9708278E+000,-2.6206897E+001,-1.2139330E-003, 3.1569753E+002, 2.9659766E+000,-2.6206897E+001,-1.2159075E-003, 3.0061563E+002, 2.9271065E+000,-2.6206897E+001,-1.2009670E-003, 3.1221015E+002, 2.9822298E+000,-2.6206897E+001, 1.2864802E-003, 2.8584712E+002, 2.9409241E+000,-2.6206897E+001, 1.2672889E-003, 3.2433766E+002, 2.9770170E+000,-2.6206897E+001, 1.2412849E-003, 3.3060925E+002, 3.0029445E+000,-2.6206897E+001, 1.2262367E-003, 2.9008259E+002, 2.9230061E+000,-2.6206897E+001, 1.2415544E-003, 3.0755893E+002, 2.9540655E+000
-2.3448276E+001,-1.1533035E-003, 3.0394750E+002, 2.9423177E+000,-2.3448276E+001,-1.1873224E-003, 3.2801130E+002, 2.9832779E+000,-2.3448276E+001,-1.2195977E-003, 3.1626161E+002, 2.9770767E+000,-2.3448276E+001,-1.2226099E-003, 3.0840326E+002, 2.9815898E+000,-2.3448276E+001,-1.2069544E-003, 3.1602021E+002, 2.9840739E+000,-2.3448276E+001, 1.2818726E-003, 2.9387269E+002, 2.9488707E+000,-2.3448276E+001, 1.2606055E-003, 3.3536571E+002, 2.9865814E+000,-2.3448276E+001, 1.2342468E-003, 3.3587159E+002, 3.0104745E+000,-2.3448276E+001, 1.2219544E-003, 3.0036761E+002, 2.9136952E+000,-2.3448276E+001, 1.2408575E-003, 3.2564739E+002, 2.9810305E+000
-2.0689655E+001,-1.1590583E-003, 2.9763931E+002, 2.9664178E+000,-2.0689655E+001,-1.1914224E-003, 3.2605573E+002, 2.9575867E+000,-2.0689655E+001,-1.2238250E-003, 3.1960648E+002, 3.0080929E+000,-2.0689655E+001,-1.2297223E-003, 3.0911757E+002, 2.9902102E+000,-2.0689655E+001,-1.2120292E-003, 3.1737871E+002, 2.9590476E+000,-2.0689655E+001, 1.2771126E-003, 3.0017141E+002, 2.9455441E+000,-2.0689655E+001, 1.2560540E-003, 3.4415388E+002, 3.0040154E+000,-2.0689655E+001, 1.2300837E-003, 3.4039578E+002, 2.9835432E+000,-2.0689655E+001, 1.2177829E-003, 3.1507741E+002, 2.9254719E+000,-2.0689655E+001, 1.2382748E-003, 3.2868657E+002, 3.0000113E+000
-1.7931034E+001,-1.1646932E-003, 3.1123171E+002, 2.9491545E+000,-1.7931034E+001,-1.1943995E-003, 3.2696776E+002, 2.9740527E+000,-1.7931034E+001,-1.2286303E-003, 3.2548906E+002, 3.0110139E+000,-1.7931034E+001,-1.2335903E-003, 3.0787739E+002, 3.0109460E+000,-1.7931034E+001,-1.2170477E-003, 3.2311070E+002, 2.9655230E+000,-1.7931034E+001, 1.2712556E-003, 3.0703496E+002, 2.9590005E+000,-1.7931034E+001, 1.2523262E-003, 3.5094003E+002, 2.9807100E+000,-1.7931034E+001, 1.2273765E-003, 3.4031318E+002, 3.0229175E+000,-1.7931034E+001, 1.2150701E-003, 3.1766874E+002, 2.9114146E+000,-1.7931034E+001, 1.2341114E-003, 3.3907865E+002, 3.0314794E+000
