s,kW,kW,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-4.3361677E+003, 0.0000000E+000, 1.0132500E+005, 1.1229154E+000
 1.0008495E+002,-3.6905714E+003, 8.3290514E+002, 1.0144890E+005, 1.1594120E+000
 2.0035018E+002,-3.3871926E+003, 9.2977281E+002, 1.0165446E+005, 1.1555398E+000
 3.0029171E+002,-3.2418746E+003, 9.3154252E+002, 1.0184338E+005, 1.1547328E+000
 4.0009459E+002,-3.2851153E+003, 9.8701842E+002, 1.0202406E+005, 1.1512298E+000
 5.0030060E+002,-3.2511679E+003, 1.0364942E+003, 1.0220228E+005, 1.1542624E+000
 6.0034317E+002,-3.2809601E+003, 1.1095632E+003, 1.0237523E+005, 1.1578629E+000
 7.0029161E+002,-3.2742850E+003, 1.1720227E+003, 1.0254332E+005, 1.1507733E+000
 8.0032756E+002,-3.2591272E+003, 1.2273764E+003, 1.0270594E+005, 1.1553263E+000
 9.0029863E+002,-3.2505246E+003, 1.2873276E+003, 1.0286325E+005, 1.1529598E+000
 1.0001347E+003,-3.2260690E+003, 1.3317119E+003, 1.0301502E+005, 1.1542790E+000
 1.1000530E+003,-3.1880573E+003, 1.3834814E+003, 1.0316001E+005, 1.1548666E+000
 1.2003593E+003,-3.1533069E+003, 1.4368950E+003, 1.0329882E+005, 1.1541152E+000
 1.3003387E+003,-3.1159712E+003, 1.4753677E+003, 1.0343072E+005, 1.1529482E+000
 1.4003387E+003,-3.0651206E+003, 1.5164419E+003, 1.0355546E+005, 1.1544134E+000
 1.5000582E+003,-3.0225018E+003, 1.5573944E+003, 1.0367394E+005, 1.1519039E+000
 1.6000171E+003,-3.0043738E+003, 1.5993636E+003, 1.0378653E+005, 1.1513941E+000
 1.7000171E+003,-2.9654272E+003, 1.6379786E+003, 1.0389349E+005, 1.1542394E+000
 1.8000171E+003,-2.9159010E+003, 1.6768426E+003, 1.0399424E+005, 1.1529759E+000
 1.9000171E+003,-2.8722055E+003, 1.6998424E+003, 1.0408864E+005, 1.1535965E+000
 2.0000062E+003,-2.8454907E+003, 1.7337820E+003, 1.0417825E+005, 1.1564982E+000
 2.1001100E+003,-2.8155092E+003, 1.7532755E+003, 1.0426366E+005, 1.1524825E+000
 2.2002047E+003,-2.7875124E+003, 1.7795486E+003, 1.0434464E+005, 1.1526773E+000
 2.3000257E+003,-2.7532738E+003, 1.8083875E+003, 1.0442090E+005, 1.1537397E+000
 2.4001139E+003,-2.7423615E+003, 1.8346897E+003, 1.0449302E+005, 1.1552282E+000
 2.5000931E+003,-2.7236799E+003, 1.8576960E+003, 1.0456268E+005, 1.1529898E+000
 2.6001916E+003,-2.7032792E+003, 1.8866295E+003, 1.0462870E+005, 1.1534184E+000
 2.7000708E+003,-2.6639142E+003, 1.9050879E+003, 1.0468991E+005, 1.1541057E+000
 2.8003809E+003,-2.6566145E+003, 1.9314733E+003, 1.0474821E+005, 1.1529758E+000
 2.9000594E+003,-2.6298104E+003, 1.9420994E+003, 1.0480274E+005, 1.1510575E+000
 3.0002612E+003,-2.6306665E+003, 1.9652375E+003, 1.0485568E+005, 1.1549588E+000
 3.1002612E+003,-2.5967291E+003, 1.9789539E+003, 1.0490556E+005, 1.1541396E+000
 3.2002612E+003,-2.5763853E+003, 1.9875295E+003, 1.0495286E+005, 1.1515913E+000
 3.3002612E+003,-2.5660770E+003, 2.0143727E+003, 1.0499702E+005, 1.1506964E+000
 3.4004447E+003,-2.5459338E+003, 2.0218628E+003, 1.0503877E+005, 1.1535134E+000
 3.5004447E+003,-2.5317428E+003, 2.0314184E+003, 1.0507866E+005, 1.1568700E+000
 3.6000516E+003,-2.5330252E+003, 2.0500268E+003, 1.0511666E+005, 1.1518600E+000
 3.7003596E+003,-2.5209714E+003, 2.0768767E+003, 1.0515267E+005, 1.1542240E+000
 3.8003809E+003,-2.4958308E+003, 2.0786871E+003, 1.0518572E+005, 1.1532394E+000
 3.9000367E+003,-2.4796727E+003, 2.0877104E+003, 1.0521689E+005, 1.1543580E+000
 4.0000367E+003,-2.4627351E+003, 2.0929413E+003, 1.0524645E+005, 1.1506377E+000
 4.1002996E+003,-2.4765693E+003, 2.1128602E+003, 1.0527479E+005, 1.1519394E+000
 4.2003197E+003,-2.4542343E+003, 2.1223061E+003, 1.0530139E+005, 1.1542507E+000
 4.3001444E+003,-2.4429814E+003, 2.1270922E+003, 1.0532588E+005, 1.1529724E+000
 4.4001799E+003,-2.4391494E+003, 2.1366722E+003, 1.0534964E+005, 1.1521033E+000
 4.5003759E+003,-2.4193125E+003, 2.1465782E+003, 1.0537175E+005, 1.1513781E+000
 4.6001121E+003,-2.4050376E+003, 2.1619043E+003, 1.0539156E+005, 1.1491086E+000
 4.7000829E+003,-2.4034877E+003, 2.1677456E+003, 1.0540991E+005, 1.1540068E+000
 4.8002806E+003,-2.3941161E+003, 2.1701481E+003, 1.0542754E+005, 1.1528117E+000
 4.9001218E+003,-2.3798588E+003, 2.1674529E+003, 1.0544379E+005, 1.1513362E+000
 5.0001865E+003,-2.4106222E+003, 2.1896479E+003, 1.0546024E+005, 1.1512630E+000
 5.1001096E+003,-2.3800409E+003, 2.1844193E+003, 1.0547573E+005, 1.1512828E+000
 5.2001385E+003,-2.3920165E+003, 2.1961859E+003, 1.0549059E+005, 1.1537938E+000
 5.3001385E+003,-2.3831114E+003, 2.1976721E+003, 1.0550492E+005, 1.1527004E+000
 5.4002733E+003,-2.3739049E+003, 2.2028202E+003, 1.0551842E+005, 1.1526862E+000
 5.5001888E+003,-2.3713771E+003, 2.2054565E+003, 1.0553052E+005, 1.1501186E+000
 5.6001888E+003,-2.3861107E+003, 2.2125366E+003, 1.0554307E+005, 1.1530771E+000
 5.7003204E+003,-2.3783400E+003, 2.2196526E+003, 1.0555545E+005, 1.1526046E+000
 5.8004413E+003,-2.3485600E+003, 2.2169703E+003, 1.0556642E+005, 1.1534740E+000
 5.9004413E+003,-2.3822759E+003, 2.2274720E+003, 1.0557672E+005, 1.1520273E+000
