m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 1.9993750E+001,-1.1080444E-002, 3.9035173E+002, 4.7291715E+000, 1.9993750E+001,-1.1075266E-002, 3.9254557E+002, 4.8174755E+000, 1.9993750E+001,-1.1045198E-002, 3.9226229E+002, 4.6785642E+000, 1.9993750E+001,-1.1065694E-002, 3.9721979E+002, 4.8108846E+000, 1.9993750E+001,-1.1069610E-002, 3.9255723E+002, 4.7292200E+000, 1.9993750E+001, 6.9126157E-003, 3.9781394E+002, 6.6038096E+000, 1.9993750E+001, 6.8983153E-003, 3.9173272E+002, 6.3862403E+000, 1.9993750E+001, 6.8939910E-003, 3.8941018E+002, 6.3702311E+000, 1.9993750E+001, 6.8875574E-003, 3.8676241E+002, 6.3052246E+000, 1.9993750E+001, 6.9477537E-003, 3.9663490E+002, 6.5382027E+000
 2.9655172E+001,-1.1283228E-002, 4.5935932E+002, 7.0472056E+000, 2.9655172E+001,-1.1363143E-002, 4.6522806E+002, 7.2891266E+000, 2.9655172E+001,-1.1237384E-002, 4.5466486E+002, 6.9264030E+000, 2.9655172E+001,-1.1372658E-002, 4.6466715E+002, 7.3355874E+000, 2.9655172E+001,-1.1283043E-002, 4.5782134E+002, 6.9763686E+000, 2.9655172E+001, 7.4198358E-003, 4.3134981E+002, 7.2544944E+000, 2.9655172E+001, 7.4573422E-003, 4.3549367E+002, 7.4710965E+000, 2.9655172E+001, 7.4807312E-003, 4.3752558E+002, 7.5466952E+000, 2.9655172E+001, 7.4078505E-003, 4.2751925E+002, 7.2972922E+000, 2.9655172E+001, 7.4300974E-003, 4.3391122E+002, 7.3483522E+000
 3.9310345E+001,-1.1626511E-002, 5.0043501E+002, 8.4117466E+000, 3.9310345E+001,-1.1687449E-002, 5.0418119E+002, 8.5008666E+000, 3.9310345E+001,-1.1612987E-002, 5.0026529E+002, 8.4745594E+000, 3.9310345E+001,-1.1697670E-002, 5.0566447E+002, 8.5800087E+000, 3.9310345E+001,-1.1615300E-002, 5.0126738E+002, 8.4252162E+000, 3.9310345E+001, 7.9278331E-003, 4.6574840E+002, 8.0569094E+000, 3.9310345E+001, 7.8844863E-003, 4.6153475E+002, 8.0510201E+000, 3.9310345E+001, 7.9759952E-003, 4.6993270E+002, 8.1390050E+000, 3.9310345E+001, 7.8678414E-003, 4.5742463E+002, 7.9300269E+000, 3.9310345E+001, 7.8370515E-003, 4.5864161E+002, 7.9129600E+000
 4.8965517E+001,-1.1983276E-002, 5.4000570E+002, 9.4807166E+000, 4.8965517E+001,-1.1996881E-002, 5.3852057E+002, 9.4118581E+000, 4.8965517E+001,-1.1891117E-002, 5.3050175E+002, 9.1642184E+000, 4.8965517E+001,-1.1959226E-002, 5.3680490E+002, 9.3185502E+000, 4.8965517E+001,-1.1945431E-002, 5.3625630E+002, 9.4102436E+000, 4.8965517E+001, 8.4030002E-003, 4.9452257E+002, 8.7013979E+000, 4.8965517E+001, 8.3328727E-003, 4.8926885E+002, 8.5786775E+000, 4.8965517E+001, 8.4924496E-003, 5.0394279E+002, 8.8496643E+000, 4.8965517E+001, 8.3558736E-003, 4.8865405E+002, 8.6083819E+000, 4.8965517E+001, 8.2951019E-003, 4.8284410E+002, 8.4878339E+000
 5.8620690E+001,-1.2144526E-002, 5.6102340E+002, 9.8887784E+000, 5.8620690E+001,-1.2180642E-002, 5.6192277E+002, 9.8593291E+000, 5.8620690E+001,-1.2131996E-002, 5.6120688E+002, 9.8500438E+000, 5.8620690E+001,-1.2125810E-002, 5.5892235E+002, 9.8311321E+000, 5.8620690E+001,-1.2114152E-002, 5.5786294E+002, 9.7793857E+000, 5.8620690E+001, 8.8410341E-003, 5.2098636E+002, 9.2263173E+000, 5.8620690E+001, 8.8207573E-003, 5.1673511E+002, 9.0678763E+000, 5.8620690E+001, 8.9416144E-003, 5.2718879E+002, 9.2885158E+000, 5.8620690E+001, 8.7601688E-003, 5.1139884E+002, 8.9530277E+000, 5.8620690E+001, 8.7379921E-003, 5.1038355E+002, 8.9547336E+000
 6.8275862E+001,-1.2306908E-002, 5.8156840E+002, 1.0194459E+001, 6.8275862E+001,-1.2332396E-002, 5.8208390E+002, 1.0268746E+001, 6.8275862E+001,-1.2322610E-002, 5.8136563E+002, 1.0193101E+001, 6.8275862E+001,-1.2289836E-002, 5.7930197E+002, 1.0150784E+001, 6.8275862E+001,-1.2295174E-002, 5.8008638E+002, 1.0141699E+001, 6.8275862E+001, 9.1973437E-003, 5.3703767E+002, 9.4759908E+000, 6.8275862E+001, 9.2344583E-003, 5.3944416E+002, 9.4978804E+000, 6.8275862E+001, 9.3899358E-003, 5.5324705E+002, 9.7707639E+000, 6.8275862E+001, 9.1393262E-003, 5.2853003E+002, 9.3126857E+000, 6.8275862E+001, 9.1837714E-003, 5.3384701E+002, 9.3967541E+000
 7.7931034E+001,-1.2377114E-002, 5.9657508E+002, 1.0478830E+001, 7.7931034E+001,-1.2426157E-002, 5.9830157E+002, 1.0470926E+001, 7.7931034E+001,-1.2429891E-002, 5.9922892E+002, 1.0523047E+001, 7.7931034E+001,-1.2376996E-002, 5.9486367E+002, 1.0448943E+001, 7.7931034E+001,-1.2388799E-002, 5.9444095E+002, 1.0425507E+001, 7.7931034E+001, 9.4738510E-003, 5.4927698E+002, 9.6384988E+000, 7.7931034E+001, 9.5822936E-003, 5.5727429E+002, 9.7800824E+000, 7.7931034E+001, 9.7461475E-003, 5.7157412E+002, 1.0041647E+001, 7.7931034E+001, 9.5084077E-003, 5.4911532E+002, 9.5637636E+000, 7.7931034E+001, 9.5642775E-003, 5.5457020E+002, 9.6986409E+000
 8.7586207E+001,-1.2499770E-002, 6.1413937E+002, 1.0702544E+001, 8.7586207E+001,-1.2453776E-002, 6.1052904E+002, 1.0609454E+001, 8.7586207E+001,-1.2410836E-002, 6.0788460E+002, 1.0579409E+001, 8.7586207E+001,-1.2432901E-002, 6.0988693E+002, 1.0663927E+001, 8.7586207E+001,-1.2474232E-002, 6.0984113E+002, 1.0589809E+001, 8.7586207E+001, 9.7576108E-003, 5.5566205E+002, 9.6665594E+000, 8.7586207E+001, 9.9548515E-003, 5.7487067E+002, 1.0107382E+001, 8.7586207E+001, 1.0096295E-002, 5.8697517E+002, 1.0254850E+001, 8.7586207E+001, 9.8628279E-003, 5.6655996E+002, 9.9096257E+000, 8.7586207E+001, 9.9552985E-003, 5.7327220E+002, 9.9572829E+000
 9.7241379E+001,-1.2604599E-002, 6.3051878E+002, 1.0928895E+001, 9.7241379E+001,-1.2499996E-002, 6.2260590E+002, 1.0850291E+001, 9.7241379E+001,-1.2442165E-002, 6.1936033E+002, 1.0782129E+001, 9.7241379E+001,-1.2541860E-002, 6.2576248E+002, 1.0835815E+001, 9.7241379E+001,-1.2442112E-002, 6.1879288E+002, 1.0719201E+001, 9.7241379E+001, 1.0149855E-002, 5.7805823E+002, 1.0075461E+001, 9.7241379E+001, 1.0279387E-002, 5.8796739E+002, 1.0220094E+001, 9.7241379E+001, 1.0416665E-002, 6.0059472E+002, 1.0485286E+001, 9.7241379E+001, 1.0209183E-002, 5.8106333E+002, 1.0099722E+001, 9.7241379E+001, 1.0419633E-002, 5.9818404E+002, 1.0443156E+001
