s,kW/m2,kW/m2,Pa,kg/m3
Time,"Q1-0","Q2-0","p0","rho"
 0.0000000E+000,-2.9145600E-001, 2.9145600E-001, 1.0132500E+005, 1.1794096E+000
 1.0002251E+000,-2.6270842E-002, 2.6521667E-002, 1.0132170E+005, 1.1794942E+000
 2.0004502E+000,-1.1139204E-002, 1.1221188E-002, 1.0131911E+005, 1.1797847E+000
 3.0006753E+000,-9.5456946E-003, 9.5979072E-003, 1.0131776E+005, 1.1798810E+000
 4.0009004E+000,-9.2397886E-003, 9.2738204E-003, 1.0131683E+005, 1.1799019E+000
 5.0011256E+000,-9.8455010E-003, 9.8808304E-003, 1.0131613E+005, 1.1798498E+000
 6.0013507E+000,-1.0660489E-002, 1.0733644E-002, 1.0131560E+005, 1.1797571E+000
 7.0015758E+000,-1.0923930E-002, 1.1006622E-002, 1.0131520E+005, 1.1797219E+000
 8.0000368E+000,-1.0947449E-002, 1.1017853E-002, 1.0131492E+005, 1.1797247E+000
 9.0002619E+000,-1.0955811E-002, 1.1018579E-002, 1.0131472E+005, 1.1797301E+000
 1.0000487E+001,-1.0970418E-002, 1.1030584E-002, 1.0131460E+005, 1.1797307E+000
 1.1000712E+001,-1.0979190E-002, 1.1038070E-002, 1.0131452E+005, 1.1797298E+000
 1.2000937E+001,-1.0983073E-002, 1.1041132E-002, 1.0131446E+005, 1.1797287E+000
 1.3001162E+001,-1.0985058E-002, 1.1042811E-002, 1.0131443E+005, 1.1797274E+000
 1.4001387E+001,-1.0986423E-002, 1.1044143E-002, 1.0131441E+005, 1.1797259E+000
 1.5001613E+001,-1.0987409E-002, 1.1045274E-002, 1.0131440E+005, 1.1797244E+000
 1.6000074E+001,-1.0988109E-002, 1.1046183E-002, 1.0131439E+005, 1.1797230E+000
 1.7000299E+001,-1.0988606E-002, 1.1046909E-002, 1.0131438E+005, 1.1797218E+000
 1.8000000E+001,-1.0988969E-002, 1.1047494E-002, 1.0131438E+005, 1.1797208E+000
