s,kW/m2,kW/m2,Pa,kg/m3
Time,Q1-0,Q2-0,p0,rho
 0.0000000E+000,-6.3889995E-002, 6.5730652E-002, 1.0132500E+005, 1.1229154E+000
 1.0710652E+000,-5.9349754E-002, 6.1279404E-002, 1.0132313E+005, 1.1229008E+000
 2.0528750E+000,-5.1193338E-002, 5.3475963E-002, 1.0131908E+005, 1.1228720E+000
 3.0346848E+000,-4.5055593E-002, 4.8273321E-002, 1.0131508E+005, 1.1228784E+000
 4.0164946E+000,-4.0670084E-002, 4.6060290E-002, 1.0131095E+005, 1.1236251E+000
 5.0875599E+000,-3.8986788E-002, 4.6681609E-002, 1.0130654E+005, 1.1283829E+000
 6.0358622E+000,-4.0953222E-002, 4.7841379E-002, 1.0130238E+005, 1.1313492E+000
 7.0513455E+000,-5.0682419E-002, 5.1556528E-002, 1.0129865E+005, 1.1287562E+000
 8.0307246E+000,-5.9826393E-002, 5.8659411E-002, 1.0129498E+005, 1.1247934E+000
 9.0265932E+000,-6.1845511E-002, 5.9487287E-002, 1.0129113E+005, 1.1249091E+000
 1.0002221E+001,-6.2758772E-002, 5.6379095E-002, 1.0128797E+005, 1.1242899E+000
 1.1046674E+001,-6.3358143E-002, 5.7146153E-002, 1.0128551E+005, 1.1239718E+000
 1.2024573E+001,-6.1375917E-002, 5.7081534E-002, 1.0128338E+005, 1.1218940E+000
 1.3023847E+001,-6.2097883E-002, 5.6067582E-002, 1.0128208E+005, 1.1216942E+000
 1.4023121E+001,-6.3541525E-002, 5.2644681E-002, 1.0128091E+005, 1.1210478E+000
 1.5022395E+001,-6.3515116E-002, 5.5436460E-002, 1.0127913E+005, 1.1201874E+000
 1.6021669E+001,-6.2833696E-002, 5.7758353E-002, 1.0127742E+005, 1.1205060E+000
 1.7005489E+001,-6.1682567E-002, 5.4805724E-002, 1.0127615E+005, 1.1253339E+000
 1.8032637E+001,-6.2093815E-002, 5.6177662E-002, 1.0127454E+005, 1.1284781E+000
 1.9008427E+001,-6.5437109E-002, 5.9809706E-002, 1.0127249E+005, 1.1294732E+000
 2.0035575E+001,-6.8979031E-002, 6.0665996E-002, 1.0127057E+005, 1.1264261E+000
 2.1011365E+001,-6.5131499E-002, 5.7027387E-002, 1.0126897E+005, 1.1240552E+000
 2.2046449E+001,-6.2539800E-002, 5.6406315E-002, 1.0126755E+005, 1.1260199E+000
 2.3011144E+001,-6.2075408E-002, 5.9290750E-002, 1.0126637E+005, 1.1273571E+000
 2.4036768E+001,-6.2946148E-002, 6.1870276E-002, 1.0126546E+005, 1.1271302E+000
 2.5029523E+001,-5.9936187E-002, 6.2232681E-002, 1.0126459E+005, 1.1246251E+000
 2.6022278E+001,-6.6304335E-002, 6.2792108E-002, 1.0126399E+005, 1.1238796E+000
 2.7027748E+001,-6.3507917E-002, 6.1195575E-002, 1.0126357E+005, 1.1237814E+000
 2.8000525E+001,-6.1303957E-002, 6.2565064E-002, 1.0126223E+005, 1.1231144E+000
 2.9022293E+001,-6.1661220E-002, 6.4354505E-002, 1.0126057E+005, 1.1225132E+000
 3.0034606E+001,-6.0580351E-002, 6.4581210E-002, 1.0125993E+005, 1.1213639E+000
 3.1005495E+001,-6.3806220E-002, 6.6538339E-002, 1.0125984E+005, 1.1243611E+000
 3.2046548E+001,-6.4344780E-002, 6.2028603E-002, 1.0126002E+005, 1.1245212E+000
 3.3004622E+001,-5.7534985E-002, 6.4715471E-002, 1.0125996E+005, 1.1229409E+000
 3.4016190E+001,-5.6981442E-002, 6.3475059E-002, 1.0125928E+005, 1.1207170E+000
 3.5011521E+001,-5.7275015E-002, 6.2168481E-002, 1.0125837E+005, 1.1198145E+000
 3.6010981E+001,-5.5479007E-002, 6.3848339E-002, 1.0125804E+005, 1.1227228E+000
 3.7010442E+001,-5.4100115E-002, 6.1883521E-002, 1.0125828E+005, 1.1221706E+000
 3.8013081E+001,-5.6433067E-002, 6.0609860E-002, 1.0125885E+005, 1.1226704E+000
 3.9010853E+001,-5.8311398E-002, 5.6922615E-002, 1.0125863E+005, 1.1233614E+000
 4.0039286E+001,-6.1058061E-002, 6.0083747E-002, 1.0125747E+005, 1.1269673E+000
 4.1042007E+001,-6.3108578E-002, 6.2467648E-002, 1.0125669E+005, 1.1261320E+000
 4.2029281E+001,-6.1744920E-002, 6.1037690E-002, 1.0125620E+005, 1.1203943E+000
 4.3008047E+001,-5.9933068E-002, 5.7564593E-002, 1.0125521E+005, 1.1204050E+000
 4.4027601E+001,-5.7020433E-002, 5.7416847E-002, 1.0125389E+005, 1.1222562E+000
 4.5041263E+001,-5.4889951E-002, 6.0790592E-002, 1.0125317E+005, 1.1242508E+000
 4.6012689E+001,-5.6035733E-002, 6.1771295E-002, 1.0125236E+005, 1.1249766E+000
 4.7036420E+001,-5.9399765E-002, 6.4123844E-002, 1.0125130E+005, 1.1202797E+000
 4.8025646E+001,-5.9000387E-002, 6.3131326E-002, 1.0125003E+005, 1.1205266E+000
 4.9013789E+001,-5.5990981E-002, 6.1868529E-002, 1.0124898E+005, 1.1185457E+000
 5.0005976E+001,-5.7099645E-002, 6.2091193E-002, 1.0124913E+005, 1.1175693E+000
 5.1001041E+001,-5.6249599E-002, 6.6565731E-002, 1.0124994E+005, 1.1180048E+000
 5.2039370E+001,-5.5111916E-002, 6.5728216E-002, 1.0124994E+005, 1.1184512E+000
 5.3034436E+001,-5.2993330E-002, 6.2594092E-002, 1.0124953E+005, 1.1186596E+000
 5.4012196E+001,-5.0506275E-002, 6.9754551E-002, 1.0124976E+005, 1.1166866E+000
 5.5011588E+001,-4.9647743E-002, 6.5563173E-002, 1.0124999E+005, 1.1153708E+000
 5.6028175E+001,-5.2137200E-002, 6.9211832E-002, 1.0124995E+005, 1.1164469E+000
 5.7024447E+001,-5.4675864E-002, 6.8814543E-002, 1.0124980E+005, 1.1182453E+000
 5.8013246E+001,-5.0883859E-002, 6.7453440E-002, 1.0124985E+005, 1.1180443E+000
 5.9017819E+001,-4.8531281E-002, 6.5368556E-002, 1.0125006E+005, 1.1171203E+000
 6.0001117E+001,-5.1429620E-002, 6.8691868E-002, 1.0125015E+005, 1.1154256E+000
 6.1047515E+001,-5.1613803E-002, 7.0472767E-002, 1.0125010E+005, 1.1148669E+000
 6.2035529E+001,-5.4427479E-002, 7.2253526E-002, 1.0124980E+005, 1.1146080E+000
 6.3047969E+001,-5.6568613E-002, 6.9987108E-002, 1.0124969E+005, 1.1174389E+000
 6.4017618E+001,-5.9908587E-002, 6.4684221E-002, 1.0124990E+005, 1.1182772E+000
 6.5035749E+001,-5.4219750E-002, 6.3703214E-002, 1.0125013E+005, 1.1192003E+000
 6.6028715E+001,-5.4224925E-002, 6.2956226E-002, 1.0124983E+005, 1.1193939E+000
 6.7030884E+001,-5.4442949E-002, 6.1636078E-002, 1.0124893E+005, 1.1165710E+000
 6.8046125E+001,-5.0759121E-002, 5.7345424E-002, 1.0124785E+005, 1.1192420E+000
 6.9004722E+001,-5.5814846E-002, 5.6149836E-002, 1.0124701E+005, 1.1216525E+000
 7.0011249E+001,-5.7631295E-002, 6.1897325E-002, 1.0124697E+005, 1.1255631E+000
 7.1017776E+001,-5.9822979E-002, 6.4092982E-002, 1.0124693E+005, 1.1220765E+000
 7.2044755E+001,-6.0597009E-002, 6.3537450E-002, 1.0124671E+005, 1.1197815E+000
 7.3011472E+001,-5.6731480E-002, 6.6297101E-002, 1.0124708E+005, 1.1205567E+000
 7.4014930E+001,-5.6182254E-002, 6.3204079E-002, 1.0124781E+005, 1.1202185E+000
 7.5026978E+001,-5.5160313E-002, 6.3174381E-002, 1.0124835E+005, 1.1210922E+000
 7.6030244E+001,-5.2117933E-002, 6.3586404E-002, 1.0124861E+005, 1.1212108E+000
 7.7008865E+001,-5.3471672E-002, 6.5189744E-002, 1.0124912E+005, 1.1208025E+000
 7.8013584E+001,-5.5508207E-002, 6.3379164E-002, 1.0124970E+005, 1.1223345E+000
 7.9006247E+001,-6.1313571E-002, 6.5968850E-002, 1.0124936E+005, 1.1222932E+000
 8.0027443E+001,-5.6646887E-002, 6.5700211E-002, 1.0124857E+005, 1.1215853E+000
 8.1023499E+001,-5.4439933E-002, 6.5147184E-002, 1.0124857E+005, 1.1201900E+000
 8.2010849E+001,-5.6327197E-002, 6.4403532E-002, 1.0124926E+005, 1.1211697E+000
 8.3027321E+001,-5.6411897E-002, 6.3281255E-002, 1.0124947E+005, 1.1208703E+000
 8.4030450E+001,-5.9241407E-002, 6.8769075E-002, 1.0124862E+005, 1.1189131E+000
 8.5009808E+001,-6.0819515E-002, 6.5763951E-002, 1.0124799E+005, 1.1189234E+000
 8.6021145E+001,-5.7097488E-002, 6.7584795E-002, 1.0124778E+005, 1.1195716E+000
 8.7032483E+001,-5.4959816E-002, 6.4904599E-002, 1.0124780E+005, 1.1217088E+000
 8.8005126E+001,-5.3284058E-002, 6.4402655E-002, 1.0124725E+005, 1.1231928E+000
 8.9010754E+001,-5.3693587E-002, 6.2932856E-002, 1.0124608E+005, 1.1244890E+000
 9.0011955E+001,-5.6891805E-002, 5.9579418E-002, 1.0124503E+005, 1.1186181E+000
 9.1016061E+001,-5.6870549E-002, 5.9757718E-002, 1.0124472E+005, 1.1168824E+000
 9.2009852E+001,-5.6250974E-002, 5.8502786E-002, 1.0124530E+005, 1.1174371E+000
 9.3017210E+001,-5.5432979E-002, 7.0585800E-002, 1.0124583E+005, 1.1165258E+000
 9.4009533E+001,-5.3866710E-002, 6.7095575E-002, 1.0124537E+005, 1.1178084E+000
 9.5022529E+001,-5.3841771E-002, 6.8724578E-002, 1.0124447E+005, 1.1196670E+000
 9.6041314E+001,-5.4804103E-002, 6.8969506E-002, 1.0124433E+005, 1.1190037E+000
 9.7041906E+001,-5.8156216E-002, 6.6127192E-002, 1.0124470E+005, 1.1192772E+000
 9.8047245E+001,-5.3582615E-002, 6.2133973E-002, 1.0124520E+005, 1.1191731E+000
 9.9011535E+001,-4.9170073E-002, 5.7572417E-002, 1.0124540E+005, 1.1204474E+000
 1.0001045E+002,-4.6329763E-002, 5.9537722E-002, 1.0124473E+005, 1.1204085E+000
 1.0100653E+002,-5.1854738E-002, 5.7369989E-002, 1.0124346E+005, 1.1201487E+000
 1.0202980E+002,-5.3648573E-002, 5.8965379E-002, 1.0124209E+005, 1.1167350E+000
 1.0302981E+002,-5.0297450E-002, 7.0815580E-002, 1.0124094E+005, 1.1201401E+000
 1.0400192E+002,-4.8710898E-002, 7.0166517E-002, 1.0124064E+005, 1.1175159E+000
 1.0502518E+002,-4.6940931E-002, 6.6899187E-002, 1.0124122E+005, 1.1165066E+000
 1.0604475E+002,-4.4143753E-002, 6.3029588E-002, 1.0124198E+005, 1.1137586E+000
 1.0700785E+002,-4.2705186E-002, 5.8998447E-002, 1.0124316E+005, 1.1174043E+000
 1.0800765E+002,-4.8650810E-002, 6.1597554E-002, 1.0124464E+005, 1.1192410E+000
 1.0901661E+002,-5.1276083E-002, 7.1933063E-002, 1.0124605E+005, 1.1149235E+000
 1.1001927E+002,-5.2206842E-002, 6.7877287E-002, 1.0124669E+005, 1.1143266E+000
 1.1100426E+002,-5.4397275E-002, 6.4521973E-002, 1.0124643E+005, 1.1126554E+000
 1.1203402E+002,-5.0155965E-002, 6.6846726E-002, 1.0124605E+005, 1.1156640E+000
 1.1301901E+002,-4.8227636E-002, 7.0199678E-002, 1.0124583E+005, 1.1179490E+000
 1.1404878E+002,-4.7938267E-002, 6.6437873E-002, 1.0124553E+005, 1.1160083E+000
 1.1504283E+002,-4.9680876E-002, 7.0158603E-002, 1.0124551E+005, 1.1152655E+000
 1.1601897E+002,-4.5789533E-002, 6.9497794E-002, 1.0124587E+005, 1.1167150E+000
 1.1702293E+002,-4.4554258E-002, 6.5630706E-002, 1.0124656E+005, 1.1178287E+000
 1.1803085E+002,-5.0623010E-002, 6.0489596E-002, 1.0124716E+005, 1.1198627E+000
 1.1903877E+002,-4.9834158E-002, 6.4952856E-002, 1.0124734E+005, 1.1188682E+000
 1.2002750E+002,-5.2602529E-002, 6.5564143E-002, 1.0124691E+005, 1.1185606E+000
