m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0006250E+001,-6.3495367E-002, 5.8713402E+002, 4.5552891E+000,-4.0006250E+001,-6.1781706E-002, 5.3469350E+002, 4.3080953E+000,-4.0006250E+001,-6.0419628E-002, 4.6780607E+002, 3.9461085E+000,-4.0006250E+001,-6.1179673E-002, 5.0349798E+002, 4.1309242E+000,-4.0006250E+001,-6.2596980E-002, 5.5535584E+002, 4.3897242E+000,-4.0006250E+001, 6.1477640E-002, 5.7064787E+002, 4.2752421E+000,-4.0006250E+001, 6.2761070E-002, 5.5325560E+002, 4.0880725E+000,-4.0006250E+001, 6.3750350E-002, 4.6456008E+002, 3.8733779E+000,-4.0006250E+001, 6.3185405E-002, 5.2514228E+002, 4.0497458E+000,-4.0006250E+001, 6.2276540E-002, 5.7489622E+002, 4.2660397E+000
-3.7241379E+001,-6.3452366E-002, 5.7795786E+002, 4.5364409E+000,-3.7241379E+001,-6.1856983E-002, 5.3473917E+002, 4.3015927E+000,-3.7241379E+001,-6.0620747E-002, 4.7074774E+002, 4.0124775E+000,-3.7241379E+001,-6.1140916E-002, 5.2014185E+002, 4.1538717E+000,-3.7241379E+001,-6.2376135E-002, 5.5146098E+002, 4.3106707E+000,-3.7241379E+001, 6.1531424E-002, 5.6784944E+002, 4.2404006E+000,-3.7241379E+001, 6.2773788E-002, 5.5038759E+002, 4.2075158E+000,-3.7241379E+001, 6.3718232E-002, 4.5920906E+002, 3.8898797E+000,-3.7241379E+001, 6.3339782E-002, 5.3086607E+002, 4.1343327E+000,-3.7241379E+001, 6.2467761E-002, 5.8371215E+002, 4.3372661E+000
-3.4482759E+001,-6.3333203E-002, 5.7238870E+002, 4.5113338E+000,-3.4482759E+001,-6.1835037E-002, 5.3226290E+002, 4.2815967E+000,-3.4482759E+001,-6.0610684E-002, 4.6021632E+002, 3.9277868E+000,-3.4482759E+001,-6.0862526E-002, 5.1700954E+002, 4.0431838E+000,-3.4482759E+001,-6.2228879E-002, 5.5064866E+002, 4.2829009E+000,-3.4482759E+001, 6.1561861E-002, 5.6463765E+002, 4.2042830E+000,-3.4482759E+001, 6.2571132E-002, 5.5454026E+002, 4.1920351E+000,-3.4482759E+001, 6.3653930E-002, 4.6494978E+002, 3.8716497E+000,-3.4482759E+001, 6.3534314E-002, 5.3469651E+002, 4.1826801E+000,-3.4482759E+001, 6.2576132E-002, 5.8402358E+002, 4.4065727E+000
-3.1724138E+001,-6.3310165E-002, 5.6853108E+002, 4.4857263E+000,-3.1724138E+001,-6.1650071E-002, 5.3350761E+002, 4.2600187E+000,-3.1724138E+001,-6.0402102E-002, 4.6294186E+002, 3.9038045E+000,-3.1724138E+001,-6.0846500E-002, 5.2071061E+002, 4.0851909E+000,-3.1724138E+001,-6.2135034E-002, 5.4550629E+002, 4.2742281E+000,-3.1724138E+001, 6.1729739E-002, 5.5733603E+002, 4.3024881E+000,-3.1724138E+001, 6.2674896E-002, 5.5913105E+002, 4.1611609E+000,-3.1724138E+001, 6.3761370E-002, 4.8344094E+002, 3.8826970E+000,-3.1724138E+001, 6.3568405E-002, 5.2446103E+002, 4.1243486E+000,-3.1724138E+001, 6.2666133E-002, 5.7937531E+002, 4.3785581E+000
-2.8965517E+001,-6.3324442E-002, 5.5594436E+002, 4.4223406E+000,-2.8965517E+001,-6.1566321E-002, 5.3265139E+002, 4.2842043E+000,-2.8965517E+001,-6.0280232E-002, 4.7102435E+002, 3.8910980E+000,-2.8965517E+001,-6.0579790E-002, 5.0081938E+002, 3.9748447E+000,-2.8965517E+001,-6.2090600E-002, 5.4698496E+002, 4.2813677E+000,-2.8965517E+001, 6.1814024E-002, 5.5587563E+002, 4.2626177E+000,-2.8965517E+001, 6.2800945E-002, 5.6636336E+002, 4.2019799E+000,-2.8965517E+001, 6.3797459E-002, 4.8780546E+002, 3.9099240E+000,-2.8965517E+001, 6.3840980E-002, 5.2810961E+002, 4.1521122E+000,-2.8965517E+001, 6.2844405E-002, 5.8210287E+002, 4.3793304E+000
-2.6206897E+001,-6.3074887E-002, 5.5794989E+002, 4.3494666E+000,-2.6206897E+001,-6.1457439E-002, 5.3432524E+002, 4.3019786E+000,-2.6206897E+001,-6.0125402E-002, 4.6909954E+002, 3.9429494E+000,-2.6206897E+001,-6.0409615E-002, 4.9558129E+002, 3.9593669E+000,-2.6206897E+001,-6.2041004E-002, 5.4858286E+002, 4.2603301E+000,-2.6206897E+001, 6.1844267E-002, 5.5425758E+002, 4.1880770E+000,-2.6206897E+001, 6.3034883E-002, 5.6515850E+002, 4.1831399E+000,-2.6206897E+001, 6.4043996E-002, 4.9358616E+002, 3.9238056E+000,-2.6206897E+001, 6.4002747E-002, 5.3417594E+002, 4.1333722E+000,-2.6206897E+001, 6.2917210E-002, 5.8094677E+002, 4.3596639E+000
-2.3448276E+001,-6.2834930E-002, 5.5482929E+002, 4.3159092E+000,-2.3448276E+001,-6.1305231E-002, 5.4354864E+002, 4.3535230E+000,-2.3448276E+001,-6.0019580E-002, 4.6985170E+002, 3.9244929E+000,-2.3448276E+001,-6.0199956E-002, 4.9044731E+002, 3.9104406E+000,-2.3448276E+001,-6.1796351E-002, 5.5312676E+002, 4.1643956E+000,-2.3448276E+001, 6.1956546E-002, 5.5239756E+002, 4.2410852E+000,-2.3448276E+001, 6.3182407E-002, 5.6034502E+002, 4.1609601E+000,-2.3448276E+001, 6.4108179E-002, 4.9203031E+002, 3.9488159E+000,-2.3448276E+001, 6.4134281E-002, 5.2984407E+002, 4.1240242E+000,-2.3448276E+001, 6.2899472E-002, 5.9521245E+002, 4.3436933E+000
-2.0689655E+001,-6.2683255E-002, 5.6577343E+002, 4.3166897E+000,-2.0689655E+001,-6.1279015E-002, 5.3416122E+002, 4.4051842E+000,-2.0689655E+001,-5.9997050E-002, 4.7891361E+002, 3.9716659E+000,-2.0689655E+001,-6.0024348E-002, 4.8667990E+002, 3.9087487E+000,-2.0689655E+001,-6.1677528E-002, 5.4860691E+002, 4.1558944E+000,-2.0689655E+001, 6.2114238E-002, 5.5841959E+002, 4.2803297E+000,-2.0689655E+001, 6.3247051E-002, 5.4816675E+002, 4.0238555E+000,-2.0689655E+001, 6.4275195E-002, 4.9533447E+002, 3.8911591E+000,-2.0689655E+001, 6.4218246E-002, 5.2915482E+002, 4.0890141E+000,-2.0689655E+001, 6.3042661E-002, 5.9250022E+002, 4.4547221E+000
-1.7931034E+001,-6.2708027E-002, 5.7943221E+002, 4.3816611E+000,-1.7931034E+001,-6.1181196E-002, 5.4216743E+002, 4.3628321E+000,-1.7931034E+001,-5.9863659E-002, 4.6848065E+002, 3.8953001E+000,-1.7931034E+001,-5.9866663E-002, 4.9023593E+002, 3.9426012E+000,-1.7931034E+001,-6.1468122E-002, 5.3909332E+002, 4.0655925E+000,-1.7931034E+001, 6.2316871E-002, 5.6608946E+002, 4.3128253E+000,-1.7931034E+001, 6.3509500E-002, 5.5206137E+002, 4.0796421E+000,-1.7931034E+001, 6.4433622E-002, 4.8748835E+002, 3.8831984E+000,-1.7931034E+001, 6.4407885E-002, 5.2140046E+002, 4.0548673E+000,-1.7931034E+001, 6.3201685E-002, 5.7897235E+002, 4.4010024E+000
