m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0006250E+001,-9.5818372E-003, 2.8245092E+002, 3.3647668E+000,-4.0006250E+001,-9.7777763E-003, 3.0623645E+002, 3.5197645E+000,-4.0006250E+001,-9.9357490E-003, 3.2077523E+002, 3.5583791E+000,-4.0006250E+001,-1.0139336E-002, 3.0272357E+002, 3.4894141E+000,-4.0006250E+001,-1.0250395E-002, 2.8914492E+002, 3.4134356E+000,-4.0006250E+001, 1.0807011E-002, 2.5580679E+002, 3.3432664E+000,-4.0006250E+001, 1.0706339E-002, 3.0495490E+002, 3.5503140E+000,-4.0006250E+001, 1.0455775E-002, 3.1492317E+002, 3.5432149E+000,-4.0006250E+001, 1.0266126E-002, 3.0671967E+002, 3.5147185E+000,-4.0006250E+001, 1.0147369E-002, 2.9440936E+002, 3.4553308E+000
-3.7241379E+001,-9.5614302E-003, 2.8768290E+002, 3.3476842E+000,-3.7241379E+001,-9.7728669E-003, 3.1007291E+002, 3.5060822E+000,-3.7241379E+001,-9.9290025E-003, 3.1656385E+002, 3.5177922E+000,-3.7241379E+001,-1.0161152E-002, 3.0166552E+002, 3.4686615E+000,-3.7241379E+001,-1.0260041E-002, 2.8989864E+002, 3.3724005E+000,-3.7241379E+001, 1.0837016E-002, 2.4834373E+002, 3.3476834E+000,-3.7241379E+001, 1.0706923E-002, 3.0700554E+002, 3.5364734E+000,-3.7241379E+001, 1.0463266E-002, 3.0814793E+002, 3.5051171E+000,-3.7241379E+001, 1.0255429E-002, 3.0293914E+002, 3.4376026E+000,-3.7241379E+001, 1.0188339E-002, 2.9199123E+002, 3.4228511E+000
-3.4482759E+001,-9.5733495E-003, 2.8289961E+002, 3.3335482E+000,-3.4482759E+001,-9.7826142E-003, 3.1163145E+002, 3.4880922E+000,-3.4482759E+001,-9.9353653E-003, 3.1271607E+002, 3.4710007E+000,-3.4482759E+001,-1.0164505E-002, 3.0075234E+002, 3.4548638E+000,-3.4482759E+001,-1.0265508E-002, 2.9255696E+002, 3.3802438E+000,-3.4482759E+001, 1.0836189E-002, 2.4838418E+002, 3.3279019E+000,-3.4482759E+001, 1.0707624E-002, 2.9942072E+002, 3.5291514E+000,-3.4482759E+001, 1.0466704E-002, 3.0690939E+002, 3.5257204E+000,-3.4482759E+001, 1.0279546E-002, 3.0265977E+002, 3.4221636E+000,-3.4482759E+001, 1.0184021E-002, 2.9475386E+002, 3.4361451E+000
-3.1724138E+001,-9.5895800E-003, 2.8301447E+002, 3.3751921E+000,-3.1724138E+001,-9.7858998E-003, 3.1461911E+002, 3.4849129E+000,-3.1724138E+001,-9.9206272E-003, 3.0574895E+002, 3.4789323E+000,-3.1724138E+001,-1.0172516E-002, 3.0278112E+002, 3.4393800E+000,-3.1724138E+001,-1.0279576E-002, 2.9408819E+002, 3.4010673E+000,-3.1724138E+001, 1.0867997E-002, 2.5461327E+002, 3.3625912E+000,-3.1724138E+001, 1.0700619E-002, 3.0384587E+002, 3.5036405E+000,-3.1724138E+001, 1.0473337E-002, 3.1126951E+002, 3.5869246E+000,-3.1724138E+001, 1.0252677E-002, 3.0470350E+002, 3.4303831E+000,-3.1724138E+001, 1.0197507E-002, 2.9684450E+002, 3.3862273E+000
-2.8965517E+001,-9.6037669E-003, 2.8388780E+002, 3.3516288E+000,-2.8965517E+001,-9.7732554E-003, 3.0992856E+002, 3.4810889E+000,-2.8965517E+001,-9.9232315E-003, 3.1074085E+002, 3.4877726E+000,-2.8965517E+001,-1.0185227E-002, 3.0734712E+002, 3.4765471E+000,-2.8965517E+001,-1.0296462E-002, 2.9210004E+002, 3.4266268E+000,-2.8965517E+001, 1.0843325E-002, 2.6092417E+002, 3.3533612E+000,-2.8965517E+001, 1.0685976E-002, 3.1019943E+002, 3.5020687E+000,-2.8965517E+001, 1.0477009E-002, 3.1264147E+002, 3.5962279E+000,-2.8965517E+001, 1.0249508E-002, 3.0700607E+002, 3.4599379E+000,-2.8965517E+001, 1.0209722E-002, 3.0012499E+002, 3.4063239E+000
-2.6206897E+001,-9.6079010E-003, 2.7984738E+002, 3.3864070E+000,-2.6206897E+001,-9.7890815E-003, 3.0920244E+002, 3.4592965E+000,-2.6206897E+001,-9.9551963E-003, 3.1692297E+002, 3.4928979E+000,-2.6206897E+001,-1.0223699E-002, 3.0764755E+002, 3.5065469E+000,-2.6206897E+001,-1.0299516E-002, 2.8986889E+002, 3.4125694E+000,-2.6206897E+001, 1.0809741E-002, 2.6807285E+002, 3.3764162E+000,-2.6206897E+001, 1.0672437E-002, 3.2613998E+002, 3.4911581E+000,-2.6206897E+001, 1.0462966E-002, 3.1829825E+002, 3.5431364E+000,-2.6206897E+001, 1.0252968E-002, 3.1720040E+002, 3.4685582E+000,-2.6206897E+001, 1.0199333E-002, 2.9986019E+002, 3.4471362E+000
-2.3448276E+001,-9.6249455E-003, 2.7972518E+002, 3.3767680E+000,-2.3448276E+001,-9.8010531E-003, 3.1208644E+002, 3.4942787E+000,-2.3448276E+001,-9.9768820E-003, 3.1842691E+002, 3.4862040E+000,-2.3448276E+001,-1.0240992E-002, 3.0688997E+002, 3.4943566E+000,-2.3448276E+001,-1.0299647E-002, 2.8329737E+002, 3.4011584E+000,-2.3448276E+001, 1.0822302E-002, 2.7333118E+002, 3.4084173E+000,-2.3448276E+001, 1.0656733E-002, 3.2682848E+002, 3.4791886E+000,-2.3448276E+001, 1.0441498E-002, 3.2586538E+002, 3.5274450E+000,-2.3448276E+001, 1.0244519E-002, 3.1358802E+002, 3.4992878E+000,-2.3448276E+001, 1.0163414E-002, 2.9723762E+002, 3.4138794E+000
-2.0689655E+001,-9.6548057E-003, 2.8298636E+002, 3.3994246E+000,-2.0689655E+001,-9.8396287E-003, 3.1375737E+002, 3.5145715E+000,-2.0689655E+001,-9.9835554E-003, 3.1888464E+002, 3.4571207E+000,-2.0689655E+001,-1.0253346E-002, 3.0579801E+002, 3.5131781E+000,-2.0689655E+001,-1.0307940E-002, 2.8292214E+002, 3.4317381E+000,-2.0689655E+001, 1.0818332E-002, 2.8148397E+002, 3.4164283E+000,-2.0689655E+001, 1.0628505E-002, 3.3085288E+002, 3.5100223E+000,-2.0689655E+001, 1.0431593E-002, 3.2738325E+002, 3.5757592E+000,-2.0689655E+001, 1.0214366E-002, 3.1550719E+002, 3.5066937E+000,-2.0689655E+001, 1.0128919E-002, 3.0665656E+002, 3.4343968E+000
-1.7931034E+001,-9.6840521E-003, 2.9340799E+002, 3.4051568E+000,-1.7931034E+001,-9.8736725E-003, 3.1651013E+002, 3.4973515E+000,-1.7931034E+001,-1.0002106E-002, 3.2319536E+002, 3.4792038E+000,-1.7931034E+001,-1.0236935E-002, 3.0275620E+002, 3.5042425E+000,-1.7931034E+001,-1.0327929E-002, 2.8397918E+002, 3.4444159E+000,-1.7931034E+001, 1.0817301E-002, 2.8788807E+002, 3.4628956E+000,-1.7931034E+001, 1.0613070E-002, 3.3425511E+002, 3.5314049E+000,-1.7931034E+001, 1.0414062E-002, 3.3840727E+002, 3.6250262E+000,-1.7931034E+001, 1.0192504E-002, 3.1681482E+002, 3.5137472E+000,-1.7931034E+001, 1.0095589E-002, 3.1461413E+002, 3.4753594E+000
