m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-x,Q1-1,YP1-1,ZP1-1,Q1-2-x,Q1-2,YP1-2,ZP1-2,Q1-3-x,Q1-3,YP1-3,ZP1-3,Q1-4-x,Q1-4,YP1-4,ZP1-4,Q1-5-x,Q1-5,YP1-5,ZP1-5,Q2-1-x,Q2-1,YP2-1,ZP2-1,Q2-2-x,Q2-2,YP2-2,ZP2-2,Q2-3-x,Q2-3,YP2-3,ZP2-3,Q2-4-x,Q2-4,YP2-4,ZP2-4,Q2-5-x,Q2-5,YP2-5,ZP2-5
-4.0000000E+001,-4.7391457E-001, 2.3416341E+003, 4.2617604E+000,-4.0000000E+001,-4.7492843E-001, 2.2193819E+003, 4.1649052E+000,-4.0000000E+001,-4.7083934E-001, 2.8110592E+003, 4.6822741E+000,-4.0000000E+001,-4.6521344E-001, 2.7094211E+003, 4.7817954E+000,-4.0000000E+001,-4.5462636E-001, 2.5064770E+003, 4.4434761E+000,-4.0000000E+001, 4.5011129E-001, 2.5889772E+003, 4.2395017E+000,-4.0000000E+001, 4.4878563E-001, 2.5463426E+003, 4.1991154E+000,-4.0000000E+001, 4.5670955E-001, 2.8214525E+003, 4.3555549E+000,-4.0000000E+001, 4.6184054E-001, 2.8883662E+003, 4.4253881E+000,-4.0000000E+001, 4.6594404E-001, 2.6154326E+003, 4.3171650E+000
-3.7241379E+001,-4.7494283E-001, 2.2873131E+003, 4.1618225E+000,-3.7241379E+001,-4.7520239E-001, 2.1876996E+003, 4.0797338E+000,-3.7241379E+001,-4.7168014E-001, 2.7513003E+003, 4.4908058E+000,-3.7241379E+001,-4.6617309E-001, 2.6965533E+003, 4.7766865E+000,-3.7241379E+001,-4.5585715E-001, 2.4996261E+003, 4.3631300E+000,-3.7241379E+001, 4.4917464E-001, 2.5134039E+003, 4.3090666E+000,-3.7241379E+001, 4.4781186E-001, 2.5000504E+003, 4.1789458E+000,-3.7241379E+001, 4.5545372E-001, 2.7721492E+003, 4.2789927E+000,-3.7241379E+001, 4.6089969E-001, 2.8574165E+003, 4.3823194E+000,-3.7241379E+001, 4.6544600E-001, 2.5631542E+003, 4.2659152E+000
-3.4482759E+001,-4.7569822E-001, 2.2227501E+003, 4.1148615E+000,-3.4482759E+001,-4.7560253E-001, 2.1660846E+003, 4.0338350E+000,-3.4482759E+001,-4.7240712E-001, 2.6879659E+003, 4.4576475E+000,-3.4482759E+001,-4.6620387E-001, 2.6771792E+003, 4.7692906E+000,-3.4482759E+001,-4.5733402E-001, 2.4891630E+003, 4.5397557E+000,-3.4482759E+001, 4.4834037E-001, 2.5249001E+003, 4.2930618E+000,-3.4482759E+001, 4.4717302E-001, 2.4657813E+003, 4.1681093E+000,-3.4482759E+001, 4.5487901E-001, 2.7627484E+003, 4.3279146E+000,-3.4482759E+001, 4.5999922E-001, 2.8328455E+003, 4.4244380E+000,-3.4482759E+001, 4.6472517E-001, 2.5471555E+003, 4.2553914E+000
-3.1724138E+001,-4.7642264E-001, 2.1797374E+003, 4.1780317E+000,-3.1724138E+001,-4.7582377E-001, 2.1390464E+003, 3.9514070E+000,-3.1724138E+001,-4.7346417E-001, 2.6124269E+003, 4.3775448E+000,-3.1724138E+001,-4.6678643E-001, 2.7154315E+003, 4.7975448E+000,-3.1724138E+001,-4.5801470E-001, 2.4890342E+003, 4.5752909E+000,-3.1724138E+001, 4.4708531E-001, 2.4726281E+003, 4.2335360E+000,-3.1724138E+001, 4.4652389E-001, 2.4643754E+003, 4.1476915E+000,-3.1724138E+001, 4.5396518E-001, 2.7802557E+003, 4.4287785E+000,-3.1724138E+001, 4.5917276E-001, 2.8273730E+003, 4.4168394E+000,-3.1724138E+001, 4.6405380E-001, 2.5531125E+003, 4.2655873E+000
-2.8965517E+001,-4.7702486E-001, 2.1726157E+003, 4.1419819E+000,-2.8965517E+001,-4.7640199E-001, 2.0433676E+003, 3.9702126E+000,-2.8965517E+001,-4.7418216E-001, 2.5618243E+003, 4.3441608E+000,-2.8965517E+001,-4.6797206E-001, 2.6673655E+003, 4.7756849E+000,-2.8965517E+001,-4.5800040E-001, 2.4061445E+003, 4.4341381E+000,-2.8965517E+001, 4.4576817E-001, 2.4023049E+003, 4.2079354E+000,-2.8965517E+001, 4.4612134E-001, 2.4858847E+003, 4.1740541E+000,-2.8965517E+001, 4.5320202E-001, 2.7714010E+003, 4.4129294E+000,-2.8965517E+001, 4.5827787E-001, 2.7695455E+003, 4.4044828E+000,-2.8965517E+001, 4.6312516E-001, 2.5187196E+003, 4.2538599E+000
-2.6206897E+001,-4.7723979E-001, 2.1405468E+003, 4.1844371E+000,-2.6206897E+001,-4.7679143E-001, 1.9759264E+003, 3.9801450E+000,-2.6206897E+001,-4.7428165E-001, 2.5428730E+003, 4.2809099E+000,-2.6206897E+001,-4.6820191E-001, 2.6159928E+003, 4.7117347E+000,-2.6206897E+001,-4.5850716E-001, 2.3831401E+003, 4.4214027E+000,-2.6206897E+001, 4.4506169E-001, 2.3810728E+003, 4.1817576E+000,-2.6206897E+001, 4.4534604E-001, 2.4275974E+003, 4.2413253E+000,-2.6206897E+001, 4.5187757E-001, 2.7653587E+003, 4.4222514E+000,-2.6206897E+001, 4.5758455E-001, 2.6871877E+003, 4.3889756E+000,-2.6206897E+001, 4.6251887E-001, 2.5286375E+003, 4.2773711E+000
-2.3448276E+001,-4.7771602E-001, 2.1268546E+003, 4.1613730E+000,-2.3448276E+001,-4.7743647E-001, 1.9244815E+003, 3.9589285E+000,-2.3448276E+001,-4.7461760E-001, 2.4548493E+003, 4.2214041E+000,-2.3448276E+001,-4.6786715E-001, 2.5332849E+003, 4.6562202E+000,-2.3448276E+001,-4.5878025E-001, 2.3856850E+003, 4.3102531E+000,-2.3448276E+001, 4.4463328E-001, 2.4027228E+003, 4.2188606E+000,-2.3448276E+001, 4.4431714E-001, 2.3368732E+003, 4.1824213E+000,-2.3448276E+001, 4.5089161E-001, 2.7426784E+003, 4.3701565E+000,-2.3448276E+001, 4.5665352E-001, 2.6551985E+003, 4.3558458E+000,-2.3448276E+001, 4.6177318E-001, 2.4825570E+003, 4.2628844E+000
-2.0689655E+001,-4.7754411E-001, 2.0878449E+003, 4.0959772E+000,-2.0689655E+001,-4.7849438E-001, 1.9126497E+003, 3.9501421E+000,-2.0689655E+001,-4.7572380E-001, 2.3868226E+003, 4.2218494E+000,-2.0689655E+001,-4.6809633E-001, 2.4385717E+003, 4.4286425E+000,-2.0689655E+001,-4.5925581E-001, 2.3285028E+003, 4.3340686E+000,-2.0689655E+001, 4.4401947E-001, 2.3506982E+003, 4.2259321E+000,-2.0689655E+001, 4.4336636E-001, 2.3963791E+003, 4.1652526E+000,-2.0689655E+001, 4.5026280E-001, 2.6838621E+003, 4.4020845E+000,-2.0689655E+001, 4.5619311E-001, 2.6637744E+003, 4.3876900E+000,-2.0689655E+001, 4.6127646E-001, 2.4340688E+003, 4.2548289E+000
-1.7931034E+001,-4.7766453E-001, 1.9989009E+003, 4.0483185E+000,-1.7931034E+001,-4.7878798E-001, 1.8828203E+003, 3.9519794E+000,-1.7931034E+001,-4.7608320E-001, 2.3147564E+003, 4.2200046E+000,-1.7931034E+001,-4.6864517E-001, 2.3658859E+003, 4.4222859E+000,-1.7931034E+001,-4.5964491E-001, 2.3280649E+003, 4.4312864E+000,-1.7931034E+001, 4.4359828E-001, 2.3509978E+003, 4.1907122E+000,-1.7931034E+001, 4.4263701E-001, 2.4176197E+003, 4.1787388E+000,-1.7931034E+001, 4.4913863E-001, 2.6163873E+003, 4.3280973E+000,-1.7931034E+001, 4.5554588E-001, 2.5907985E+003, 4.3623268E+000,-1.7931034E+001, 4.6093691E-001, 2.4037970E+003, 4.2576975E+000
