m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,,m,kW/m2,,
Q1-1-z,Q1-1,YP1-1,ZP1-1,Q1-2-z,Q1-2,YP1-2,ZP1-2,Q1-3-z,Q1-3,YP1-3,ZP1-3,Q1-4-z,Q1-4,YP1-4,ZP1-4,Q1-5-z,Q1-5,YP1-5,ZP1-5,Q2-1-z,Q2-1,YP2-1,ZP2-1,Q2-2-z,Q2-2,YP2-2,ZP2-2,Q2-3-z,Q2-3,YP2-3,ZP2-3,Q2-4-z,Q2-4,YP2-4,ZP2-4,Q2-5-z,Q2-5,YP2-5,ZP2-5
 1.9993750E+000,-6.2315242E-002, 4.5230052E+001, 3.4930136E+000, 1.9993750E+000,-6.2429628E-002, 4.4558106E+001, 3.4934455E+000, 1.9993750E+000,-6.2296743E-002, 4.4649571E+001, 3.4929476E+000, 1.9993750E+000,-6.2207514E-002, 4.4722423E+001, 3.4926164E+000, 1.9993750E+000,-6.2213152E-002, 4.4448868E+001, 3.4926346E+000, 1.9993750E+000, 3.4054043E-002, 4.2199968E+001, 3.3917925E+000, 1.9993750E+000, 3.4143798E-002, 4.5037799E+001, 3.3947503E+000, 1.9993750E+000, 3.4129462E-002, 4.3525076E+001, 3.3922010E+000, 1.9993750E+000, 3.4040202E-002, 4.3463644E+001, 3.3917181E+000, 1.9993750E+000, 3.4035713E-002, 4.3484359E+001, 3.4010106E+000
 2.9655172E+000,-5.9653747E-002, 5.2139529E+001, 3.4828652E+000, 2.9655172E+000,-5.9713103E-002, 5.1126120E+001, 3.4830939E+000, 2.9655172E+000,-5.9682817E-002, 5.0666206E+001, 3.4829811E+000, 2.9655172E+000,-5.9580285E-002, 5.1388078E+001, 3.4825747E+000, 2.9655172E+000,-5.9577447E-002, 5.1248405E+001, 3.4825616E+000, 2.9655172E+000, 3.5616636E-002, 4.6668775E+001, 3.4071243E+000, 2.9655172E+000, 3.5600007E-002, 4.8685565E+001, 3.4117716E+000, 2.9655172E+000, 3.5821912E-002, 4.6326915E+001, 3.4035792E+000, 2.9655172E+000, 3.5707134E-002, 4.6848610E+001, 3.4063599E+000, 2.9655172E+000, 3.5630043E-002, 4.5985326E+001, 3.4081676E+000
 3.9310345E+000,-5.7893576E-002, 5.6286339E+001, 3.4768075E+000, 3.9310345E+000,-5.7925039E-002, 5.5229943E+001, 3.4760635E+000, 3.9310345E+000,-5.7953629E-002, 5.5016867E+001, 3.4761827E+000, 3.9310345E+000,-5.7906923E-002, 5.5706639E+001, 3.4761998E+000, 3.9310345E+000,-5.7730818E-002, 5.6503826E+001, 3.4752894E+000, 3.9310345E+000, 3.6860862E-002, 4.9882814E+001, 3.4309167E+000, 3.9310345E+000, 3.6843545E-002, 5.1417092E+001, 3.4258308E+000, 3.9310345E+000, 3.7049046E-002, 4.9546651E+001, 3.4241935E+000, 3.9310345E+000, 3.6977004E-002, 5.0720919E+001, 3.4233441E+000, 3.9310345E+000, 3.6843594E-002, 4.9395638E+001, 3.4311456E+000
 4.8965517E+000,-5.6331940E-002, 5.9061614E+001, 3.4731242E+000, 4.8965517E+000,-5.6451201E-002, 5.8249624E+001, 3.4727225E+000, 4.8965517E+000,-5.6420011E-002, 5.8000278E+001, 3.4728234E+000, 4.8965517E+000,-5.6316510E-002, 5.9308243E+001, 3.4735289E+000, 4.8965517E+000,-5.6267924E-002, 5.9774012E+001, 3.4693701E+000, 4.8965517E+000, 3.7976647E-002, 5.2777104E+001, 3.4629527E+000, 4.8965517E+000, 3.8131104E-002, 5.3603789E+001, 3.4627551E+000, 4.8965517E+000, 3.8127371E-002, 5.3568076E+001, 3.4452110E+000, 4.8965517E+000, 3.8020750E-002, 5.4831398E+001, 3.4403186E+000, 4.8965517E+000, 3.8127737E-002, 5.1234409E+001, 3.4329945E+000
 5.8620690E+000,-5.5113336E-002, 6.1601518E+001, 3.4954027E+000, 5.8620690E+000,-5.5242366E-002, 6.0219085E+001, 3.4989536E+000, 5.8620690E+000,-5.5082807E-002, 6.0761116E+001, 3.4952710E+000, 5.8620690E+000,-5.5103298E-002, 6.1551604E+001, 3.4903071E+000, 5.8620690E+000,-5.4984526E-002, 6.2635630E+001, 3.4857010E+000, 5.8620690E+000, 3.8922633E-002, 5.4850421E+001, 3.5027908E+000, 5.8620690E+000, 3.9080213E-002, 5.6801629E+001, 3.5232226E+000, 5.8620690E+000, 3.9089753E-002, 5.5758861E+001, 3.5114460E+000, 5.8620690E+000, 3.9110668E-002, 5.6205940E+001, 3.4891019E+000, 5.8620690E+000, 3.9126404E-002, 5.3606457E+001, 3.4825574E+000
 6.8275862E+000,-5.3820484E-002, 6.4033738E+001, 3.5251499E+000, 6.8275862E+000,-5.4030915E-002, 6.1963312E+001, 3.5280672E+000, 6.8275862E+000,-5.3898395E-002, 6.2804552E+001, 3.5219737E+000, 6.8275862E+000,-5.3986151E-002, 6.3307568E+001, 3.5263715E+000, 6.8275862E+000,-5.3839840E-002, 6.4522734E+001, 3.5368755E+000, 6.8275862E+000, 3.9999746E-002, 5.7039384E+001, 3.6037007E+000, 6.8275862E+000, 3.9944132E-002, 5.9360482E+001, 3.5873508E+000, 6.8275862E+000, 4.0121469E-002, 5.6928898E+001, 3.5615663E+000, 6.8275862E+000, 4.0056490E-002, 5.8190549E+001, 3.6165915E+000, 6.8275862E+000, 4.0057912E-002, 5.5888000E+001, 3.5101226E+000
 7.7931034E+000,-5.2913998E-002, 6.5796604E+001, 3.6312984E+000, 7.7931034E+000,-5.2989359E-002, 6.4098951E+001, 3.6119118E+000, 7.7931034E+000,-5.2897713E-002, 6.4555581E+001, 3.6072349E+000, 7.7931034E+000,-5.2871692E-002, 6.5321895E+001, 3.5961272E+000, 7.7931034E+000,-5.2830683E-002, 6.6808665E+001, 3.6347821E+000, 7.7931034E+000, 4.0855800E-002, 5.8733410E+001, 3.6358986E+000, 7.7931034E+000, 4.0751748E-002, 6.0804288E+001, 3.6125430E+000, 7.7931034E+000, 4.1047761E-002, 5.8840036E+001, 3.6315566E+000, 7.7931034E+000, 4.0916369E-002, 5.9931412E+001, 3.7295313E+000, 7.7931034E+000, 4.0915521E-002, 5.7207293E+001, 3.5690041E+000
 8.7586207E+000,-5.2045359E-002, 6.6524501E+001, 3.7560560E+000, 8.7586207E+000,-5.2084622E-002, 6.5603077E+001, 3.7045482E+000, 8.7586207E+000,-5.2003034E-002, 6.6030621E+001, 3.7145897E+000, 8.7586207E+000,-5.2056860E-002, 6.6397735E+001, 3.6866584E+000, 8.7586207E+000,-5.1884267E-002, 6.8425510E+001, 3.7573096E+000, 8.7586207E+000, 4.1752011E-002, 6.0562335E+001, 3.7328810E+000, 8.7586207E+000, 4.1590911E-002, 6.2743085E+001, 3.7456710E+000, 8.7586207E+000, 4.1730240E-002, 6.1543165E+001, 3.6892170E+000, 8.7586207E+000, 4.1814028E-002, 6.2292516E+001, 3.8657501E+000, 8.7586207E+000, 4.1842920E-002, 5.9783406E+001, 3.6531065E+000
 9.7241379E+000,-5.1241217E-002, 6.7712411E+001, 3.8909375E+000, 9.7241379E+000,-5.1279168E-002, 6.6176008E+001, 3.7562337E+000, 9.7241379E+000,-5.1213141E-002, 6.6710314E+001, 3.7641148E+000, 9.7241379E+000,-5.1311099E-002, 6.7326668E+001, 3.8414737E+000, 9.7241379E+000,-5.1224349E-002, 6.9332338E+001, 3.9951248E+000, 9.7241379E+000, 4.2440877E-002, 6.2342282E+001, 3.8879192E+000, 9.7241379E+000, 4.2316273E-002, 6.4159656E+001, 3.8617245E+000, 9.7241379E+000, 4.2491174E-002, 6.3425892E+001, 3.8273585E+000, 9.7241379E+000, 4.2518189E-002, 6.3702083E+001, 4.0171800E+000, 9.7241379E+000, 4.2589037E-002, 6.1634051E+001, 3.7633799E+000
